_UID,system,l1,l2,theta,accuracy,auroc
125,celegans,2,3,0.5777777777777778,0.5959933222036727,0.45472463546251296
126,celegans,2,3,0.5777777777777778,0.4896030245746692,0.3993070050930951
127,celegans,2,3,0.5777777777777778,0.5377532228360957,0.4386547467007237
128,celegans,2,3,0.5777777777777778,0.4074074074074074,0.34811339903922056
129,celegans,2,3,0.5777777777777778,0.5373665480427047,0.3928267556777276
130,celegans,2,3,0.6833333333333333,0.37735849056603776,0.3481326219512195
131,celegans,2,3,0.6833333333333333,0.4596949891067538,0.3624444444444444
132,celegans,2,3,0.6833333333333333,0.41706161137440756,0.35875179340028696
133,celegans,2,3,0.6833333333333333,0.4510739856801909,0.38557802639127936
134,celegans,2,3,0.6833333333333333,0.34183673469387754,0.360922551704974
135,celegans,2,3,0.788888888888889,0.34615384615384615,0.4002503128911139
136,celegans,2,3,0.788888888888889,0.3310810810810811,0.3913135593220339
137,celegans,2,3,0.788888888888889,0.3049645390070922,0.3874249098918702
138,celegans,2,3,0.788888888888889,0.29896907216494845,0.36003039513677815
139,celegans,2,3,0.788888888888889,0.32967032967032966,0.34430546412113233
140,celegans,2,3,0.8944444444444445,0.18181818181818182,0.3407987048030221
141,celegans,2,3,0.8944444444444445,0.2116788321167883,0.48607142857142854
142,celegans,2,3,0.8944444444444445,0.23333333333333334,0.41638888888888886
143,celegans,2,3,0.8944444444444445,0.26515151515151514,0.4585246403428222
144,celegans,2,3,0.8944444444444445,0.17482517482517482,0.35919540229885055
145,celegans,2,3,1.0,,-1.0
146,celegans,2,3,1.0,,-1.0
147,celegans,2,3,1.0,,-1.0
148,celegans,2,3,1.0,,-1.0
149,celegans,2,3,1.0,,-1.0
150,london,1,2,0.05,0.4173669467787115,0.40323057224465675
151,london,1,2,0.05,0.41274238227146814,0.465857212238951
152,london,1,2,0.05,0.31988472622478387,0.2521298393184514
153,london,1,2,0.05,0.27323943661971833,0.2612215617954499
154,london,1,2,0.05,0.3593314763231198,0.36106220657276994
155,london,1,2,0.15555555555555556,0.21875,0.20060331825037706
156,london,1,2,0.15555555555555556,0.20512820512820512,0.22914566532258066
157,london,1,2,0.15555555555555556,0.215625,0.26116943359375
158,london,1,2,0.15555555555555556,0.21864951768488747,0.17237715803452858
159,london,1,2,0.15555555555555556,0.215625,0.26470947265625
160,london,1,2,0.2611111111111111,0.099644128113879,0.05597649605690429
161,london,1,2,0.2611111111111111,0.11029411764705882,0.038676236044657086
162,london,1,2,0.2611111111111111,0.1368421052631579,0.08613094333890325
163,london,1,2,0.2611111111111111,0.1323529411764706,0.0896522832006703
164,london,1,2,0.2611111111111111,0.08455882352941177,0.03788483719279567
165,london,1,2,0.36666666666666664,0.06306306306306306,0.050395256916996034
166,london,1,2,0.36666666666666664,0.07589285714285714,0.025608375778155064
167,london,1,2,0.36666666666666664,0.05531914893617021,0.023809523809523822
168,london,1,2,0.36666666666666664,0.07258064516129033,0.03174773999139044
169,london,1,2,0.36666666666666664,0.11693548387096774,0.0728331424207713
170,london,1,2,0.4722222222222222,0.07692307692307693,0.03133074935400518
171,london,1,2,0.4722222222222222,0.06770833333333333,0.014995640802092414
172,london,1,2,0.4722222222222222,0.03940886699507389,0.01369092273068267
173,london,1,2,0.4722222222222222,0.06735751295336788,0.03309222423146475
174,london,1,2,0.4722222222222222,0.09004739336492891,0.062318840579710134
175,london,1,2,0.5777777777777778,0.06451612903225806,0.02933333333333333
176,london,1,2,0.5777777777777778,0.07534246575342465,0.03933884297520661
177,london,1,2,0.5777777777777778,0.03067484662576687,0.01048951048951049
178,london,1,2,0.5777777777777778,0.043209876543209874,0.024886877828054287
179,london,1,2,0.5777777777777778,0.07738095238095238,0.07303486692799668
180,london,1,2,0.6833333333333333,0.047619047619047616,0.005302226935312833
181,london,1,2,0.6833333333333333,0.10483870967741936,0.01489117983963345
182,london,1,2,0.6833333333333333,0.05555555555555555,0.012241452089489232
183,london,1,2,0.6833333333333333,0.05785123966942149,0.01538461538461538
184,london,1,2,0.6833333333333333,0.028037383177570093,0.010344827586206895
185,london,1,2,0.788888888888889,0.06493506493506493,0.0
186,london,1,2,0.788888888888889,0.023809523809523808,0.002166847237269773
187,london,1,2,0.788888888888889,0.0821917808219178,0.024358974358974356
188,london,1,2,0.788888888888889,0.054945054945054944,0.007949125596184421
189,london,1,2,0.788888888888889,0.09195402298850575,0.016594516594516603
190,london,1,2,0.8944444444444445,0.02564102564102564,0.017241379310344824
191,london,1,2,0.8944444444444445,0.06666666666666667,0.0
192,london,1,2,0.8944444444444445,0.034482758620689655,0.0
193,london,1,2,0.8944444444444445,0.10416666666666667,0.0398860398860399
194,london,1,2,0.8944444444444445,0.09302325581395349,0.0
195,london,1,2,1.0,,-1.0
196,london,1,2,1.0,,-1.0
197,london,1,2,1.0,,-1.0
198,london,1,2,1.0,,-1.0
199,london,1,2,1.0,,-1.0
200,london,1,3,0.05,0.3480825958702065,0.28417661847894404
201,london,1,3,0.05,0.3548387096774194,0.3201966599032309
202,london,1,3,0.05,0.27941176470588236,0.29077212806026365
203,london,1,3,0.05,0.39825581395348836,0.5506273708783193
204,london,1,3,0.05,0.3848396501457726,0.28837209302325584
205,london,1,3,0.15555555555555556,0.2168284789644013,0.20966542750929368
206,london,1,3,0.15555555555555556,0.132890365448505,0.07174304582749651
207,london,1,3,0.15555555555555556,0.1590909090909091,0.12258126012772853
208,london,1,3,0.15555555555555556,0.13058419243986255,0.08446016226336593
209,london,1,3,0.15555555555555556,0.18122977346278318,0.1504646840148699
210,london,1,3,0.2611111111111111,0.061068702290076333,0.024669603524229075
211,london,1,3,0.2611111111111111,0.04198473282442748,0.017672413793103442
212,london,1,3,0.2611111111111111,0.09375,0.10910394265232976
213,london,1,3,0.2611111111111111,0.0996309963099631,0.04349881796690307
214,london,1,3,0.2611111111111111,0.08582089552238806,0.051258581235697945
215,london,1,3,0.36666666666666664,0.05,0.034734216081366356
216,london,1,3,0.36666666666666664,0.045454545454545456,0.019627279936558283
217,london,1,3,0.36666666666666664,0.08520179372197309,0.035450268817204304
218,london,1,3,0.36666666666666664,0.05555555555555555,0.027777777777777776
219,london,1,3,0.36666666666666664,0.08294930875576037,0.038864277084172366
220,london,1,3,0.4722222222222222,0.03278688524590164,0.0067607289829512045
221,london,1,3,0.4722222222222222,0.02577319587628866,0.007183908045977014
222,london,1,3,0.4722222222222222,0.045,0.019102990033222588
223,london,1,3,0.4722222222222222,0.06153846153846154,0.021636506687647515
224,london,1,3,0.4722222222222222,0.049723756906077346,0.009677419354838707
225,london,1,3,0.5777777777777778,0.032467532467532464,0.008152173913043478
226,london,1,3,0.5777777777777778,0.049079754601226995,0.018531468531468535
227,london,1,3,0.5777777777777778,0.037267080745341616,0.006931316950220543
228,london,1,3,0.5777777777777778,0.045454545454545456,0.0017160017160017158
229,london,1,3,0.5777777777777778,0.02054794520547945,0.002604166666666667
230,london,1,3,0.6833333333333333,0.008547008547008548,0.0006188118811881188
231,london,1,3,0.6833333333333333,0.017857142857142856,0.013209013209013206
232,london,1,3,0.6833333333333333,0.02564102564102564,0.004854368932038836
233,london,1,3,0.6833333333333333,0.050505050505050504,0.0026315789473684223
234,london,1,3,0.6833333333333333,0.04504504504504504,0.011350059737156512
235,london,1,3,0.788888888888889,0.036585365853658534,0.0015220700152207007
236,london,1,3,0.788888888888889,0.03614457831325301,0.005479452054794521
237,london,1,3,0.788888888888889,0.014084507042253521,0.0
238,london,1,3,0.788888888888889,0.0375,0.0
239,london,1,3,0.788888888888889,0.04878048780487805,0.010945273631840792
240,london,1,3,0.8944444444444445,0.05263157894736842,0.0
241,london,1,3,0.8944444444444445,0.0,0.0
242,london,1,3,0.8944444444444445,0.0,0.0
243,london,1,3,0.8944444444444445,0.15384615384615385,0.0
244,london,1,3,0.8944444444444445,0.03125,0.0
245,london,1,3,1.0,,-1.0
246,london,1,3,1.0,,-1.0
247,london,1,3,1.0,,-1.0
248,london,1,3,1.0,,-1.0
249,london,1,3,1.0,,-1.0
250,london,2,3,0.05,0.22131147540983606,0.12871572871572873
251,london,2,3,0.05,0.25,0.17045454545454544
252,london,2,3,0.05,0.275,0.1979665071770335
253,london,2,3,0.05,0.43089430894308944,0.3112874779541446
254,london,2,3,0.05,0.5079365079365079,0.5138580931263859
255,london,2,3,0.15555555555555556,0.2545454545454545,0.08971471471471473
256,london,2,3,0.15555555555555556,0.24545454545454545,0.10762007945106537
257,london,2,3,0.15555555555555556,0.09174311926605505,0.03913043478260869
258,london,2,3,0.15555555555555556,0.16822429906542055,0.08069498069498067
259,london,2,3,0.15555555555555556,0.21495327102803738,0.09150579150579151
260,london,2,3,0.2611111111111111,0.10227272727272728,0.009081196581196584
261,london,2,3,0.2611111111111111,0.09782608695652174,0.04158215010141988
262,london,2,3,0.2611111111111111,0.07777777777777778,0.017495899398578457
263,london,2,3,0.2611111111111111,0.17346938775510204,0.05344246509388543
264,london,2,3,0.2611111111111111,0.053763440860215055,0.010233918128654974
265,london,2,3,0.36666666666666664,0.09090909090909091,0.011318619128466333
266,london,2,3,0.36666666666666664,0.0684931506849315,0.0016103059581320475
267,london,2,3,0.36666666666666664,0.05194805194805195,0.002962962962962967
268,london,2,3,0.36666666666666664,0.0,0.0
269,london,2,3,0.36666666666666664,0.04938271604938271,0.01958041958041957
270,london,2,3,0.4722222222222222,0.03076923076923077,0.004065040650406501
271,london,2,3,0.4722222222222222,0.05405405405405406,0.004006410256410256
272,london,2,3,0.4722222222222222,0.04285714285714286,0.01387604070305273
273,london,2,3,0.4722222222222222,0.04225352112676056,0.005050505050505057
274,london,2,3,0.4722222222222222,0.06172839506172839,0.01714285714285714
275,london,2,3,0.5777777777777778,0.04081632653061224,0.002040816326530611
276,london,2,3,0.5777777777777778,0.046153846153846156,0.012222222222222221
277,london,2,3,0.5777777777777778,0.0,0.0
278,london,2,3,0.5777777777777778,0.019230769230769232,0.0
279,london,2,3,0.5777777777777778,0.07246376811594203,0.002613240418118466
280,london,2,3,0.6833333333333333,0.046511627906976744,0.004629629629629629
281,london,2,3,0.6833333333333333,0.025,0.0
282,london,2,3,0.6833333333333333,0.03773584905660377,0.007739938080495358
283,london,2,3,0.6833333333333333,0.07317073170731707,0.004830917874396138
284,london,2,3,0.6833333333333333,0.0,0.0
285,london,2,3,0.788888888888889,0.02702702702702703,0.0
286,london,2,3,0.788888888888889,0.07407407407407407,0.0
287,london,2,3,0.788888888888889,0.09523809523809523,0.018181818181818177
288,london,2,3,0.788888888888889,0.04,0.0069444444444444475
289,london,2,3,0.788888888888889,0.07142857142857142,0.0
290,london,2,3,0.8944444444444445,0.0,0.0
291,london,2,3,0.8944444444444445,0.1111111111111111,0.0
292,london,2,3,0.8944444444444445,0.0,0.0
293,london,2,3,0.8944444444444445,0.058823529411764705,0.0
294,london,2,3,0.8944444444444445,0.09090909090909091,0.0
295,london,2,3,1.0,,-1.0
296,london,2,3,1.0,,-1.0
297,london,2,3,1.0,,-1.0
298,london,2,3,1.0,,-1.0
299,london,2,3,1.0,,-1.0
