,theta,edge,correct,layer,distance,ground_truth_aprx,likelihood_metric,score
75,0.02,"(72, 83)",False,d_G,0.6821421274503473,0,inverse,0.5422152684379201
76,0.02,"(74, 73)",True,d_G,0.5158957577192043,1,inverse,0.5415897665933339
77,0.02,"(75, 74)",True,d_G,0.5531430205076918,1,inverse,0.5479152178840357
78,0.02,"(75, 76)",False,d_G,0.7270924176972201,1,inverse,0.46777672209726073
79,0.02,"(76, 77)",True,d_G,0.6220912983089695,1,inverse,0.5159117088910092
80,0.02,"(77, 78)",True,d_G,0.5367680759547205,1,inverse,0.5195490289044766
81,0.02,"(80, 79)",False,d_G,0.665436931219892,1,inverse,0.49694267581697027
82,0.02,"(80, 81)",True,d_G,0.700231726488553,1,inverse,0.5127717782257033
83,0.02,"(81, 82)",True,d_G,0.6106700951391082,1,inverse,0.5215138410807463
84,0.02,"(82, 83)",True,d_G,0.5635329270186225,1,inverse,0.5563991145699584
85,0.02,"(84, 85)",False,d_G,0.3872112480051008,1,inverse,0.4856713031558821
86,0.02,"(86, 85)",False,d_G,0.6971136988165535,1,inverse,0.48883989582244736
87,0.02,"(87, 86)",True,d_G,0.6538296156330365,1,inverse,0.505121583279779
88,0.02,"(88, 89)",True,d_G,0.6987540185864994,1,inverse,0.5025597567063457
89,0.02,"(90, 89)",False,d_G,0.7317547551672855,1,inverse,0.4996498695940856
90,0.02,"(90, 91)",False,d_G,0.6262420210522924,1,inverse,0.4942170817706446
91,0.02,"(91, 92)",True,d_G,0.6165785241469542,1,inverse,0.5094882525826937
92,0.02,"(92, 93)",True,d_G,0.5801508980582762,1,inverse,0.5007491081658684
93,0.02,"(93, 94)",True,d_G,0.6377774836774566,1,inverse,0.514100356296569
94,0.02,"(95, 94)",False,d_G,0.6578799396464591,1,inverse,0.4856003181470334
95,0.02,"(97, 96)",False,d_G,0.6052662036054903,1,inverse,0.49742322287732893
96,0.02,"(97, 98)",True,d_G,0.5346566056917321,1,inverse,0.5078801711463339
97,0.02,"(98, 99)",False,d_G,0.5645682875847878,1,inverse,0.4866917704224523
98,0.02,"(40, 25)",False,d_G,0.6983478550740104,0,inverse,0.5036483667100078
99,0.02,"(34, 40)",False,d_G,0.6997912487907969,0,inverse,0.5099029376555493
100,0.02,"(55, 40)",False,d_G,0.5546253233866658,0,inverse,0.5116954047447411
101,0.02,"(80, 25)",False,d_G,0.6058892547585886,0,inverse,0.512673623613244
102,0.02,"(22, 80)",True,d_G,0.7167683020722053,0,inverse,0.4841838421983427
103,0.02,"(35, 27)",False,d_G,0.6030474952341532,0,inverse,0.5426797777649754
104,0.02,"(35, 23)",False,d_G,0.6896417671228818,0,inverse,0.5057544012573953
105,0.02,"(54, 35)",False,d_G,0.6899797625145242,0,inverse,0.5072575928577806
106,0.02,"(35, 75)",True,d_G,0.7080654346718414,0,inverse,0.48964192881205615
107,0.02,"(23, 51)",False,d_G,0.6289419222191942,0,inverse,0.5177888834173543
108,0.02,"(78, 87)",True,d_G,0.6965429897617554,0,inverse,0.49168089777996615
109,0.02,"(84, 87)",True,d_G,0.6290658786323383,0,inverse,0.4980925761559777
110,0.02,"(37, 78)",True,d_G,0.7071010419307514,0,inverse,0.48442648117195936
111,0.02,"(88, 37)",False,d_G,0.5742706763310996,0,inverse,0.5004321616534889
112,0.02,"(88, 1)",True,d_G,0.6680887299344607,0,inverse,0.48512567935569334
113,0.02,"(57, 1)",True,d_G,0.6037963208714044,0,inverse,0.49675195096937014
114,0.02,"(57, 4)",False,d_G,0.620776077489027,0,inverse,0.5095086550040944
115,0.02,"(67, 4)",False,d_G,0.6997552747259449,0,inverse,0.5019134583527
116,0.02,"(67, 42)",False,d_G,0.6436329850166593,0,inverse,0.5134129801979154
117,0.02,"(73, 42)",False,d_G,0.7600527573736896,0,inverse,0.5001344926607628
118,0.02,"(90, 73)",True,d_G,0.6802620071996566,0,inverse,0.478131445329603
119,0.02,"(33, 90)",False,d_G,0.6188523383042518,0,inverse,0.5070743766232404
120,0.02,"(54, 33)",False,d_G,0.7203363868198531,0,inverse,0.5023695416488977
121,0.02,"(15, 93)",False,d_G,0.5988529069810274,0,inverse,0.5124831462845645
122,0.02,"(93, 6)",True,d_G,0.7167089446768841,0,inverse,0.49990155445577167
123,0.02,"(53, 15)",False,d_G,0.6548852594702604,0,inverse,0.515230328417699
124,0.02,"(69, 53)",False,d_G,0.6176296394311525,0,inverse,0.5037476459798993
125,0.02,"(84, 69)",True,d_G,0.4895261360780008,0,inverse,0.4883529860514962
126,0.02,"(85, 69)",True,d_G,0.5739154542676338,0,inverse,0.48632136828842776
127,0.02,"(6, 56)",False,d_G,0.8115853217107113,0,inverse,0.5051977687785096
128,0.02,"(16, 56)",True,d_G,0.7050706909020109,0,inverse,0.48936446879201323
129,0.02,"(20, 98)",False,d_G,0.5404998222929971,0,inverse,0.5063904950567335
130,0.02,"(86, 20)",True,d_G,0.6491454103784026,0,inverse,0.48344251237522295
131,0.02,"(86, 38)",True,d_G,0.6736788464895646,0,inverse,0.4899695886059819
132,0.02,"(0, 39)",True,d_G,0.650967793963059,0,inverse,0.4970059749046799
133,0.02,"(9, 19)",False,d_G,0.5640692726394904,0,inverse,0.5205825248924362
134,0.02,"(83, 5)",False,d_G,0.6078332570247276,0,inverse,0.5176267783657373
135,0.02,"(43, 83)",True,d_G,0.5995323756763322,0,inverse,0.4541171736904255
136,0.02,"(17, 5)",True,d_G,0.6438378692342372,0,inverse,0.4930793156394566
137,0.02,"(32, 17)",True,d_G,0.6329101784398872,0,inverse,0.49883875277804113
138,0.02,"(3, 32)",False,d_G,0.6921818372475388,0,inverse,0.5077587539917828
139,0.02,"(91, 79)",True,d_G,0.6709897425448663,0,inverse,0.47434999021613905
140,0.02,"(79, 12)",False,d_G,0.5917501878317644,0,inverse,0.5146789096566705
141,0.02,"(36, 22)",False,d_G,0.5424069895776225,0,inverse,0.5504840833809993
142,0.02,"(9, 22)",True,d_G,0.8081000382140922,0,inverse,0.4659885308648479
143,0.02,"(82, 9)",False,d_G,0.6515496236833483,0,inverse,0.5284639253828037
144,0.02,"(44, 82)",True,d_G,0.6404242706017386,0,inverse,0.4729295921609532
145,0.02,"(7, 44)",True,d_G,0.6758535494996603,0,inverse,0.47471814707968696
146,0.02,"(64, 7)",True,d_G,0.7252963880849915,0,inverse,0.49049287722040547
147,0.02,"(46, 62)",True,d_G,0.5654080381697543,0,inverse,0.499885686784576
148,0.02,"(46, 29)",False,d_G,0.6133068748863518,0,inverse,0.5065525015132561
149,0.02,"(85, 29)",False,d_G,0.6320743088153176,0,inverse,0.507716441847795
150,0.02,"(2, 70)",False,d_G,0.6045216338675545,0,inverse,0.513491888473603
151,0.02,"(6, 77)",True,d_G,0.6878120743426158,0,inverse,0.48485040502956855
152,0.02,"(75, 65)",True,d_G,0.6222054884165475,0,inverse,0.45628789330079117
153,0.02,"(71, 95)",False,d_G,0.5623145201295758,0,inverse,0.5304372163876869
154,0.02,"(21, 95)",True,d_G,0.7057811633730307,0,inverse,0.45986815210511717
155,0.02,"(21, 70)",False,d_G,0.6250707900515112,0,inverse,0.511973457006692
156,0.02,"(59, 89)",True,d_G,0.6560070800524775,0,inverse,0.4885295083329483
157,0.02,"(63, 89)",True,d_G,0.6494238685982027,0,inverse,0.4985752536070421
158,0.02,"(41, 63)",True,d_G,0.5996164656140147,0,inverse,0.49815769051787295
159,0.02,"(61, 41)",True,d_G,0.6218459639187881,0,inverse,0.48751887032247226
160,0.02,"(68, 61)",True,d_G,0.5713002728652784,0,inverse,0.49804352318782813
161,0.02,"(28, 68)",True,d_G,0.7351686476924,0,inverse,0.49108598925888053
162,0.02,"(28, 51)",True,d_G,0.7018294349312278,0,inverse,0.4864723772009484
163,0.02,"(51, 66)",True,d_G,0.7005824424672952,0,inverse,0.4968100992471698
164,0.02,"(11, 72)",True,d_G,0.7189678253467898,0,inverse,0.45078987600798265
165,0.02,"(11, 48)",False,d_G,0.6820864375836782,0,inverse,0.5024114493699711
166,0.02,"(48, 60)",True,d_G,0.7396555421883774,0,inverse,0.48545732239179057
167,0.02,"(60, 97)",False,d_G,0.7121942685912185,0,inverse,0.5015656130573739
168,0.02,"(94, 60)",True,d_G,0.7034729366466232,0,inverse,0.4914752581447665
169,0.02,"(47, 97)",True,d_G,0.6168568681517659,0,inverse,0.49986020436174233
170,0.02,"(47, 14)",False,d_G,0.5693270217602208,0,inverse,0.5026498708950268
171,0.02,"(14, 58)",True,d_G,0.7315900572034094,0,inverse,0.4959407871689959
172,0.02,"(31, 58)",False,d_G,0.6279900734294642,0,inverse,0.5031015949970227
173,0.02,"(31, 16)",True,d_G,0.6691106749785981,0,inverse,0.49453913635927194
174,0.02,"(24, 49)",False,d_G,0.5200214457497007,0,inverse,0.5007149879409686
175,0.02,"(30, 49)",False,d_G,0.6350982902835239,0,inverse,0.5040022088761642
176,0.02,"(30, 10)",False,d_G,0.5496288260883637,0,inverse,0.5146136667452572
177,0.02,"(10, 94)",False,d_G,0.6618961302358068,0,inverse,0.5099764724934145
178,0.02,"(45, 52)",False,d_G,0.5752969083422755,0,inverse,0.5246592409906042
179,0.02,"(76, 45)",True,d_G,0.6551839885488726,0,inverse,0.49532690107034594
180,0.02,"(8, 76)",True,d_G,0.6714878427209677,0,inverse,0.49867019509955757
181,0.02,"(18, 64)",False,d_G,0.5674951017315559,0,inverse,0.5140743445310232
182,0.02,"(64, 13)",True,d_G,0.7290800236228343,0,inverse,0.49071934907256437
183,0.02,"(13, 50)",True,d_G,0.6317541969272996,0,inverse,0.4905241668742865
184,0.02,"(96, 50)",False,d_G,0.5268112896518233,0,inverse,0.5080806241883594
185,0.02,"(99, 96)",False,d_G,0.5442539542787159,0,inverse,0.5006482510598756
186,0.02,"(99, 3)",True,d_G,0.6571961341609576,0,inverse,0.46820616237763985
187,0.02,"(66, 3)",True,d_G,0.753298435812754,0,inverse,0.496051264080855
188,0.02,"(92, 81)",False,d_G,0.681366983863265,0,inverse,0.5028608951678557
189,0.02,"(81, 26)",False,d_G,0.5652271320206702,0,inverse,0.5115310022004067
190,0.02,"(34, 26)",False,d_G,0.5374458945887601,0,inverse,0.5057975595997665
191,0.04,"(1, 0)",True,d_G,0.7567372457811002,1,inverse,0.5032242145152239
192,0.04,"(99, 0)",True,d_G,0.7011657942689842,0,inverse,0.4976633748052877
193,0.04,"(0, 19)",False,d_G,0.5002485918066788,0,inverse,0.5151178810001066
194,0.04,"(1, 2)",False,d_G,0.7341535549220003,1,inverse,0.4918570138672827
195,0.04,"(41, 2)",False,d_G,0.6120306221289946,0,inverse,0.5024940430259947
196,0.04,"(3, 87)",False,d_G,0.6186393972664551,0,inverse,0.5188769451811805
197,0.04,"(4, 5)",True,d_G,0.7909619672848415,1,inverse,0.5013823098461251
198,0.04,"(18, 4)",True,d_G,0.6308997326703817,0,inverse,0.4806297384143187
199,0.04,"(4, 56)",True,d_G,0.7659864313452955,0,inverse,0.49932557530359417
200,0.04,"(6, 5)",True,d_G,0.6860034362287107,1,inverse,0.5096406226016641
201,0.04,"(68, 5)",False,d_G,0.6983694557343175,0,inverse,0.5039971065283241
202,0.04,"(7, 6)",False,d_G,0.7358747012339223,1,inverse,0.4967012020644414
203,0.04,"(6, 24)",False,d_G,0.5012634417180719,0,inverse,0.5026636309908994
204,0.04,"(7, 8)",True,d_G,0.6368892581431741,1,inverse,0.5133861955444441
205,0.04,"(10, 9)",False,d_G,0.6594977608226763,1,inverse,0.4903419488254194
206,0.04,"(11, 10)",False,d_G,0.7302632858030321,1,inverse,0.4771666161350288
207,0.04,"(12, 11)",False,d_G,0.6388930676663636,1,inverse,0.49522053516953596
208,0.04,"(13, 12)",True,d_G,0.6140563117685646,1,inverse,0.5058075943058293
209,0.04,"(13, 14)",False,d_G,0.6691620170931823,1,inverse,0.49998129449396944
210,0.04,"(14, 15)",False,d_G,0.6761473604452447,1,inverse,0.4954544505446468
211,0.04,"(15, 16)",False,d_G,0.6385376208107645,1,inverse,0.494470732789913
212,0.04,"(17, 16)",True,d_G,0.6116805782734351,1,inverse,0.5411670661435988
213,0.04,"(18, 17)",True,d_G,0.487790475159583,1,inverse,0.5318075323650082
214,0.04,"(20, 21)",False,d_G,0.6630128544515632,1,inverse,0.4823898228609204
215,0.04,"(20, 54)",True,d_G,0.7244429270174441,0,inverse,0.4868594051763042
216,0.04,"(22, 21)",True,d_G,0.635152173911045,1,inverse,0.5030310129239263
217,0.04,"(22, 23)",True,d_G,0.6815804259454069,1,inverse,0.5173081445897928
218,0.04,"(24, 23)",False,d_G,0.6068924888111005,1,inverse,0.48688458533814305
219,0.04,"(23, 50)",False,d_G,0.7134725134380357,0,inverse,0.5100208899450708
220,0.04,"(54, 25)",False,d_G,0.627056832007441,0,inverse,0.5022431692942667
221,0.04,"(25, 78)",True,d_G,0.6535189156221037,0,inverse,0.49153403035830745
222,0.04,"(26, 27)",True,d_G,0.5978433856826818,1,inverse,0.52495868084575
223,0.04,"(27, 28)",True,d_G,0.513304449687142,1,inverse,0.5563176626466563
224,0.04,"(29, 28)",False,d_G,0.5969738832089616,1,inverse,0.4923347269173076
225,0.04,"(29, 30)",False,d_G,0.6729322717171782,1,inverse,0.4788926603390153
226,0.04,"(30, 31)",False,d_G,0.6825666069302211,1,inverse,0.47229541956985943
227,0.04,"(32, 31)",True,d_G,0.47617654540134924,1,inverse,0.5801821934282391
228,0.04,"(42, 32)",False,d_G,0.5574346611902261,0,inverse,0.5600754003177989
229,0.04,"(33, 34)",True,d_G,0.5827788208706212,1,inverse,0.5205799357031067
230,0.04,"(33, 46)",False,d_G,0.5652322082832735,0,inverse,0.5081458325180206
231,0.04,"(34, 35)",True,d_G,0.7815111618489429,1,inverse,0.5113923398711842
232,0.04,"(36, 35)",False,d_G,0.5955822180614296,1,inverse,0.4976338163097864
233,0.04,"(36, 94)",False,d_G,0.674730958073044,0,inverse,0.5060899954017187
234,0.04,"(37, 38)",False,d_G,0.6284160637973815,1,inverse,0.49371942017014536
235,0.04,"(38, 39)",False,d_G,0.5462073010336038,1,inverse,0.48650591246710345
236,0.04,"(40, 39)",False,d_G,0.660166100117891,1,inverse,0.49853998642095165
237,0.04,"(40, 41)",False,d_G,0.678972253526172,1,inverse,0.48654347052560576
238,0.04,"(42, 41)",False,d_G,0.7422514320382446,1,inverse,0.49413714413068277
239,0.04,"(43, 42)",False,d_G,0.6759759594960163,1,inverse,0.4842959960412147
240,0.04,"(44, 43)",True,d_G,0.6078879786538404,1,inverse,0.5136801599857304
241,0.04,"(45, 44)",True,d_G,0.712438304661974,1,inverse,0.5005687221717092
242,0.04,"(45, 89)",False,d_G,0.6768245494111123,0,inverse,0.5235638102378685
243,0.04,"(47, 48)",False,d_G,0.6736486724896088,1,inverse,0.47599447395537575
244,0.04,"(49, 48)",False,d_G,0.6666744123785328,1,inverse,0.4826856847099805
245,0.04,"(49, 50)",True,d_G,0.6701993122267615,1,inverse,0.5072267793312933
246,0.04,"(60, 51)",True,d_G,0.6684666337645352,0,inverse,0.48959855468301827
247,0.04,"(53, 52)",False,d_G,0.5974196667222955,1,inverse,0.456577677334295
248,0.04,"(54, 53)",True,d_G,0.6641222921508861,1,inverse,0.520314102064601
249,0.04,"(56, 55)",True,d_G,0.4281437496742711,1,inverse,0.5001874259341944
250,0.04,"(57, 58)",False,d_G,0.5889734417154652,1,inverse,0.4974252328636765
251,0.04,"(58, 59)",False,d_G,0.6363590994418522,1,inverse,0.47743863356260274
252,0.04,"(59, 60)",False,d_G,0.603931713648834,1,inverse,0.49636353078460244
253,0.04,"(61, 62)",True,d_G,0.5216152333721102,1,inverse,0.5018964442381275
254,0.04,"(63, 62)",True,d_G,0.47698660377892116,1,inverse,0.5416714403452365
255,0.04,"(64, 63)",True,d_G,0.5956439822916462,1,inverse,0.5169476730927142
256,0.04,"(64, 65)",False,d_G,0.6412214167507118,1,inverse,0.49304685787813624
257,0.04,"(66, 65)",True,d_G,0.5498482225226545,1,inverse,0.505683654735528
258,0.04,"(67, 66)",True,d_G,0.5708076808613537,1,inverse,0.5227957007119398
259,0.04,"(67, 68)",True,d_G,0.6679333048524487,1,inverse,0.5227520725147008
260,0.04,"(95, 68)",False,d_G,0.6705061423401875,0,inverse,0.5016309618157108
261,0.04,"(70, 69)",False,d_G,0.6885193923337781,1,inverse,0.4899673650838031
262,0.04,"(71, 70)",False,d_G,0.643281355592862,1,inverse,0.48812844000234296
263,0.04,"(72, 71)",False,d_G,0.6200747159967029,1,inverse,0.48685409017618336
264,0.04,"(72, 73)",False,d_G,0.6756664683313417,1,inverse,0.4980685055864491
265,0.04,"(72, 83)",False,d_G,0.6818357727666868,0,inverse,0.5169622783591645
266,0.04,"(74, 73)",True,d_G,0.6013534679984746,1,inverse,0.5051627533560865
267,0.04,"(75, 74)",True,d_G,0.6778260591945597,1,inverse,0.5074447749806072
268,0.04,"(75, 76)",True,d_G,0.6572913224123051,1,inverse,0.5075869679449612
269,0.04,"(76, 77)",False,d_G,0.6912727705672997,1,inverse,0.4980316333617001
270,0.04,"(77, 78)",True,d_G,0.5615642306265084,1,inverse,0.5003062454511031
271,0.04,"(80, 79)",True,d_G,0.6806423684357107,1,inverse,0.5057932799986257
272,0.04,"(80, 81)",False,d_G,0.7264337901609449,1,inverse,0.48322839352879443
273,0.04,"(81, 82)",True,d_G,0.6065173731537109,1,inverse,0.5143994519038456
274,0.04,"(82, 83)",True,d_G,0.6367200733828519,1,inverse,0.5055988312201359
275,0.04,"(84, 85)",False,d_G,0.3808896112885868,1,inverse,0.4655612344640427
276,0.04,"(86, 85)",False,d_G,0.65442979883716,1,inverse,0.4974773469144034
277,0.04,"(87, 86)",False,d_G,0.6914636636217524,1,inverse,0.4848181681041028
278,0.04,"(88, 89)",True,d_G,0.6457417461046024,1,inverse,0.5190541951029658
279,0.04,"(90, 89)",True,d_G,0.707312062434029,1,inverse,0.500262489787086
280,0.04,"(90, 91)",False,d_G,0.6250802018543222,1,inverse,0.4733431885126856
281,0.04,"(92, 93)",False,d_G,0.5476284101557252,1,inverse,0.46452411520734777
282,0.04,"(93, 94)",True,d_G,0.645752917117064,1,inverse,0.5169075336290138
283,0.04,"(95, 94)",True,d_G,0.62889547377804,1,inverse,0.5023045277422624
284,0.04,"(97, 96)",True,d_G,0.581412487711813,1,inverse,0.5095151973727815
285,0.04,"(97, 98)",False,d_G,0.565557450199848,1,inverse,0.49088860763359515
286,0.04,"(98, 99)",True,d_G,0.540594466470561,1,inverse,0.5251977581795434
287,0.04,"(40, 25)",True,d_G,0.7090389034170419,0,inverse,0.49262352919060814
288,0.04,"(34, 40)",False,d_G,0.6941402985392165,0,inverse,0.511218090583476
289,0.04,"(55, 40)",False,d_G,0.5902940505378959,0,inverse,0.5103221985487886
290,0.04,"(80, 25)",True,d_G,0.6237623326849346,0,inverse,0.4928880724272668
291,0.04,"(22, 80)",True,d_G,0.7571621998413144,0,inverse,0.44815038575396016
292,0.04,"(35, 27)",False,d_G,0.6657228372335446,0,inverse,0.5240240572687871
293,0.04,"(35, 23)",False,d_G,0.691185906963657,0,inverse,0.5134822854661771
294,0.04,"(54, 35)",False,d_G,0.6874624552518604,0,inverse,0.509985859498162
295,0.04,"(35, 75)",False,d_G,0.6348443772004821,0,inverse,0.5051939970148602
296,0.04,"(23, 87)",False,d_G,0.6654979922145592,0,inverse,0.5117935386094671
297,0.04,"(23, 51)",True,d_G,0.6520606599019528,0,inverse,0.4918838573376116
298,0.04,"(78, 87)",True,d_G,0.6775107145310291,0,inverse,0.49594756950952246
299,0.04,"(84, 87)",True,d_G,0.6222310320912883,0,inverse,0.4980634626462164
300,0.04,"(37, 78)",False,d_G,0.6415690076067407,0,inverse,0.5068591006676304
301,0.04,"(88, 37)",True,d_G,0.5786413930499491,0,inverse,0.4977048084411061
302,0.04,"(88, 1)",True,d_G,0.6303021678096399,0,inverse,0.4941374481964959
303,0.04,"(57, 1)",True,d_G,0.6218923425385721,0,inverse,0.4923706388515566
304,0.04,"(57, 4)",True,d_G,0.6482806174050311,0,inverse,0.4793452441068582
305,0.04,"(67, 4)",False,d_G,0.6241299510102942,0,inverse,0.5066118784090752
306,0.04,"(67, 42)",False,d_G,0.5931372716916778,0,inverse,0.5339140600693992
307,0.04,"(73, 42)",True,d_G,0.7482015212244264,0,inverse,0.4939035387352468
308,0.04,"(90, 73)",False,d_G,0.5926490983169571,0,inverse,0.5261155890684794
309,0.04,"(33, 90)",False,d_G,0.6377770091425907,0,inverse,0.5068204754782293
310,0.04,"(54, 33)",True,d_G,0.6980496709277172,0,inverse,0.49897221700456507
311,0.04,"(15, 93)",False,d_G,0.6070045428642472,0,inverse,0.5314940191019693
312,0.04,"(53, 15)",False,d_G,0.6754766787197679,0,inverse,0.5262361061637615
313,0.04,"(69, 53)",False,d_G,0.6112289685471571,0,inverse,0.5280410596222735
314,0.04,"(84, 69)",True,d_G,0.4679400523558396,0,inverse,0.49348382024532833
315,0.04,"(85, 69)",True,d_G,0.5632401432844422,0,inverse,0.47605856619332754
316,0.04,"(6, 56)",False,d_G,0.7848933663963091,0,inverse,0.5125494854148763
