,system,l1,l2,features,theta,intercept,coefficients,accuracy,auroc,aupr
44,london,1,2,"{'deg', 'emb'}",0.05,0.0,[0.54038305 1.83374421],0.8128491620111732,0.6326884920634921,0.8734135282218365
45,london,1,2,"{'deg', 'emb'}",0.14,0.0,[0.4448024  3.05522718],0.8328267477203647,0.7179245283018868,0.9120249964053639
46,london,1,2,"{'deg', 'emb'}",0.22999999999999998,0.0,[0.16115414 3.81062379],0.8989547038327527,0.8777002326354271,0.9609706231725998
47,london,1,2,"{'deg', 'emb'}",0.32,0.0,[0.12150832 4.20720886],0.904,0.9256891311183314,0.9796830005727113
48,london,1,2,"{'deg', 'emb'}",0.41,0.0,[0.28997319 4.20950677],0.9170305676855895,0.9417874396135265,0.9819643105741034
49,london,1,2,"{'deg', 'emb'}",0.49999999999999994,0.0,[0.06144685 4.29505787],0.9292929292929293,0.9628289473684211,0.9907836273699295
50,london,1,2,"{'deg', 'emb'}",0.5900000000000001,0.0,[0.06304131 4.42592398],0.9349112426035503,0.9625993454885461,0.9914411338371192
51,london,1,2,"{'deg', 'emb'}",0.68,0.0,[0.07161653 4.40097116],0.926829268292683,0.9575733544805709,0.9874428298260735
52,london,1,2,"{'deg', 'emb'}",0.77,0.0,[-0.06355394  4.42553384],0.9878048780487805,1.0,1.0
53,london,1,2,"{'deg', 'emb'}",0.86,0.0,[-0.12778258  4.37331613],0.9285714285714286,0.9878787878787878,0.9969752317837316
54,london,1,2,"{'deg', 'emb'}",0.95,0.0,[-0.12720261  4.40160459],0.9230769230769231,1.0,1.0
55,london,1,2,"{'imb', 'deg', 'emb'}",0.05,2.0931799674680263,[-0.76746516  1.25683708],0.8044692737430168,0.47971230158730155,0.787339622902148
56,london,1,2,"{'imb', 'deg', 'emb'}",0.14,2.0929799173168866,[-1.14614527  2.53456145],0.7993920972644377,0.5994693396226415,0.8591604311020935
57,london,1,2,"{'imb', 'deg', 'emb'}",0.22999999999999998,2.762442388237233,[-1.72546241  2.87633111],0.7700348432055749,0.5930541708208708,0.8759413355905696
58,london,1,2,"{'imb', 'deg', 'emb'}",0.32,3.5204537776816345,[-2.08264653  2.81749613],0.736,0.48925689131118333,0.8408389980032805
59,london,1,2,"{'imb', 'deg', 'emb'}",0.41,3.619881067764731,[-2.00335921  2.83531343],0.7554585152838428,0.5942028985507246,0.874669072769509
60,london,1,2,"{'imb', 'deg', 'emb'}",0.49999999999999994,1.1581229009374379,[-0.30245148  3.9127171 ],0.9090909090909091,0.9618421052631578,0.9904921977726757
61,london,1,2,"{'imb', 'deg', 'emb'}",0.5900000000000001,1.1976415367858515,[-0.29610644  4.04124861],0.9349112426035503,0.9614305750350631,0.9909486812899414
62,london,1,2,"{'imb', 'deg', 'emb'}",0.68,4.046250531465636,[-2.11282462  2.55634881],0.5203252032520326,0.4060269627279936,0.8060899192225666
63,london,1,2,"{'imb', 'deg', 'emb'}",0.77,0.6489656794861419,[-0.10987947  4.15360721],0.9878048780487805,1.0,1.0
64,london,1,2,"{'imb', 'deg', 'emb'}",0.86,4.465951165568973,[-2.06255471  2.26082943],0.19642857142857142,0.08686868686868687,0.6605370552433366
65,london,1,2,"{'imb', 'deg', 'emb'}",0.95,5.0276000973592545,[-1.94021605  1.88809734],0.07692307692307693,0.0,0.7798606486106486
