,dimension,d_G,d_H,edge,ground_truth_aprx,classification,correct,inverse,negexp
41,5,0.14188466888790705,0.1977561824207871,"(83, 84)",1,1,True,0.582250873706148,0.5139642459760618
42,5,0.14777411269424273,0.17505367102131014,"(85, 84)",1,1,True,0.5422509457102734,0.5068194666810236
43,5,0.1246631975289314,0.07833359043923016,"(86, 85)",1,0,False,0.3858858616596247,0.48841966951994625
44,5,0.10909269296165021,0.09223370728112858,"(86, 87)",1,0,False,0.4581302162553162,0.49578535340519725
45,5,0.11097735850201904,0.16783532059718492,"(88, 89)",1,1,True,0.6019644484584852,0.5142106623446302
46,5,0.08802192288029898,0.13819097320361887,"(93, 92)",1,1,True,0.6108890147109667,0.5125396325725969
47,5,0.09975775111141125,0.14722868336638698,"(94, 93)",1,1,True,0.5961002825020394,0.5118655049149561
48,5,0.10095118903590651,0.166168517320493,"(95, 94)",1,1,True,0.6220750972928435,0.5162985555935343
49,5,0.12949130389322458,0.08465739722805449,"(95, 96)",1,0,False,0.39532061966656695,0.4887934004501984
50,5,0.07622943058694467,0.04304953816272392,"(98, 97)",1,0,False,0.360914741416588,0.49170578780847
51,5,0.16347594457795608,0.16123593174723325,"(93, 40)",0,0,True,0.4965507685519955,0.4994399970264779
52,5,0.08521874799492296,0.09976505560954356,"(40, 14)",0,1,False,0.5393177871013064,0.5036365127815347
53,5,0.06764903877336918,0.058980953894484434,"(80, 14)",0,0,True,0.4657739659607308,0.4978329923485641
54,5,0.07571118588735934,0.07367848879407551,"(49, 42)",0,0,True,0.49319666135688944,0.49949182590165425
55,5,0.1650317159038862,0.0793944943359013,"(72, 78)",0,0,True,0.32481988841545906,0.4786037691982669
56,5,0.14839953031648917,0.10189622516669028,"(78, 32)",0,0,True,0.40710328854752786,0.48837626838594556
57,5,0.1592718105315051,0.08734731258042401,"(16, 32)",0,0,True,0.35417899260302327,0.48202662306732047
58,5,0.07870537197885509,0.15402435394857905,"(79, 88)",0,1,False,0.6618164196034173,0.518820848857187
59,5,0.11195038458940096,0.14967867389107278,"(98, 51)",0,1,False,0.572102635542083,0.5094309536649538
60,5,0.12725594633801826,0.12803317645684936,"(61, 95)",0,1,False,0.5015222546701601,0.5001943075199262
61,5,0.10731341781408336,0.09828896936736865,"(54, 95)",0,0,True,0.47805363894255204,0.49774390319980344
62,5,0.16026628104919052,0.09637400858800965,"(36, 54)",0,0,True,0.37552174182880205,0.48403236346890033
63,5,0.17510318895012122,0.0853021549041011,"(73, 11)",0,0,True,0.3275745176406754,0.47756481632792197
64,5,0.09136044694518877,0.06936987395194466,"(73, 90)",0,0,True,0.43159170942202635,0.4945025782892643
65,5,0.1553819886139818,0.1507425413549226,"(84, 66)",0,0,True,0.49242228765605545,0.4988401402656817
66,5,0.16357525617806068,0.10739350150236861,"(47, 84)",0,0,True,0.39633167462436614,0.4859582545716806
67,5,0.11004455425572109,0.09996313138611121,"(13, 60)",0,0,True,0.47599749066611846,0.49747966562876167
68,5,0.14536422832638857,0.08944962274138056,"(21, 60)",0,0,True,0.3809384426626719,0.4860249894203427
69,5,0.12681545442340203,0.08537223466388442,"(21, 39)",0,0,True,0.40234301542708883,0.48964067773061015
70,5,0.0870052414431018,0.06199984466524867,"(17, 39)",0,0,True,0.41609213674870726,0.49374897651686145
71,5,0.1448514866228094,0.149455618227183,"(75, 7)",0,1,False,0.5078219851449396,0.5011510308677954
72,5,0.16865361588328734,0.12914953717655864,"(45, 97)",0,0,True,0.4336741765477714,0.49012526447642474
73,5,0.09886514630982565,0.12277550437080137,"(45, 28)",0,1,False,0.5539394691081045,0.5059773047465956
74,5,0.0991756434790931,0.06364563326334505,"(82, 9)",0,0,True,0.39089260652355695,0.4911184317537859
75,5,0.06693688676339006,0.06065954716372015,"(8, 9)",1,0,False,0.4754015868372315,0.4984306702533647
76,5,0.14261603167698664,0.09272245727877786,"(81, 8)",0,0,True,0.39399614440545877,0.48752919332950395
77,5,0.12918589485260243,0.07927965337824106,"(81, 18)",0,0,True,0.38030098522778955,0.4875260285309624
78,5,0.08645437870456185,0.08871210513222223,"(91, 52)",0,1,False,0.5064445160347115,0.5005644313671574
79,5,0.14024195431671682,0.13012293110676565,"(52, 22)",0,0,True,0.48128635825968785,0.4974702657834088
80,5,0.14171061510455407,0.14066301897597652,"(65, 22)",0,0,True,0.4981450178024079,0.49973810099180754
81,5,0.15214213815344454,0.08608993848031414,"(4, 67)",0,0,True,0.3613700543468913,0.4834929511861171
82,5,0.0814343309607483,0.1692054294583458,"(43, 27)",0,1,False,0.6750941238350127,0.5219286986351785
83,5,0.15466650270035495,0.07080157529994466,"(68, 37)",0,0,True,0.314020396713767,0.4790460480418378
84,5,0.10003232284401133,0.040793374379159114,"(87, 38)",0,0,True,0.2896728025035992,0.48519459229071404
85,5,0.124639556991024,0.13763772564327942,"(58, 29)",0,1,False,0.5247794405251235,0.5032494964123444
86,5,0.056901120494576345,0.061208977801397745,"(76, 92)",0,1,False,0.5182366172282165,0.5010769626612158
87,5,0.11974443345041987,0.09979106883683314,"(23, 55)",0,0,True,0.45455549465644374,0.49501182434351276
88,5,0.07730121249420194,0.1273778047688624,"(99, 10)",0,1,False,0.6223295698412978,0.5125165325719908
89,5,0.12982588717512397,0.07101518147120844,"(74, 71)",0,0,True,0.3535889444815761,0.48530155978666545
90,5,0.1137699726254074,0.10401510172551941,"(48, 20)",0,0,True,0.47760436308833193,0.49756130161336876
91,5,0.1219763369650801,0.15638943569235866,"(57, 86)",0,1,False,0.5618127336539105,0.5086024257385391
92,5,0.034486593578336174,0.11193823128763475,"(44, 25)",0,1,False,0.7644757737637503,0.5193532357825448
93,5,0.19644426357079098,0.10570441300695868,"(34, 44)",0,0,True,0.34984238290965525,0.4773305896906034
94,5,0.1520145363240937,0.147995692645281,"(34, 94)",0,0,True,0.49330215557546386,0.4989952904325606
95,5,0.06088513703625504,0.10782503696932666,"(53, 94)",0,1,False,0.6391140167146014,0.5117328207657101
96,5,0.08645654090130689,0.0784581185487864,"(59, 53)",0,0,True,0.47574981393651977,0.49800040507215904
97,5,0.1096516129857214,0.10629622306864081,"(2, 83)",0,0,True,0.49223101750314385,0.49916115330775257
98,5,0.11249993525518176,0.08504743169641411,"(5, 12)",0,0,True,0.43051665536626915,0.49313730510498194
99,5,0.12821122063122503,0.11385982925518955,"(56, 0)",0,0,True,0.47035706792949944,0.4964122137348792
100,10,0.16850757028466895,0.21376354370696488,"(1, 0)",1,1,True,0.5591935563084246,0.5113120627322172
101,10,0.18566527464247456,0.21751583904951147,"(99, 0)",0,1,False,0.5394990778652512,0.507961968022659
102,10,0.14513781292424133,0.2266651406196138,"(1, 2)",1,1,True,0.6096378161043254,0.5203705500868681
103,10,0.15604792222592395,0.10767662185368392,"(2, 3)",1,0,False,0.4082920011463956,0.4879095322372894
104,10,0.23487959372009592,0.07940362286764611,"(6, 5)",1,0,False,0.2526498988070465,0.46120911610768733
105,10,0.13288081132060464,0.10110426724073453,"(9, 8)",1,0,False,0.4320970715841184,0.49205653237766156
106,10,0.1940803633440965,0.1094836151459837,"(12, 11)",1,0,False,0.3606607598521819,0.4788634169702952
107,10,0.1260953371048525,0.29736708051246247,"(12, 13)",1,1,True,0.7022277967089738,0.5427135734976581
108,10,0.08572552568606989,0.21911849554487617,"(13, 14)",1,1,True,0.7187888896757293,0.5332988812860674
109,10,0.08903076920363258,0.20434323685110534,"(17, 18)",1,1,True,0.696528092584245,0.528796215458181
110,10,0.17337833695733462,0.1676527209567635,"(20, 21)",1,0,False,0.4916054331890011,0.49856859991028246
111,10,0.1437069733473964,0.1492687126229842,"(23, 24)",1,1,True,0.509491810313826,0.5013904312347212
112,10,0.093055870084803,0.1393687738435978,"(26, 25)",1,1,True,0.5996299337626643,0.5115761568865044
113,10,0.06913045062513419,0.21753488531390305,"(26, 27)",1,1,True,0.758846145807334,0.5370331657860424
114,10,0.09319420058474193,0.1849550599278126,"(28, 27)",1,1,True,0.664948954338365,0.5229241318877564
115,10,0.09024822132743565,0.19853243227414272,"(32, 31)",1,1,True,0.6874852238129903,0.5270446319803284
116,10,0.17778896152900378,0.22854118892461162,"(32, 33)",1,1,True,0.5624519585107696,0.5126853340708961
117,10,0.17219398120778312,0.15435398004914133,"(33, 34)",1,0,False,0.47268394956444776,0.49554011799531267
118,10,0.1545821621047705,0.21210953508569075,"(36, 37)",1,1,True,0.5784410629170045,0.5143778782863457
119,10,0.14663938336934942,0.1420517653727884,"(44, 43)",1,0,False,0.49205445332052994,0.4988530975123576
120,10,0.16768393161273562,0.12578488279701708,"(47, 46)",1,0,False,0.42861413758734607,0.4895267699239635
121,10,0.17197511763714637,0.17511325786570414,"(51, 52)",1,1,True,0.5045206645483463,0.5007845344133033
122,10,0.08322758471895728,0.17488886725105038,"(53, 54)",1,1,True,0.6775580011125054,0.5228992899575153
123,10,0.052659548938291875,0.2625982514685862,"(54, 55)",1,1,True,0.8329635337481629,0.5522927528753797
124,10,0.08922362534113058,0.13579086793204007,"(55, 56)",1,1,True,0.6034760959472424,0.5116397073237933
125,10,0.25804813866702286,0.147543853773882,"(60, 59)",1,0,False,0.36377407967535075,0.47240200677374156
126,10,0.09214687551624108,0.07777152698250785,"(62, 61)",1,0,False,0.4576992594023503,0.49640622475435137
127,10,0.1723653172382231,0.09888435520575123,"(65, 64)",1,0,False,0.36455105849455155,0.4816380208002432
128,10,0.11412277131436563,0.11790044097407622,"(70, 69)",1,1,True,0.5081407149363452,0.5009444162917975
129,10,0.21127671739249523,0.20698756642316782,"(71, 72)",1,0,False,0.49487267842929455,0.4989277139015552
130,10,0.16489778120191936,0.20073332531863539,"(73, 74)",1,1,True,0.5490050538338174,0.5089579274124494
131,10,0.19385034399018772,0.1671228225377941,"(74, 75)",1,0,False,0.462978520384947,0.4933185173810507
132,10,0.13284721057137164,0.20033659959459185,"(75, 76)",1,1,True,0.6012795144361949,0.5168659459660639
133,10,0.12464126362144358,0.2545353512909474,"(83, 82)",1,1,True,0.6712844128052516,0.5324279397696406
134,10,0.16050544077374845,0.2431574855339465,"(83, 84)",1,1,True,0.6023775523754638,0.5206512561803786
135,10,0.16696482139857005,0.23350209816315445,"(85, 84)",1,1,True,0.5830746230392807,0.5166281849393145
136,10,0.1946638092025605,0.18370303315322217,"(86, 85)",1,0,False,0.48551567576443216,0.4972598334209279
137,10,0.15762406160968653,0.1676345975874862,"(90, 91)",1,1,True,0.5153885772057666,0.5025026130954068
138,10,0.14629132190800412,0.21448248570856948,"(92, 91)",1,1,True,0.5945068105845396,0.5170411879520805
139,10,0.1557354730797363,0.19571211775942854,"(93, 92)",1,1,True,0.5568742619407896,0.5099928303834352
140,10,0.17260160343668465,0.15033262112791806,"(98, 97)",1,0,False,0.4655208698632193,0.4944329844813365
141,10,0.16456620990757617,0.1646742449069192,"(56, 93)",0,1,False,0.5001640670181371,0.5000270087498095
142,10,0.1819107092942496,0.136939709782047,"(19, 80)",0,0,True,0.4294794724710059,0.488759144508322
143,10,0.21935164764628298,0.18114258609154357,"(42, 72)",0,0,True,0.45229761337868357,0.4904488965801417
144,10,0.2711243593665107,0.1848066322194733,"(72, 78)",0,0,True,0.4053390439123518,0.4784339568171328
145,10,0.19296676877441918,0.20530337991114192,"(78, 32)",0,1,False,0.5154877426508592,0.5030841136695009
146,10,0.21198264556349453,0.06352841867715471,"(16, 79)",0,0,True,0.230583910857623,0.4629544544751718
147,10,0.18035712681912577,0.08019957381714593,"(79, 88)",0,0,True,0.3078008495705578,0.47498152273201383
148,10,0.16677584569506637,0.18354996181775102,"(51, 24)",0,1,False,0.5239407371123678,0.5041934307053263
149,10,0.23002533061907973,0.20818546524018477,"(98, 51)",0,0,True,0.475080639745456,0.49454025066935986
150,10,0.09214687551624108,0.07777152698250785,"(62, 61)",1,0,False,0.4576992594023503,0.49640622475435137
151,10,0.12489508018535757,0.1269812363702446,"(61, 95)",0,1,False,0.5041412313261825,0.500521538857075
152,10,0.26802277699532057,0.1621980829073949,"(73, 11)",0,0,True,0.37701120058212023,0.4735684887876419
153,10,0.2625621722997124,0.14323041869876255,"(73, 90)",0,0,True,0.35296459786595963,0.47020241318089934
154,10,0.16609870959408063,0.15372982259977833,"(31, 90)",0,0,True,0.48066325272880106,0.4969078176739082
155,10,0.18920264077288784,0.06834739487544958,"(46, 35)",0,0,True,0.26537521030970507,0.4698229101112419
156,10,0.15742774674403334,0.1698723422311049,"(47, 84)",0,1,False,0.519010987021175,0.5031111087209507
157,10,0.2221847077259151,0.19112574688416,"(21, 60)",0,0,True,0.4624265966474806,0.49223588392326234
158,10,0.15228427922831467,0.11125735569015113,"(21, 39)",0,0,True,0.4221623491277642,0.4897447075580186
159,10,0.16715818590140563,0.13091187816926922,"(17, 39)",0,0,True,0.4391983427702721,0.49093941502438276
160,10,0.22336289259996003,0.17048091737080479,"(75, 63)",0,0,True,0.4328642803436714,0.48678258626092313
161,10,0.22662440405165382,0.16309422245619742,"(63, 97)",0,0,True,0.4184922437955676,0.48412279438654265
162,10,0.28822362692345666,0.15739972228040497,"(45, 97)",0,0,True,0.3532124664508962,0.4673405907517509
163,10,0.15224302083866917,0.1434430759582647,"(45, 28)",0,0,True,0.4851194476579534,0.4978000279768555
164,10,0.17965450505530298,0.107045744764246,"(15, 50)",0,0,True,0.373371648024797,0.48185578063576423
165,10,0.13288081132060464,0.10110426724073453,"(8, 9)",1,0,False,0.4320970715841184,0.49205653237766156
166,10,0.16276680041225125,0.030204360007456865,"(65, 4)",0,0,True,0.15652266349936972,0.4669078358785339
167,10,0.2000045855585173,0.029560192784357838,"(4, 67)",0,0,True,0.12876623756370456,0.45749176194602736
168,10,0.19864711200318105,0.16127236169510056,"(68, 37)",0,0,True,0.4480790106686315,0.49065739993233437
169,10,0.2496969691881701,0.12724568428483318,"(87, 37)",0,0,True,0.3375730581626697,0.46942537303475756
170,10,0.21829562070343286,0.07799036269508652,"(29, 38)",0,0,True,0.2632266359701046,0.4649811138732242
171,10,0.1664306843305725,0.18193058723646055,"(92, 58)",0,1,False,0.5222468801370554,0.5038748981490645
172,10,0.15307888024411903,0.15511107860933396,"(76, 92)",0,1,False,0.5032969899031999,0.5005080494164572
173,10,0.24269999319258398,0.09295543706076355,"(99, 10)",0,0,True,0.2769370869126182,0.4626336583549696
174,10,0.2087484804104008,0.1593571770482471,"(96, 99)",0,0,True,0.43291151282060614,0.48765468375821375
175,10,0.16228607849853596,0.2416453792059541,"(74, 71)",0,1,False,0.5982336225537008,0.519829419296375
176,10,0.21466287544276552,0.09834020321905514,"(48, 20)",0,0,True,0.3141828624801013,0.4709520784251977
177,10,0.20450626879397857,0.0823970289725758,"(57, 48)",0,0,True,0.2871944296702371,0.469510565448929
178,10,0.2594465290308391,0.11969429017284658,"(57, 86)",0,0,True,0.3156987697189715,0.4651186931419185
179,10,0.20079256705415638,0.20059484754787882,"(1, 86)",0,0,True,0.499753704900696,0.4999505701235916
180,10,0.12996402724341313,0.06941245017022539,"(44, 25)",0,0,True,0.348147640437132,0.48486672928571467
181,10,0.171137652107692,0.08931561540441948,"(34, 94)",0,0,True,0.34292376616187464,0.4795558953955122
182,10,0.21926843967409082,0.12186305232406076,"(59, 53)",0,0,True,0.3572319037748678,0.47566788832436785
183,10,0.28716086709957067,0.21656345143215852,"(83, 59)",0,0,True,0.4299245509198448,0.48235797278932696
184,10,0.15873732131369817,0.080192253603701,"(6, 41)",0,0,True,0.3356313408728259,0.4803738220620453
185,10,0.23487959372009592,0.07940362286764611,"(5, 6)",1,0,False,0.2526498988070465,0.46120911610768733
186,15,0.29027184605752704,0.17458523394095435,"(1, 0)",1,0,False,0.37556754850657476,0.4711105596788652
187,15,0.15734998144054121,0.20176658370688866,"(2, 3)",1,1,True,0.5618414834861668,0.5111023253723364
188,15,0.3153199790966923,0.28217725661302634,"(5, 4)",1,0,False,0.4722653758855483,0.4917150777394044
189,15,0.2705441178144913,0.27782510634042296,"(6, 5)",1,1,True,0.5066387647274994,0.50182023909016
190,15,0.20832613325332133,0.34792028615491244,"(6, 7)",1,1,True,0.6254786979573723,0.5348419774962547
191,15,0.16667928712368738,0.2921167037575203,"(7, 8)",1,1,True,0.6367028255771217,0.5313182999887353
192,15,0.2374993518238695,0.1363080811456633,"(9, 8)",1,0,False,0.3646478617689047,0.4747237470314321
193,15,0.22041216819395718,0.21141335083148527,"(11, 10)",1,0,False,0.4895804937804733,0.49775031084077276
194,15,0.24072504583748489,0.3327960373615974,"(12, 11)",1,1,True,0.5802681838743777,0.5230015014029691
195,15,0.27468994660221907,0.29268539473501737,"(12, 13)",1,1,True,0.5158585039053558,0.504498740629283
196,15,0.23222965678764723,0.20718277508794175,"(13, 14)",1,0,False,0.47149957547537363,0.4937386069101245
197,15,0.24676929785365898,0.20762892462892385,"(18, 19)",1,0,False,0.4569316391568462,0.490216155707289
198,15,0.3057186640687308,0.2652455709239055,"(20, 21)",1,0,False,0.4645572431123052,0.4898831076919766
199,15,0.20266146659989673,0.3601844099513119,"(22, 21)",1,1,True,0.6399343496274894,0.5392995063064664
200,15,0.22583620437011118,0.1560070537271767,"(24, 25)",1,0,False,0.40856306984325086,0.4825498025203539
201,15,0.174106511892894,0.16687604755571608,"(26, 25)",1,0,False,0.4893976038703122,0.49819239179078706
202,15,0.27645582045198636,0.28593359325385226,"(28, 27)",1,1,True,0.5084263435360674,0.5023694254637289
203,15,0.28839290333106643,0.1464772107859025,"(30, 31)",1,0,False,0.3368297936116711,0.46458050283023444
204,15,0.20081996938075022,0.16250101951535295,"(33, 34)",1,0,False,0.4472657085105052,0.4904214345557325
205,15,0.17909136433347897,0.2823572353032142,"(36, 35)",1,1,True,0.6118931459007985,0.5257935502905832
206,15,0.2641345438964678,0.20070188506087439,"(37, 38)",1,0,False,0.43176883858061976,0.4841471505301128
207,15,0.25565971552146943,0.32985837961467135,"(39, 38)",1,1,True,0.563361546559846,0.5185411603638583
208,15,0.19036557492752854,0.2735410107814477,"(39, 40)",1,1,True,0.5896467504624927,0.5207818793260696
209,15,0.28159201968357966,0.2624699058409061,"(42, 43)",1,0,False,0.48242652817118253,0.49521961720277796
210,15,0.22882202836699986,0.3062716153035807,"(47, 46)",1,1,True,0.5723701242321811,0.5193527238574573
211,15,0.20357069932987285,0.2980984456341199,"(49, 48)",1,1,True,0.5942132352100624,0.5236143553650022
212,15,0.2992080063934648,0.3383618411664647,"(50, 49)",1,1,True,0.5307055257732524,0.5097872083907461
213,15,0.19961137559599695,0.2561159015628102,"(51, 50)",1,1,True,0.5619937940944483,0.5141223742439541
214,15,0.2442256374807514,0.2006894583553372,"(53, 54)",1,0,False,0.4510736098495371,0.4891176740267335
215,15,0.2502181534058371,0.3333197973934393,"(54, 55)",1,1,True,0.5712050037823395,0.5207634632009684
216,15,0.23814102093983064,0.28593099733993893,"(55, 56)",1,1,True,0.5455948559865643,0.511945220730498
217,15,0.2076508023335842,0.23785369610101598,"(56, 57)",1,1,True,0.5338974060571304,0.5075501495040788
218,15,0.25599902619122966,0.2905830043123009,"(59, 58)",1,1,True,0.5316365853531732,0.5086451328787343
219,15,0.2659809442961304,0.2825054413454379,"(60, 59)",1,1,True,0.5150637258115156,0.5041310302615044
220,15,0.2681833654384831,0.21444210533969404,"(61, 60)",1,0,False,0.4443240531709427,0.4865679176119167
221,15,0.24192342796284116,0.29228160894401545,"(64, 63)",1,1,True,0.5471337571737971,0.5125868853854979
222,15,0.18963032983019426,0.3118845650140891,"(68, 69)",1,1,True,0.6218849494209477,0.5305255484434738
223,15,0.21008774748548795,0.2391294608788809,"(70, 69)",1,1,True,0.5323248006227721,0.5072599180915022
224,15,0.18966936226187336,0.2572701778845137,"(72, 73)",1,1,True,0.5756263538469867,0.516893770867173
225,15,0.19428127852319593,0.35319298918306946,"(73, 74)",1,1,True,0.6451316710515551,0.5396445343639004
226,15,0.2964776154575239,0.2941115713973051,"(74, 75)",1,0,False,0.49799687827606604,0.49940848926089315
227,15,0.21493479228905418,0.19367040988571338,"(76, 77)",1,0,False,0.4739793053414851,0.4946841047067736
228,15,0.20530470049841046,0.35631506063135804,"(77, 78)",1,1,True,0.6344418150717946,0.5376810103493569
229,15,0.2476189223744987,0.2622364615108373,"(81, 80)",1,1,True,0.5143349855648734,0.5036543197153623
230,15,0.2599385702196933,0.2954616204441639,"(81, 82)",1,1,True,0.5319796885395472,0.508879828797307
231,15,0.18901592106657317,0.30899189165395663,"(83, 82)",1,1,True,0.6204559120588647,0.5299580659817815
232,15,0.20709669707172473,0.3202954157037475,"(83, 84)",1,1,True,0.6073193131731712,0.5282694991075119
233,15,0.23957497547322795,0.23893524131708876,"(86, 85)",1,0,False,0.4993315355308081,0.49984006646641976
234,15,0.2704162613519466,0.3922310160068728,"(86, 87)",1,1,True,0.5919152306340529,0.530416086356477
235,15,0.21565000693520334,0.2892848860687761,"(87, 88)",1,1,True,0.5729152215006386,0.5184004064713114
236,15,0.21001507412122625,0.30041310196591187,"(88, 89)",1,1,True,0.5885511733870794,0.5225841296330422
237,15,0.29084310969275234,0.28681744346156474,"(89, 90)",1,0,False,0.49651554341974236,0.4989935848013655
238,15,0.24626722132358606,0.3392032196505317,"(90, 91)",1,1,True,0.579368651107575,0.5232172911484292
239,15,0.16538547875408321,0.32808073744336574,"(93, 92)",1,1,True,0.6648494398897045,0.5405843327219833
240,15,0.16046281844470753,0.3437073411080791,"(94, 93)",1,1,True,0.6817288460962413,0.5456833703514905
241,15,0.15701206810077073,0.17570249659655043,"(95, 94)",1,1,True,0.5280877822598221,0.5046724711043848
242,15,0.3160252651432652,0.21656632711678184,"(96, 97)",1,0,False,0.40662738628258255,0.47515574223383683
243,15,0.23429090946667597,0.26916901189599224,"(98, 97)",1,1,True,0.5346384100793117,0.5087186417859939
244,15,0.14823302048082188,0.2334059770226322,"(99, 98)",1,1,True,0.6115883820822574,0.5212803759363456
245,15,0.16368571166234186,0.29754003950667085,"(56, 93)",0,1,False,0.6451071709516053,0.5334137074554878
246,15,0.2430554571422383,0.2294376054296362,"(80, 14)",0,0,True,0.4855893633247466,0.4965955896828439
247,15,0.30488856076277127,0.1762872482374438,"(19, 80)",0,0,True,0.3663676455467133,0.46789390801888286
248,15,0.2289544956229941,0.3340380143054797,"(19, 49)",0,1,False,0.5933258585410275,0.5262467315530605
249,15,0.30605046336591113,0.2549825947441369,"(49, 42)",0,0,True,0.4544876474892527,0.4872358067312307
250,15,0.253955565193249,0.20070308074536727,"(42, 72)",0,0,True,0.4414368505651695,0.4866900241385633
251,15,0.16699184071338674,0.1683939215555365,"(16, 79)",0,1,False,0.502090250988391,0.5003505201531155
252,15,0.18804667913358,0.19306068018732786,"(62, 61)",1,1,True,0.5065782002513443,0.5012534976373388
253,15,0.25695079857003256,0.20898630176781738,"(54, 95)",0,0,True,0.4485290001939788,0.488011174162008
254,15,0.26434849175043507,0.30398120734820633,"(31, 90)",0,1,False,0.5348677146915144,0.5099068821620222
255,15,0.2625609235946091,0.25236785162352493,"(30, 46)",0,0,True,0.4901024447830031,0.4974517540704808
256,15,0.25536000873579345,0.321321074020181,"(46, 35)",0,1,False,0.557190245403194,0.5164842900150162
257,15,0.2807977852110247,0.1499830982296697,"(69, 66)",0,0,True,0.34816563128739175,0.46734288533596663
258,15,0.3482764921247839,0.12693484079899087,"(84, 66)",0,0,True,0.2671124024294925,0.4448894024442063
259,15,0.23085030602328305,0.22779923836436244,"(47, 84)",0,0,True,0.4966738573097307,0.49923723367698664
260,15,0.30925511561364505,0.3512059500880706,"(13, 60)",0,1,False,0.5317587490413642,0.5104861708033981
261,15,0.35023081529910555,0.3248571200083648,"(21, 60)",0,0,True,0.4812071183888183,0.49365691649299764
262,15,0.2511395223472651,0.21585031989474596,"(17, 39)",0,0,True,0.46221630615872056,0.4911786148275596
263,15,0.3715567614084054,0.2534328470795831,"(75, 63)",0,0,True,0.4054992973286431,0.47050331135600865
264,15,0.38774508607016656,0.3140271542905764,"(63, 97)",0,0,True,0.44747730991632295,0.4815788585184296
265,15,0.19670140573876221,0.19959509399432387,"(45, 28)",0,1,False,0.5036509132146141,0.5007234215590971
266,15,0.2240806059894617,0.247494570980187,"(85, 28)",0,1,False,0.5248252729725765,0.5058532238486383
267,15,0.29420048135047594,0.17883142115625497,"(15, 85)",0,0,True,0.37805361585249597,0.4711896833559019
268,15,0.2800677056150626,0.19913284705347364,"(15, 50)",0,0,True,0.41555220657521674,0.47977732312633914
269,15,0.27722150376444316,0.17235260453917128,"(82, 9)",0,0,True,0.3833686178893004,0.4738067757630528
270,15,0.2374993518238695,0.1363080811456633,"(8, 9)",1,0,False,0.3646478617689047,0.4747237470314321
271,15,0.2076336220679183,0.2310148023563027,"(81, 18)",0,1,False,0.5266513897993308,0.5058450287946927
272,15,0.26365754274299225,0.2786594782402738,"(91, 18)",0,1,False,0.5138313338110629,0.5037504135361819
273,15,0.2164757696887833,0.27061331961638,"(65, 4)",0,1,False,0.5555725339740462,0.5135310828180678
274,15,0.24771887168870785,0.23155359361716626,"(4, 67)",0,0,True,0.483135607361436,0.49595876848500836
275,15,0.15204485031869613,0.26931223901453105,"(43, 27)",0,1,False,0.6391544033131181,0.5292832970816251
276,15,0.31312908908920994,0.24598048879181486,"(68, 37)",0,0,True,0.4399504113738471,0.4832191547628979
277,15,0.2848605036602976,0.22297070195543123,"(87, 38)",0,0,True,0.4390645936873582,0.48453248642136293
278,15,0.21538165166703488,0.17827985341857144,"(58, 29)",0,0,True,0.4528760143306428,0.49072561429637174
279,15,0.26244540115654547,0.25176324611643014,"(92, 58)",0,0,True,0.4896130149728457,0.4973294866339315
280,15,0.3545267147769301,0.23312266697053113,"(77, 23)",0,0,True,0.3967036709496858,0.469686211671494
281,15,0.29960628704634684,0.24055105824456943,"(23, 55)",0,0,True,0.44533516084098457,0.48524048205980774
282,15,0.27361454436720206,0.2254877925413601,"(89, 10)",0,0,True,0.45178668955555396,0.48797063380628136
283,15,0.2947257294717961,0.2206222933106144,"(71, 96)",0,0,True,0.4281035020168598,0.48148261392415864
284,15,0.2894907217108237,0.25334890973953095,"(74, 20)",0,0,True,0.46671041512322037,0.4909655304107999
285,15,0.16635634975627409,0.20748413167410928,"(48, 20)",0,1,False,0.5550071273186796,0.5102804964034298
286,15,0.21903226281203758,0.21310152230712376,"(57, 86)",0,0,True,0.49313784213460843,0.4985173192197143
287,15,0.3320243834396097,0.33446138802086367,"(1, 25)",0,1,False,0.5018282495183009,0.5006092508437855
288,15,0.2702509886903195,0.14669817043445454,"(44, 25)",0,0,True,0.35183706987775554,0.46915102868598674
289,15,0.3301679855305986,0.11327253608501936,"(34, 44)",0,0,True,0.2554402012525278,0.4459877163215081
290,15,0.27077206587224567,0.175542912467293,"(2, 41)",0,0,True,0.3933162026521703,0.4762106868959657
291,15,0.28083355671408194,0.19940051784875912,"(6, 41)",0,0,True,0.41521526357802535,0.4796529830397994
292,15,0.2705441178144913,0.27782510634042296,"(5, 6)",1,1,True,0.5066387647274994,0.50182023909016
293,15,0.3216854910100899,0.2704831424224512,"(5, 12)",0,0,True,0.4567670882102947,0.48720220870758574
294,15,0.3030827957522478,0.21833585446493073,"(0, 12)",0,0,True,0.4187342634828859,0.47882593591658573
295,20,0.2503798227779735,0.3725450878330961,"(1, 0)",1,1,True,0.5980577778911444,0.5305033887542889
296,20,0.2943750348000533,0.3665537283577594,"(1, 2)",1,1,True,0.5546039887966502,0.5180368434281033
297,20,0.3534896978232971,0.3741784385494429,"(2, 3)",1,1,True,0.5142157803069917,0.5051720007044864
298,20,0.35552013811141486,0.4344915117870201,"(4, 3)",1,1,True,0.5499811450158728,0.5197325893299705
299,20,0.2650939462450506,0.35619978819948905,"(5, 4)",1,1,True,0.573319459784904,0.522760719314688
