,dimension,d_G,d_H,edge,ground_truth_aprx,classification,correct,inverse,negexp
300,20,0.26589472887741117,0.36080818577451845,"(6, 7)",1,1,True,0.5757244418990951,0.5237105670489004
301,20,0.3357666796204529,0.31986207482684426,"(7, 8)",1,0,False,0.4878707235720492,0.4960239326155699
302,20,0.3136171559098681,0.30100192706583845,"(12, 13)",1,0,False,0.4897373599409308,0.49684623461411787
303,20,0.27788103048318086,0.2861800070008373,"(14, 15)",1,1,True,0.5073564525522574,0.5020747322216732
304,20,0.3741153668803855,0.3630143733400505,"(17, 16)",1,0,False,0.4924701223308292,0.49722478011452914
305,20,0.35643448532831096,0.34033442182807505,"(17, 18)",1,0,False,0.4884466260370726,0.4959750710670703
306,20,0.3325600304806084,0.32527832583441285,"(18, 19)",1,0,False,0.49446543016510547,0.49817958188214695
307,20,0.3534728446433267,0.42627050725867005,"(23, 24)",1,1,True,0.5466805279184305,0.5181913825944723
308,20,0.2907250416256678,0.30640796260261927,"(24, 25)",1,1,True,0.5131318490737415,0.5039206498862704
309,20,0.25986961065099834,0.3057638063392208,"(29, 28)",1,1,True,0.5405688510523557,0.5114715354732698
310,20,0.3208006330631409,0.2080072983175331,"(30, 31)",1,0,False,0.3933513209123834,0.4718315240519905
311,20,0.39469230297021335,0.35973449004532165,"(32, 33)",1,0,False,0.4768315406819254,0.49126143666313815
312,20,0.2727193085483708,0.3451444396030372,"(33, 34)",1,1,True,0.5586093060738357,0.5180983723555895
313,20,0.2814638395013285,0.3237671315786407,"(34, 35)",1,1,True,0.5349480562782722,0.5105742461215279
314,20,0.3335093292127985,0.32724500825872194,"(42, 43)",1,0,False,0.4952597201419457,0.4984339248827672
315,20,0.3530681776925837,0.32091921509124405,"(46, 45)",1,0,False,0.47615017510301494,0.49196345152284693
316,20,0.2752764464213971,0.4125986531532877,"(47, 48)",1,1,True,0.59981623612833,0.534276704509967
317,20,0.36838660434384995,0.39332978942120733,"(49, 48)",1,1,True,0.5163730131591804,0.5062354729829128
318,20,0.3190326865360483,0.34877861197774085,"(50, 49)",1,1,True,0.5222712055844906,0.5074359330799331
319,20,0.3599282828524924,0.23911888049622412,"(53, 52)",1,0,False,0.39916536647888035,0.4698343292645995
320,20,0.33096627569267195,0.3247010741071547,"(59, 58)",1,0,False,0.4952222711810875,0.4984337047270672
321,20,0.20976761892635887,0.36777214571237204,"(60, 59)",1,1,True,0.6367910371373735,0.5394191561162007
322,20,0.3093876776270511,0.41710808210238554,"(62, 63)",1,1,True,0.5741369808651409,0.5269040905981277
323,20,0.38231303552092133,0.3416888489902215,"(64, 63)",1,0,False,0.4719446955872706,0.4898453498679325
324,20,0.2538619061472534,0.352426014356356,"(65, 64)",1,1,True,0.5812849018394025,0.5246210976877524
325,20,0.2933150377492352,0.3923199587149972,"(66, 65)",1,1,True,0.5721994366363465,0.5247310324619723
326,20,0.2934163430924233,0.36853764764371144,"(68, 69)",1,1,True,0.5567420890292908,0.5187714993412914
327,20,0.29052753737523707,0.31590887706434434,"(70, 71)",1,1,True,0.5209266289793651,0.5063449942989313
328,20,0.2907901302961588,0.2654596764707409,"(74, 75)",1,0,False,0.477231044831596,0.4936677251224835
329,20,0.24486054458312312,0.24146786240119947,"(83, 82)",1,0,False,0.4965119432330085,0.49915183026807575
330,20,0.37018209366412763,0.39497491117108513,"(90, 91)",1,1,True,0.5162011308465358,0.5061978869016025
331,20,0.3454667477403312,0.4188585857856107,"(92, 91)",1,1,True,0.5480108631927143,0.5183397282158066
332,20,0.3615578025106482,0.390005875480163,"(93, 92)",1,1,True,0.5189259232468275,0.5071115386390632
333,20,0.24440365362622332,0.37570158896971223,"(95, 94)",1,1,True,0.6058674611375956,0.5327774094756308
334,20,0.29599244741794656,0.405340440546173,"(95, 96)",1,1,True,0.5779572689408946,0.5273097918089819
335,20,0.4339796300969146,0.21614501168057362,"(56, 93)",0,0,True,0.33246703445914216,0.4457556757293148
336,20,0.3059593218846604,0.2468945144341686,"(80, 14)",0,0,True,0.4465818960000584,0.48523808948461256
337,20,0.22908387955034762,0.31398733861551664,"(19, 49)",0,1,False,0.5781697282282026,0.5212131232250155
338,20,0.3540637893574026,0.3618440646700708,"(49, 42)",0,1,False,0.5054338524636228,0.5019450590165401
339,20,0.3853322525680435,0.15670115089291306,"(72, 78)",0,0,True,0.28909869740933875,0.4430899100857966
340,20,0.4042943983195977,0.24959109923371678,"(78, 32)",0,0,True,0.3817045953269004,0.4614011271303974
341,20,0.23243235795151485,0.3110571782122952,"(16, 79)",0,1,False,0.5723333339734094,0.5196460853248456
342,20,0.31673782306460496,0.35988538260094655,"(33, 26)",0,1,False,0.5318844810339457,0.5107852166888192
343,20,0.38096690183618026,0.3549674557341351,"(24, 33)",0,0,True,0.4823357573711586,0.4935005045930052
344,20,0.35664522877689836,0.30759645438463806,"(51, 24)",0,0,True,0.4630791204198396,0.48774026415798255
345,20,0.384067852115028,0.182444515800125,"(98, 51)",0,0,True,0.3220486014657492,0.44976423263685544
346,20,0.30991760443304495,0.21640341055692616,"(62, 98)",0,0,True,0.41116239784012737,0.4766384735765664
347,20,0.31117319780734054,0.28525135714489525,"(62, 61)",1,0,False,0.4782689692709573,0.49351990268435897
348,20,0.3815202415029198,0.17798219138817636,"(36, 54)",0,0,True,0.31810798474726126,0.4492904319388034
349,20,0.38203521771965937,0.29715094476443876,"(36, 3)",0,0,True,0.43751030450564576,0.4787916646707359
350,20,0.42080006600100295,0.1911882484957829,"(73, 11)",0,0,True,0.3124050638989562,0.4428479209552866
351,20,0.45014210347957556,0.2837271173311509,"(73, 90)",0,0,True,0.38661809118756796,0.45849200263580697
352,20,0.3226903335365338,0.2806351024616193,"(31, 90)",0,0,True,0.4651471423500176,0.4894877415544891
353,20,0.3208006330631409,0.2080072983175331,"(31, 30)",1,0,False,0.3933513209123834,0.4718315240519905
354,20,0.32711950442159754,0.25552759332587605,"(30, 46)",0,0,True,0.4385632303220102,0.482109662837167
355,20,0.4387303990772539,0.32301188921775315,"(46, 35)",0,0,True,0.42404353044484944,0.4711026118723065
356,20,0.41794421521544606,0.2916935230777594,"(69, 35)",0,0,True,0.41104567490918664,0.46847918399445115
357,20,0.3793959306927798,0.33614614693047473,"(69, 66)",0,0,True,0.46977830856155683,0.48918923917368873
358,20,0.39495710264255907,0.19502727924926452,"(84, 66)",0,0,True,0.3305634610595907,0.45018337262143704
359,20,0.43287257919980393,0.29720318972838417,"(13, 70)",0,0,True,0.4070854045254826,0.4661345811295827
360,20,0.33548080475386755,0.17685027239759363,"(21, 39)",0,0,True,0.3451874779505346,0.46042531906533196
361,20,0.3682719222967056,0.3024423828081671,"(17, 39)",0,0,True,0.45092579732719035,0.4835485557653684
362,20,0.3497760229868485,0.3881313273690045,"(7, 17)",0,1,False,0.5259892413076379,0.5095876507348049
363,20,0.3117645817035277,0.3436885595171594,"(75, 63)",0,1,False,0.5243526011288754,0.5079803167096831
364,20,0.3026124072545158,0.2541348007694651,"(63, 97)",0,0,True,0.45646353876015966,0.48788297128301517
365,20,0.1623368401338225,0.29968505775787313,"(45, 28)",0,1,False,0.6486382120098634,0.5342831766672348
366,20,0.39737151359761047,0.24798592482343668,"(15, 85)",0,0,True,0.38426135666796873,0.46272290018461465
367,20,0.2960289474049776,0.30528126843640807,"(15, 50)",0,1,False,0.5076934673548529,0.5023130637569769
368,20,0.26772006177362373,0.23454862604963725,"(82, 9)",0,0,True,0.46697839569917715,0.49170790140190695
369,20,0.29631680905802465,0.2677033236853707,"(8, 9)",1,0,False,0.47463434041487323,0.4928471166744455
370,20,0.23799438732338765,0.22708667775066832,"(81, 8)",0,0,True,0.4882733243816511,0.4972730996435582
371,20,0.3544363474471254,0.24678323839437963,"(81, 18)",0,0,True,0.41047105617653185,0.47311268457743305
372,20,0.26567389767704014,0.37215907570881,"(91, 18)",0,1,False,0.5834741871892477,0.5265961678873715
373,20,0.2732441350048937,0.1974756440764087,"(52, 22)",0,0,True,0.419518475433132,0.48106693408140383
374,20,0.35083214521386447,0.3200689252439399,"(65, 4)",0,0,True,0.4770732069715341,0.4923098014827053
375,20,0.24285341338777006,0.1932913365496174,"(67, 64)",0,0,True,0.44318161935313016,0.4876120165063157
376,20,0.3903930190874153,0.34302713389003125,"(43, 64)",0,0,True,0.4677089012313787,0.48816074209253596
377,20,0.24554455366420908,0.22985887080215842,"(43, 27)",0,0,True,0.4835027662246464,0.4960786596849166
378,20,0.32712234951638036,0.24673673554570433,"(68, 27)",0,0,True,0.42996049373168044,0.47991441117605155
379,20,0.3628906470255605,0.2083183984356706,"(87, 38)",0,0,True,0.3646973031868934,0.46143369467049433
380,20,0.3855453695702561,0.3157656246345124,"(58, 29)",0,0,True,0.45025049834355696,0.4825621389132829
381,20,0.4119279279083534,0.3331713967379793,"(92, 58)",0,0,True,0.44715031367948394,0.4803210378691602
382,20,0.3485919215911983,0.29110730066506824,"(76, 92)",0,0,True,0.4550690239051897,0.48563280089606514
383,20,0.3241750098851842,0.1564964696770159,"(76, 77)",1,0,False,0.3255788544382835,0.4581783076099419
384,20,0.31610178558143115,0.2333103442427725,"(77, 23)",0,0,True,0.42465451994557385,0.4793139542242815
385,20,0.30351756588771106,0.2633799535311358,"(89, 55)",0,0,True,0.4645988816482014,0.4899669438358294
386,20,0.32284908241245375,0.28425964117566294,"(96, 99)",0,0,True,0.4682186734126298,0.4903538367057269
387,20,0.32194873646193056,0.2502710437614393,"(74, 20)",0,0,True,0.43736873909487073,0.48208824492447455
388,20,0.257832542397029,0.3403774337809374,"(48, 20)",0,1,False,0.568993242064682,0.520624513475324
389,20,0.3464173781364478,0.27879564726981076,"(57, 48)",0,0,True,0.4459210476119744,0.4831010062928734
390,20,0.3052735212055279,0.16912501504170635,"(44, 25)",0,0,True,0.35650408278993156,0.4660153533762212
391,20,0.3751900275748585,0.26105409144837327,"(53, 94)",0,0,True,0.41030491857299384,0.4714969517148012
392,20,0.32338624271540817,0.26704321376178436,"(2, 41)",0,0,True,0.45228640074142346,0.48591796789206554
393,20,0.34712389063731847,0.24275418299546805,"(56, 0)",0,0,True,0.411532813044664,0.4739312327957983
394,25,0.30497738108891836,0.3510299437322301,"(1, 0)",1,1,True,0.5351006466702696,0.511511106299593
395,25,0.43296635097136793,0.3987915697705537,"(99, 0)",0,0,True,0.4794562935028436,0.49145713612899455
396,25,0.5527953727916871,0.40583783092491754,"(2, 3)",1,0,False,0.42335048415962556,0.46332659228469136
397,25,0.2846739105331475,0.4439693258706479,"(5, 4)",1,1,True,0.609309609544789,0.539739856017663
398,25,0.3301996153585735,0.31843264140811584,"(6, 5)",1,0,False,0.49092939502491456,0.49705829045514344
399,25,0.3425197646360262,0.4366464244312062,"(7, 8)",1,1,True,0.5604021716521493,0.5235143064524638
400,25,0.2703381754488808,0.3873956395162251,"(9, 8)",1,1,True,0.5889854386409754,0.5292309956159631
401,25,0.35631729659429034,0.4061066100600589,"(9, 10)",1,1,True,0.5326519886320543,0.5124447576183067
402,25,0.3582304611235812,0.4992668999453725,"(11, 10)",1,1,True,0.5822372436493425,0.5352007800012162
403,25,0.39941599450754006,0.48941255461898137,"(12, 11)",1,1,True,0.5506265017026533,0.5224839665586893
404,25,0.37168259717039637,0.41732322311121023,"(12, 13)",1,1,True,0.5289228702549521,0.5114081762212521
405,25,0.3063882993617026,0.49792806503994713,"(13, 14)",1,1,True,0.6190699171095043,0.547739078371113
406,25,0.2900941974968306,0.3716828494462279,"(14, 15)",1,1,True,0.5616436096766118,0.5203858556841794
407,25,0.3763338408491155,0.36187424511428307,"(17, 16)",1,0,False,0.49020628735327254,0.4963851640485367
408,25,0.2892711764974718,0.33175920804691766,"(20, 19)",1,1,True,0.5342076914486371,0.5106204102426641
409,25,0.31054142868416945,0.39244870668475773,"(23, 22)",1,1,True,0.5582563494703974,0.5204653792641559
410,25,0.24186927475538456,0.45354058458423085,"(23, 24)",1,1,True,0.6521917664712552,0.5527211279107682
411,25,0.43191309436248515,0.3951025872745114,"(26, 25)",1,0,False,0.477744976361808,0.4907984122274615
412,25,0.29074881258686724,0.4306812340116905,"(26, 27)",1,1,True,0.5969826680248383,0.5349261329888032
413,25,0.30149666992586444,0.5182948337739877,"(28, 27)",1,1,True,0.6322276230417601,0.5539882459667175
414,25,0.2506668276766326,0.39153250760704383,"(30, 31)",1,1,True,0.6096744205350098,0.535158301609617
415,25,0.387811693955864,0.49962981710835624,"(32, 31)",1,1,True,0.563000277628663,0.5279254401870977
416,25,0.44814261495672186,0.4303468239585682,"(32, 33)",1,0,False,0.4898713688464332,0.4955511696582477
417,25,0.20910848082696545,0.4143564548867733,"(33, 34)",1,1,True,0.6646026603122767,0.551132615260644
418,25,0.4049828029140144,0.47783254814440707,"(34, 35)",1,1,True,0.541259899447292,0.5182043860003992
419,25,0.3799007010278539,0.45906201000849806,"(36, 35)",1,1,True,0.547178085473464,0.5197799990223252
420,25,0.41931541948763784,0.5049282151429298,"(36, 37)",1,1,True,0.5463150583068459,0.5213901355025254
421,25,0.26322251373268574,0.45327733926218683,"(39, 40)",1,1,True,0.6326272606582525,0.5473712015305661
422,25,0.27470010822513763,0.4694807206926644,"(40, 41)",1,1,True,0.6308691415437155,0.548541779222605
423,25,0.42803686151389336,0.4243369740227595,"(42, 41)",1,0,False,0.4978296568143693,0.49907502918238966
424,25,0.31891583828286596,0.37622425990318226,"(42, 43)",1,1,True,0.5412207710142612,0.5143231855366035
425,25,0.2777943374502387,0.3521300769715196,"(44, 43)",1,1,True,0.5590036977607208,0.5185753820107947
426,25,0.3481327881302363,0.3026411571150259,"(49, 48)",1,0,False,0.4650480544376545,0.48862905318219507
427,25,0.44062476933605615,0.4713887165189217,"(50, 49)",1,1,True,0.5168659497145623,0.5076903802775222
428,25,0.30157580097963216,0.37163492299381073,"(51, 50)",1,1,True,0.5520335754610932,0.5175076200633222
429,25,0.2869549409850296,0.42878512014697967,"(53, 52)",1,1,True,0.5990793912930014,0.5353982260395747
430,25,0.3344949582293806,0.5370839154197163,"(53, 54)",1,1,True,0.6162195202954743,0.5504747240999008
431,25,0.34658868294453454,0.4379459872284544,"(54, 55)",1,1,True,0.5582238795538352,0.5228234542675203
432,25,0.40367015642021814,0.443649557083682,"(55, 56)",1,1,True,0.5235916856567269,0.5099935191041558
433,25,0.29760995851724303,0.3600006206177808,"(56, 57)",1,1,True,0.547437392341378,0.5155926078779935
434,25,0.34033162300642855,0.4401381421049999,"(58, 57)",1,1,True,0.5639400291722524,0.5249309377448484
435,25,0.39284530599245693,0.36313642658618084,"(62, 61)",1,0,False,0.4803507954451891,0.49257332638308055
436,25,0.24149708942397502,0.4000231645258336,"(62, 63)",1,1,True,0.6235550040125946,0.5395487301101006
437,25,0.24536220237836495,0.29965301850006026,"(65, 64)",1,1,True,0.5498066971727802,0.5135693712255743
438,25,0.20839768170699388,0.4343296002941471,"(66, 65)",1,1,True,0.6757603301696723,0.5562439342196976
439,25,0.26258297041045653,0.32761639622652383,"(70, 69)",1,1,True,0.5550944557824882,0.516252628691263
440,25,0.3338757357264203,0.4067532867455344,"(71, 72)",1,1,True,0.5491997672302086,0.5182113282292358
441,25,0.29033654692317645,0.43696808165197054,"(72, 73)",1,1,True,0.6008047583968069,0.5365923434220047
442,25,0.2924940617887459,0.2618261259925852,"(76, 77)",1,0,False,0.4723373453897564,0.49233361690855376
443,25,0.3604348119096785,0.39403219602496775,"(77, 78)",1,1,True,0.5222656416794567,0.5083985560305585
444,25,0.3378641038293241,0.4159338566331267,"(78, 79)",1,1,True,0.5517842690605764,0.5195075311918864
445,25,0.3365892899497213,0.3362097973441705,"(80, 79)",1,0,False,0.49971797479164454,0.4999051268497509
446,25,0.3594924943961215,0.3830891393648304,"(83, 82)",1,1,True,0.5158882497868947,0.5058988875355226
447,25,0.2905148122771864,0.4744567297476322,"(86, 87)",1,1,True,0.6202279479466427,0.5458562580958932
448,25,0.4731872900146589,0.49149976421641733,"(87, 88)",1,1,True,0.5094914066284194,0.5045779906166465
449,25,0.43995305467603957,0.3496257383772716,"(88, 89)",1,0,False,0.4428003151215149,0.4774335122156805
450,25,0.47859999727300706,0.5290094326197696,"(92, 91)",1,1,True,0.5250143725590811,0.5125996908484179
451,25,0.4118385880601969,0.46300644237116745,"(93, 92)",1,1,True,0.5292439532323462,0.5127891733690357
452,25,0.22243731086239268,0.36316060486246116,"(94, 93)",1,1,True,0.6201535133760517,0.5351228809539009
453,25,0.34033569159671817,0.5291162815583235,"(95, 96)",1,1,True,0.6085629774791147,0.5470554830476669
454,25,0.3462393019332173,0.4793332529830288,"(96, 97)",1,1,True,0.5806070588570581,0.5332244574000239
455,25,0.29919364608679644,0.37307186156531386,"(98, 97)",1,1,True,0.5549472006503333,0.5184611578976411
456,25,0.31778624317239823,0.3659507068767134,"(99, 98)",1,1,True,0.5352214866410654,0.5120387887019394
457,25,0.3334151652970891,0.30734334470786084,"(19, 49)",0,0,True,0.4796555018917916,0.4934824140370744
458,25,0.48197568377629435,0.4431351867072333,"(49, 42)",0,0,True,0.4790076528617806,0.49029109626028927
459,25,0.44425608513273435,0.43209898687691356,"(42, 72)",0,0,True,0.493063828438887,0.4969607628679666
460,25,0.5127581270152083,0.4732835713444222,"(72, 78)",0,0,True,0.4799833233541464,0.49013264235875764
461,25,0.46995913693855945,0.4320458324242572,"(78, 32)",0,0,True,0.47898387159602646,0.4905228090684856
462,25,0.48728861051481476,0.3041336498533552,"(16, 32)",0,0,True,0.3842874595312395,0.4543388333265785
463,25,0.4186498051113139,0.3778157867369768,"(16, 79)",0,0,True,0.4743654849674189,0.4897929136561583
464,25,0.481659158688417,0.420019976608987,"(79, 88)",0,0,True,0.46581978019315073,0.48459508161080656
465,25,0.4809711973075775,0.41484855699353806,"(26, 88)",0,0,True,0.46309378086575803,0.48347536024020454
466,25,0.2544987784216544,0.4395017115411929,"(62, 98)",0,1,False,0.6332873216915469,0.5461192680870558
467,25,0.4929579267419182,0.2525471584547441,"(61, 95)",0,0,True,0.338759806565401,0.4401851258299887
468,25,0.46835212961830297,0.3554357998801843,"(54, 95)",0,0,True,0.4314651710138186,0.47180087300207485
469,25,0.3659806434634974,0.39872763700075786,"(36, 3)",0,1,False,0.5214114286282997,0.5081860168638251
470,25,0.36349832185564046,0.3992939351385182,"(11, 3)",0,1,False,0.5234635400101811,0.5089479479046498
471,25,0.2506668276766326,0.39153250760704383,"(31, 30)",1,1,True,0.6096744205350098,0.535158301609617
472,25,0.45864906315854964,0.2634186274961221,"(30, 46)",0,0,True,0.36481154177843117,0.45134682733319004
473,25,0.5480613279165354,0.39229019608467286,"(46, 35)",0,0,True,0.4171739887393098,0.46113577084150675
474,25,0.47768382623737504,0.3891427734136867,"(69, 35)",0,0,True,0.4489280480898197,0.47787918628274056
475,25,0.36450087424684763,0.15905099797111108,"(47, 84)",0,0,True,0.30379224373186253,0.4488174375834839
476,25,0.4363057045211678,0.3764351270976208,"(13, 60)",0,0,True,0.4631674851967884,0.4850368249847796
477,25,0.330051828127728,0.39312077896091036,"(17, 39)",0,1,False,0.5436057382531997,0.5157620133510318
478,25,0.2855406470450746,0.4473565271567393,"(63, 97)",0,1,False,0.6103946677703429,0.5403659287109918
479,25,0.4055503166218577,0.3430182420694033,"(45, 97)",0,0,True,0.4582322328219471,0.4843720734684909
480,25,0.5205042507752967,0.34958056953393407,"(85, 28)",0,0,True,0.40177757544338266,0.4573728083054712
481,25,0.4000869143421545,0.33169511220436093,"(15, 85)",0,0,True,0.4532703731051214,0.4829087109008739
482,25,0.44311432077162105,0.4322011102702924,"(50, 82)",0,0,True,0.4937661269787405,0.4972717244523313
483,25,0.2703381754488808,0.3873956395162251,"(8, 9)",1,1,True,0.5889854386409754,0.5292309956159631
484,25,0.4444241564849659,0.24901275875494105,"(81, 18)",0,0,True,0.3590993690735236,0.45130201557191096
485,25,0.4406569457141803,0.2945998226740283,"(91, 18)",0,0,True,0.40067611117655483,0.46355049336150506
486,25,0.4843703707253394,0.3879240447340095,"(65, 22)",0,0,True,0.44471687294905965,0.4759070914138804
487,25,0.2487266392123765,0.20727387740240508,"(67, 64)",0,0,True,0.45454746179049865,0.4896382932422429
488,25,0.4428581923399894,0.2648959989843657,"(68, 37)",0,0,True,0.37427683542034595,0.455626500956227
489,25,0.35039508194855734,0.4879326429280632,"(87, 37)",0,1,False,0.5820309032483375,0.5343302896580333
490,25,0.412079740663984,0.23886032336374302,"(29, 38)",0,0,True,0.3669467229990144,0.45680310182316197
491,25,0.5033781818723162,0.3429109891265818,"(58, 29)",0,0,True,0.4051936393346906,0.4599690637547894
492,25,0.5601322677036412,0.46406065679560116,"(92, 58)",0,0,True,0.4530988700419834,0.47600055351717646
493,25,0.5211318096777051,0.35754963833354597,"(76, 92)",0,0,True,0.40691611179773957,0.45919540788016583
494,25,0.45636395935128854,0.37410468893487003,"(89, 55)",0,0,True,0.45047418672205314,0.47944677069123437
495,25,0.5256192420320578,0.3418911560698512,"(89, 10)",0,0,True,0.3941061188637053,0.4541967506566155
496,25,0.4407447242346383,0.4201539171650602,"(99, 10)",0,0,True,0.48804109677992974,0.49485248010235056
497,25,0.47066401673145575,0.29404152342746337,"(74, 71)",0,0,True,0.38451601039317224,0.4559588077947983
498,25,0.5459072553056737,0.37506239847674805,"(74, 20)",0,0,True,0.40724729304203133,0.45739237124423904
499,25,0.37206455532335914,0.30190494422057196,"(48, 20)",0,0,True,0.44795045536165695,0.48246728851028065
500,25,0.4577874430788716,0.291623508817531,"(44, 25)",0,0,True,0.38913697228412614,0.45855433371600957
501,25,0.33437205001816867,0.4561138186851345,"(2, 83)",0,1,False,0.5770043927962106,0.530397907341272
502,25,0.38223420223362264,0.49321097232024075,"(2, 41)",0,1,False,0.5633830497399069,0.5277157531189062
503,25,0.44028713454405666,0.441904781936346,"(0, 12)",0,1,False,0.5009168341729673,0.5004044117598841
504,25,0.4616552197931358,0.38976306255312637,"(56, 0)",0,0,True,0.45778094108932244,0.48203469780236435
505,30,0.3935270111365366,0.4309044822935183,"(1, 0)",1,1,True,0.5226686337523766,0.5093432800423865
506,30,0.5697754045505548,0.48572214144600556,"(2, 3)",1,0,False,0.46018310823016206,0.47899904699362605
507,30,0.4987342886863561,0.4434041033015324,"(9, 10)",1,0,False,0.4706358503934446,0.4861709815207885
508,30,0.47015155708507517,0.4983465360522241,"(12, 11)",1,1,True,0.5145560322559932,0.5070482778249186
509,30,0.37723890884719063,0.5215459257976116,"(12, 13)",1,1,True,0.5802789563129706,0.5360142775960521
510,30,0.3150420343590297,0.5265521986074959,"(13, 14)",1,1,True,0.625660416839429,0.5526812890842306
511,30,0.4137389824843018,0.48942657741492046,"(14, 15)",1,1,True,0.5419012849311172,0.5189128708862688
512,30,0.4510831338056558,0.5636758008875787,"(15, 16)",1,1,True,0.5554775440907845,0.5281184679719597
513,30,0.2721295326526971,0.5308717027882136,"(17, 18)",1,1,True,0.6611094471065456,0.5643270642618019
514,30,0.46060178921594874,0.5513929382181242,"(18, 19)",1,1,True,0.5448575207661297,0.522682208541718
515,30,0.42378391383844694,0.5110149069750316,"(20, 19)",1,1,True,0.54665762899694,0.5217939304213223
516,30,0.4093664300631331,0.4246950520348191,"(20, 21)",1,1,True,0.5091891439064715,0.5038320804589558
517,30,0.42789288801227887,0.41379664445348346,"(23, 22)",1,0,False,0.49162622141830614,0.49647599746291554
518,30,0.41601598558959474,0.5546734175696564,"(26, 27)",1,1,True,0.571422141587608,0.5346089268217005
519,30,0.3974649798383061,0.4980447785211211,"(29, 30)",1,1,True,0.5561578462679608,0.5251237732804973
520,30,0.3133705862403706,0.4711719836804262,"(34, 35)",1,1,True,0.6005690471684578,0.5393686890123555
521,30,0.42648426653998783,0.4119885740870405,"(36, 35)",1,0,False,0.49135589624936027,0.4963761403418636
522,30,0.4391188316827023,0.5493251036379297,"(39, 38)",1,1,True,0.5557473560295955,0.5275237163627601
523,30,0.4171238067351382,0.4970760741094949,"(39, 40)",1,1,True,0.5437280014193879,0.5199774260605082
524,30,0.35754443885340337,0.5036128748827355,"(42, 41)",1,1,True,0.5848093801791063,0.5364523198545711
525,30,0.3605573828650918,0.5865483878842466,"(45, 44)",1,1,True,0.619306107088944,0.5562585188663801
526,30,0.4493088231781511,0.5560988730734936,"(46, 45)",1,1,True,0.5531078339132854,0.5266721695834355
527,30,0.511163604541028,0.4490406252941426,"(47, 46)",1,0,False,0.46765116351468816,0.48447424803249134
528,30,0.5513899125786442,0.47527518795330986,"(47, 48)",1,0,False,0.4629310840575489,0.48098050033592304
529,30,0.3199998430985455,0.4299382544077353,"(49, 48)",1,1,True,0.5732983240048483,0.5274569536286019
530,30,0.4240677008946365,0.4863422670460161,"(53, 52)",1,1,True,0.5342013863777462,0.515563612064588
531,30,0.43296869238221586,0.41961235726017004,"(54, 55)",1,0,False,0.4921671170572885,0.4966609658573356
532,30,0.45914590206612815,0.3583261234512272,"(56, 57)",1,0,False,0.438334416672488,0.4748163835738639
533,30,0.4523496135512043,0.4863614036064651,"(59, 58)",1,1,True,0.5181162197063828,0.5085021279231652
534,30,0.41645988302513065,0.43070221565287775,"(60, 59)",1,1,True,0.5084059075883897,0.5035605229712353
535,30,0.48176206516437514,0.44199249035956467,"(62, 61)",1,0,False,0.478473949293677,0.4900589165148699
536,30,0.35627879588134853,0.5205399941074771,"(62, 63)",1,1,True,0.5936688401877326,0.5409732135720169
537,30,0.4440510007476946,0.38666255742171884,"(65, 64)",1,0,False,0.4654583443585303,0.4856568254766475
538,30,0.3279425426112507,0.4982311093809066,"(68, 69)",1,1,True,0.6030585799722844,0.5424695628665909
539,30,0.334470074756969,0.5114428356817554,"(70, 69)",1,1,True,0.6046045986181966,0.5441280783807899
540,30,0.12961120140652588,0.52068361266941,"(72, 73)",1,1,True,0.8006885514061766,0.5965408337976543
541,30,0.3694074311259182,0.5560046260286303,"(73, 74)",1,1,True,0.600818437289687,0.5465144134217153
542,30,0.5881794846499859,0.5635336786089411,"(74, 75)",1,0,False,0.4893003714695306,0.49383886035102276
543,30,0.45839838406039257,0.404887384483305,"(80, 79)",1,0,False,0.4690073660849542,0.4866254413762058
544,30,0.4124523299863157,0.3984947224805627,"(81, 82)",1,0,False,0.4913942547400017,0.49651065477138767
545,30,0.5073551627309627,0.48039527698597007,"(83, 82)",1,0,False,0.48635288598164594,0.49326043677159026
546,30,0.4556839066682481,0.5009722932332155,"(85, 84)",1,1,True,0.5236701474205844,0.5113201618672394
547,30,0.4392826684680869,0.4767235515482917,"(86, 85)",1,1,True,0.5204370244775933,0.5093591274781346
548,30,0.4053065604993223,0.49361776297807636,"(88, 89)",1,1,True,0.549120487772058,0.5220634633124427
549,30,0.450529359913864,0.5127064770921013,"(89, 90)",1,1,True,0.5322751266042505,0.5155392733890853
550,30,0.5135680913051911,0.5118740106552071,"(93, 92)",1,0,False,0.49917397547519,0.4995764799387927
551,30,0.4303498108479753,0.4821305697652966,"(99, 98)",1,1,True,0.528373628637648,0.5129422980670665
552,30,0.4324170651104851,0.410805113660686,"(93, 40)",0,0,True,0.48718490097040956,0.49459722242842524
553,30,0.47386253810243256,0.4096952655893933,"(56, 93)",0,0,True,0.46368812982867386,0.4839636838734503
554,30,0.5279237061691419,0.39148732979423656,"(19, 80)",0,0,True,0.42580229568816064,0.4659437190022429
555,30,0.44444896933322986,0.41217319494919397,"(19, 49)",0,0,True,0.48116102073364364,0.4919317567997963
556,30,0.602472733286604,0.30124056213127554,"(78, 32)",0,0,True,0.3333364283325953,0.42525629637274
557,30,0.41869240663146556,0.386227477045435,"(79, 88)",0,0,True,0.4798334404178652,0.4918844803849402
558,30,0.49286888270149987,0.4222467155408353,"(33, 26)",0,0,True,0.4614135267192972,0.4823517926223954
