_UID,system,l1,l2,theta,accuracy,auroc,intercept,coef
91,celegans,1,3,0.85,0.707936507936508,0.6690280720338984,-1.3371564850303748,-7.353297089859378
92,celegans,1,3,0.85,0.6490066225165563,0.5211111111111111,-1.412474601708746,-7.324234486018082
93,celegans,1,3,0.85,0.6531986531986532,0.5331735230436127,-1.3580591780886488,-7.052168508535444
94,celegans,1,3,0.85,0.7761194029850746,0.5167078543032126,-1.39976962940465,-5.21470102272087
95,celegans,1,3,0.95,0.7446808510638298,0.40202702702702703,-1.7184397280995327,-1.7219734985769766
96,celegans,1,3,0.95,0.7959183673469388,0.5159722222222222,-1.6665399886952361,-1.7023536798719041
97,celegans,1,3,0.95,0.7252747252747253,0.4499341238471673,-1.7688031724698625,-1.862617844773316
98,celegans,1,3,0.95,0.6736842105263158,0.4555052790346908,-1.933552472911042,-3.706385442033789
99,celegans,1,3,0.95,0.8415841584158416,0.5669117647058823,-1.5704347007473045,-0.8389375626454623
100,celegans,2,3,0.05,0.8099762470308789,0.48681573802541545,-0.9502391777112901,-2.0041959635404467
101,celegans,2,3,0.05,0.8044338875692795,0.4362348178137652,-1.5865395262308895,-1.4681515032081487
102,celegans,2,3,0.05,0.805993690851735,0.4682433614942803,-1.38055486897246,-1.965386627474095
103,celegans,2,3,0.05,0.803486529318542,0.4916014506585226,-1.747547916870363,-1.7094247865039707
104,celegans,2,3,0.05,0.8054901960784314,0.5054653390708923,-1.4577044102946328,-1.3254208434214887
105,celegans,2,3,0.15,0.8062780269058296,0.48686298712749077,-1.1626775240901899,-4.540426137479425
106,celegans,2,3,0.15,0.8039895923677364,0.5154031942415824,-1.331340812783072,-3.6311321880269913
107,celegans,2,3,0.15,0.8104222821203954,0.46136787060168527,-1.0577892779305473,-5.032573156126473
108,celegans,2,3,0.15,0.810405643738977,0.5172389272653393,-1.017537569206734,-4.755500341618061
109,celegans,2,3,0.15,0.8012422360248447,0.5075096899224807,-1.3585977494983341,-3.7438181945642266
110,celegans,2,3,0.25,0.7993890020366599,0.4792620137299771,-0.9990168248993533,-5.365008954509213
111,celegans,2,3,0.25,0.7936670071501533,0.4765918676809766,-1.338226966676389,-4.831042184332812
112,celegans,2,3,0.25,0.8034102306920762,0.48126566166819146,-0.8487289336279031,-6.211348961570506
113,celegans,2,3,0.25,0.8081510934393639,0.5615668730166988,-0.9009124700992449,-6.312034308373485
114,celegans,2,3,0.25,0.7985971943887775,0.4825436408977556,-1.0730102463763491,-5.894601406700186
115,celegans,2,3,0.35,0.7891637220259128,0.4792257280659769,-0.8658225255726202,-7.229225102473958
116,celegans,2,3,0.35,0.7771295215869312,0.4768600326483903,-1.0154480095011236,-6.57963207795086
117,celegans,2,3,0.35,0.8034883720930233,0.4450869077656294,-1.0267408353835645,-4.7169463141319214
118,celegans,2,3,0.35,0.7858744394618834,0.446682995549579,-0.9478172668427506,-6.434522418485407
119,celegans,2,3,0.35,0.7960829493087558,0.4586758219727346,-0.9733511292284676,-5.172499071411142
120,celegans,2,3,0.44999999999999996,0.7517053206002728,0.44412552621507845,-0.6553788440560615,-7.765637446520981
121,celegans,2,3,0.44999999999999996,0.7542932628797886,0.46817483856040054,-1.1205206017185352,-7.444938287994419
122,celegans,2,3,0.44999999999999996,0.751696065128901,0.4368251856778627,-0.9717472296432563,-6.5393447863208785
123,celegans,2,3,0.44999999999999996,0.7537212449255751,0.48282828282828283,-1.0234345921806736,-7.119433105187236
124,celegans,2,3,0.44999999999999996,0.7551299589603283,0.46966731898238745,-0.8701279860489598,-6.919500740758751
125,celegans,2,3,0.5499999999999999,0.7022653721682848,0.4180485498108448,-0.8258659974657319,-6.644851485334556
126,celegans,2,3,0.5499999999999999,0.746218487394958,0.4438051400076717,-1.0869085943127905,-5.127437243456005
127,celegans,2,3,0.5499999999999999,0.7206611570247934,0.44293667362560896,-1.0860036132311273,-6.557658741671831
128,celegans,2,3,0.5499999999999999,0.7206896551724138,0.44114946253983683,-0.8958987978845925,-7.582447890372775
129,celegans,2,3,0.5499999999999999,0.7009966777408638,0.4111451740506329,-1.0800219031638634,-7.109974906595469
130,celegans,2,3,0.65,0.6857142857142857,0.40216530981456355,-0.9472844065344364,-7.438974232798936
131,celegans,2,3,0.65,0.791578947368421,0.41375094603248536,-1.1087938039620804,-2.697921637532367
132,celegans,2,3,0.65,0.6673469387755102,0.43615333935238276,-1.0622158903353134,-7.05653405121022
133,celegans,2,3,0.65,0.726457399103139,0.388268156424581,-1.12655436577044,-5.393218340859583
134,celegans,2,3,0.65,0.7207792207792207,0.413013353489544,-1.091552194387439,-6.339395015886025
135,celegans,2,3,0.75,0.7683284457478006,0.3828460437538336,-1.397590894579732,-1.1876345561531292
136,celegans,2,3,0.75,0.7312925170068028,0.3622080088987764,-1.3490786962402606,-2.547970924849506
137,celegans,2,3,0.75,0.7536231884057971,0.4302050896596155,-1.3019144407832939,-2.9303632313843613
138,celegans,2,3,0.75,0.7515527950310559,0.39148791283622747,-1.2672495839310765,-3.587771851618698
139,celegans,2,3,0.75,0.7472222222222222,0.4185971089696071,-1.277687005493355,-2.9701079485498623
140,celegans,2,3,0.85,0.7937219730941704,0.337443044760118,-1.3926175405997934,-1.3959505867231394
141,celegans,2,3,0.85,0.7934272300469484,0.3838763575605681,-1.4405706807673204,-0.5234360033009711
142,celegans,2,3,0.85,0.7067307692307693,0.36155419222903884,-1.5225326888962236,-2.5017650132832845
143,celegans,2,3,0.85,0.822429906542056,0.3793361244019139,-1.435128804044574,-0.9626926537688685
144,celegans,2,3,0.85,0.7433155080213903,0.39034237726098187,-1.4687550662784372,-1.12985269837727
145,celegans,2,3,0.95,0.7674418604651163,0.3204545454545455,-1.4873639953370923,-0.1889682347557777
146,celegans,2,3,0.95,0.8026315789473685,0.29508196721311475,-1.4651821448246551,-0.14996262803283045
147,celegans,2,3,0.95,0.7538461538461538,0.3647959183673469,-1.511429603480526,-0.22819744565030253
148,celegans,2,3,0.95,0.8095238095238095,0.31209150326797386,-1.452032003773063,-0.09617057704072444
149,celegans,2,3,0.95,0.7631578947368421,0.25287356321839083,-1.4889051968107718,-0.17945762668590287
150,london,1,2,0.05,0.8028169014084507,0.334904226208574,1.4947559628092506,-1.272179992354584
151,london,1,2,0.05,0.8067226890756303,0.2622282608695652,1.3707533742687048,-1.064702177228668
152,london,1,2,0.05,0.7909604519774012,0.3535285246242654,0.8104982359901943,-1.2664907752816728
153,london,1,2,0.05,0.8067226890756303,0.4347826086956521,1.353217977149694,-1.3265326909824653
154,london,1,2,0.05,0.8028169014084507,0.46566416040100245,2.052229042618203,-0.9784277397424049
155,london,1,2,0.15,0.8175895765472313,0.8989043824701195,1.1413913936397597,0.02413115316120425
156,london,1,2,0.15,0.8207547169811321,0.8808899643745379,1.0003190434333873,0.11129821673168434
157,london,1,2,0.15,0.819620253164557,0.09510262141841092,0.9586637822773072,-0.384701016232726
158,london,1,2,0.15,0.7993630573248408,0.1644849174729653,1.7652379371878706,-0.2960078215348924
159,london,1,2,0.15,0.7764350453172205,0.15648408239700373,1.365794964247475,-1.8359233079514867
160,london,1,2,0.25,0.8165467625899281,0.9473093202038525,1.2832737179047022,0.2763186125554605
161,london,1,2,0.25,0.8,0.11157279162819334,1.608789280376133,-0.3437823882576429
162,london,1,2,0.25,0.8049645390070922,0.051421706047256724,1.518446525060248,-0.6868966068923766
163,london,1,2,0.25,0.8071428571428572,0.9087184529662407,1.4676128325936943,0.3008890676998782
164,london,1,2,0.25,0.8191881918819188,0.9395109395109396,1.2586335857838387,0.1610617345201366
165,london,1,2,0.35,0.7911646586345381,0.9037485357282312,1.6436745631733927,0.1554617790692897
166,london,1,2,0.35,0.7950819672131147,0.9490721649484536,1.5283808224163562,0.24224985582819603
167,london,1,2,0.35,0.8200836820083682,0.9686758424299952,1.2752999461885786,0.2516182268458074
168,london,1,2,0.35,0.796875,0.9095965309200604,1.5907615976163996,0.41817636129704505
169,london,1,2,0.35,0.8333333333333334,0.98225,1.156436338931347,0.42810279453997174
170,london,1,2,0.44999999999999996,0.7990196078431373,0.9506209786024241,1.3912510796957809,0.4002530008254869
171,london,1,2,0.44999999999999996,0.796875,0.9832411597117479,1.4071686943363058,0.46082910755978035
172,london,1,2,0.44999999999999996,0.8177570093457944,0.9853479853479854,1.4658972941966824,0.6105449494459574
173,london,1,2,0.44999999999999996,0.7902439024390244,0.9422911283376401,1.4762795059914062,0.30858969338333
174,london,1,2,0.44999999999999996,0.78,0.9380827505827506,1.521594279906861,0.5341978532373133
175,london,1,2,0.5499999999999999,0.7944444444444444,0.9731619731619732,1.440022810434246,0.6517755142313373
176,london,1,2,0.5499999999999999,0.8048780487804879,0.9857954545454546,1.306979463388575,0.6272889888326024
177,london,1,2,0.5499999999999999,0.7888888888888889,0.9292068198665678,1.4639172807556475,0.6073954910968339
178,london,1,2,0.5499999999999999,0.8022598870056498,0.9782696177062374,1.374973520569314,0.5666549686899892
179,london,1,2,0.5499999999999999,0.8253968253968254,0.9695027195027195,1.4167703319667304,0.6138703311398658
180,london,1,2,0.65,0.8031496062992126,0.9909803921568627,1.286561156167348,0.7714483935701842
181,london,1,2,0.65,0.7777777777777778,0.9850793650793651,1.2555970543317554,0.753956744149167
182,london,1,2,0.65,0.8297872340425532,0.9943019943019943,1.3577114964310806,0.7713403845653375
183,london,1,2,0.65,0.7851851851851852,0.9785296031229669,1.311177475624975,0.7262364494387971
184,london,1,2,0.65,0.7954545454545454,0.9950617283950618,1.432457396095074,0.7629408471444161
185,london,1,2,0.75,0.8314606741573034,0.9756756756756757,1.4199419872773638,0.8956001774247091
186,london,1,2,0.75,0.8350515463917526,0.9955882352941177,1.2608742325216453,0.8229595260541279
187,london,1,2,0.75,0.8068181818181818,0.9776304888152444,1.3286087323508242,0.8778390312819646
188,london,1,2,0.75,0.8541666666666666,0.9965156794425087,1.2658521651190726,0.8435363043342976
189,london,1,2,0.75,0.8210526315789474,0.9803921568627451,1.217291853835101,0.7981845248759187
190,london,1,2,0.85,0.84375,0.9725557461406518,1.1162571187946466,0.8474939186447317
191,london,1,2,0.85,0.8275862068965517,0.9958333333333333,1.1805890938885584,0.8249019917099958
192,london,1,2,0.85,0.8695652173913043,0.9875,1.1712120977118368,0.8569408807436749
193,london,1,2,0.85,0.7692307692307693,0.9872448979591837,1.0617775463835943,0.865646978355244
194,london,1,2,0.85,0.8059701492537313,0.9811320754716981,1.1327236976337203,0.859236968081985
195,london,1,2,0.95,0.8823529411764706,1.0,0.8421135750525929,0.9095940248951888
196,london,1,2,0.95,0.8888888888888888,1.0,0.4629875301604882,0.8962260824100071
197,london,1,2,0.95,0.9333333333333333,1.0,0.6186325016347092,0.8808891387535577
198,london,1,2,0.95,0.9375,1.0,0.6089776260664681,0.8550001089202361
199,london,1,2,0.95,0.7894736842105263,1.0,0.5415990516708017,0.85544791887618
200,london,1,3,0.05,0.8664688427299704,0.3014459665144597,2.922439493265045,-0.34959089532236476
201,london,1,3,0.05,0.8417910447761194,0.2893645262983242,1.1038826138324713,-1.7159829585885813
202,london,1,3,0.05,0.8713450292397661,0.23100976205003051,1.7801448313101904,-1.0936829259013734
203,london,1,3,0.05,0.8702064896755162,0.3200308166409861,1.9671266422900568,-1.0464187268914564
204,london,1,3,0.05,0.8664688427299704,0.3563165905631659,2.9138638038141673,-0.4341141014394885
205,london,1,3,0.15,0.8660130718954249,0.09314312011044638,2.2419033520483094,-0.35790551316420377
206,london,1,3,0.15,0.78125,0.061754738295468806,1.1302077231169152,-1.9255101388960163
207,london,1,3,0.15,0.8811881188118812,0.07209737827715355,1.5017127926709786,-0.020415499806003375
208,london,1,3,0.15,0.8493150684931506,0.07777777777777778,2.2050952788126947,-1.5448664158432661
209,london,1,3,0.15,0.8870431893687708,0.04174928398325623,1.3328184565917247,-0.13667719301156314
210,london,1,3,0.25,0.8819188191881919,0.9331851464435147,1.6412932384994752,0.04555486103513229
211,london,1,3,0.25,0.8759398496240601,0.0808947847574457,1.8282967656914182,-0.1338040888352425
212,london,1,3,0.25,0.8736059479553904,0.039674593241551946,1.892501034044593,-0.47489765752299706
213,london,1,3,0.25,0.8768656716417911,0.9375886524822695,1.8452307781708202,0.4329114374069509
214,london,1,3,0.25,0.867595818815331,0.1541957302895794,2.043986978833952,-0.414478206000151
215,london,1,3,0.35,0.8613445378151261,0.9791574279379158,2.045921623718845,0.2998402282218334
216,london,1,3,0.35,0.8533333333333334,0.9753787878787878,2.1995614037942035,0.06416073628373697
217,london,1,3,0.35,0.8640350877192983,0.9813328966759456,1.9840912084552638,0.2643390784655141
218,london,1,3,0.35,0.8677685950413223,0.9735119047619047,1.9470049186169534,0.31364959025722544
219,london,1,3,0.35,0.869198312236287,0.9776072658941434,1.9133408070415807,0.3823385304242549
220,london,1,3,0.44999999999999996,0.8839779005524862,0.9836309523809523,1.75932890504082,0.6036667682260548
221,london,1,3,0.44999999999999996,0.8457446808510638,0.9874213836477987,2.0779688862247494,0.5560757013555856
222,london,1,3,0.44999999999999996,0.8805970149253731,0.977165725047081,1.7483886969584819,0.5898057620077551
223,london,1,3,0.44999999999999996,0.8651685393258427,0.9694264069264069,1.8060924427200316,0.5923636499200274
224,london,1,3,0.44999999999999996,0.8691099476439791,0.9879518072289156,1.8309986154005435,0.31884397874552134
225,london,1,3,0.5499999999999999,0.8853503184713376,0.9948041566746603,1.711297625456191,0.7036002327421924
226,london,1,3,0.5499999999999999,0.8726114649681529,0.9817518248175183,1.7552156644340382,0.7818354424359987
227,london,1,3,0.5499999999999999,0.8441558441558441,0.9865384615384615,1.8828353260340498,0.4893530888231885
228,london,1,3,0.5499999999999999,0.8682634730538922,0.9689655172413794,1.7410020274093203,0.7294900454515358
229,london,1,3,0.5499999999999999,0.874251497005988,0.9911937377690803,1.841941289782793,0.6630070995701063
230,london,1,3,0.65,0.8333333333333334,0.997732426303855,1.7936878124800706,0.7451582616197466
231,london,1,3,0.65,0.8515625,0.9985514244326413,1.7518751771599617,0.7582407754890351
232,london,1,3,0.65,0.8461538461538461,0.9932659932659933,1.6431832850884216,0.8480501045499474
233,london,1,3,0.65,0.8934426229508197,0.9994103773584906,1.6789606123140082,0.9112113150321272
234,london,1,3,0.65,0.8518518518518519,0.982608695652174,1.7703948805798793,0.5867901777534049
235,london,1,3,0.75,0.8865979381443299,0.9990196078431373,1.4550100663963057,0.842520151780546
236,london,1,3,0.75,0.9047619047619048,0.9989473684210527,1.6418316205028238,0.86896875580601
237,london,1,3,0.75,0.8108108108108109,0.9988095238095238,1.6607103802191596,0.887028974860328
238,london,1,3,0.75,0.8316831683168316,0.984593837535014,1.8669824528631471,0.90822079059011
239,london,1,3,0.75,0.9,0.9965277777777778,1.7173327883423886,0.9797633027315213
240,london,1,3,0.85,0.9591836734693877,1.0,1.5482723170043164,1.0151398341045312
241,london,1,3,0.85,0.9019607843137255,1.0,1.5489174231750695,1.02599019556646
242,london,1,3,0.85,0.8913043478260869,0.9902439024390244,1.555305083035814,1.0480470214077044
243,london,1,3,0.85,0.9354838709677419,1.0,1.647868090160074,0.9766758851616384
244,london,1,3,0.85,0.8545454545454545,1.0,1.3128935777654656,0.8715202493409338
245,london,1,3,0.95,0.875,1.0,0.9376454997857546,0.9542229345045496
246,london,1,3,0.95,0.875,1.0,0.8965580650225808,0.9364540290137103
247,london,1,3,0.95,0.8666666666666667,1.0,1.111112091636836,0.8814098842348973
248,london,1,3,0.95,0.8636363636363636,1.0,0.7616801093435356,0.9249554953145773
249,london,1,3,0.95,0.9333333333333333,1.0,1.0431307110036299,0.965908976339773
250,london,2,3,0.05,0.3333333333333333,0.39331395348837206,-0.25211753772782375,-1.174588230919151
251,london,2,3,0.05,0.5081967213114754,0.2104798351486606,0.22961627815422522,-1.3729589095071808
252,london,2,3,0.05,0.64,0.3725,0.8615782268525474,-0.8728504586130899
253,london,2,3,0.05,0.5564516129032258,0.34573863636363633,0.21481957002905994,-0.9954733046749945
254,london,2,3,0.05,0.3524590163934426,0.30833333333333335,-0.09159701634629283,-1.3754397043937825
255,london,2,3,0.15,0.2072072072072072,0.06901408450704226,0.1826354713139454,-2.085929891010344
256,london,2,3,0.15,0.16346153846153846,0.07148692810457517,0.027139645960261416,-2.465234548096452
257,london,2,3,0.15,0.4528301886792453,0.13921200750469045,1.03930179489652,-2.174239315968392
258,london,2,3,0.15,0.4205607476635514,0.024132730015082954,0.7428058378347554,-2.2936609358249607
259,london,2,3,0.15,0.15454545454545454,0.061186186186186195,-0.3238179136004875,-2.1744442506164963
260,london,2,3,0.25,0.3402061855670103,0.021634615384615384,0.2904561586126375,-1.3629658514640017
261,london,2,3,0.25,0.13861386138613863,0.050427350427350436,0.2683830291337872,-2.497397547517151
262,london,2,3,0.25,0.15463917525773196,0.014746543778801847,0.3312770031461261,-2.6978175033558913
263,london,2,3,0.25,0.24761904761904763,0.01557239057239056,-0.315138717848179,-0.40834337775804436
264,london,2,3,0.25,0.6421052631578947,0.052555448408871754,0.6153987919906745,-0.23809332707010294
265,london,2,3,0.35,0.6075949367088608,0.991263440860215,0.8190978624591841,0.12308674294962257
266,london,2,3,0.35,0.65,0.9862637362637363,0.6100323660286732,0.14349867895424975
267,london,2,3,0.35,0.6538461538461539,0.013071895424836605,0.5589442029107065,-0.20453698442003365
268,london,2,3,0.35,0.12941176470588237,0.019393939393939387,0.3872427316368443,-1.6619550252593467
269,london,2,3,0.35,0.6049382716049383,0.01020408163265306,0.9021605064464348,-0.024162867663739977
270,london,2,3,0.44999999999999996,0.6666666666666666,0.9888776541961577,0.6029057326518137,0.30315807720543514
271,london,2,3,0.44999999999999996,0.6575342465753424,0.9858333333333333,0.5105439521650792,0.0006939300234425256
272,london,2,3,0.44999999999999996,0.65625,0.9967532467532467,0.6272240858782385,0.25861139657478666
273,london,2,3,0.44999999999999996,0.5555555555555556,0.0,1.2252222265853385,-0.3028299090325879
274,london,2,3,0.44999999999999996,0.6133333333333333,0.9917541229385307,0.7758447959958535,0.012473497453624362
275,london,2,3,0.5499999999999999,0.6721311475409836,0.994047619047619,0.47297396515169726,0.20328570359374637
276,london,2,3,0.5499999999999999,0.6031746031746031,0.9936842105263157,0.7533526609619172,0.30415700163972265
