,system,l1,l2,features,theta,intercept,coefficients,accuracy,auroc,aupr
0,london,1,2,{'emb'},0.05,0.0,[-0.0419171],0.19553072625698323,0.4220734126984127,0.7644212999971474
1,london,1,2,{'emb'},0.14,0.0,[-0.22837547],0.1945288753799392,0.2610259433962264,0.6791880199852249
2,london,1,2,{'emb'},0.22999999999999998,0.0,[0.],0.17770034843205576,0.5,0.9111498257839721
3,london,1,2,{'emb'},0.32,0.0,[0.],0.188,0.5,0.906
4,london,1,2,{'emb'},0.41,0.0,[0.],0.1965065502183406,0.5,0.9017467248908297
5,london,1,2,{'emb'},0.49999999999999994,0.0,[0.],0.1919191919191919,0.5,0.904040404040404
6,london,1,2,{'emb'},0.5900000000000001,0.0,[0.],0.1834319526627219,0.5,0.908284023668639
7,london,1,2,{'emb'},0.68,0.0,[0.],0.21138211382113822,0.5,0.8943089430894309
8,london,1,2,{'emb'},0.77,0.0,[0.],0.21951219512195122,0.5,0.8902439024390244
9,london,1,2,{'emb'},0.86,0.0,[0.],0.19642857142857142,0.5,0.9017857142857143
10,london,1,2,{'emb'},0.95,0.0,[0.],0.07692307692307693,0.5,0.9615384615384616
