,N,k1,k2,theta,intercept,coefs,accuracy,auroc,aupr,process_time,wall_time,size_G,size_H,avg_G,avg_H,avg_R_G,avg_R_H
52,1000,50.0,10.0,0.45,-0.07868683066053307,6.467607998891651,0.4795275590551181,0.4663758966678021,0.5259338274275852,0.023974286999873584,0.023974895477294922,2481.0,2085.0,4.962,4.17,7.25,6.962
53,1000,50.0,10.0,0.675,-0.16271497082717845,4.234099108989371,0.4761584956346541,0.46628746997496245,0.5364227978198362,0.02362732799974765,0.023627758026123047,2481.0,2085.0,4.962,4.17,6.326,5.784
54,1000,50.0,10.0,0.9,-0.16890487169124407,2.7949255491261624,0.4766949152542373,0.48506658040864736,0.5581884133006535,0.05500714499976311,0.0550076961517334,2481.0,2085.0,4.962,4.17,5.42,4.656
55,1000,50.0,20.0,,,,,,,,,,,,,,
56,1000,50.0,20.0,0.225,0.00317858593922275,10.360919667162173,0.5324540987845875,0.5415638911519589,0.5348924146032182,0.02757647900034499,0.02757716178894043,2585.0,2430.0,5.17,4.86,8.902,8.862
57,1000,50.0,20.0,0.45,-0.04375254778932902,6.955930381749957,0.5486693401385344,0.5595795374167025,0.5509503105949473,0.02613191900036327,0.02613210678100586,2585.0,2430.0,5.17,4.86,7.86,7.656
58,1000,50.0,20.0,0.675,-0.05959108717613508,4.441897595558326,0.5448113207547169,0.5566789232729032,0.5538779359303465,0.025440786999752163,0.025441408157348633,2585.0,2430.0,5.17,4.86,6.854,6.568
59,1000,50.0,20.0,0.9,-0.05557645124133059,2.9078473213098026,0.5295275590551181,0.5630706037355654,0.5639949501732003,0.02507769800013193,0.02507805824279785,2585.0,2430.0,5.17,4.86,5.676,5.37
60,1000,50.0,30.0,,,,,,,,,,,,,,
61,1000,50.0,30.0,0.225,0.0012820824033202688,10.364934944215825,0.5609939759036144,0.5828135161554836,0.5931052392873699,0.028985171999920567,0.028986692428588867,2679.0,2486.0,5.358,4.972,9.174,9.124
62,1000,50.0,30.0,0.45,-0.051051932057946316,7.0160292594445615,0.5685654008438819,0.5953551228319551,0.6008452924415659,0.027608860000327695,0.027609586715698242,2679.0,2486.0,5.358,4.972,8.122,7.896
63,1000,50.0,30.0,0.675,-0.049681340142489476,4.346017117227595,0.5554245283018868,0.5949429960600218,0.6286754177865194,0.02714864899917302,0.027149438858032227,2679.0,2486.0,5.358,4.972,6.938,6.784
64,1000,50.0,30.0,0.9,-0.04228172561414874,2.9756459272246047,0.5701275045537341,0.6380638063806381,0.698657541332621,0.02547080400017876,0.025471210479736328,2679.0,2486.0,5.358,4.972,5.85,5.578
65,1000,50.0,40.0,,,,,,,,,,,,,,
66,1000,50.0,40.0,0.225,0.05588993574266034,10.520349134370008,0.5390665967488202,0.5493928310248728,0.532716722456478,0.02865919199939526,0.028660058975219727,2494.0,2485.0,4.988,4.97,8.75,8.836
67,1000,50.0,40.0,0.45,-0.01735271196355551,6.473456313454992,0.5412979351032449,0.5583870701058201,0.5434663091703424,0.05698012300035771,0.05698037147521973,2494.0,2485.0,4.988,4.97,7.676,7.706
68,1000,50.0,40.0,0.675,-0.05626348028923526,4.104686185842866,0.5723514211886305,0.5877292168115467,0.5351646361893703,0.024538220999602345,0.024538755416870117,2494.0,2485.0,4.988,4.97,6.606,6.448
69,1000,50.0,40.0,0.9,0.007172605945402685,2.8220922987503623,0.5913757700205339,0.6102172299804358,0.6016964755023573,0.024821240000164835,0.02482151985168457,2494.0,2485.0,4.988,4.97,5.476,5.456
70,1000,50.0,50.0,,,,,,,,,,,,,,
71,1000,50.0,50.0,0.225,-0.07445402344040371,10.236138656333484,0.5566326530612244,0.5634688166572084,0.5602810689881769,0.02822133399968152,0.028222322463989258,2675.0,2418.0,5.35,4.836,9.08,8.946
72,1000,50.0,50.0,0.45,-0.08231160017316952,6.62923902524777,0.5598845598845599,0.5794794646871363,0.5926235744190884,0.02732345599997643,0.02732372283935547,2675.0,2418.0,5.35,4.836,7.968,7.762
73,1000,50.0,50.0,0.675,-0.11342870144682159,4.260801875670255,0.5592686002522068,0.5855102701650787,0.6013838740968491,0.02735395299987431,0.027354955673217773,2675.0,2418.0,5.35,4.836,6.848,6.51
74,1000,50.0,50.0,0.9,-0.0933992912358745,2.9853328679154405,0.5728542914171657,0.6115991709183675,0.6074232135654374,0.027779551000094216,0.027780771255493164,2675.0,2418.0,5.35,4.836,5.84,5.348
75,1000,60.0,10.0,,,,,,,,,,,,,,
76,1000,60.0,10.0,0.225,0.002601074062212739,10.323801892855345,0.4830220713073005,0.4744847826795009,0.5298529742748952,0.025965647999328212,0.025966405868530273,2455.0,2095.0,4.91,4.19,8.152,8.016
77,1000,60.0,10.0,0.45,-0.1792517774450452,6.365613017219308,0.49726348709929635,0.48676034391266604,0.5262375619690518,0.024410441999862087,0.02441096305847168,2455.0,2095.0,4.91,4.19,7.316,6.9
78,1000,60.0,10.0,0.675,-0.1266171526034993,4.094409769772002,0.47583892617449663,0.4645424741578587,0.5477459629088347,0.02444018700043671,0.024440526962280273,2455.0,2095.0,4.91,4.19,6.262,5.818
79,1000,60.0,10.0,0.9,-0.14049100449816954,2.7997896431166653,0.4611872146118721,0.45827759197324414,0.5050380762596883,0.02515975200003595,0.025160551071166992,2455.0,2095.0,4.91,4.19,5.326,4.65
80,1000,60.0,20.0,,,,,,,,,,,,,,
81,1000,60.0,20.0,0.225,-0.06614808377974618,9.84989454871987,0.5438550420168067,0.550271932457369,0.5791297764713732,0.026692778000324324,0.026693344116210938,2661.0,2285.0,5.322,4.57,8.802,8.706
82,1000,60.0,20.0,0.45,-0.10136368066489097,6.7632074946784915,0.5516739446870451,0.555161521704479,0.5686683967908566,0.02565419600068708,0.02565479278564453,2661.0,2285.0,5.322,4.57,7.918,7.47
83,1000,60.0,20.0,0.675,-0.1379193537451882,4.20127701155429,0.5306380290587492,0.5552146452502325,0.5942260399003585,0.025211299000147847,0.025211811065673828,2661.0,2285.0,5.322,4.57,6.802,6.256
84,1000,60.0,20.0,0.9,-0.14725011705291055,2.842964151396609,0.5782881002087683,0.6196338824514868,0.6498399789091243,0.02384574600000633,0.02384662628173828,2661.0,2285.0,5.322,4.57,5.786,5.064
85,1000,60.0,30.0,,,,,,,,,,,,,,
86,1000,60.0,30.0,0.225,0.02790299610353509,10.656740548607086,0.5576682511883913,0.5711514203820761,0.584735906287586,0.027771172999564442,0.027771949768066406,2695.0,2466.0,5.39,4.932,9.176,9.14
87,1000,60.0,30.0,0.45,-0.08644428479584061,6.5100498875941195,0.5713281799016163,0.5959546234569365,0.6041068426061256,0.026988048999555758,0.026988506317138672,2695.0,2466.0,5.39,4.932,8.154,7.86
88,1000,60.0,30.0,0.675,-0.09685693094361837,4.087537508387709,0.5972822730080296,0.6204660522667449,0.632470315069754,0.02623662499991042,0.02623724937438965,2695.0,2466.0,5.39,4.932,6.972,6.588
89,1000,60.0,30.0,0.9,-0.059563917881067206,2.8646614196877813,0.6036585365853658,0.6444623727460244,0.7011989346537458,0.025300055000116117,0.02530050277709961,2695.0,2466.0,5.39,4.932,5.842,5.464
90,1000,60.0,40.0,,,,,,,,,,,,,,
91,1000,60.0,40.0,0.225,0.012512807182656746,10.356221983162504,0.5482645046871041,0.5615231230688411,0.5456289656214484,0.028014296999572252,0.02801513671875,2551.0,2534.0,5.102,5.068,9.04,9.024
92,1000,60.0,40.0,0.45,0.011864347808674569,6.606584452004588,0.5550426136363636,0.5682952358613105,0.5514341140529128,0.02781704799963336,0.027817249298095703,2551.0,2534.0,5.102,5.068,7.904,7.898
93,1000,60.0,40.0,0.675,0.01262423325747943,4.124110269549449,0.5666666666666667,0.59558071278826,0.5964724900916881,0.057478314000036335,0.057478904724121094,2551.0,2534.0,5.102,5.068,6.692,6.718
94,1000,60.0,40.0,0.9,-0.013231308872192354,2.8606359192483444,0.5549348230912476,0.5923834628190899,0.5836634540163843,0.02485363999949186,0.024854421615600586,2551.0,2534.0,5.102,5.068,5.646,5.598
95,1000,60.0,50.0,,,,,,,,,,,,,,
96,1000,60.0,50.0,0.225,0.0043288800238617435,10.728195789202342,0.5775778210116731,0.5941996779045097,0.5637924951915189,0.028020278999974835,0.02802109718322754,2579.0,2666.0,5.158,5.332,9.352,9.362
97,1000,60.0,50.0,0.45,-0.029417847159028235,6.94715491617168,0.5962393162393163,0.6251653021048156,0.5895807024296561,0.026990383000338625,0.026990890502929688,2579.0,2666.0,5.158,5.332,8.2,8.14
98,1000,60.0,50.0,0.675,-0.012805987337939598,4.451519595728199,0.5811707905853953,0.6258744165694283,0.6177920731255213,0.02606020500024897,0.026060819625854492,2579.0,2666.0,5.158,5.332,6.872,6.932
99,1000,60.0,50.0,0.9,0.029644598777254744,3.0532119218946128,0.6228239845261122,0.6673925407088123,0.6784578766948206,0.02606927299984818,0.02606964111328125,2579.0,2666.0,5.158,5.332,5.67,5.854
100,1000,60.0,60.0,,,,,,,,,,,,,,
101,1000,60.0,60.0,0.225,-0.060859967989863054,10.57143078022615,0.558526740665994,0.5756305045283604,0.5573769135719401,0.02886489699994854,0.028865814208984375,2583.0,2550.0,5.166,5.1,9.148,9.046
102,1000,60.0,60.0,0.45,-0.039291365442656795,6.687549830901678,0.5693404634581105,0.5930980891771556,0.5823852391995706,0.02671645099962916,0.026716947555541992,2583.0,2550.0,5.166,5.1,7.972,7.904
103,1000,60.0,60.0,0.675,-0.040646884386759216,4.3865288053702,0.5715997603355303,0.614984174579377,0.6088374790793849,0.026138010999602557,0.0261383056640625,2583.0,2550.0,5.166,5.1,6.822,6.782
104,1000,60.0,60.0,0.9,0.012251534492499659,2.9931741722903973,0.5668549905838042,0.6154277202440062,0.6338379701951464,0.02654441000049701,0.026544809341430664,2583.0,2550.0,5.166,5.1,5.696,5.632
105,1000,70.0,10.0,,,,,,,,,,,,,,
106,1000,70.0,10.0,0.225,-0.016675097021295274,10.301813510451748,0.5197544046983449,0.5088212207960108,0.5547482106865267,0.02665921400057414,0.02666020393371582,2651.0,2120.0,5.302,4.24,8.634,8.4
107,1000,70.0,10.0,0.45,-0.15428421295748063,6.605191108171665,0.5237543453070683,0.5270606214174175,0.5981540294933074,0.02518034999957308,0.025180816650390625,2651.0,2120.0,5.302,4.24,7.568,7.152
108,1000,70.0,10.0,0.675,-0.19958780640838897,4.379053351239311,0.5225806451612903,0.5234390973809923,0.6041129193201221,0.02580262399987987,0.025803327560424805,2651.0,2120.0,5.302,4.24,6.664,5.978
109,1000,70.0,10.0,0.9,-0.17096563877347964,2.9370472210891725,0.5322245322245323,0.5145152554612745,0.6452749643228106,0.0229460749997088,0.022946596145629883,2651.0,2120.0,5.302,4.24,5.684,4.82
110,1000,70.0,20.0,,,,,,,,,,,,,,
111,1000,70.0,20.0,0.225,0.07175913843022012,10.360803441792763,0.5358509823934677,0.5448046367908141,0.5573902535122491,0.027754852000725805,0.0277554988861084,2624.0,2386.0,5.248,4.772,8.956,8.902
112,1000,70.0,20.0,0.45,-0.005206802804363072,6.678676787950959,0.5426583668985719,0.5599445627392782,0.5866017233004555,0.026572572000077344,0.02657294273376465,2624.0,2386.0,5.248,4.772,7.84,7.642
113,1000,70.0,20.0,0.675,-0.04783977673146005,4.205817228282809,0.5536828963795256,0.574147319520987,0.5993131245738801,0.02529759000026388,0.025298357009887695,2624.0,2386.0,5.248,4.772,6.746,6.478
114,1000,70.0,20.0,0.9,-0.05868992256787506,2.909736751943466,0.5310077519379846,0.5704474899674415,0.6524688361786808,0.024141740000231948,0.024142026901245117,2624.0,2386.0,5.248,4.772,5.718,5.334
115,1000,70.0,30.0,,,,,,,,,,,,,,
116,1000,70.0,30.0,0.225,0.019230516773960805,10.62052186836191,0.5487745098039216,0.5679791628008933,0.5498432346230062,0.029504813000130525,0.029505491256713867,2622.0,2563.0,5.244,5.126,9.256,9.274
117,1000,70.0,30.0,0.45,-0.005393826916288121,6.692459381543193,0.5673281360737066,0.5996721537095302,0.5927968287331039,0.02710819399999309,0.02710866928100586,2622.0,2563.0,5.244,5.126,8.052,7.962
118,1000,70.0,30.0,0.675,-0.013793131565237522,4.372576055405252,0.5792349726775956,0.6207328762073288,0.6304731469731226,0.026161594999393856,0.026162385940551758,2622.0,2563.0,5.244,5.126,6.888,6.776
119,1000,70.0,30.0,0.9,-0.02422004368492744,2.969304671237783,0.5463137996219282,0.6085430368887618,0.6322454557294708,0.02616354799920373,0.026164531707763672,2622.0,2563.0,5.244,5.126,5.782,5.646
120,1000,70.0,40.0,,,,,,,,,,,,,,
121,1000,70.0,40.0,0.225,-0.019154514372613386,10.126248684003087,0.5452196382428941,0.5470761667874001,0.528396017716743,0.02853254499950708,0.028533220291137695,2478.0,2496.0,4.956,4.992,8.868,8.82
122,1000,70.0,40.0,0.45,0.03873368961136206,6.7769266426988,0.5370237239396118,0.5577126032109617,0.5509149018652735,0.028865817999758292,0.02886652946472168,2478.0,2496.0,4.956,4.992,7.744,7.768
123,1000,70.0,40.0,0.675,-0.0017888058313082875,4.123381689683645,0.533292231812577,0.5480985105683933,0.5422429461785796,0.027235853000092902,0.0272367000579834,2478.0,2496.0,4.956,4.992,6.612,6.58
124,1000,70.0,40.0,0.9,0.009762796218379216,2.7916484960563657,0.5408560311284046,0.5716311088871704,0.5185800021307253,0.025188575999891327,0.025188922882080078,2478.0,2496.0,4.956,4.992,5.49,5.486
125,1000,70.0,50.0,,,,,,,,,,,,,,
126,1000,70.0,50.0,0.225,0.03478839009475244,10.713758397753917,0.5756571157944589,0.5988027612058474,0.574071759819966,0.02912796799955686,0.029128551483154297,2724.0,2679.0,5.448,5.358,9.652,9.6
127,1000,70.0,50.0,0.45,-0.05316466414606574,6.875602968707659,0.5944032366824006,0.624215280079926,0.5975912157381482,0.0278118189999077,0.02781224250793457,2724.0,2679.0,5.448,5.358,8.446,8.292
128,1000,70.0,50.0,0.675,-0.0008997029329313847,4.348524637709789,0.6118192352259559,0.6487819193013983,0.6415205605183267,0.026545391999206913,0.02654576301574707,2724.0,2679.0,5.448,5.358,7.146,7.112
129,1000,70.0,50.0,0.9,-0.02191195612842259,2.9430941846680474,0.6124031007751938,0.6924573660881977,0.7038315340835104,0.02602590100013913,0.026026487350463867,2724.0,2679.0,5.448,5.358,5.97,5.868
130,1000,70.0,60.0,,,,,,,,,,,,,,
131,1000,70.0,60.0,0.225,0.02696354764111096,10.859133698251268,0.5750367827366356,0.5951950601492706,0.5720632103348595,0.05928207500073768,0.059282541275024414,2620.0,2566.0,5.24,5.132,9.242,9.286
132,1000,70.0,60.0,0.45,0.024899425261220964,7.150149722093838,0.5855330819334933,0.6179321038151172,0.6050545250401465,0.02721265900072467,0.027213335037231445,2620.0,2566.0,5.24,5.132,8.128,8.078
133,1000,70.0,60.0,0.675,0.03909962959245143,4.137104796757275,0.5860379669320269,0.6266425804977207,0.6415402574547858,0.026481322000108776,0.02648186683654785,2620.0,2566.0,5.24,5.132,6.794,6.844
134,1000,70.0,60.0,0.9,0.0028429603442478445,2.93387595215474,0.6007751937984496,0.6541897928793827,0.6698960098239101,0.02515587800007779,0.025156497955322266,2620.0,2566.0,5.24,5.132,5.738,5.666
135,1000,70.0,70.0,,,,,,,,,,,,,,
136,1000,70.0,70.0,0.225,0.04384555737453547,10.81516824685025,0.5739659367396593,0.599679682733374,0.589178604426147,0.029709313999774167,0.029710054397583008,2680.0,2653.0,5.36,5.306,9.408,9.478
137,1000,70.0,70.0,0.45,0.04250703674321903,7.055056366741936,0.6041737940472117,0.6361163054761306,0.6282043570659435,0.027735937000215927,0.027736425399780273,2680.0,2653.0,5.36,5.306,8.214,8.298
138,1000,70.0,70.0,0.675,0.04717723132903792,4.411641865018808,0.6121851200937317,0.6493417164845737,0.6561189397596834,0.02648890599994047,0.026489734649658203,2680.0,2653.0,5.36,5.306,7.01,7.07
139,1000,70.0,70.0,0.9,0.005987447285534995,3.0373488559458455,0.5992844364937389,0.6517985242877639,0.67831305182791,0.027469308999570785,0.027469873428344727,2680.0,2653.0,5.36,5.306,5.904,5.88
140,1000,80.0,10.0,,,,,,,,,,,,,,
141,1000,80.0,10.0,0.225,-0.015881684086056704,10.01534556539814,0.518899388549194,0.5044238646035968,0.5573641855609904,0.026323126000534103,0.026323795318603516,2594.0,2091.0,5.188,4.182,8.354,8.212
142,1000,80.0,10.0,0.45,-0.12953412228396322,6.510753762528123,0.518025078369906,0.500228894582227,0.566405849358741,0.0251930739996169,0.025193452835083008,2594.0,2091.0,5.188,4.182,7.454,7.02
143,1000,80.0,10.0,0.675,-0.1857710510010184,4.273968178661756,0.5046113306982872,0.5057752222922356,0.5794047190592435,0.023684764999416075,0.023685216903686523,2594.0,2091.0,5.188,4.182,6.568,5.838
144,1000,80.0,10.0,0.9,-0.17871887600895772,2.863237561485142,0.45824847250509165,0.48474107591754656,0.5871137078121829,0.023129186999540252,0.023129701614379883,2594.0,2091.0,5.188,4.182,5.63,4.722
145,1000,80.0,20.0,,,,,,,,,,,,,,
146,1000,80.0,20.0,0.225,0.016460349585044717,10.253175506510198,0.5200427578834848,0.5295772724834571,0.5504766234084747,0.02612708099968586,0.02612757682800293,2541.0,2322.0,5.082,4.644,8.584,8.626
147,1000,80.0,20.0,0.45,0.021697625896621765,7.108250657058048,0.5220426157237326,0.5348109884695251,0.5579881391785965,0.024693862000276567,0.024694204330444336,2541.0,2322.0,5.082,4.644,7.656,7.514
148,1000,80.0,20.0,0.675,-0.04727001743774411,4.241004095069321,0.5530209617755857,0.5674222496702426,0.6074307065498925,0.024673113000062585,0.0246734619140625,2541.0,2322.0,5.082,4.644,6.616,6.354
149,1000,80.0,20.0,0.9,-0.06308735382050985,2.7507840985783094,0.5378323108384458,0.542986045887562,0.5965800028465738,0.024339288999726705,0.024339675903320312,2541.0,2322.0,5.082,4.644,5.546,5.158
150,1000,80.0,30.0,,,,,,,,,,,,,,
151,1000,80.0,30.0,0.225,-0.06374406325688776,10.338052248939945,0.546923076923077,0.5473623191761675,0.5443140214066375,0.027120997000565694,0.02712225914001465,2567.0,2420.0,5.134,4.84,8.942,8.832
152,1000,80.0,30.0,0.45,0.004225956963780761,6.630823177612811,0.541472172351885,0.5477285099938742,0.561076478126708,0.026039165999463876,0.026039600372314453,2567.0,2420.0,5.134,4.84,7.81,7.734
