,system,l1,l2,theta,accuracy,auroc,aupr,process_time,wall_time
0,london,1,2,-inf,-inf,-inf,-inf,inf,inf
1,london,1,2,0.1,0.7962962962962963,0.24939903846153846,0.6732074140290469,9.631896509999933,9.63189697265625
2,london,1,2,0.2,0.7236842105263158,0.2087296768535384,0.6593353975020372,9.417637259997719,9.417637586593628
3,london,1,2,0.30000000000000004,0.7121771217712177,0.20461538461538462,0.6887746968593138,9.542552462000458,9.542552709579468
4,london,1,2,0.4,0.6923076923076923,0.05119617224880384,0.6225981466042537,9.270712131998152,9.270712614059448
5,london,1,2,0.5,0.7909604519774012,0.5696911196911196,0.8500773104984807,8.894646395001473,8.894646644592285
6,london,1,2,0.6000000000000001,0.7642857142857142,0.12760416666666669,0.5933602120780753,8.384704282998428,8.38470458984375
7,london,1,2,0.7000000000000001,0.7029702970297029,0.021181716833890755,0.5667536998317222,7.626412293000612,7.626412630081177
8,london,1,2,0.8,0.9324324324324325,1.0,1.0,7.051963294001325,7.051963567733765
9,london,1,2,0.9,0.23076923076923078,0.003703703703703705,0.5599922368742358,6.594362027000898,6.594362258911133
