_UID,system,l1,l2,theta,accuracy,auroc,coef,intercept
0,celegans,1,2,0.05,0.6589285714285714,0.47550497866287345,3.0496812126879917,-0.2639776656148071
1,celegans,1,2,0.05,0.6543985637342908,0.47846721180054513,-0.5928048283844337,-0.849118759028432
2,celegans,1,2,0.05,0.6575704225352113,0.47895093656545634,2.2261598421297646,-0.4876975665627388
3,celegans,1,2,0.05,0.6601769911504425,0.500123924821269,-0.6110821826224656,-0.4287186302673809
4,celegans,1,2,0.05,0.6575463371579876,0.4793330104476579,2.680944719080799,-0.5115992006698352
5,celegans,1,2,0.1,0.6603415559772297,0.47417003788608486,-0.6301315648263873,-0.5617244573534036
6,celegans,1,2,0.1,0.6591549295774648,0.4843049767292192,-0.6315127580178612,-0.5391305813997866
7,celegans,1,2,0.1,0.6538461538461539,0.5,-4.083309514377875e-15,-0.7711087230918006
8,celegans,1,2,0.1,0.6518518518518519,0.4972308691972921,4.088920939876018,-0.7399261464466137
9,celegans,1,2,0.1,0.6650763358778626,0.5051829779232936,-0.5017580406694694,-0.3900851938866639
10,celegans,1,2,0.15000000000000002,0.6586102719033232,0.5077963609464787,-0.5738774448626467,-0.6130587953882861
11,celegans,1,2,0.15000000000000002,0.653921568627451,0.5114716013098266,-0.7945351526426083,-0.7777559878366237
12,celegans,1,2,0.15000000000000002,0.6523476523476524,0.4578690746510359,-0.6784558861455587,-0.7841426301922778
13,celegans,1,2,0.15000000000000002,0.66359918200409,0.4781239316039172,-0.650325057486013,-0.5248812350351119
14,celegans,1,2,0.15000000000000002,0.653692614770459,0.49970301603713396,-0.5493178479902899,-0.7409229782791763
15,celegans,1,2,0.2,0.6649537512846866,0.44845485272815067,-0.7070727549124904,-0.5345740481055359
16,celegans,1,2,0.2,0.6440129449838188,0.46783412009542663,-0.5675778305514374,-0.8734331387086423
17,celegans,1,2,0.2,0.6573498964803313,0.5110093489069153,-0.5368228131595596,-0.6496593064657933
18,celegans,1,2,0.2,0.6617336152219874,0.5194264177316295,-0.7650231261966005,-0.5952302492259066
19,celegans,1,2,0.2,0.6591639871382636,0.49949378739070405,-0.7183057054658081,-0.6367487497564267
20,celegans,1,2,0.25,0.6647662485746865,0.48371774710233556,-0.6769006921527146,-0.5703787362285421
21,celegans,1,2,0.25,0.658703071672355,0.498385146804836,-0.7328109645876494,-0.6419596575574611
22,celegans,1,2,0.25,0.6495925494761351,0.5703954486546898,-0.7300524208770347,-0.7451193856155308
23,celegans,1,2,0.25,0.6628440366972477,0.47085893180801736,-0.9081401272872719,-0.6211307438882816
24,celegans,1,2,0.25,0.6538461538461539,0.4882182918499032,-0.7310279946701379,-0.7271316621451251
25,celegans,1,2,0.3,0.6610778443113773,0.5182503712807907,-0.6054607509158051,-0.6028298538039375
26,celegans,1,2,0.3,0.6587395957193817,0.5197533654812136,-0.8126324493831194,-0.6692704931458737
27,celegans,1,2,0.3,0.6552147239263804,0.4820431311394565,-0.8204926386431636,-0.6876711714896234
28,celegans,1,2,0.3,0.6633416458852868,0.5076893141812774,-0.9131703981025067,-0.6589254336927117
29,celegans,1,2,0.3,0.6488730723606169,0.49605653841395525,-0.8345815888954669,-0.7468027424200174
