_UID,system,l1,l2,theta,accuracy,auroc,coef,intercept
0,celegans,1,2,0.05,0.6574977817213842,0.5,-0.0008281202096826915,-1.1667240961723188e-06
1,celegans,1,2,0.05,0.6585365853658537,0.5,-0.0007593808084737818,-1.069878218308799e-06
2,celegans,1,2,0.05,0.6541554959785523,0.5,-0.0012147686873420212,-1.711466653717465e-06
3,celegans,1,2,0.05,0.6506238859180036,0.5,-0.0017062794518338958,-2.4039475258596795e-06
4,celegans,1,2,0.05,0.6565836298932385,0.5,-0.0009408906903102103,-1.3256046427578914e-06
5,celegans,1,2,0.1,0.6562203228869895,0.5,-0.0009441710459268183,-1.3302258399421569e-06
6,celegans,1,2,0.1,0.6445497630331753,0.5,-0.0016071417266517011,-2.2642734254150505e-06
7,celegans,1,2,0.1,0.6579439252336449,0.5,-0.0008475533993249604,-1.194102899246839e-06
8,celegans,1,2,0.1,0.6638965835641736,0.5,-0.00045474858004356336,-6.406871368471305e-07
9,celegans,1,2,0.1,0.6534839924670434,0.5,-0.0011006929683914236,-1.550746858399299e-06
10,celegans,1,2,0.15000000000000002,0.6521739130434783,0.5,-0.0010893310024502874,-1.5347390437535753e-06
11,celegans,1,2,0.15000000000000002,0.6468213925327951,0.5,-0.0012501028458690709,-1.7612477039145367e-06
12,celegans,1,2,0.15000000000000002,0.653,0.5,-0.0010464366029840336,-1.4743058621434957e-06
13,celegans,1,2,0.15000000000000002,0.6601752677702045,0.5,-0.0007777978333196236,-1.0958254509816677e-06
14,celegans,1,2,0.15000000000000002,0.6530612244897959,0.5,-0.00102894123587098,-1.4496569209626422e-06
15,celegans,1,2,0.2,0.6656017039403621,0.5,-0.0007073868109968262,-9.966245607417513e-07
16,celegans,1,2,0.2,0.647739221871714,0.5,-0.0011534837855109116,-1.6251226705287328e-06
17,celegans,1,2,0.2,0.6600209863588667,0.5,-0.0008319332429968997,-1.1720958006175166e-06
18,celegans,1,2,0.2,0.6677115987460815,0.5,-0.0006338784430744464,-8.930599488374418e-07
19,celegans,1,2,0.2,0.6698014629049112,0.5,-0.0005816489656405874,-8.194747758435105e-07
20,celegans,1,2,0.25,0.6628440366972477,0.5,-0.000809832060764495,-1.1409578078778053e-06
21,celegans,1,2,0.25,0.6397379912663755,0.5,-0.001298338502801277,-1.8292059390430249e-06
22,celegans,1,2,0.25,0.657010428736964,0.5,-0.0009110195424025185,-1.2835190285328348e-06
23,celegans,1,2,0.25,0.6506300114547537,0.5,-0.0010245561879814763,-1.4434788148900667e-06
24,celegans,1,2,0.25,0.6435643564356436,0.5,-0.0011986407654996341,-1.6887434939914727e-06
25,celegans,1,2,0.3,0.6511627906976745,0.5,-0.0010094030249021182,-1.4221297879041582e-06
26,celegans,1,2,0.3,0.6670716889428918,0.5,-0.0007700139755701795,-1.0848588116621322e-06
27,celegans,1,2,0.3,0.6571428571428571,0.5,-0.0009093128412209079,-1.281114480779359e-06
28,celegans,1,2,0.3,0.6571428571428571,0.5,-0.0009099870192041053,-1.282064308812716e-06
29,celegans,1,2,0.3,0.6548780487804878,0.5,-0.0009417716333033737,-1.3268451158780661e-06
30,celegans,1,2,0.35000000000000003,0.6377749029754204,0.5,-0.00114498521931722,-1.613149075256859e-06
31,celegans,1,2,0.35000000000000003,0.6524064171122995,0.5,-0.0009620108868213401,-1.3553598147709587e-06
32,celegans,1,2,0.35000000000000003,0.6658064516129032,0.5,-0.0008088203036750114,-1.1395323389654306e-06
33,celegans,1,2,0.35000000000000003,0.680161943319838,0.5,-0.000675660466901834,-9.519258403244566e-07
34,celegans,1,2,0.35000000000000003,0.6505867014341591,0.5,-0.0009867329967021758,-1.3901903563941564e-06
35,celegans,1,2,0.4,0.6482758620689655,0.5,-0.0009996953653177388,-1.408452793435609e-06
