_UID,system,l1,l2,theta,accuracy,auroc,coef,intercept
86,london,1,3,0.4,0.8883720930232558,0.2600349040139616,-1.3128294168870545,2.832663263661858
87,london,1,3,0.4,0.851063829787234,0.15937500000000002,-1.1067882584815925,1.869112515736676
88,london,1,3,0.4,0.8805309734513275,0.3847012841987716,-1.621506486469309,4.5543195305637045
89,london,1,3,0.4,0.8529411764705882,0.23371647509578541,-1.066028416321921,1.6123654867199462
90,london,1,3,0.45,0.8936170212765957,0.256547619047619,-1.1691908055857658,1.9810584281620431
91,london,1,3,0.45,0.8917525773195877,0.253234241673548,-1.1615577615868955,2.130046803739455
92,london,1,3,0.45,0.8857142857142857,0.20788530465949823,-1.6522763511436018,4.583233416513016
93,london,1,3,0.45,0.8826530612244898,0.2535813018346318,-1.2514516385800802,2.5538451734300085
94,london,1,3,0.45,0.8858695652173914,0.1925211802512416,-1.026836456373081,0.785232752327679
95,london,1,3,0.5,0.8944444444444445,0.30205949656750575,-0.5290908591681812,1.1640453123114403
96,london,1,3,0.5,0.8209876543209876,0.19885921700803733,-1.1097211914713614,1.7246390850744695
97,london,1,3,0.5,0.8397790055248618,0.19646098003629764,-0.9926650381808928,1.1710117694793487
98,london,1,3,0.5,0.8369565217391305,0.24393939393939396,-0.9380483049780242,1.0229536363686789
99,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
100,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
101,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
102,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
103,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
104,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
105,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
106,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
107,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
108,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
109,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
110,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
111,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
112,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
113,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
114,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
115,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
116,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
117,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
118,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
119,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
120,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
121,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
122,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
123,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
124,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
125,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
126,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
127,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
128,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
129,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
130,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
131,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
132,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
133,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
134,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
135,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
136,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
137,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
138,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
139,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
140,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
141,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
142,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
143,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
144,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
145,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
146,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
147,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
148,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
149,london,1,3,0.5,0.8522727272727273,0.19743589743589746,-0.48863613750852847,1.231652422858659
