,theta,d_G,d_H,edge,ground_truth_aprx,classification,correct,inverse,negexp
33,0.02,0.6369344782543738,0.6216633645897643,"(35, 34)",1,0,False,0.49393328307710266,0.49618229577647716
34,0.02,0.726948045954985,0.7053883945507966,"(36, 35)",1,0,False,0.4924739569578445,0.49461029591688044
35,0.02,0.6675115321073615,0.670975321805119,"(36, 37)",1,1,True,0.5012939199543248,0.5008659465586489
36,0.02,0.6512828984470693,0.6632074872659723,"(37, 38)",1,1,True,0.5045358219993502,0.5029811118796724
37,0.02,0.6266051658411311,0.6215027857183173,"(38, 39)",1,0,False,0.4979559540036426,0.49872440773672283
38,0.02,0.6105796509268017,0.6199929469868212,"(39, 40)",1,1,True,0.503824762584499,0.5023533066377941
39,0.02,0.6481714623056202,0.6554239894032512,"(40, 41)",1,1,True,0.5027817399516559,0.5018131238270171
40,0.02,0.6468313723152094,0.6417147736037078,"(41, 42)",1,0,False,0.49801458460463105,0.49872085311275094
41,0.02,0.5419962664210503,0.5422436052988999,"(43, 42)",1,1,True,0.5001140609584193,0.5000618347191472
42,0.02,0.54738162102656,0.5624851389884622,"(43, 44)",1,1,True,0.506804203218816,0.5037758077138222
43,0.02,0.6770077157413281,0.6555930401954078,"(45, 44)",1,0,False,0.49196508202080863,0.49464653569831013
44,0.02,0.6093127896206532,0.6387708476153111,"(46, 45)",1,1,True,0.5118013156794109,0.5073639819817393
45,0.02,0.6345620728809729,0.6284769235974944,"(46, 47)",1,0,False,0.4975910683278803,0.4984787173734307
46,0.02,0.6902750264449048,0.7098888873075753,"(47, 48)",1,1,True,0.5070041302557587,0.5049033080233468
47,0.02,0.6870038865487349,0.6588888931637807,"(49, 48)",1,0,False,0.4895552625704109,0.4929717146083491
48,0.02,0.7031200550992207,0.7217167709168307,"(49, 50)",1,1,True,0.506525910714144,0.5046490449705359
49,0.02,0.6196573957635448,0.6340035916071886,"(50, 51)",1,1,True,0.5057217206199147,0.5035864874488767
50,0.02,0.6032229792497907,0.676051678550307,"(51, 52)",1,1,True,0.5284648409379719,0.5181991314905314
51,0.02,0.6566384916275565,0.6498317721624501,"(52, 53)",1,0,False,0.4973949964060566,0.49829832670379814
52,0.02,0.6881312512781486,0.6925706373185617,"(53, 54)",1,1,True,0.5016076555254535,0.5011098446873553
53,0.02,0.6762184558941282,0.6931113144899801,"(54, 55)",1,1,True,0.5061682945048048,0.5042231142207326
54,0.02,0.6577708552532795,0.6564978812045948,"(55, 56)",1,0,False,0.4995157101385081,0.49968175653080393
55,0.02,0.6608624547537951,0.6679006191517756,"(57, 56)",1,1,True,0.5026483895196204,0.5017595338361809
