,theta,d_G,d_H,edge,ground_truth_aprx,classification,correct,inverse,negexp
1417,0.16,0.5150733793974875,0.7033158957057071,"(2, 18)",0,1,False,0.5772505635738939,0.5469221526743331
1418,0.16,0.6850799618134515,0.6475266795737485,"(21, 9)",0,0,True,0.4859098397556344,0.4906127826069794
1419,0.16,0.6869382980492772,0.6501412666376465,"(21, 46)",0,0,True,0.4862397749604951,0.4908017800059898
1420,0.16,0.6612172874625942,0.596499886166332,"(46, 58)",0,0,True,0.4742718781880304,0.4838262943661727
1421,0.16,0.6919216522324075,0.5533524487942453,"(58, 17)",0,0,True,0.4443619668457248,0.465413024702599
1422,0.16,0.6763716779089358,0.6442587388217748,"(76, 17)",0,0,True,0.4878418145302687,0.49197245507737847
1423,0.16,0.6778278388270695,0.6885574861474889,"(45, 76)",0,1,False,0.50392628899195,0.5026823860959385
1424,0.16,0.6515072875712801,0.5340950524757063,"(45, 89)",0,0,True,0.4504841416343187,0.4706806156790219
1425,0.16,0.468159316492664,0.6623780492770884,"(86, 98)",0,1,False,0.5858966446686997,0.5484026294697613
1426,0.16,0.6358421014788554,0.6795682532788523,"(62, 5)",0,1,False,0.5166207266203446,0.5109297965461138
1427,0.16,0.6652735170516088,0.6480835467197253,"(75, 5)",0,0,True,0.4934557132991229,0.49570261323789505
1428,0.18,0.5418704386674975,0.6378588227484624,"(0, 1)",1,1,True,0.5406823782457323,0.5239786876710444
1429,0.18,0.6136554166503513,0.6130582784796078,"(0, 99)",0,0,True,0.49975661062026366,0.49985071546175003
1430,0.18,0.6756350541733153,0.5762220583907594,"(2, 1)",1,0,False,0.46029379280398197,0.4751671994506345
1431,0.18,0.6142022590050011,0.6018305145313881,"(2, 3)",1,0,False,0.4949130711182914,0.496907103331409
1432,0.18,0.6282010391875854,0.6355380478517315,"(4, 3)",1,1,True,0.5029028969426494,0.501834243937672
1433,0.18,0.5706965532178919,0.6280498745639141,"(5, 4)",1,1,True,0.5239222074063447,0.5143344012494729
1434,0.18,0.6725094393478003,0.5444396999339238,"(5, 6)",1,0,False,0.44738081679836406,0.4680262556061999
1435,0.18,0.5753392490262035,0.5768288370471389,"(7, 8)",1,1,True,0.5006464282594444,0.5003723969363755
1436,0.18,0.5870924998890923,0.6618736991865575,"(9, 8)",1,1,True,0.5299372390352959,0.5186865923291955
1437,0.18,0.5833707698873207,0.5208981504698439,"(11, 10)",1,0,False,0.47171313152720507,0.48438692274517653
1438,0.18,0.602971766016736,0.6924306116349647,"(12, 11)",1,1,True,0.5345293659952977,0.5223498081467864
