,system,l1,l2,features,theta,intercept,coefficients,accuracy,auroc,aupr
0,london,1,2,{'emb'},0.05,0.0,[1.74644871],0.8044692737430168,0.4314484126984127,0.753869193028455
1,london,1,2,{'emb'},0.14,0.0,[2.43093667],0.8054711246200608,0.28614386792452834,0.6893333455913062
2,london,1,2,{'emb'},0.22999999999999998,0.0,[2.56276482],0.8222996515679443,0.10335659687603856,0.6509626762258246
3,london,1,2,{'emb'},0.32,0.0,[3.06624838],0.812,0.1438004402054292,0.6500615519267194
4,london,1,2,{'emb'},0.41,0.0,[3.20226254],0.8034934497816594,0.19444444444444448,0.6511130464918714
5,london,1,2,{'emb'},0.49999999999999994,0.0,[2.54466642],0.8080808080808081,0.14161184210526317,0.6407531689082622
6,london,1,2,{'emb'},0.5900000000000001,0.0,[2.22076709],0.8165680473372781,0.17858812529219262,0.665871013926662
7,london,1,2,{'emb'},0.68,0.0,[2.06863423],0.7886178861788617,0.19627279936558287,0.6353544800236862
8,london,1,2,{'emb'},0.77,0.0,[1.89214773],0.7804878048780488,0.28125,0.6777116725893678
9,london,1,2,{'emb'},0.86,0.0,[0.77321397],0.8035714285714286,0.26868686868686875,0.7287462512584539
10,london,1,2,{'emb'},0.95,0.0,[-0.42687785],0.07692307692307693,0.3333333333333333,0.9201384263884264
