,theta,edge,correct,layer,distance,ground_truth_aprx,likelihood_metric,score
4160,0.62,"(69, 68)",True,d_G,0.4035682220212626,1,inverse,0.65553821412042
4161,0.62,"(71, 70)",True,d_G,0.6219071797104482,1,inverse,0.5378268783693962
4162,0.62,"(74, 73)",True,d_G,0.515089240506643,1,inverse,0.5538527707871039
4163,0.62,"(75, 74)",True,d_G,0.4865214401284117,1,inverse,0.5803354889356777
4164,0.62,"(77, 76)",True,d_G,0.5409875011262427,1,inverse,0.5065327417132279
4165,0.62,"(77, 78)",True,d_G,0.5299393655129649,1,inverse,0.5686840232149238
4166,0.62,"(83, 82)",True,d_G,0.5062437830129033,1,inverse,0.5547637836269848
4167,0.62,"(84, 83)",True,d_G,0.49522281147686936,1,inverse,0.5736054934798062
4168,0.62,"(85, 84)",True,d_G,0.5258923662534959,1,inverse,0.5526051466563577
4169,0.62,"(87, 88)",True,d_G,0.4432544706166855,1,inverse,0.5265916756210641
4170,0.62,"(91, 90)",False,d_G,0.5065111860971192,1,inverse,0.49791488990803306
4171,0.62,"(93, 92)",False,d_G,0.5914295784559255,1,inverse,0.4779691206171731
4172,0.62,"(93, 94)",True,d_G,0.30726037594930317,1,inverse,0.6782103246064022
4173,0.62,"(95, 96)",True,d_G,0.6375665706859415,1,inverse,0.5143620639561937
4174,0.62,"(97, 98)",True,d_G,0.4827582630206943,1,inverse,0.5670061133790065
4175,0.62,"(73, 69)",True,d_G,0.7061423312306574,0,inverse,0.48622973200479513
4176,0.62,"(50, 47)",True,d_G,0.5530418596774243,0,inverse,0.4319753646485108
4177,0.62,"(67, 53)",True,d_G,0.6532618138011431,0,inverse,0.37495165647309864
4178,0.62,"(14, 3)",False,d_G,0.6089414075315748,0,inverse,0.5209265670056624
4179,0.62,"(64, 16)",True,d_G,0.6726772173311468,0,inverse,0.40758312419621606
4180,0.62,"(95, 93)",False,d_G,0.49224791435207005,0,inverse,0.5259825402833379
4181,0.62,"(7, 56)",True,d_G,0.7530552638361468,0,inverse,0.371145823591163
4182,0.62,"(7, 82)",True,d_G,0.686347348770054,0,inverse,0.40861030314914765
4183,0.62,"(0, 22)",True,d_G,0.5533065842787286,0,inverse,0.4701574861169961
4184,0.62,"(70, 0)",True,d_G,0.7077753587937605,0,inverse,0.4102308904246913
4185,0.62,"(81, 70)",True,d_G,0.5965744353833962,0,inverse,0.48311772876185866
4186,0.62,"(39, 4)",True,d_G,0.6541210242896441,0,inverse,0.43516288364574573
4187,0.62,"(4, 37)",True,d_G,0.6041319707165071,0,inverse,0.4544054679516999
4188,0.62,"(77, 63)",False,d_G,0.6894392498644378,0,inverse,0.5088226800474462
4189,0.62,"(33, 63)",True,d_G,0.6618674934857588,0,inverse,0.4371931189894206
4190,0.62,"(61, 28)",False,d_G,0.6645140003514588,0,inverse,0.5090480882799769
4191,0.62,"(34, 61)",True,d_G,0.66382558939639,0,inverse,0.4341587618728611
4192,0.62,"(23, 34)",True,d_G,0.6219986595763661,0,inverse,0.44736718829272454
4193,0.62,"(10, 23)",True,d_G,0.6419547354227908,0,inverse,0.4879248064642743
4194,0.62,"(42, 44)",False,d_G,0.41742293161813054,0,inverse,0.575377861846635
4195,0.62,"(49, 41)",True,d_G,0.6441519369586489,0,inverse,0.4374117667334236
4196,0.62,"(49, 99)",True,d_G,0.6171684252575408,0,inverse,0.46072116705342103
4197,0.62,"(8, 96)",True,d_G,0.6163181550532073,0,inverse,0.47305957471664445
4198,0.62,"(2, 18)",True,d_G,0.6865773039101404,0,inverse,0.34638916079827914
4199,0.62,"(18, 9)",True,d_G,0.6851437498025866,0,inverse,0.47420954849839886
4200,0.62,"(21, 46)",True,d_G,0.6456425396603338,0,inverse,0.46051568160991907
4201,0.62,"(46, 58)",True,d_G,0.700919288734291,0,inverse,0.41680530037139335
4202,0.62,"(45, 89)",True,d_G,0.6143653447617791,0,inverse,0.41665712063488863
4203,0.62,"(62, 5)",False,d_G,0.6006372635048639,0,inverse,0.5105214666242016
4204,0.64,"(4, 3)",True,d_G,0.6209588187755618,1,inverse,0.5245706277254382
4205,0.64,"(5, 6)",True,d_G,0.4773566739941266,1,inverse,0.5863696452307442
4206,0.64,"(7, 8)",True,d_G,0.37042921120025973,1,inverse,0.6518262624883887
4207,0.64,"(11, 10)",False,d_G,0.7145420480690983,1,inverse,0.40315292870624536
4208,0.64,"(16, 17)",True,d_G,0.5593632622869535,1,inverse,0.5393604451954485
4209,0.64,"(18, 17)",True,d_G,0.5909829145204,1,inverse,0.5314161471492371
4210,0.64,"(22, 23)",False,d_G,0.7261399985558699,1,inverse,0.47848926747042997
4211,0.64,"(25, 26)",True,d_G,0.6394422082256874,1,inverse,0.5168692956043391
4212,0.64,"(28, 27)",False,d_G,0.7034408690890225,1,inverse,0.46479867486279314
4213,0.64,"(29, 28)",True,d_G,0.5563301699251415,1,inverse,0.5443563282073686
4214,0.64,"(30, 29)",True,d_G,0.5606282369104963,1,inverse,0.5622429057507446
4215,0.64,"(31, 32)",True,d_G,0.5277980135813473,1,inverse,0.5636566017205034
4216,0.64,"(32, 33)",True,d_G,0.5778834214651747,1,inverse,0.5582990334805829
4217,0.64,"(36, 35)",True,d_G,0.5189739431244371,1,inverse,0.551188352653155
4218,0.64,"(40, 41)",True,d_G,0.6539432922546209,1,inverse,0.5166572591870741
4219,0.64,"(45, 44)",False,d_G,0.6298747582623448,1,inverse,0.49291230358179133
4220,0.64,"(46, 45)",True,d_G,0.4783364543672137,1,inverse,0.5614899381445206
4221,0.64,"(46, 47)",True,d_G,0.4779799147326535,1,inverse,0.5846864860281294
4222,0.64,"(47, 48)",True,d_G,0.47069620570327936,1,inverse,0.6087695335083252
4223,0.64,"(50, 51)",True,d_G,0.4949521812975848,1,inverse,0.5591744362910984
4224,0.64,"(51, 52)",True,d_G,0.5735563760506417,1,inverse,0.5505531644778118
4225,0.64,"(54, 55)",True,d_G,0.632499508166892,1,inverse,0.5196835367937743
4226,0.64,"(57, 58)",False,d_G,0.5791370269835205,1,inverse,0.3958228899385321
4227,0.64,"(58, 59)",False,d_G,0.4752497873723285,1,inverse,0.46069764401664903
4228,0.64,"(60, 61)",True,d_G,0.5896798088401616,1,inverse,0.5332108091354245
4229,0.64,"(69, 70)",True,d_G,0.45084095695378223,1,inverse,0.604593988179801
4230,0.64,"(73, 72)",True,d_G,0.5229341491449186,1,inverse,0.5573576654013952
4231,0.64,"(77, 76)",True,d_G,0.5012068540000238,1,inverse,0.5620872050602601
4232,0.64,"(77, 78)",True,d_G,0.47518373358840954,1,inverse,0.6072433042081774
4233,0.64,"(79, 78)",True,d_G,0.447751876218649,1,inverse,0.5824144777429857
4234,0.64,"(83, 82)",True,d_G,0.5425008753083695,1,inverse,0.5337800843500093
4235,0.64,"(84, 83)",False,d_G,0.694382835504566,1,inverse,0.4589963646200439
4236,0.64,"(86, 85)",True,d_G,0.5510664054497221,1,inverse,0.5261924603750441
4237,0.64,"(87, 88)",False,d_G,0.753067194837008,1,inverse,0.44978699977427083
4238,0.64,"(89, 88)",False,d_G,0.578650927023761,1,inverse,0.4869969170691215
4239,0.64,"(89, 90)",True,d_G,0.5149700152013418,1,inverse,0.5650990945374507
4240,0.64,"(91, 90)",True,d_G,0.5535976438242453,1,inverse,0.5756569136235622
4241,0.64,"(91, 92)",True,d_G,0.6513915417450427,1,inverse,0.5160903693838351
4242,0.64,"(96, 97)",True,d_G,0.49623262749722147,1,inverse,0.5512334988545665
4243,0.64,"(99, 98)",True,d_G,0.5742684585558208,1,inverse,0.5137620927268557
4244,0.64,"(68, 75)",True,d_G,0.5274052405030407,0,inverse,0.45809407566137217
4245,0.64,"(36, 73)",True,d_G,0.6428370877949668,0,inverse,0.4741801574699332
4246,0.64,"(38, 69)",True,d_G,0.7140235931075062,0,inverse,0.39693102525038343
4247,0.64,"(38, 32)",True,d_G,0.7114283410005974,0,inverse,0.42182665252370094
4248,0.64,"(55, 13)",True,d_G,0.6753690449277485,0,inverse,0.4337776557830271
4249,0.64,"(50, 47)",True,d_G,0.6470724381860755,0,inverse,0.48089887481319266
4250,0.64,"(83, 87)",False,d_G,0.6030207121875829,0,inverse,0.5111560415202174
4251,0.64,"(91, 87)",True,d_G,0.6365417214656608,0,inverse,0.45110451256947076
4252,0.64,"(20, 72)",True,d_G,0.637987156242078,0,inverse,0.4908601183334178
4253,0.64,"(43, 25)",True,d_G,0.6641407949655301,0,inverse,0.4318156521233935
4254,0.64,"(60, 65)",True,d_G,0.6253641229063113,0,inverse,0.4353149706412916
4255,0.64,"(67, 60)",True,d_G,0.604569838011181,0,inverse,0.4797884311703748
4256,0.64,"(14, 3)",True,d_G,0.6028235976587722,0,inverse,0.46176364220675115
4257,0.64,"(3, 30)",True,d_G,0.7208735035530449,0,inverse,0.4588356696122974
4258,0.64,"(94, 64)",True,d_G,0.6334519066441053,0,inverse,0.3684377762343719
4259,0.64,"(64, 16)",True,d_G,0.6810494392743188,0,inverse,0.4577610406169799
4260,0.64,"(74, 22)",True,d_G,0.6553495018985603,0,inverse,0.43947371946329644
4261,0.64,"(0, 22)",True,d_G,0.6722924555185306,0,inverse,0.41509384278152406
4262,0.64,"(57, 11)",True,d_G,0.6647001259280362,0,inverse,0.467972065459632
4263,0.64,"(51, 59)",True,d_G,0.7492421439629853,0,inverse,0.45960687421423346
4264,0.64,"(71, 40)",True,d_G,0.6969849855066838,0,inverse,0.4361684163923787
4265,0.64,"(1, 71)",True,d_G,0.723572717253253,0,inverse,0.4220111145517103
4266,0.64,"(1, 19)",True,d_G,0.579748984169517,0,inverse,0.4661915772124122
4267,0.64,"(4, 37)",True,d_G,0.573095035848373,0,inverse,0.4670504785687001
4268,0.64,"(33, 28)",True,d_G,0.687182481730421,0,inverse,0.4701004853208735
4269,0.64,"(61, 28)",True,d_G,0.7257941141447033,0,inverse,0.45716774791984277
4270,0.64,"(34, 61)",True,d_G,0.667005702142787,0,inverse,0.40111550952222225
4271,0.64,"(10, 23)",True,d_G,0.678992984367805,0,inverse,0.4587019552266881
4272,0.64,"(44, 10)",False,d_G,0.5650678648965265,0,inverse,0.5230694389870285
4273,0.64,"(6, 80)",True,d_G,0.6290157988027816,0,inverse,0.4119131480223614
4274,0.64,"(49, 41)",True,d_G,0.5924604443041306,0,inverse,0.47133483134675963
4275,0.64,"(99, 96)",False,d_G,0.5946359693023556,0,inverse,0.5071079460991617
4276,0.64,"(2, 18)",False,d_G,0.527980760298622,0,inverse,0.5115362077777054
4277,0.64,"(18, 9)",True,d_G,0.6066530167984394,0,inverse,0.4944937680211252
4278,0.64,"(76, 17)",True,d_G,0.6052741795817648,0,inverse,0.472385372275837
4279,0.64,"(45, 89)",True,d_G,0.63084164269855,0,inverse,0.486915449257662
4280,0.64,"(84, 88)",True,d_G,0.48747245664796773,0,inverse,0.46841671330276086
4281,0.64,"(86, 98)",True,d_G,0.6121840654480629,0,inverse,0.49624567534334185
4282,0.66,"(0, 1)",True,d_G,0.40235298813190196,1,inverse,0.6019718844356822
4283,0.66,"(5, 4)",True,d_G,0.4400468656128989,1,inverse,0.5943149199043161
4284,0.66,"(7, 8)",False,d_G,0.6661641240973127,1,inverse,0.48387937427199174
4285,0.66,"(11, 10)",True,d_G,0.4279793031734481,1,inverse,0.5733286401312404
4286,0.66,"(12, 13)",True,d_G,0.49581322029100544,1,inverse,0.5710089446348149
4287,0.66,"(14, 15)",True,d_G,0.499943483334911,1,inverse,0.5663103453501922
4288,0.66,"(16, 15)",True,d_G,0.6688726474094707,1,inverse,0.5460900508324851
4289,0.66,"(22, 23)",True,d_G,0.504432398670426,1,inverse,0.5177781250952407
4290,0.66,"(30, 29)",True,d_G,0.45880125113972486,1,inverse,0.5964494187875234
4291,0.66,"(31, 32)",True,d_G,0.5203477834472707,1,inverse,0.5455848745671743
4292,0.66,"(33, 34)",False,d_G,0.5617698041459115,1,inverse,0.4832334041159157
4293,0.66,"(37, 38)",True,d_G,0.4042887386851698,1,inverse,0.5911594570690126
4294,0.66,"(41, 42)",True,d_G,0.40570246763203394,1,inverse,0.6147394677315662
4295,0.66,"(43, 42)",True,d_G,0.5067890703708686,1,inverse,0.568028824134345
4296,0.66,"(46, 47)",True,d_G,0.5071805370995022,1,inverse,0.5522485472323405
4297,0.66,"(49, 48)",True,d_G,0.538148096840811,1,inverse,0.5767514730273746
4298,0.66,"(49, 50)",True,d_G,0.42429134253865375,1,inverse,0.6127286137620778
4299,0.66,"(51, 52)",True,d_G,0.6392403505683143,1,inverse,0.5217948786751039
4300,0.66,"(52, 53)",True,d_G,0.6627883587740395,1,inverse,0.51196458061279
4301,0.66,"(53, 54)",False,d_G,0.5488616709854237,1,inverse,0.4994866105793507
4302,0.66,"(55, 56)",True,d_G,0.6023330843564021,1,inverse,0.5069870709102414
4303,0.66,"(60, 61)",True,d_G,0.5862080613180777,1,inverse,0.5019692435399539
4304,0.66,"(67, 66)",True,d_G,0.5584995381718646,1,inverse,0.5063339929161875
4305,0.66,"(71, 70)",False,d_G,0.649521175605135,1,inverse,0.48084312318672395
4306,0.66,"(74, 73)",True,d_G,0.5971322763482015,1,inverse,0.5399160618584966
4307,0.66,"(75, 74)",True,d_G,0.49895794537040355,1,inverse,0.5723879694405709
4308,0.66,"(83, 82)",True,d_G,0.5407646406312157,1,inverse,0.5294071880296796
4309,0.66,"(84, 83)",True,d_G,0.6389824599597086,1,inverse,0.5165178794754858
4310,0.66,"(86, 87)",True,d_G,0.5923936167309333,1,inverse,0.5135822725194894
4311,0.66,"(95, 94)",True,d_G,0.4379784805410571,1,inverse,0.6451918717590411
4312,0.66,"(95, 96)",True,d_G,0.5477986036589199,1,inverse,0.5455659611011238
4313,0.66,"(97, 98)",True,d_G,0.39312271730530574,1,inverse,0.621584799571316
4314,0.66,"(48, 36)",True,d_G,0.6694335859014503,0,inverse,0.4470497291575265
4315,0.66,"(73, 69)",True,d_G,0.673472589153002,0,inverse,0.44310763827060956
4316,0.66,"(47, 55)",True,d_G,0.6981779157297311,0,inverse,0.45535675233598777
4317,0.66,"(83, 35)",True,d_G,0.615220658105802,0,inverse,0.4337053227424121
4318,0.66,"(12, 20)",True,d_G,0.5858388670916085,0,inverse,0.48114572990442467
4319,0.66,"(67, 53)",True,d_G,0.6712377238349795,0,inverse,0.4534003866016903
4320,0.66,"(53, 14)",False,d_G,0.653822526950583,0,inverse,0.5008530393976471
4321,0.66,"(3, 30)",True,d_G,0.6786574919817727,0,inverse,0.451192252664874
4322,0.66,"(97, 24)",True,d_G,0.5462695730547869,0,inverse,0.47200515329097625
4323,0.66,"(90, 15)",False,d_G,0.5790537860262591,0,inverse,0.5198298023663247
4324,0.66,"(94, 90)",True,d_G,0.7601340592062735,0,inverse,0.39035775463535716
4325,0.66,"(64, 16)",True,d_G,0.6241679474455255,0,inverse,0.49025261741520765
4326,0.66,"(16, 93)",True,d_G,0.6318919142759384,0,inverse,0.4276436733228263
4327,0.66,"(31, 95)",True,d_G,0.643812787157417,0,inverse,0.4944190945631869
4328,0.66,"(7, 56)",True,d_G,0.6437037731808314,0,inverse,0.4631683675175635
4329,0.66,"(7, 82)",True,d_G,0.6332793244978966,0,inverse,0.45986847701411204
4330,0.66,"(74, 92)",True,d_G,0.6621365784085396,0,inverse,0.47534627502137383
4331,0.66,"(81, 70)",True,d_G,0.46728516184715047,0,inverse,0.4869856002675729
4332,0.66,"(51, 40)",True,d_G,0.5927763916614459,0,inverse,0.43989607091469335
4333,0.66,"(71, 40)",True,d_G,0.6581932618791138,0,inverse,0.4079490597317486
4334,0.66,"(19, 52)",True,d_G,0.568233794677346,0,inverse,0.49768289352962547
4335,0.66,"(39, 52)",True,d_G,0.5517243056725252,0,inverse,0.4953573279878579
4336,0.66,"(77, 63)",True,d_G,0.6496326470579277,0,inverse,0.34809126709294086
4337,0.66,"(33, 28)",True,d_G,0.6890903421194969,0,inverse,0.36711393296393974
4338,0.66,"(61, 28)",True,d_G,0.7251543161662126,0,inverse,0.3207267072351367
4339,0.66,"(23, 34)",True,d_G,0.6164337375873804,0,inverse,0.44643605147974946
4340,0.66,"(10, 23)",True,d_G,0.705692368080944,0,inverse,0.4656325348777042
4341,0.66,"(6, 80)",True,d_G,0.650626855251112,0,inverse,0.4268190605213165
4342,0.66,"(99, 96)",True,d_G,0.6243983521488946,0,inverse,0.411920764673541
4343,0.66,"(8, 96)",False,d_G,0.5925405348743624,0,inverse,0.5257886810994936
4344,0.66,"(2, 8)",True,d_G,0.5747170290231977,0,inverse,0.4674545052647562
4345,0.66,"(21, 9)",True,d_G,0.6550843494718274,0,inverse,0.4119631633857332
4346,0.66,"(21, 46)",True,d_G,0.6753015312638461,0,inverse,0.4707346401199627
4347,0.66,"(45, 76)",True,d_G,0.6472458013253053,0,inverse,0.45662354083307666
4348,0.66,"(84, 89)",True,d_G,0.6444934805373422,0,inverse,0.47488160382520184
4349,0.68,"(0, 1)",True,d_G,0.4965717751924253,1,inverse,0.560041330833391
4350,0.68,"(0, 99)",True,d_G,0.6190794658577637,0,inverse,0.48695395094466404
4351,0.68,"(2, 3)",True,d_G,0.5265049798032181,1,inverse,0.5608113963366026
4352,0.68,"(7, 8)",True,d_G,0.4749385575962918,1,inverse,0.5598129638799189
4353,0.68,"(10, 9)",True,d_G,0.43572811364846686,1,inverse,0.5941814772385823
4354,0.68,"(11, 10)",True,d_G,0.5470028098641376,1,inverse,0.542156322144312
4355,0.68,"(12, 11)",True,d_G,0.45004563131604164,1,inverse,0.6254869203354148
4356,0.68,"(14, 15)",True,d_G,0.4503652512076239,1,inverse,0.604210710722972
4357,0.68,"(16, 15)",True,d_G,0.571734227833696,1,inverse,0.5909473119535954
4358,0.68,"(19, 20)",True,d_G,0.484550893971247,1,inverse,0.5658200738880798
4359,0.68,"(22, 23)",False,d_G,0.5725909999520167,1,inverse,0.48490759957774177
4360,0.68,"(25, 26)",True,d_G,0.5429330518726415,1,inverse,0.5267833799816652
4361,0.68,"(28, 27)",True,d_G,0.4711434245798999,1,inverse,0.5899406877956035
4362,0.68,"(31, 32)",True,d_G,0.5285952207395296,1,inverse,0.5474818160763725
4363,0.68,"(35, 34)",True,d_G,0.511770227914745,1,inverse,0.5601378193996547
4364,0.68,"(36, 35)",True,d_G,0.5467717172825375,1,inverse,0.576280738221644
4365,0.68,"(36, 37)",True,d_G,0.48228634340316245,1,inverse,0.5760872334049486
4366,0.68,"(40, 41)",True,d_G,0.5040048957302449,1,inverse,0.5516904016220766
4367,0.68,"(43, 44)",True,d_G,0.5261410014372732,1,inverse,0.5505649568932675
4368,0.68,"(45, 44)",True,d_G,0.4580112185870512,1,inverse,0.5599236239231092
4369,0.68,"(46, 47)",True,d_G,0.5021562767534626,1,inverse,0.5570652282149902
4370,0.68,"(47, 48)",True,d_G,0.41115612872891233,1,inverse,0.6034645847121053
4371,0.68,"(49, 50)",False,d_G,0.5307328554193965,1,inverse,0.4766807660206312
4372,0.68,"(55, 56)",True,d_G,0.6279534106837253,1,inverse,0.5142137474748875
4373,0.68,"(66, 65)",True,d_G,0.4149071709113726,1,inverse,0.6032641132007701
4374,0.68,"(71, 72)",True,d_G,0.48763258651411184,1,inverse,0.5816371203331648
4375,0.68,"(75, 76)",True,d_G,0.43955108344364585,1,inverse,0.5926687453370938
4376,0.68,"(82, 81)",True,d_G,0.4680930871595946,1,inverse,0.5894992777537793
4377,0.68,"(86, 87)",True,d_G,0.5268446678801354,1,inverse,0.5664479791969484
4378,0.68,"(95, 94)",True,d_G,0.44165635475703235,1,inverse,0.6465739817816526
4379,0.68,"(95, 96)",True,d_G,0.5366142461567008,1,inverse,0.5306929132139188
4380,0.68,"(73, 69)",True,d_G,0.7424281423113983,0,inverse,0.3787485079867472
4381,0.68,"(26, 32)",False,d_G,0.5553368881450588,0,inverse,0.5481503158839076
4382,0.68,"(55, 13)",True,d_G,0.6688086221614427,0,inverse,0.41938953057926576
4383,0.68,"(83, 35)",True,d_G,0.6967204499987099,0,inverse,0.4031950900987882
4384,0.68,"(83, 87)",True,d_G,0.8063793889122522,0,inverse,0.3799138252624084
4385,0.68,"(43, 25)",True,d_G,0.6318034119023356,0,inverse,0.47294178432714257
4386,0.68,"(67, 53)",True,d_G,0.6649834543774205,0,inverse,0.40658520622786537
4387,0.68,"(3, 30)",True,d_G,0.5666738647921821,0,inverse,0.49064334663962555
4388,0.68,"(15, 97)",True,d_G,0.6947136990600752,0,inverse,0.45810488695070073
4389,0.68,"(94, 64)",True,d_G,0.6341236818886652,0,inverse,0.4833252199913884
4390,0.68,"(64, 16)",True,d_G,0.6260165106453695,0,inverse,0.49119421186872425
4391,0.68,"(95, 93)",False,d_G,0.4496094969043882,0,inverse,0.5803487038966392
4392,0.68,"(31, 56)",True,d_G,0.6276963671483715,0,inverse,0.4794279243559889
4393,0.68,"(74, 92)",True,d_G,0.6523031353771043,0,inverse,0.40740283579706416
4394,0.68,"(74, 22)",True,d_G,0.7084084781202533,0,inverse,0.3972793096510404
4395,0.68,"(0, 22)",False,d_G,0.598177062663928,0,inverse,0.5210106141478833
4396,0.68,"(29, 11)",True,d_G,0.6718607605128609,0,inverse,0.43173355801700297
4397,0.68,"(39, 4)",True,d_G,0.6480314346070376,0,inverse,0.41469418302432204
4398,0.68,"(33, 63)",True,d_G,0.6079115565931552,0,inverse,0.4147185278051625
4399,0.68,"(85, 27)",True,d_G,0.7061909124426489,0,inverse,0.39051618704314406
4400,0.68,"(85, 41)",True,d_G,0.7352115824970789,0,inverse,0.4029453110639705
4401,0.68,"(49, 99)",True,d_G,0.6881695407385899,0,inverse,0.4300250954013668
4402,0.68,"(46, 58)",True,d_G,0.6644802883645249,0,inverse,0.431495322989555
4403,0.68,"(45, 76)",True,d_G,0.704619946173635,0,inverse,0.4707198196721441
4404,0.68,"(84, 89)",True,d_G,0.639178697497795,0,inverse,0.4232646212004089
4405,0.7000000000000001,"(2, 1)",True,d_G,0.4442075913610804,1,inverse,0.6107410239792382
4406,0.7000000000000001,"(5, 4)",True,d_G,0.4446145111439982,1,inverse,0.585843120230294
4407,0.7000000000000001,"(5, 6)",True,d_G,0.48362168194479277,1,inverse,0.5679698132406238
4408,0.7000000000000001,"(9, 8)",True,d_G,0.6058275447614504,1,inverse,0.5271880076360846
4409,0.7000000000000001,"(10, 9)",True,d_G,0.5131417929465596,1,inverse,0.5835432355306179
4410,0.7000000000000001,"(11, 10)",True,d_G,0.4553669746333574,1,inverse,0.5688701852197555
4411,0.7000000000000001,"(13, 14)",True,d_G,0.48692521648504367,1,inverse,0.5919573106497803
4412,0.7000000000000001,"(14, 15)",True,d_G,0.6195542446122428,1,inverse,0.5354833383067322
4413,0.7000000000000001,"(27, 26)",True,d_G,0.588773854728748,1,inverse,0.5115150521281905
4414,0.7000000000000001,"(29, 28)",True,d_G,0.41947176660118435,1,inverse,0.5858538841304609
4415,0.7000000000000001,"(31, 32)",True,d_G,0.51637964782275,1,inverse,0.5193004772046715
4416,0.7000000000000001,"(35, 34)",True,d_G,0.4422562085693127,1,inverse,0.6036596385579552
4417,0.7000000000000001,"(37, 38)",True,d_G,0.4722746870841733,1,inverse,0.5610819157443511
4418,0.7000000000000001,"(39, 40)",True,d_G,0.5719948553365503,1,inverse,0.5348741597202531
4419,0.7000000000000001,"(40, 41)",True,d_G,0.5388931042692187,1,inverse,0.5831744723157385
4420,0.7000000000000001,"(46, 47)",True,d_G,0.3697572080515219,1,inverse,0.6607236706175216
4421,0.7000000000000001,"(47, 48)",True,d_G,0.5852552042796568,1,inverse,0.558746670998219
4422,0.7000000000000001,"(50, 51)",True,d_G,0.39276126124571736,1,inverse,0.6007088358518115
4423,0.7000000000000001,"(51, 52)",True,d_G,0.5668706651147156,1,inverse,0.5503567228385756
4424,0.7000000000000001,"(57, 56)",True,d_G,0.621461011015077,1,inverse,0.513211694793458
4425,0.7000000000000001,"(60, 61)",True,d_G,0.4076613494376932,1,inverse,0.5374389707585925
4426,0.7000000000000001,"(65, 64)",True,d_G,0.42623127815843365,1,inverse,0.5756145145334711
4427,0.7000000000000001,"(66, 65)",True,d_G,0.5339715368010196,1,inverse,0.5490756735861423
4428,0.7000000000000001,"(67, 66)",True,d_G,0.5598194726041306,1,inverse,0.5238928681410688
4429,0.7000000000000001,"(69, 70)",True,d_G,0.6771795090735926,1,inverse,0.5010294506257277
4430,0.7000000000000001,"(75, 76)",True,d_G,0.4135004152459963,1,inverse,0.6078572250144443
4431,0.7000000000000001,"(79, 78)",False,d_G,0.6819526940036976,1,inverse,0.4621360410481095
4432,0.7000000000000001,"(80, 81)",True,d_G,0.5682404496208019,1,inverse,0.5100432240392339
4433,0.7000000000000001,"(87, 88)",True,d_G,0.4499075697177925,1,inverse,0.588102379365712
4434,0.7000000000000001,"(91, 92)",True,d_G,0.46328401627032956,1,inverse,0.5530515991264546
4435,0.7000000000000001,"(93, 94)",True,d_G,0.26727447618769273,1,inverse,0.6531880302508534
4436,0.7000000000000001,"(95, 94)",True,d_G,0.3289363639591418,1,inverse,0.6013500709004476
4437,0.7000000000000001,"(68, 48)",True,d_G,0.5934972093719374,0,inverse,0.45308461116373533
4438,0.7000000000000001,"(48, 36)",True,d_G,0.6783155126845616,0,inverse,0.4497659528480127
4439,0.7000000000000001,"(73, 69)",True,d_G,0.6762439051478747,0,inverse,0.4471613024542556
4440,0.7000000000000001,"(38, 69)",True,d_G,0.6355490729685034,0,inverse,0.48013315934463974
4441,0.7000000000000001,"(12, 20)",True,d_G,0.6842458659611311,0,inverse,0.3956841126988438
4442,0.7000000000000001,"(67, 60)",False,d_G,0.5490489609031863,0,inverse,0.5066095824579406
4443,0.7000000000000001,"(14, 3)",True,d_G,0.6344561648629489,0,inverse,0.49491853743119263
4444,0.7000000000000001,"(3, 30)",True,d_G,0.6747199449018533,0,inverse,0.39336358596277693
4445,0.7000000000000001,"(90, 15)",True,d_G,0.6216260500985457,0,inverse,0.40661649112464904
4446,0.7000000000000001,"(95, 93)",True,d_G,0.49945318810628625,0,inverse,0.48631008104612966
4447,0.7000000000000001,"(31, 95)",True,d_G,0.6636498054936295,0,inverse,0.4532651228920446
4448,0.7000000000000001,"(79, 92)",True,d_G,0.681291102581756,0,inverse,0.48677686092299643
4449,0.7000000000000001,"(74, 22)",True,d_G,0.6736577208975311,0,inverse,0.4074540640294592
4450,0.7000000000000001,"(81, 70)",False,d_G,0.5354116277536657,0,inverse,0.5300920883940362
4451,0.7000000000000001,"(57, 11)",True,d_G,0.684440089567602,0,inverse,0.460125188520198
4452,0.7000000000000001,"(59, 57)",True,d_G,0.4907872529021843,0,inverse,0.4599225209920404
4453,0.7000000000000001,"(71, 40)",True,d_G,0.6043734284735091,0,inverse,0.46742345923609596
4454,0.7000000000000001,"(39, 52)",True,d_G,0.6566856265066888,0,inverse,0.4845470755917129
4455,0.7000000000000001,"(39, 4)",True,d_G,0.6108580565156474,0,inverse,0.4436224137305156
4456,0.7000000000000001,"(77, 63)",True,d_G,0.6063172774325181,0,inverse,0.430020951561093
4457,0.7000000000000001,"(78, 6)",True,d_G,0.677216109685473,0,inverse,0.43488786568579346
4458,0.7000000000000001,"(78, 66)",True,d_G,0.6400420993371875,0,inverse,0.46602797545071944
4459,0.7000000000000001,"(85, 27)",True,d_G,0.6511847929133315,0,inverse,0.4097218838797669
4460,0.7000000000000001,"(49, 99)",True,d_G,0.5660150344555502,0,inverse,0.4696621937938602
4461,0.7000000000000001,"(99, 96)",True,d_G,0.7068502851695326,0,inverse,0.40913525340509055
4462,0.7000000000000001,"(18, 9)",True,d_G,0.6625285598292178,0,inverse,0.46164774579559525
4463,0.7000000000000001,"(86, 98)",True,d_G,0.5863276923488282,0,inverse,0.45580434849039114
4464,0.7000000000000001,"(86, 62)",True,d_G,0.6621766946433882,0,inverse,0.40174312453880034
