,system,l1,l2,features,theta,intercept,coefficients,accuracy,auroc,aupr,log_penalty
0,london,1,2,{'emb'},0.05,0.0,[0.83787215],0.8044692737430168,0.6097222222222222,0.8612861810092469,-12.0
1,london,1,2,{'emb'},0.05,0.0,[0.83787215],0.8044692737430168,0.6097222222222222,0.8612861810092469,-11.0
2,london,1,2,{'emb'},0.05,0.0,[0.83787215],0.8044692737430168,0.6097222222222222,0.8612861810092469,-10.0
3,london,1,2,{'emb'},0.05,0.0,[0.83787215],0.8044692737430168,0.6097222222222222,0.8612861810092469,-9.0
4,london,1,2,{'emb'},0.05,0.0,[0.83787215],0.8044692737430168,0.6097222222222222,0.8612861810092469,-8.0
5,london,1,2,{'emb'},0.05,0.0,[0.83787216],0.8044692737430168,0.6097222222222222,0.8612861810092469,-7.0
6,london,1,2,{'emb'},0.05,0.0,[0.83787219],0.8044692737430168,0.6097222222222222,0.8612861810092469,-6.0
7,london,1,2,{'emb'},0.05,0.0,[0.83787258],0.8044692737430168,0.6097222222222222,0.8612861810092469,-5.0
8,london,1,2,{'emb'},0.05,0.0,[0.83787646],0.8044692737430168,0.6097222222222222,0.8612861810092469,-4.0
9,london,1,2,{'emb'},0.05,0.0,[0.83791525],0.8044692737430168,0.6097718253968254,0.8613220724672803,-3.0
10,london,1,2,{'emb'},0.14,0.0,[0.88266271],0.8054711246200608,0.6636792452830189,0.8838529511508757,-12.0
11,london,1,2,{'emb'},0.14,0.0,[0.88266271],0.8054711246200608,0.6636792452830189,0.8838529511508757,-11.0
12,london,1,2,{'emb'},0.14,0.0,[0.88266271],0.8054711246200608,0.6636792452830189,0.8838529511508757,-10.0
13,london,1,2,{'emb'},0.14,0.0,[0.88266271],0.8054711246200608,0.6636792452830189,0.8838529511508757,-9.0
14,london,1,2,{'emb'},0.14,0.0,[0.88266271],0.8054711246200608,0.6636792452830189,0.8838529511508757,-8.0
15,london,1,2,{'emb'},0.14,0.0,[0.88266271],0.8054711246200608,0.6636792452830189,0.8838529511508757,-7.0
16,london,1,2,{'emb'},0.14,0.0,[0.88266279],0.8054711246200608,0.6636792452830189,0.8838529511508757,-6.0
17,london,1,2,{'emb'},0.14,0.0,[0.88266351],0.8054711246200608,0.6636792452830189,0.8838529511508757,-5.0
18,london,1,2,{'emb'},0.14,0.0,[0.88267078],0.8054711246200608,0.6636792452830189,0.8838529511508757,-4.0
19,london,1,2,{'emb'},0.14,0.0,[0.88274345],0.8054711246200608,0.6636792452830189,0.8838529511508757,-3.0
20,london,1,2,{'emb'},0.22999999999999998,0.0,[0.15077459],0.8222996515679443,0.8487038883349951,0.9534589139467237,-12.0
21,london,1,2,{'emb'},0.22999999999999998,0.0,[0.15077459],0.8222996515679443,0.8487038883349951,0.9534589139467237,-11.0
22,london,1,2,{'emb'},0.22999999999999998,0.0,[0.15077459],0.8222996515679443,0.8487038883349951,0.9534589139467237,-10.0
23,london,1,2,{'emb'},0.22999999999999998,0.0,[0.15077459],0.8222996515679443,0.8487038883349951,0.9534589139467237,-9.0
24,london,1,2,{'emb'},0.22999999999999998,0.0,[0.15077459],0.8222996515679443,0.8487038883349951,0.9534589139467237,-8.0
25,london,1,2,{'emb'},0.22999999999999998,0.0,[0.15077459],0.8222996515679443,0.8487038883349951,0.9534589139467237,-7.0
26,london,1,2,{'emb'},0.22999999999999998,0.0,[0.15077464],0.8222996515679443,0.8487038883349951,0.9534589139467237,-6.0
27,london,1,2,{'emb'},0.22999999999999998,0.0,[0.15077512],0.8222996515679443,0.8487038883349951,0.9534589139467237,-5.0
28,london,1,2,{'emb'},0.22999999999999998,0.0,[0.15077994],0.8222996515679443,0.8487038883349951,0.9534589139467237,-4.0
29,london,1,2,{'emb'},0.22999999999999998,0.0,[0.15082814],0.8222996515679443,0.848620804253905,0.9533678690095106,-3.0
30,london,1,2,{'emb'},0.32,0.0,[0.2778472],0.812,0.8852321559584949,0.9711027964616565,-12.0
31,london,1,2,{'emb'},0.32,0.0,[0.2778472],0.812,0.8852321559584949,0.9711027964616565,-11.0
32,london,1,2,{'emb'},0.32,0.0,[0.2778472],0.812,0.8852321559584949,0.9711027964616565,-10.0
33,london,1,2,{'emb'},0.32,0.0,[0.2778472],0.812,0.8852321559584949,0.9711027964616565,-9.0
34,london,1,2,{'emb'},0.32,0.0,[0.2778472],0.812,0.8852321559584949,0.9711027964616565,-8.0
35,london,1,2,{'emb'},0.32,0.0,[0.27784721],0.812,0.8852321559584949,0.9711027964616565,-7.0
36,london,1,2,{'emb'},0.32,0.0,[0.27784728],0.812,0.8852321559584949,0.9711027964616565,-6.0
37,london,1,2,{'emb'},0.32,0.0,[0.27784797],0.812,0.8852321559584949,0.9711027964616565,-5.0
38,london,1,2,{'emb'},0.32,0.0,[0.27785492],0.812,0.8852321559584949,0.9711027964616565,-4.0
39,london,1,2,{'emb'},0.32,0.0,[0.2779244],0.812,0.8853369667749712,0.9711490436277568,-3.0
40,london,1,2,{'emb'},0.41,0.0,[0.31271854],0.8034934497816594,0.8708937198067633,0.9546341382773841,-12.0
