accuracy,auroc,pr,method,theta,system
0.6589673913043478,0.599332161994423,0.3798076831182833,LE,0.45,celegans
0.7491554054054054,0.5306634696324262,0.18745172361157447,LE,0.45,celegans
0.8450813323005422,0.5301256208004674,0.12074823442407456,LE,0.45,celegans
0.9417046650298141,0.9412839927020706,0.9929243525049305,LE,0.45,drosophila
0.945880509862565,0.9267240858349627,0.9936081409909321,LE,0.45,drosophila
0.5823008849557522,0.6125349245349245,0.5462545036341555,LE,0.45,drosophila
0.8518518518518519,0.9544596507786691,0.9920018403663406,LE,0.45,london
0.7972972972972973,0.9727564102564104,0.9858558239525809,LE,0.45,london
0.6578313253012048,0.5798357320473213,0.35817846729537967,LE,0.4,celegans
0.7363984674329502,0.538599695585997,0.17983457690690655,LE,0.4,celegans
0.8543554006968641,0.49030487920058935,0.11167131722837224,LE,0.4,celegans
0.944579420841815,0.9132857691466517,0.9916495601293404,LE,0.4,drosophila
0.6017601760176018,0.6163139643172239,0.5354764646944946,LE,0.4,drosophila
0.5394190871369294,0.8600713012477719,0.9562423697129596,LE,0.4,london
0.7960199004975125,0.8995931952662723,0.9796197818800196,LE,0.4,london
0.9154929577464789,0.9641025641025641,0.9775645288925029,LE,0.4,london
0.6006655574043261,0.5276062285563473,0.33143401643858345,LE,0.55,celegans
0.7202505219206681,0.5591603669961879,0.17998054556013576,LE,0.55,celegans
0.8441203281677302,0.5353425809163513,0.12464766640166583,LE,0.55,celegans
0.611032531824611,0.642264955446257,0.5706063198630013,LE,0.55,drosophila
0.5480225988700564,0.7724452554744525,0.9345543418771269,LE,0.55,london
0.8543046357615894,0.9168253968253968,0.98040647679945,LE,0.55,london
0.9344262295081968,0.969047619047619,0.9820629396406815,LE,0.55,london
0.6266094420600858,0.5406028437487893,0.33237659502157546,LE,0.5,celegans
0.7068493150684931,0.5577904802991085,0.21851199640304708,LE,0.5,celegans
0.8501655629139073,0.5040128410914928,0.12010826445427188,LE,0.5,celegans
0.6069326357096141,0.6202683110031968,0.5388252484147074,LE,0.5,drosophila
0.6035502958579881,0.08700980392156862,0.7716851795293338,LE,0.5,london
0.8840579710144928,0.9143518518518519,0.9546339329068108,LE,0.5,london
0.6365546218487395,0.5575436556639322,0.3393129338552794,LE,0.65,celegans
0.7065637065637066,0.5832637964863219,0.22346623441107655,LE,0.65,celegans
0.8396674584323041,0.5188024826579043,0.0951865144026044,LE,0.65,celegans
0.5849557522123894,0.6091948574029126,0.5344578852658227,LE,0.65,drosophila
0.9,0.9697950377562028,0.9923264858459822,LE,0.65,london
0.5630252100840336,0.43577981651376146,0.9243858065152607,LE,0.65,london
0.8846153846153846,1.0,0.9999999999999999,LE,0.65,london
0.6317829457364341,0.5471353071338442,0.3276129757599587,LE,0.6,celegans
0.7415599534342259,0.5435994560994561,0.194148234675926,LE,0.6,celegans
0.8620689655172413,0.5347039079357468,0.10860645293976379,LE,0.6,celegans
0.9491852280397262,0.951367469659519,0.9952145436496471,LE,0.6,drosophila
0.5956416464891041,0.6385390328905524,0.5739406134638811,LE,0.6,drosophila
0.89375,0.9849142857142857,0.9959342941130063,LE,0.6,london
0.9444444444444444,0.9802555168408826,0.9961895551926512,LE,0.6,london
0.96,0.9947916666666666,0.9971415991479069,LE,0.6,london
0.6166666666666667,0.5838697196721888,0.38603115513093733,LE,0.75,celegans
0.6589285714285714,0.49666372289274846,0.15605655725423664,LE,0.75,celegans
0.8279569892473119,0.5400414400414401,0.10916937114981798,LE,0.75,celegans
0.6282352941176471,0.6588350340136053,0.549728177225465,LE,0.75,drosophila
0.64,0.8607226107226107,0.9485643387183489,LE,0.75,london
0.9880952380952381,0.9940740740740741,0.9992790817493773,LE,0.75,london
0.9696969696969697,0.9956521739130435,0.9981490233144298,LE,0.75,london
0.6255924170616114,0.5428686868686868,0.3313375429479919,LE,0.7,celegans
0.7074303405572755,0.5475476950790141,0.2072333857056856,LE,0.7,celegans
0.8444148936170213,0.5228706010588602,0.10110126891726547,LE,0.7,celegans
0.6428571428571429,0.6647483914337846,0.5718411300204609,LE,0.7,drosophila
0.9243697478991597,0.964524765729585,0.9823376872136633,LE,0.7,london
0.953125,0.9793322734499205,0.9961437078889229,LE,0.7,london
0.8666666666666667,1.0,1.0,LE,0.7,london
0.5872340425531914,0.5391566265060241,0.3806068188249509,LE,0.85,celegans
0.609375,0.44088535577897286,0.12810126089307056,LE,0.85,celegans
0.7905759162303665,0.5013232243759388,0.09950147044063884,LE,0.85,celegans
0.584493041749503,0.6097281101584164,0.5476293622740369,LE,0.85,drosophila
0.9818181818181818,0.997584541062802,0.9995324377589188,LE,0.85,london
1.0,1.0,1.0000000000000002,LE,0.85,london
0.9545454545454546,1.0,1.0,LE,0.85,london
0.592156862745098,0.5019221126525155,0.2540314320404291,LE,0.8,celegans
0.6772727272727272,0.5438181579293128,0.23835326691482409,LE,0.8,celegans
0.8333333333333334,0.5462408516300731,0.10635437678521682,LE,0.8,celegans
0.584717607973422,0.6089749991677486,0.5511290738919967,LE,0.8,drosophila
0.9066666666666666,0.9936440677966102,0.9982141365231627,LE,0.8,london
0.9558823529411765,1.0,0.9999999999999999,LE,0.8,london
0.9629629629629629,1.0,1.0,LE,0.8,london
0.5555555555555556,0.5215419501133787,0.3175387261738131,LE,0.95,celegans
0.591304347826087,0.521870286576169,0.12651159101072235,LE,0.95,celegans
0.7659574468085106,0.5536175710594315,0.08658325377669335,LE,0.95,celegans
0.5949367088607594,0.556989247311828,0.4973773459034982,LE,0.95,drosophila
1.0,1.0,1.0,LE,0.95,london
0.9615384615384616,1.0,1.0,LE,0.95,london
0.5,0.75,0.7916666666666666,LE,0.95,london
0.5294117647058824,0.4588541666666667,0.27009820040539706,LE,0.9,celegans
0.6160337552742616,0.5799492385786802,0.1888240586827032,LE,0.9,celegans
0.7937219730941704,0.5238179879132598,0.16588867019180156,LE,0.9,celegans
0.5749235474006116,0.6108458646616541,0.5528794754650193,LE,0.9,drosophila
0.9743589743589743,1.0,1.0,LE,0.9,london
0.8333333333333334,0.04,0.6492882881016361,LE,0.9,london
0.9333333333333333,1.0,1.0,LE,0.9,london
