accuracy,auroc,pr,method,theta,mu
0.6912126160901337,0.7654595820074201,0.7652441554086362,N2V,0.1,0.4
0.6909840363226648,0.7666257371048675,0.7660690156781833,N2V,0.1,0.4
0.661959592788591,0.7289826595781751,0.7277626656229061,N2V,0.1,0.5
0.6591802389309005,0.7242090984875006,0.7227681476252542,N2V,0.1,0.5
0.6599774763303397,0.7258192960295597,0.7233250365163184,N2V,0.1,0.5
0.6623344912931044,0.7276182778816824,0.7253961860634548,N2V,0.1,0.5
0.665631245233443,0.7321024440242502,0.7300382286765632,N2V,0.1,0.5
0.6625035136937603,0.7282995725336038,0.7260428854903376,N2V,0.1,0.5
0.6646855126028036,0.7308760704401576,0.72893271988541,N2V,0.1,0.5
0.6621487640550711,0.7282634098591958,0.7262091163096257,N2V,0.1,0.5
0.661042471042471,0.7276696670860918,0.7255817200859862,N2V,0.1,0.5
0.6580929747665542,0.7235674359735285,0.7220789295129444,N2V,0.1,0.5
0.8903327673799442,0.9617342157298017,0.9629953403905804,N2V,0.25,0.1
0.8627024157154234,0.9434613715868523,0.9452663729047732,N2V,0.25,0.2
0.8587587200384148,0.9416815589871177,0.9436031552382326,N2V,0.25,0.2
0.8620181195037062,0.9435767480439532,0.9456522109455816,N2V,0.25,0.2
0.8581935065708106,0.9400221135862455,0.9422954874704758,N2V,0.25,0.2
0.8599751839637978,0.9413705922056057,0.9434348722136796,N2V,0.25,0.2
0.8629710904190473,0.9437754253986494,0.9457188009168335,N2V,0.25,0.2
0.8587335892823583,0.9409865568606122,0.9431057723477005,N2V,0.25,0.2
0.8611778082466642,0.9422336344016061,0.9443183483513726,N2V,0.25,0.2
0.8599907712678807,0.9414030857758346,0.9435449513709022,N2V,0.25,0.2
0.8595500088580933,0.9418128856367717,0.9440428479746878,N2V,0.25,0.2
0.8188302900608655,0.9099338948080455,0.9131047504691445,N2V,0.25,0.3
0.8222961152731595,0.9118216986626052,0.915106120679564,N2V,0.25,0.3
0.8207062073034197,0.9101796657971284,0.9135217671314911,N2V,0.25,0.3
0.8215007471480011,0.9116668255466929,0.9148002890836416,N2V,0.25,0.3
0.816020661461156,0.9076014548731873,0.9112953481929175,N2V,0.25,0.3
0.8166413470483125,0.9065306196171213,0.9097960980600002,N2V,0.25,0.3
0.8184994861253854,0.9091114426223889,0.9128229533460541,N2V,0.25,0.3
0.8189807146040806,0.9090242280921839,0.9124698975613561,N2V,0.25,0.3
0.8215061986797617,0.9109835644694725,0.9149752377368481,N2V,0.25,0.3
0.8218416754093572,0.9111055479874852,0.9144767168084845,N2V,0.25,0.3
0.7667518398743696,0.8598254656644632,0.8638584574212282,N2V,0.25,0.4
0.7734531943912549,0.8661918316663428,0.870654856199883,N2V,0.25,0.4
0.7695150975256279,0.8615274354842735,0.866092955397391,N2V,0.25,0.4
0.7735985701661717,0.8650340642065164,0.8691281524575027,N2V,0.25,0.4
0.7688373864316413,0.860341235424573,0.8648414750148352,N2V,0.25,0.4
0.7756457808981322,0.8683863024549998,0.8727824517150402,N2V,0.25,0.4
0.7684376785294217,0.8610308719963701,0.8660626131122866,N2V,0.25,0.4
0.768512412658447,0.8608400034619896,0.8657639510825197,N2V,0.25,0.4
0.7707564575645757,0.8631644353700563,0.8677567129820276,N2V,0.25,0.4
0.7653507598458904,0.8579679326033038,0.8631738786798693,N2V,0.25,0.4
0.716068086023243,0.8009236244864613,0.8056771836628502,N2V,0.25,0.5
0.7180057941739315,0.804306945650368,0.809295808590072,N2V,0.25,0.5
0.7114236478601862,0.7957148859031478,0.8008883872079344,N2V,0.25,0.5
0.7177772146496305,0.8035684325540416,0.808600266078807,N2V,0.25,0.5
0.7140317935490769,0.8000088442684392,0.8051598911037542,N2V,0.25,0.5
0.7182825576395091,0.804492128448089,0.8092267308126115,N2V,0.25,0.5
0.7105178985526561,0.797002803502602,0.8024532046009877,N2V,0.25,0.5
0.7228014659147768,0.8095336100263575,0.8132136547192593,N2V,0.25,0.5
0.7165312986028952,0.8021784936708454,0.8061755438683074,N2V,0.25,0.5
0.7118101033711488,0.7965100383525245,0.8019143299421044,N2V,0.25,0.5
0.8659358929025615,0.9444933748063733,0.9459248737498862,N2V,0.2,0.1
0.8310081747246686,0.9183211679738508,0.920736558483169,N2V,0.2,0.2
0.8310666249609009,0.9176329882659597,0.9204019296955783,N2V,0.2,0.2
0.8346749032821664,0.9205375494444339,0.9229671451350264,N2V,0.2,0.2
0.8316781843492095,0.9185977690202025,0.9213212442445692,N2V,0.2,0.2
0.8328090809628009,0.9194097919486146,0.9218173429450415,N2V,0.2,0.2
0.8321948266917014,0.9193473682254848,0.9219123524066674,N2V,0.2,0.2
0.8314410260603735,0.9181575277656131,0.9207450445318667,N2V,0.2,0.2
0.833000314169023,0.9198076849153918,0.9218168478906212,N2V,0.2,0.2
0.8339008346345104,0.919726589063928,0.9223171926272248,N2V,0.2,0.2
0.8333374296458328,0.9198121032772817,0.9222794960511524,N2V,0.2,0.2
0.7943813695411743,0.8851855643599926,0.8888331256420886,N2V,0.2,0.3
0.7923718221133415,0.8841132642558721,0.8877862287328809,N2V,0.2,0.3
0.7996210714488037,0.8893591840390476,0.8927398224902136,N2V,0.2,0.3
0.8002750319123351,0.8908246549388885,0.8938065941484199,N2V,0.2,0.3
0.7983356118852614,0.8882310506128739,0.8917966156188882,N2V,0.2,0.3
0.797902878058564,0.8875788022329842,0.8905819537138396,N2V,0.2,0.3
0.8004736420086896,0.8895090878532211,0.892759311619811,N2V,0.2,0.3
0.7941497489631085,0.8848848051206494,0.8879610133277737,N2V,0.2,0.3
0.7942332237235066,0.8850153413410004,0.8885396033964545,N2V,0.2,0.3
0.796783042394015,0.8872897950881573,0.8901026272225288,N2V,0.2,0.3
0.7487812480518671,0.8379912849123148,0.8419074210437812,N2V,0.2,0.4
0.7570870819894755,0.8468874052787556,0.8504578636975157,N2V,0.2,0.4
0.753811180294902,0.8436136960302821,0.8479831846986317,N2V,0.2,0.4
0.7554310527694937,0.8449206901056528,0.8484405611861193,N2V,0.2,0.4
0.7518951348111879,0.8422085479338859,0.8468428359955958,N2V,0.2,0.4
0.7513566023376254,0.8410991529578701,0.8446357722545592,N2V,0.2,0.4
0.7542279400177753,0.8439793511728104,0.8470419820599094,N2V,0.2,0.4
0.7524746284149246,0.8423032310885213,0.8460079739003145,N2V,0.2,0.4
0.7509310293460449,0.8397552896286224,0.8437926677757485,N2V,0.2,0.4
0.7543133714514997,0.8439095990132663,0.847052678993971,N2V,0.2,0.4
0.7072772027265842,0.7890108247289633,0.7918206380941333,N2V,0.2,0.5
0.700332921856881,0.7820697085965904,0.7856684519814909,N2V,0.2,0.5
0.7034417337272079,0.7840834848858016,0.7872792654833485,N2V,0.2,0.5
0.7061175105866798,0.7880708155413683,0.7914006334295636,N2V,0.2,0.5
0.6961478504216517,0.7770513562531536,0.7792914170621836,N2V,0.2,0.5
0.7073942049434976,0.789984336895858,0.7937049336706425,N2V,0.2,0.5
0.7054221490201951,0.7872843706905883,0.7904817483198452,N2V,0.2,0.5
0.7141000690962339,0.7956855215880044,0.7984696822477653,N2V,0.2,0.5
0.6979690377818707,0.7782573495270662,0.7819060599033854,N2V,0.2,0.5
0.7041014394111271,0.7851202159727566,0.7887720098685257,N2V,0.2,0.5
0.9258738601823708,0.9816357704925931,0.98215979903143,N2V,0.35,0.1
0.8945226606401173,0.966152731953038,0.9675766903992629,N2V,0.35,0.2
0.8931273571445099,0.9653886176886821,0.9667478806291776,N2V,0.35,0.2
0.8962657193496658,0.9667484702457787,0.968234297242336,N2V,0.35,0.2
0.8939324503918243,0.966161289173231,0.9675496370391986,N2V,0.35,0.2
0.8909615590698244,0.9642071231492351,0.9654126819128077,N2V,0.35,0.2
0.8944020549610895,0.9657327397334093,0.9670701541346636,N2V,0.35,0.2
0.8918096977388451,0.964557937707535,0.9658610224037162,N2V,0.35,0.2
0.8950646343816323,0.9662174277739108,0.9675531655970215,N2V,0.35,0.2
0.8955275626950191,0.9666103783348651,0.9679187810521687,N2V,0.35,0.2
0.8927188255534587,0.9650474558672915,0.9663273374931434,N2V,0.35,0.2
0.8493225264739938,0.937504956774555,0.9403877269138085,N2V,0.35,0.3
0.8504397018813538,0.9364832958867497,0.9390597470868033,N2V,0.35,0.3
0.8500975504010405,0.9370081639143413,0.9398351394067899,N2V,0.35,0.3
0.8492159776773528,0.9372961254638159,0.9400730183052705,N2V,0.35,0.3
0.8480588816195531,0.9361433564118457,0.9389785256369085,N2V,0.35,0.3
0.8475755750189227,0.9350191134101975,0.9376948332309311,N2V,0.35,0.3
0.8530394019241375,0.9391527511027105,0.9418262230161798,N2V,0.35,0.3
0.8468530769999155,0.9344026836051216,0.9375004205511046,N2V,0.35,0.3
0.8452889466679048,0.9333235674643827,0.9363358797452422,N2V,0.35,0.3
0.8551584408408224,0.9402415935371503,0.9429368671673894,N2V,0.35,0.3
0.796007371007371,0.8919907867562238,0.8964299102612046,N2V,0.35,0.4
0.7902027471974093,0.887237636474333,0.8920546538795164,N2V,0.35,0.4
0.787660755329044,0.8853346398735128,0.8908342947235701,N2V,0.35,0.4
0.7923790128088322,0.8883627883751792,0.8933808861408398,N2V,0.35,0.4
0.7923663522012578,0.8875253401764169,0.8926943829168745,N2V,0.35,0.4
0.7885260909368325,0.8854710495953089,0.8908785460910964,N2V,0.35,0.4
0.7944616576297444,0.8910198552326927,0.8957045704242512,N2V,0.35,0.4
0.7932960037993397,0.8892048148440402,0.8946977916836637,N2V,0.35,0.4
0.7931940762409727,0.8887194484944179,0.8933594769613437,N2V,0.35,0.4
0.7988015155029768,0.893636726112546,0.8984010557336658,N2V,0.35,0.4
0.7337504263962539,0.8256896739960807,0.8319751951711675,N2V,0.35,0.5
0.7302089639159853,0.822242259919173,0.828930124139521,N2V,0.35,0.5
0.7248108510721706,0.8169883352261653,0.82505379001672,N2V,0.35,0.5
0.7328373923134265,0.8259077864013593,0.8328983208288967,N2V,0.35,0.5
0.7281116622447803,0.8201187715951804,0.8270779868677766,N2V,0.35,0.5
0.7377950776590315,0.8309557734906209,0.8372003113832421,N2V,0.35,0.5
0.7310725370732268,0.8231185262685053,0.8294562191623301,N2V,0.35,0.5
0.7336643014932597,0.8253659412510512,0.8310001307445133,N2V,0.35,0.5
0.7327854439814991,0.8236467742240214,0.8290837623998414,N2V,0.35,0.5
0.7285299918784082,0.8212303214475295,0.8269638276080253,N2V,0.35,0.5
0.9096053189984439,0.9737636249289205,0.9744031003860415,N2V,0.3,0.1
0.9448987293999245,0.9894105096163832,0.9895677568186372,N2V,0.45,0.1
0.938216802257463,0.9865475413680962,0.9868352295476499,N2V,0.4,0.1
0.9539468592089696,0.9922855199203324,0.9924879768819164,N2V,0.55,0.1
0.9500188159797184,0.9909706853414734,0.9912475297718755,N2V,0.5,0.1
0.9565377375847379,0.9933743450600128,0.9934455853773642,N2V,0.65,0.1
0.9562129147022602,0.9930470483752566,0.993146657163382,N2V,0.6,0.1
0.9602845051953987,0.9940150815897242,0.9939563881299651,N2V,0.75,0.1
0.958395932046689,0.9933334416622936,0.9934316266986556,N2V,0.7,0.1
0.9563132658497603,0.9940408775575085,0.9940611065381721,N2V,0.85,0.1
0.9597141161341379,0.9941746967143051,0.9943267439961656,N2V,0.8,0.1
0.9502402883460153,0.9942925000481259,0.9942646907055788,N2V,0.95,0.1
0.9535277985539765,0.9940222472388962,0.9941317637218652,N2V,0.9,0.1
0.6691569343836455,0.7370009030171683,0.7321287746378158,N2V,0.05,0.1
0.6662149785492777,0.7327448402360521,0.7287636713223068,N2V,0.05,0.1
0.6707795374080434,0.738412655983243,0.7366290738815705,N2V,0.05,0.1
0.6660171597256143,0.7339171226544169,0.7306550003602061,N2V,0.05,0.1
0.6710349836453181,0.7404519983981768,0.7379851945277698,N2V,0.05,0.1
0.6649187260473107,0.7319909519931616,0.7295336017398801,N2V,0.05,0.1
0.671113949303089,0.7402870267272518,0.7375186375748657,N2V,0.05,0.1
0.6707798801656627,0.7399372856892761,0.7357329108272569,N2V,0.05,0.1
0.6688189871870499,0.7375511189896533,0.7341391086797324,N2V,0.05,0.1
0.8160619163633575,0.903236844397538,0.9048882975957568,N2V,0.15,0.1
0.8137535301206986,0.9021774173508545,0.9045264021960531,N2V,0.15,0.1
0.8160764721239884,0.9032257543124371,0.9058014207313432,N2V,0.15,0.1
0.817120992466193,0.9044912290566792,0.9069579684856681,N2V,0.15,0.1
0.8150302356129369,0.9032819403394501,0.9055551735828272,N2V,0.15,0.1
0.8186418708161441,0.9067395417557123,0.9087413776887732,N2V,0.15,0.1
0.8161645562907663,0.9042994403683704,0.9066216655370091,N2V,0.15,0.1
0.8150149828767124,0.9037102836886406,0.9063172071449728,N2V,0.15,0.1
0.8152068668508123,0.9022610157596491,0.9053637678995798,N2V,0.15,0.1
0.7583856682320658,0.8441727846874095,0.8456724856320066,N2V,0.1,0.1
0.7518182537976903,0.8381906956873637,0.8386198841679826,N2V,0.1,0.1
0.7557898269064064,0.8418015734546347,0.8429741951721544,N2V,0.1,0.1
0.7576896116640964,0.8449154055730397,0.8462022821819786,N2V,0.1,0.1
0.7572274059654069,0.8455496418646019,0.8466510766823202,N2V,0.1,0.1
0.7547077197679607,0.8403831391748179,0.8421372914413789,N2V,0.1,0.1
0.7538033653177583,0.8401774046956003,0.8417328232094023,N2V,0.1,0.1
0.7586340423143835,0.8443558029170444,0.8473488119654637,N2V,0.1,0.1
0.7530462992585608,0.840284769739935,0.8411867097056437,N2V,0.1,0.1
0.887837512054002,0.9607928599284833,0.9619794264876659,N2V,0.25,0.1
0.887701772055421,0.960352665496624,0.9616508040694532,N2V,0.25,0.1
0.8875569971325153,0.9596188021129703,0.9609911305702399,N2V,0.25,0.1
0.881257322936447,0.9562459159000174,0.9578547211151844,N2V,0.25,0.1
0.8869126999551001,0.9602479012957421,0.9618694808147191,N2V,0.25,0.1
0.890093076628841,0.9618901929997404,0.9629602067834074,N2V,0.25,0.1
0.8887863035144411,0.9614786661362796,0.9627992746468372,N2V,0.25,0.1
0.8910749141818671,0.9620441197717277,0.9633956112877432,N2V,0.25,0.1
0.8875506604370599,0.9605497648889658,0.9619283949527406,N2V,0.25,0.1
0.8554370761823066,0.9375572552193331,0.9395343477412552,N2V,0.2,0.1
0.8542519920762817,0.9368326311348886,0.9389211074255936,N2V,0.2,0.1
0.8560660965357298,0.9390868959149037,0.9407469617235278,N2V,0.2,0.1
0.8556514933474715,0.9383642445617997,0.9402116379478335,N2V,0.2,0.1
0.8560533121896887,0.9373573497953663,0.9394182808008508,N2V,0.2,0.1
0.8588839563227196,0.9399691976713702,0.9418821730441098,N2V,0.2,0.1
0.8593266993974279,0.9395826666401884,0.9405978035266122,N2V,0.2,0.1
0.8564950485044462,0.9384312587258188,0.9405603731117774,N2V,0.2,0.1
0.8602586141517304,0.9414446846075601,0.9432911232652379,N2V,0.2,0.1
0.923932097056924,0.980997310770261,0.9817809326215097,N2V,0.35,0.1
0.9241583367905255,0.9805905615349652,0.9811316609620494,N2V,0.35,0.1
0.9237830384531962,0.9805624314288639,0.9812505302290284,N2V,0.35,0.1
0.9238234883396174,0.9806951827380177,0.9811506337435683,N2V,0.35,0.1
0.925307148175726,0.9812315008489265,0.9818438174208134,N2V,0.35,0.1
0.9252941176470588,0.9810321606128501,0.981533266923104,N2V,0.35,0.1
0.9237397772951994,0.980845246288257,0.9814766023420549,N2V,0.35,0.1
0.9254134612389822,0.9814830277830168,0.9819045923884836,N2V,0.35,0.1
0.9249134034390096,0.9811101633381468,0.9817461520969412,N2V,0.35,0.1
