accuracy,auroc,pr,method,theta,system
0.875766016713092,0.5906476716964513,0.16037233942397272,N2V,0.2,celegans
0.9162240463544181,0.9048538261322229,0.9885906197254113,N2V,0.2,drosophila
0.9171507334842965,0.8902153339446772,0.9896072814099521,N2V,0.2,drosophila
0.5704283360790774,0.5998491704374057,0.5396521871830394,N2V,0.2,drosophila
0.4838709677419355,0.8459078489816195,0.961655219316781,N2V,0.2,london
0.9201388888888888,0.8566813825777969,0.980505042961101,N2V,0.2,london
0.5918367346938775,0.9095643939393939,0.9604755974618988,N2V,0.2,london
0.8145306859205776,0.9267472210568124,0.9427824512803774,N2V,0.35,arxiv
0.8015633829346392,0.9162286319388492,0.9766162918276163,N2V,0.35,arxiv
0.8372204472843451,0.9444451023202457,0.9725788138335665,N2V,0.35,arxiv
0.6465422612513722,0.5912334791645136,0.35692394252859755,N2V,0.35,celegans
0.8123188405797102,0.6347527686196548,0.26371434987394177,N2V,0.35,celegans
0.882699868938401,0.6036309213951068,0.14377969802423557,N2V,0.35,celegans
0.9419878055999527,0.932631871808088,0.9917652135734485,N2V,0.35,drosophila
0.9474518410143867,0.9164647535039481,0.9922565475900167,N2V,0.35,drosophila
0.6002994011976048,0.6262937657790175,0.5427163812525613,N2V,0.35,drosophila
0.7449392712550608,0.9228683620044876,0.9771116627616131,N2V,0.35,london
0.7021276595744681,0.9177235772357724,0.9875927290458676,N2V,0.35,london
0.8941176470588236,0.9339080459770115,0.9733659289758105,N2V,0.35,london
0.7825289302850692,0.9133002383938328,0.9325995473799866,N2V,0.3,arxiv
0.782516368784286,0.904481502862242,0.9736952040075586,N2V,0.3,arxiv
0.7915798869384112,0.9289992268690613,0.9633955005439239,N2V,0.3,arxiv
0.6606574761399788,0.6004841239790123,0.37549295714879916,N2V,0.3,celegans
0.7895805142083897,0.6122829667146663,0.270842350844892,N2V,0.3,celegans
0.8909205548549811,0.6120604585375481,0.16349914134998567,N2V,0.3,celegans
0.929427356563035,0.9283026032926522,0.9910475189626654,N2V,0.3,drosophila
0.9382841068917018,0.9110201092100474,0.991386038455463,N2V,0.3,drosophila
0.592,0.6333220696222168,0.5904922908462347,N2V,0.3,drosophila
0.5051903114186851,0.8196875000000001,0.947661379873173,N2V,0.3,london
0.9259259259259259,0.9220467032967032,0.9870371889221377,N2V,0.3,london
0.8387096774193549,0.884097706879362,0.9467475950526798,N2V,0.3,london
0.8310643564356436,0.9406493336551593,0.9526312868141633,N2V,0.45,arxiv
0.8397216392356125,0.936497309894964,0.9817151989140945,N2V,0.45,arxiv
0.8611163315166322,0.9484983524178688,0.9738511011289526,N2V,0.45,arxiv
0.6807065217391305,0.6208576998050683,0.4201109162938501,N2V,0.45,celegans
0.8057432432432432,0.6098028212126623,0.26370800848938675,N2V,0.45,celegans
0.8845855925639039,0.6111364300321356,0.17411259182331784,N2V,0.45,celegans
0.945843563661873,0.9460771296621123,0.9937805984385508,N2V,0.45,drosophila
0.9496546322010966,0.9262689440953368,0.9934496391983438,N2V,0.45,drosophila
0.6041297935103245,0.6280702000702001,0.5904244437979003,N2V,0.45,drosophila
0.6894977168949772,0.9402958579881656,0.9813420029496522,N2V,0.45,london
0.9523809523809523,0.9601226993865031,0.9934038998226048,N2V,0.45,london
0.7972972972972973,0.9455128205128205,0.9743794451976109,N2V,0.45,london
0.8336867862969005,0.9354068595782666,0.9493724688739928,N2V,0.4,arxiv
0.8065764023210832,0.9190828117412726,0.9760327502942934,N2V,0.4,arxiv
0.8380773819669337,0.9448315166254514,0.9723892672806999,N2V,0.4,arxiv
0.6879518072289157,0.6374391187894316,0.41419426485274236,N2V,0.4,celegans
0.8191570881226053,0.6676125244618396,0.3102540034275941,N2V,0.4,celegans
0.8808362369337979,0.5615614197472563,0.14099907870108241,N2V,0.4,celegans
0.9464917358029455,0.9404246778549706,0.9931999540410125,N2V,0.4,drosophila
0.9483222798607919,0.9156273057444768,0.9916775952700909,N2V,0.4,drosophila
0.6133113311331133,0.6367071855700421,0.5691942580553124,N2V,0.4,drosophila
0.7178423236514523,0.9096850861556744,0.9709147340582407,N2V,0.4,london
0.9303482587064676,0.9347263313609467,0.9871297733615989,N2V,0.4,london
0.7887323943661971,0.9547008547008546,0.9738562091503267,N2V,0.4,london
0.8597528210639441,0.9455523580043809,0.9566754321084678,N2V,0.55,arxiv
0.8674242424242424,0.9427182970432485,0.9836314212805282,N2V,0.55,arxiv
0.8944182918628111,0.9566418603052386,0.9751203433437184,N2V,0.55,arxiv
0.670549084858569,0.6528173660596462,0.45142953793672835,N2V,0.55,celegans
0.824634655532359,0.6730632551528075,0.3236435197961848,N2V,0.55,celegans
0.8896991795806746,0.5997057587221521,0.16399621838035192,N2V,0.55,celegans
0.9524839882291847,0.950841811786729,0.9942739682821522,N2V,0.55,drosophila
0.9565984474241355,0.9298347047382696,0.9935997636625572,N2V,0.55,drosophila
0.64002828854314,0.666480223893452,0.6164953717459201,N2V,0.55,drosophila
0.8813559322033898,0.9723540145985401,0.9916072568090056,N2V,0.55,london
0.9139072847682119,0.9298412698412698,0.9840820587721486,N2V,0.55,london
0.9344262295081968,0.9619047619047619,0.9787522281639929,N2V,0.55,london
0.8469593620904986,0.9444448308130218,0.9555086476354175,N2V,0.5,arxiv
0.8718669764029833,0.9384525862551544,0.9819415375834735,N2V,0.5,arxiv
0.8839732888146912,0.9501303830508789,0.9734619633870698,N2V,0.5,arxiv
0.6924177396280401,0.6419549804346985,0.43929353479332467,N2V,0.5,celegans
0.8100456621004566,0.6528676541079474,0.2926035555390949,N2V,0.5,celegans
0.8791390728476821,0.5919977260567149,0.15737699230769517,N2V,0.5,celegans
0.9511871290221806,0.9439200478606244,0.994221383004544,N2V,0.5,drosophila
0.9521440416962805,0.9325010701515553,0.9937868966796342,N2V,0.5,drosophila
0.5990843688685416,0.6314706447499432,0.5761066290563157,N2V,0.5,drosophila
0.8838383838383839,0.9590406378600823,0.986229379293945,N2V,0.5,london
1.0,1.0,0.9999999999999999,N2V,0.5,london
0.8840579710144928,0.9407407407407407,0.9731656184486374,N2V,0.5,london
0.8821921552548859,0.9530535393823693,0.9599342448577198,N2V,0.65,arxiv
0.9090594744121715,0.9581560959463076,0.9873304549167263,N2V,0.65,arxiv
0.6329113924050633,0.6643507030603805,0.5684943056719953,N2V,0.95,drosophila
1.0,1.0,1.0,N2V,0.95,london
1.0,1.0,1.0,N2V,0.95,london
0.5,0.75,0.7916666666666666,N2V,0.95,london
0.8931838300383594,0.9593281502065084,0.9799447782274371,N2V,0.65,arxiv
0.7058823529411765,0.6694873285532803,0.4392484890494325,N2V,0.65,celegans
0.806949806949807,0.6797264382851087,0.33777868664144883,N2V,0.65,celegans
0.9026128266033254,0.6370858929790307,0.17161091643900772,N2V,0.65,celegans
0.9583744112170007,0.9534326705379337,0.9951063463618341,N2V,0.65,drosophila
0.9625698324022346,0.9430943297078123,0.9954532812453154,N2V,0.65,drosophila
0.6283185840707964,0.6597280162823624,0.5919793633088025,N2V,0.65,drosophila
0.9230769230769231,0.9766271125494427,0.9940183268468462,N2V,0.65,london
0.957983193277311,0.9811926605504587,0.998299812037137,N2V,0.65,london
0.9230769230769231,0.9776714513556619,0.9885339885339886,N2V,0.65,london
0.8716417910447761,0.9496826130376279,0.9595919014722852,N2V,0.6,arxiv
0.8886213124623721,0.948607954365483,0.9841628825388631,N2V,0.6,arxiv
0.8890569843671206,0.9618856777532774,0.981164917407096,N2V,0.6,arxiv
0.687984496124031,0.6269407311230182,0.4050787821074706,N2V,0.6,celegans
0.8346915017462165,0.6729118104118104,0.33639209395154074,N2V,0.6,celegans
0.8955067920585162,0.6171841285063533,0.16678252333780436,N2V,0.6,celegans
0.9563205091119468,0.9544268551580869,0.9955549446145556,N2V,0.6,drosophila
0.9619085408193632,0.9447469458987784,0.9953200514462817,N2V,0.6,drosophila
0.6182405165456013,0.6486317067657711,0.6068919258839679,N2V,0.6,drosophila
0.86875,0.9865142857142857,0.9964584567268193,N2V,0.6,london
0.9652777777777778,0.9779326364692219,0.9959497659901677,N2V,0.6,london
0.96,0.9947916666666667,0.9972426470588236,N2V,0.6,london
0.8893648724157198,0.9552396333602505,0.9625849264761169,N2V,0.75,arxiv
0.9585265327150954,0.9654775650505466,0.9964634473492338,N2V,0.7,drosophila
0.9674679905931539,0.9464161397273761,0.9955378569696557,N2V,0.7,drosophila
0.9650238473767886,0.943693728959524,0.9971277762898647,N2V,0.95,drosophila
0.8939903846153846,0.9514412860188798,0.9849797354124112,N2V,0.75,arxiv
0.9686144424598112,0.9690766542112021,0.9972442162311114,N2V,0.85,drosophila
0.9584996009577015,0.9632547710276343,0.9971964411288207,N2V,0.85,drosophila
0.6043737574552683,0.6630621872310585,0.6298135244033803,N2V,0.85,drosophila
0.9818181818181818,0.997584541062802,0.9995324377589189,N2V,0.85,london
1.0,1.0,1.0,N2V,0.85,london
0.9545454545454546,1.0,1.0,N2V,0.85,london
0.8988399071925754,0.9603576509559757,0.9659421834414801,N2V,0.8,arxiv
0.9032258064516129,0.9550881348035409,0.9855849089702304,N2V,0.8,arxiv
0.9213197969543148,0.97057825567503,0.9833703167892807,N2V,0.8,arxiv
0.6549019607843137,0.6189202741099783,0.33398684029823084,N2V,0.8,celegans
0.7954545454545454,0.6638418079096045,0.3675302339410421,N2V,0.8,celegans
0.9094202898550725,0.5697820046182146,0.16198596222830758,N2V,0.8,celegans
0.9625751405856118,0.9617262727385086,0.9962154713887299,N2V,0.8,drosophila
0.9626316835619161,0.9518172362879941,0.9959107134999738,N2V,0.8,drosophila
0.6179401993355482,0.6725701033101412,0.6766212057089314,N2V,0.8,drosophila
0.9066666666666666,0.9925847457627118,0.9979196213603817,N2V,0.8,london
0.9852941176470589,1.0,0.9999999999999999,N2V,0.8,london
0.9629629629629629,1.0,1.0,N2V,0.8,london
0.901593252108716,0.9630886590825795,0.9705182419512699,N2V,0.95,arxiv
0.9334085778781038,0.9661149314807093,0.9860311113458093,N2V,0.95,arxiv
0.9239766081871345,0.9752008622378994,0.9908380938545447,N2V,0.95,arxiv
0.6825396825396826,0.6213151927437641,0.4352140464904791,N2V,0.95,celegans
0.8695652173913043,0.7922322775263952,0.41411352409018953,N2V,0.95,celegans
0.8936170212765957,0.5849483204134367,0.09405439212838171,N2V,0.95,celegans
0.9575289575289575,0.969446328230963,0.9970295802561568,N2V,0.95,drosophila
0.9148,0.9626124846437347,0.9805099819252654,N2V,0.75,arxiv
0.6611111111111111,0.6550244451479019,0.4798281750101703,N2V,0.75,celegans
0.8428571428571429,0.6990972426650967,0.3487485496319668,N2V,0.75,celegans
0.8955453149001537,0.6573556073556074,0.18087185033360362,N2V,0.75,celegans
0.966160112799624,0.9661021510601301,0.9968796931588666,N2V,0.75,drosophila
0.9646764613941857,0.9519414897703613,0.9966504756431603,N2V,0.75,drosophila
0.6352941176470588,0.6752551020408164,0.6123910526545892,N2V,0.75,drosophila
0.95,0.9632867132867132,0.9788862409680943,N2V,0.75,london
0.9880952380952381,0.9940740740740741,0.9992787524366471,N2V,0.75,london
0.9090909090909091,0.9804347826086957,0.9926667101231992,N2V,0.75,london
0.8927499605117675,0.9612428481887517,0.9696583229804246,N2V,0.7,arxiv
0.8923046011653607,0.954359997595106,0.9856293750270948,N2V,0.7,arxiv
0.9101278949187694,0.9623715099636935,0.9772885206365481,N2V,0.7,arxiv
0.6872037914691943,0.5966599326599327,0.38609309503554784,N2V,0.7,celegans
0.804953560371517,0.656063211332187,0.33754378624779013,N2V,0.7,celegans
0.8949468085106383,0.6321823419495485,0.1615983544106701,N2V,0.7,celegans
0.6439393939393939,0.6753985402861808,0.604882247884696,N2V,0.7,drosophila
0.9327731092436975,0.9660307898259706,0.9830444883204617,N2V,0.7,london
0.9921875,0.983836777954425,0.9973121615676482,N2V,0.7,london
0.8666666666666667,0.9821428571428571,0.9875000000000002,N2V,0.7,london
0.9084821428571429,0.9672144094694184,0.9727429579890327,N2V,0.85,arxiv
0.9112806101967081,0.9678253594729779,0.9907256043830461,N2V,0.85,arxiv
0.911461908030199,0.9670528522564271,0.9840303228604552,N2V,0.85,arxiv
0.6680851063829787,0.6512365250475587,0.49210083250664804,N2V,0.85,celegans
0.825,0.6278154469643832,0.2053772666794979,N2V,0.85,celegans
0.8952879581151832,0.6055003218653888,0.15975302053044985,N2V,0.85,celegans
0.9015256588072122,0.9617754870241619,0.9639451898542257,N2V,0.9,arxiv
0.9251403618215845,0.9678288524745217,0.9902712572990751,N2V,0.9,arxiv
0.9115138592750534,0.9705549812637293,0.9850524868680045,N2V,0.9,arxiv
0.7058823529411765,0.7230468749999999,0.49965790481806666,N2V,0.9,celegans
0.8396624472573839,0.6830583756345178,0.3594989120186649,N2V,0.9,celegans
0.8654708520179372,0.581141130465695,0.16837842894338084,N2V,0.9,celegans
0.9656900539707016,0.9676133201800984,0.9966351132458382,N2V,0.9,drosophila
0.962171052631579,0.9517800500114517,0.9963573952543573,N2V,0.9,drosophila
0.6238532110091743,0.6730075187969925,0.6444444611838295,N2V,0.9,drosophila
1.0,1.0,1.0,N2V,0.9,london
1.0,1.0,1.0,N2V,0.9,london
0.9333333333333333,1.0,1.0,N2V,0.9,london
