accuracy,auroc,pr,method,theta,system
0.9523809523809523,0.9771118452100047,0.9959654890773416,ISOMAP,0.45,london
0.7432432432432432,0.8613782051282051,0.9086359766087693,ISOMAP,0.45,london
0.8260195758564437,0.9384045698019008,0.9524274430426705,ISOMAP,0.4,arxiv
0.8159421765244833,0.9280467152073907,0.9779928741938477,ISOMAP,0.4,arxiv
0.8237600136355889,0.9450335245731666,0.9728351498454396,ISOMAP,0.4,arxiv
0.691566265060241,0.6612983881464026,0.43694430153254415,ISOMAP,0.4,celegans
0.7685823754789272,0.5981039356381822,0.24560718366274809,ISOMAP,0.4,celegans
0.8641114982578397,0.5463835735469125,0.1294323086599444,ISOMAP,0.4,celegans
0.9179368448131713,0.9432332169449363,0.9930580139251155,ISOMAP,0.4,drosophila
0.90281699389323,0.9145663012543563,0.9909185998474656,ISOMAP,0.4,drosophila
0.5957095709570958,0.6307408587393393,0.5444033521694658,ISOMAP,0.4,drosophila
0.8755186721991701,0.9737571796395325,0.9923657513623223,ISOMAP,0.4,london
0.9502487562189055,0.9794748520710059,0.9959443101679527,ISOMAP,0.4,london
0.7464788732394366,0.9632478632478632,0.9754018876827782,ISOMAP,0.4,london
0.86104245029554,0.9454209982639685,0.9557887839736718,ISOMAP,0.55,arxiv
0.8729707792207793,0.9502757366981867,0.9855647197542405,ISOMAP,0.55,arxiv
0.8737951132033176,0.9536594634645645,0.9723079741104528,ISOMAP,0.55,arxiv
0.6688851913477537,0.6156241752441277,0.41735412806623057,ISOMAP,0.55,celegans
0.755741127348643,0.6315904245008723,0.2557181698735041,ISOMAP,0.55,celegans
0.8495897903372835,0.5317780580075662,0.11781653523904198,ISOMAP,0.55,celegans
0.933183313138307,0.9557903744370433,0.9950678228158296,ISOMAP,0.55,drosophila
0.9374558927311221,0.9272440183274824,0.9918351704731935,ISOMAP,0.55,drosophila
0.620933521923621,0.6514472620270788,0.581549656066794,ISOMAP,0.55,drosophila
0.9265536723163842,0.9879562043795621,0.9961512305097064,ISOMAP,0.55,london
0.9205298013245033,0.9431746031746031,0.9869740345196762,ISOMAP,0.55,london
0.639344262295082,0.9535714285714285,0.9724439034955544,ISOMAP,0.55,london
0.8453261600537996,0.9442569422936943,0.9550717267668218,ISOMAP,0.5,arxiv
0.8740677344418633,0.9440403652001295,0.9835174045921468,ISOMAP,0.5,arxiv
0.885016694490818,0.9523601527778598,0.9743258859139028,ISOMAP,0.5,arxiv
0.6652360515021459,0.5978458796637093,0.38261693714409745,ISOMAP,0.5,celegans
0.7442922374429224,0.6147361230946218,0.24445770787755808,ISOMAP,0.5,celegans
0.8609271523178808,0.5956393793472445,0.14444139271607512,ISOMAP,0.5,celegans
0.9365042174320525,0.9387082028084011,0.992499732792967,ISOMAP,0.5,drosophila
0.9120271657585091,0.9283672551327555,0.9931700620300158,ISOMAP,0.5,drosophila
0.5964682799215173,0.6059793526298322,0.5122997693113042,ISOMAP,0.5,drosophila
0.8838383838383839,0.9682355967078189,0.9887080240916724,ISOMAP,0.5,london
0.8994082840236687,0.9840686274509804,0.9982366782022898,ISOMAP,0.5,london
0.8405797101449275,0.9500000000000001,0.9729903239592217,ISOMAP,0.5,london
0.8720787207872078,0.9521901466860268,0.9584381723247829,ISOMAP,0.65,arxiv
0.896957123098202,0.9615976651109094,0.9882424489227009,ISOMAP,0.65,arxiv
0.8952493360873414,0.961152731910437,0.9800344217473883,ISOMAP,0.65,arxiv
0.6785714285714286,0.6316990719807074,0.45050943043913905,ISOMAP,0.65,celegans
0.7516087516087516,0.6105861392390789,0.2671740000636209,ISOMAP,0.65,celegans
0.8669833729216152,0.5622489959839357,0.11000379513909649,ISOMAP,0.65,celegans
0.9446817833278562,0.94945988367041,0.9928822088635102,ISOMAP,0.65,drosophila
0.9375418994413408,0.9382983218833834,0.9941241074358559,ISOMAP,0.65,drosophila
0.5725663716814159,0.6254835406553397,0.5412343575137362,ISOMAP,0.65,drosophila
0.9076923076923077,0.9870550161812298,0.9967728715893331,ISOMAP,0.65,london
0.9915966386554622,0.9944954128440368,0.999485410236518,ISOMAP,0.65,london
0.8653846153846154,0.9952153110047848,0.9972003653056352,ISOMAP,0.65,london
0.8706865671641791,0.9511335531787545,0.9599795952745189,ISOMAP,0.6,arxiv
0.8973509933774835,0.9593042481799195,0.9877616282120665,ISOMAP,0.6,arxiv
0.8883005547150782,0.9610157373038093,0.9793180834487214,ISOMAP,0.6,arxiv
0.6627906976744186,0.6607537991697602,0.42229306210259077,ISOMAP,0.6,celegans
0.7392316647264261,0.5636752136752137,0.21339650172354435,ISOMAP,0.6,celegans
0.8463949843260188,0.5411651882042675,0.10425239091397698,ISOMAP,0.6,celegans
0.9426284832706585,0.9533707524812962,0.9951556547540602,ISOMAP,0.6,drosophila
0.9356214661243925,0.9418901410950394,0.9943600861444122,ISOMAP,0.6,drosophila
0.5980629539951574,0.6199424927853152,0.5534459542058955,ISOMAP,0.6,drosophila
0.8375,0.9906285714285714,0.9971871400246145,ISOMAP,0.6,london
0.9652777777777778,0.9914827719705768,0.9984928014108594,ISOMAP,0.6,london
0.82,0.9184027777777778,0.9590535304877601,ISOMAP,0.6,london
0.8908549078040603,0.9574043379092468,0.9664931807357414,ISOMAP,0.75,arxiv
0.8951923076923077,0.9533533278481124,0.9848537757283004,ISOMAP,0.75,arxiv
0.9132,0.9624477886977887,0.9814413371461551,ISOMAP,0.75,arxiv
0.6388888888888888,0.6083500404488059,0.3952122556178026,ISOMAP,0.75,celegans
0.6946428571428571,0.6144637425179079,0.21743668420963222,ISOMAP,0.75,celegans
0.8387096774193549,0.5204092204092204,0.11818706604987325,ISOMAP,0.75,celegans
0.9476735077549742,0.9598793719807486,0.9956431445991446,ISOMAP,0.75,drosophila
0.944357611753673,0.940887391384516,0.9951110082786448,ISOMAP,0.75,drosophila
0.6211764705882353,0.6465986394557823,0.5547536756886559,ISOMAP,0.75,drosophila
0.99,0.9935897435897436,0.9980776305580925,ISOMAP,0.75,london
0.9761904761904762,0.994074074074074,0.9992790817493773,ISOMAP,0.75,london
0.9393939393939394,1.0,1.0,ISOMAP,0.75,london
0.8902227136313379,0.9606682251025389,0.9694054609987486,ISOMAP,0.7,arxiv
0.9049628290134619,0.9624864098440324,0.9880326972023784,ISOMAP,0.7,arxiv
0.9108192188040097,0.963640406229709,0.9795964353464213,ISOMAP,0.7,arxiv
0.6777251184834123,0.5774006734006734,0.3858217431626296,ISOMAP,0.7,celegans
0.7027863777089783,0.6174240563334152,0.2938494537642193,ISOMAP,0.7,celegans
0.8643617021276596,0.5472399563998755,0.10404052659010757,ISOMAP,0.7,celegans
0.9450025759917569,0.9633591800711365,0.9954920597027279,ISOMAP,0.7,drosophila
0.9476090932845571,0.9405499335877001,0.9946286322587692,ISOMAP,0.7,drosophila
0.6645021645021645,0.6807308172476711,0.5855436222429586,ISOMAP,0.7,drosophila
0.9495798319327731,0.9926372155287817,0.9966088033387703,ISOMAP,0.7,london
0.984375,0.994700582935877,0.9991574105905916,ISOMAP,0.7,london
0.9111111111111111,0.9880952380952381,0.9903107703152991,ISOMAP,0.7,london
0.9056122448979592,0.9669622569175358,0.9719705732467109,ISOMAP,0.85,arxiv
0.9112806101967081,0.969584809454045,0.9908457115462231,ISOMAP,0.85,arxiv
0.9066575154426905,0.964093567251462,0.9816256252066218,ISOMAP,0.85,arxiv
0.5702127659574469,0.5382847178186431,0.3811347546487249,ISOMAP,0.85,celegans
0.65,0.5429818408541813,0.1836521667471654,ISOMAP,0.85,celegans
0.8272251308900523,0.4878764036907231,0.1044566061665051,ISOMAP,0.85,celegans
0.9576422556774687,0.9680348366789291,0.9960923034215894,ISOMAP,0.85,drosophila
0.9451981910082469,0.9453928320622913,0.9944931015707388,ISOMAP,0.85,drosophila
0.6003976143141153,0.6271953590667134,0.5684739128689307,ISOMAP,0.85,drosophila
0.9818181818181818,1.0,0.9999999999999999,ISOMAP,0.85,london
0.9821428571428571,1.0,1.0,ISOMAP,0.85,london
0.7727272727272727,0.9444444444444444,0.986859544012537,ISOMAP,0.85,london
0.8990719257540604,0.9610312568902701,0.9688020686526996,ISOMAP,0.8,arxiv
0.9080494422671088,0.9608690346770794,0.9881520265598489,ISOMAP,0.8,arxiv
0.9192893401015229,0.9713859020310632,0.9841742129853027,ISOMAP,0.8,arxiv
0.6274509803921569,0.5376065518970417,0.27145684673167375,ISOMAP,0.8,celegans
0.6727272727272727,0.6112534489554592,0.28989661857153476,ISOMAP,0.8,celegans
0.8641304347826086,0.5275723063676568,0.10657092662326005,ISOMAP,0.8,celegans
0.9460926895481869,0.9619498657318458,0.9958712087913614,ISOMAP,0.8,drosophila
0.9467302723116676,0.9301856875822792,0.9921050180388936,ISOMAP,0.8,drosophila
0.6245847176079734,0.6632710809281268,0.613794358067608,ISOMAP,0.8,drosophila
0.8933333333333333,0.989406779661017,0.9969096315035765,ISOMAP,0.8,london
0.9852941176470589,0.9982758620689656,0.9997052540357525,ISOMAP,0.8,london
0.9259259259259259,1.0,0.9999999999999998,ISOMAP,0.8,london
0.8969072164948454,0.9614196089140573,0.9696711384906691,ISOMAP,0.95,arxiv
0.9322799097065463,0.9669170913048701,0.9884820439798476,ISOMAP,0.95,arxiv
0.9259259259259259,0.9730354693317657,0.9898297382149294,ISOMAP,0.95,arxiv
0.5555555555555556,0.5759637188208617,0.47014039746264014,ISOMAP,0.95,celegans
0.5391304347826087,0.6726998491704375,0.1716748994491616,ISOMAP,0.95,celegans
0.7872340425531915,0.4166666666666667,0.0688404018856388,ISOMAP,0.95,celegans
0.9590733590733591,0.9694503649163599,0.9964930218563217,ISOMAP,0.95,drosophila
0.9562798092209857,0.9676505128004385,0.998461943644998,ISOMAP,0.95,drosophila
0.6075949367088608,0.6694789081885856,0.5661526934152821,ISOMAP,0.95,drosophila
1.0,1.0,1.0,ISOMAP,0.95,london
0.8076923076923077,0.9047619047619048,0.9766455161682361,ISOMAP,0.95,london
0.5,0.75,0.7916666666666666,ISOMAP,0.95,london
0.9029126213592233,0.9607042059613135,0.9621758320749405,ISOMAP,0.9,arxiv
0.9232688708671242,0.9695798160365088,0.990921901360537,ISOMAP,0.9,arxiv
0.9125799573560768,0.968762113968213,0.9843355219881664,ISOMAP,0.9,arxiv
0.5661764705882353,0.5906250000000001,0.33320168958731133,ISOMAP,0.9,celegans
0.5527426160337553,0.5756345177664974,0.2149437036562487,ISOMAP,0.9,celegans
0.7802690582959642,0.4424102381798791,0.11188270622280037,ISOMAP,0.9,celegans
0.9599074787972244,0.9491197450295948,0.9931200356328149,ISOMAP,0.9,drosophila
0.9588815789473685,0.9479585977968606,0.9947554189832633,ISOMAP,0.9,drosophila
0.6330275229357798,0.6764661654135338,0.6151391465611775,ISOMAP,0.9,drosophila
0.9743589743589743,1.0,1.0,ISOMAP,0.9,london
0.8,1.0,1.0000000000000002,ISOMAP,0.9,london
0.9333333333333333,1.0,0.9999999999999999,ISOMAP,0.9,london
