,system,l1,l2,theta,accuracy,auroc,aupr,process_time,wall_time
0,arxiv,2,6,-inf,-inf,-inf,-inf,inf,inf
1,arxiv,2,6,0.1,0.7365873068505869,0.7672618118371894,0.8845070578481953,247.49641185626388,247.4964141845703
2,arxiv,2,6,0.2,0.8309092265234579,0.9004697111608124,0.9543238039057487,227.81043944507837,227.81044173240662
3,arxiv,2,6,0.30000000000000004,0.8743838177800441,0.9411305815908402,0.9731601753698567,232.01764373481274,232.01764607429504
4,arxiv,2,6,0.4,0.9105488594481522,0.9704746501461057,0.9871156344758376,232.33379569649696,232.3337984085083
5,arxiv,2,6,0.5,0.9240963855421687,0.9781062511889012,0.9907838178469544,216.54745477437973,216.54745626449585
6,arxiv,2,6,0.6000000000000001,0.9373325394462638,0.9815543248913589,0.9918620596529129,204.82159044966102,204.82159280776978
7,arxiv,2,6,0.7000000000000001,0.9450266956693691,0.9850249640849575,0.9933036900589178,191.860415648669,191.86041688919067
8,arxiv,2,6,0.8,0.9525773195876288,0.9891164075706078,0.9955165263835509,180.9431858882308,180.9431881904602
9,arxiv,2,6,0.9,0.9520590043023971,0.9877796901893287,0.9948296539308155,154.87557518482208,154.87557673454285
10,arxiv,2,6,-inf,-inf,-inf,-inf,inf,inf
11,arxiv,2,6,0.1,0.7379892351651273,0.7757309808391237,0.8903162930662122,234.74880004301667,234.7488031387329
12,arxiv,2,6,0.2,0.8346433116251216,0.8984915196436513,0.9534212008044157,226.57399961352348,226.57400107383728
13,arxiv,2,6,0.30000000000000004,0.8802544485515345,0.94914539056519,0.9776509566653017,224.38262191414833,224.38262367248535
14,arxiv,2,6,0.4,0.9118534916482189,0.9676716582595783,0.9854708816024866,216.52689319849014,216.52689480781555
15,arxiv,2,6,0.5,0.9269318591515443,0.9785404745458215,0.9909231311587156,206.57379224151373,206.57379388809204
16,arxiv,2,6,0.6000000000000001,0.9429732169726152,0.9836441482419017,0.9925227890859651,186.8304164931178,186.83041739463806
17,arxiv,2,6,0.7000000000000001,0.9369477911646586,0.9801516137394,0.9910256856079706,172.52249258756638,172.52249383926392
18,arxiv,2,6,0.8,0.947841726618705,0.9865149479724037,0.9941807743874416,163.95661146193743,163.9566125869751
