,N,k1,k2,theta,intercept,coefs,accuracy,auroc,aupr,process_time,wall_time,size_G,size_H,avg_G,avg_H,avg_R_G,avg_R_H
818,1000,30.0,10.0,0.8,0.0,2.0553001237464414,0.7740781507980187,0.5630053074588226,0.7718733402346116,0.1189127269999517,0.11891365051269531,14007.0,4290.0,28.014,8.58,29.658,14.204
819,1000,30.0,10.0,0.9,0.0,1.7751218884026005,0.7602627257799671,0.5496949285153079,0.7484035457475638,0.114078644000017,0.11407947540283203,14007.0,4290.0,28.014,8.58,28.89,11.358
820,1000,30.0,10.0,,,,,,,,,,,,,,
821,1000,30.0,10.0,0.1,0.0,14.470312789558974,0.7266552477703621,0.5289543224187915,0.7821724018955143,0.10445592499996792,0.10445737838745117,14448.0,4443.0,28.896,8.886,36.846,34.798
822,1000,30.0,10.0,0.2,0.0,10.050159532546028,0.7565332451207409,0.5257026678994593,0.7785879666887209,0.0977802140000108,0.09778094291687012,14448.0,4443.0,28.896,8.886,35.982,32.03
823,1000,30.0,10.0,0.30000000000000004,0.0,7.002980965785775,0.7638669969226151,0.5375783776215208,0.7761888462742855,0.0975259179999739,0.09752678871154785,14448.0,4443.0,28.896,8.886,35.182,29.246
824,1000,30.0,10.0,0.4,0.0,4.904276408741364,0.7675240873331566,0.5378202151957749,0.7757444932373132,0.097403259000032,0.09740400314331055,14448.0,4443.0,28.896,8.886,34.164,26.244
825,1000,30.0,10.0,0.5,0.0,3.708624821344987,0.7635321587773296,0.5397032555772474,0.7685846205043921,0.0936594650000302,0.09366011619567871,14448.0,4443.0,28.896,8.886,33.348,23.278
826,1000,30.0,10.0,0.6000000000000001,0.0,2.913592838823823,0.7643617021276595,0.5434209231114083,0.7741811304717022,0.13100426600004766,0.13100504875183105,14448.0,4443.0,28.896,8.886,32.442,20.38
827,1000,30.0,10.0,0.7000000000000001,0.0,2.4189301793267757,0.7650655021834061,0.5476522211471542,0.770359429631319,0.11972106499996471,0.11972212791442871,14448.0,4443.0,28.896,8.886,31.586,17.646
