,system,l1,l2,theta,accuracy,auroc,aupr,process_time,wall_time
0,arxiv,2,6,0.05,0.6538024254674077,0.5145534408805571,0.7320648787333507,219.26416755095124,219.26416945457458
1,arxiv,2,6,0.15,0.6779018327364651,0.5976818643389682,0.7851407652600606,212.24318565428257,212.24318647384644
2,arxiv,2,6,0.25,0.6921917156006983,0.6408662144293075,0.8216695453809765,207.710141800344,207.71014261245728
3,arxiv,2,6,0.35,0.6989852398523986,0.7018677478902953,0.866307456987245,203.52001038566232,203.52001094818115
4,arxiv,2,6,0.44999999999999996,0.721883837285186,0.7967034048187863,0.9197412392070419,198.74279496446252,198.7427954673767
5,arxiv,2,6,0.5499999999999999,0.7246608140462889,0.8434962866368263,0.9393811661588471,187.8965473882854,187.89654898643494
6,arxiv,2,6,0.65,0.7476367319378798,0.8961141854155368,0.960683366671055,182.78788686543703,182.7878875732422
7,arxiv,2,6,0.75,0.781827016520894,0.9270357940832035,0.9725655649766376,174.912607640028,174.91260838508606
8,arxiv,2,6,0.85,0.8128772635814889,0.9577012544061193,0.9835755016263709,156.47258508577943,156.47258591651917
9,arxiv,2,6,0.95,0.8533969010727056,0.9712904050445947,0.9888165032097764,140.81277780979872,140.8127784729004
10,arxiv,2,6,0.05,0.6665406427221172,0.5372868130080115,0.7409067532838435,216.3936148546636,216.3936161994934
11,arxiv,2,6,0.15,0.6708140025305778,0.588897424435225,0.775898161875561,217.5599525310099,217.55995345115662
12,arxiv,2,6,0.25,0.693718112244898,0.6587481842143587,0.8320677098352781,214.16956720873713,214.1695680618286
13,arxiv,2,6,0.35,0.7067904070568777,0.707457963392627,0.8702250663820547,203.6124273352325,203.6124289035797
14,arxiv,2,6,0.44999999999999996,0.7258695652173913,0.7840501609513137,0.9132746692474465,193.77929531410336,193.77929615974426
15,arxiv,2,6,0.5499999999999999,0.739240506329114,0.8458635469057513,0.9424902245929803,189.98443568870425,189.9844365119934
16,arxiv,2,6,0.65,0.7525562372188139,0.8890598534460115,0.958096164043168,179.25459714606404,179.25459814071655
17,arxiv,2,6,0.75,0.7796319018404908,0.9346837857666911,0.9748610338596984,169.87074832618237,169.8707492351532
18,arxiv,2,6,0.85,0.7964980544747081,0.9547007015820954,0.9817144151956186,157.78199694678187,157.78199791908264
19,arxiv,2,6,0.95,0.8375149342891278,0.9766621270273617,0.9910093588115513,138.6442350372672,138.6442356109619
20,arxiv,2,6,0.05,0.6575187260023919,0.504358173990638,0.728335227879571,219.54000598192215,219.54000735282898
21,arxiv,2,6,0.15,0.6654929577464789,0.5749633942538451,0.7786762599991437,218.32673009485006,218.326730966568
22,arxiv,2,6,0.25,0.6971712476961295,0.6525426854269927,0.8273893143776251,206.4796773865819,206.47967839241028
23,arxiv,2,6,0.35,0.7031134856300664,0.6978901262167552,0.863551294279353,205.950675342232,205.95067620277405
24,arxiv,2,6,0.44999999999999996,0.7224347065894438,0.79268583525361,0.9149827792623506,194.6946166716516,194.69461750984192
25,arxiv,2,6,0.5499999999999999,0.7357274401473296,0.8544392681075057,0.945434900221994,191.6189941354096,191.61899518966675
26,arxiv,2,6,0.65,0.7486955058071032,0.8960429544113518,0.9609210456975803,185.1570449322462,185.15704560279846
27,arxiv,2,6,0.75,0.788722341184868,0.929092190978901,0.9740841406037805,174.94173446297646,174.941734790802
28,arxiv,2,6,0.85,0.8101367658889783,0.9569258801951595,0.9835952753972161,158.6303837224841,158.63038444519043
29,arxiv,2,6,0.95,0.835016835016835,0.970759836339139,0.9883785226137465,139.35742948949337,139.35743069648743
30,arxiv,2,6,0.05,0.6663517258755354,0.5148614937017456,0.7313392748409913,220.6697411686182,220.66974258422852
31,arxiv,2,6,0.15,0.6644144144144144,0.5680350831879207,0.7748347320514994,218.15179164335132,218.1517927646637
32,arxiv,2,6,0.25,0.6935535599743425,0.649704418317557,0.8283332775797729,207.15776321664453,207.15776443481445
33,arxiv,2,6,0.35,0.7061951856689681,0.711136944860949,0.8726464064019285,203.1187184676528,203.11871933937073
34,arxiv,2,6,0.44999999999999996,0.7267046700285025,0.7920201736665873,0.9180568042094897,196.4084426239133,196.40844345092773
35,arxiv,2,6,0.5499999999999999,0.7290916366546618,0.8386480360028078,0.9375295037024155,186.7965685389936,186.7965693473816
36,arxiv,2,6,0.65,0.7641509433962265,0.900458660138127,0.9629839225507626,179.66634133085608,179.66634225845337
37,arxiv,2,6,0.75,0.8009708737864077,0.9447365601262339,0.9795288007544947,168.53399104997516,168.53399205207825
38,arxiv,2,6,0.85,0.8203921568627451,0.9600289289027778,0.9851235308395669,153.49718521162868,153.49718594551086
39,arxiv,2,6,0.95,0.8372093023255814,0.9739864629125672,0.9880140839258342,134.24514801055193,134.24514865875244
40,arxiv,2,6,0.05,0.6608871733215212,0.5584713018914329,0.7630359429460799,217.13534841686487,217.13535118103027
41,arxiv,2,6,0.15,0.6679797411367473,0.5812486515391697,0.7739004446473268,214.5756842829287,214.57568502426147
42,arxiv,2,6,0.25,0.6941813261163735,0.6460880965434955,0.8248118460622156,267.23370822891593,267.2337098121643
43,arxiv,2,6,0.35,0.7038436722278552,0.7185939928294984,0.8757408818936858,275.80970277264714,275.8097047805786
44,arxiv,2,6,0.44999999999999996,0.7176881896645908,0.7820781869456723,0.9145492065491716,270.5621208883822,270.56212401390076
45,arxiv,2,6,0.5499999999999999,0.7509876218066895,0.8639640074589054,0.9501285876927359,267.8782293051481,267.8782320022583
46,arxiv,2,6,0.65,0.7441422951941167,0.8999088653909316,0.9608778837330021,262.1257515922189,262.1257553100586
