,N,gamma,kmin,prob,sign,pfi,dimensions,walk_length,num_walks,workers,window,min_count,batch_words,repetition,largest_component,Accuracy,AUROC
0,500,2.0,3,0.0,-1,0.05,128,30,200,8,10,1,4,1,[True],0.5009179926560587,0.5112260445131598
1,500,2.0,3,0.0,-1,0.33,128,30,200,8,10,1,4,1,[True],0.499031007751938,0.5072641033858809
2,500,2.0,3,0.0,-1,0.67,128,30,200,8,10,1,4,1,[True],0.49984321103794294,0.5047458571098179
3,500,2.0,3,0.0,-1,0.95,128,30,200,8,10,1,4,1,[True],0.5075733161456655,0.4857179058966242
