,dimensions,walk_length,num_walks,workers,window,min_count,batch_words,largest_component,metric,N,tau1,tau2,mu,avg_k,min_community,prob,pfi,repetition,Accuracy,AUROC
0,128,30,200,8,10,1,4,True,inverse,500,2.1,1.0,0.1,5,1,1.0,0.05,0,0.5039483129935391,0.5077054631376361
1,128,30,200,8,10,1,4,True,negexp,500,2.1,1.0,0.1,5,1,1.0,0.05,0,0.49361129791526565,0.4918566107090697
2,128,30,200,8,10,1,4,True,inverse,500,2.1,1.0,0.1,5,1,1.0,0.33,0,0.49302788844621515,0.5000857689516395
3,128,30,200,8,10,1,4,True,negexp,500,2.1,1.0,0.1,5,1,1.0,0.33,0,0.4781021897810219,0.49218679918907765
4,128,30,200,8,10,1,4,True,inverse,500,2.1,1.0,0.1,5,1,1.0,0.67,0,0.5128712871287129,0.4739635995955511
5,128,30,200,8,10,1,4,True,negexp,500,2.1,1.0,0.1,5,1,1.0,0.67,0,0.48148148148148145,0.45638826959355183
6,128,30,200,8,10,1,4,True,inverse,500,2.1,1.0,0.1,5,1,1.0,0.95,0,0.46835443037974683,0.5279106858054227
7,128,30,200,8,10,1,4,True,negexp,500,2.1,1.0,0.1,5,1,1.0,0.95,0,0.48717948717948717,0.5121136173767753
