,N,gamma,kmin,prob,sign,pfi,repetition,largest_component,Accuracy,AUROC
0,500,2.0,3,0.0,-1,0.05,1,True,0.4909379968203498,0.5165533908730688
1,500,2.0,3,0.0,-1,0.33,1,True,0.5153701380175659,0.4147822445561139
2,500,2.0,3,0.0,-1,0.67,1,True,0.6130365659777425,0.5003380884093103
3,500,2.0,3,0.0,-1,0.95,1,True,0.4067258883248731,0.44894589548858643
