,dimensions,walk_length,num_walks,workers,window,min_count,batch_words,largest_component,metric,N,tau1,tau2,mu,avg_k,min_community,prob,pfi,repetition,Accuracy,AUROC
0,128,30,200,8,10,1,4,True,inverse,100,2.1,1.0,0.1,5,1,1.0,0.05,0,0.5,0.4806855104164454
1,128,30,200,8,10,1,4,True,negexp,100,2.1,1.0,0.1,5,1,1.0,0.05,0,0.5,0.5081232853223594
2,128,30,200,8,10,1,4,True,inverse,100,2.1,1.0,0.1,5,1,1.0,0.33,0,0.5,0.4765668188612027
3,128,30,200,8,10,1,4,True,negexp,100,2.1,1.0,0.1,5,1,1.0,0.33,0,0.5,0.5127935358976516
4,128,30,200,8,10,1,4,True,inverse,100,2.1,1.0,0.1,5,1,1.0,0.67,0,0.5,0.4598319467901003
5,128,30,200,8,10,1,4,True,negexp,100,2.1,1.0,0.1,5,1,1.0,0.67,0,0.5,0.4785230230101265
6,128,30,200,8,10,1,4,True,inverse,100,2.1,1.0,0.1,5,1,1.0,0.95,0,0.5,0.4918551838588523
7,128,30,200,8,10,1,4,True,negexp,100,2.1,1.0,0.1,5,1,1.0,0.95,0,0.5,0.5018274853801169
