,N,gamma,kmin,prob,sign,pfi,repetition,largest_component,Accuracy,AUROC
0,10000,2.1,3,0.0,-1,0.05,1,True,0.4740679423095291,0.49653455327348106
1,10000,2.1,3,0.0,-1,0.33,1,True,0.48506898017143985,0.5015464911706808
2,10000,2.1,3,0.0,-1,0.67,1,True,0.41774806097887135,0.4931084476110284
3,10000,2.1,3,0.0,-1,0.95,1,True,0.29228444009238663,0.5073436669056652
