,N,gamma,kmin,prob,sign,pfi,repetition,largest_component,Accuracy,AUROC
0,10000,2.1,3,0.0,-1,0.05,1,True,0.49671473583465064,0.6079859521152694
1,10000,2.1,3,0.0,-1,0.33,1,True,0.48953883797121883,0.5005065723117978
2,10000,2.1,3,0.0,-1,0.67,1,True,0.4108808019631389,0.4969385207354844
3,10000,2.1,3,0.0,-1,0.95,1,True,0.2915584548373244,0.4642972867341753
