,T2,theta,dim,intercept,coefs,accuracy,auroc,aupr
76,1.0,0.5900000000000001,100,0.12854875100408342,[-16.66446283   7.42908055],0.7524396507447355,0.8499250786146929,0.8514314014963171
77,1.0,0.68,10,0.18882956863412204,[-9.99301722  7.52793083],0.679771265189421,0.756667770974695,0.7620504270037581
78,1.0,0.68,19,0.2101283863165851,[-10.53586931   8.7884942 ],0.6997855611150822,0.7826783150713505,0.7820849030186392
79,1.0,0.68,28,0.18260167307358793,[-11.70307432  10.06020517],0.7083631165117942,0.7960772524816255,0.7997224097730293
80,1.0,0.68,37,0.10935511117677349,[-12.83083787  10.66601157],0.7169406719085061,0.8108074945704855,0.8201737861357784
81,1.0,0.68,46,0.17220455593705575,[-14.05044051  11.09278932],0.7283774124374554,0.8327668642151028,0.8433843638520491
82,1.0,0.68,55,0.22370966069203962,[-13.67294227  10.28675068],0.7519656897784132,0.849812063133699,0.8632382340312452
83,1.0,0.68,64,0.2864857746248638,[-13.35622168   9.2185829 ],0.7641172265904217,0.8625586408013187,0.876865316190143
84,1.0,0.68,73,0.2707425453324184,[-14.67922673   8.71658464],0.7741243745532523,0.8740516243553091,0.8853131019376822
85,1.0,0.68,82,0.3005085366515893,[-15.2852228   8.1544553],0.7805575411007862,0.8734626600735387,0.8840928189123186
86,1.0,0.68,91,0.2668190154913324,[-14.83575175   7.45988174],0.7741243745532523,0.8691067784062789,0.8769931021563894
87,1.0,0.68,100,0.1821809823179665,[-14.53459814   6.69138716],0.7662616154395997,0.8588285336834399,0.8665819874564368
88,1.0,0.77,10,0.13862616776266365,[-8.41537564  5.97218355],0.6583564173591875,0.7320720597768604,0.7106142671346598
89,1.0,0.77,19,-0.023748857048659325,[-9.23407265  6.78032878],0.6740535549399815,0.7456890374970145,0.7465292467580209
90,1.0,0.77,28,-0.12824754521691856,[-10.7482849    8.06034386],0.6786703601108033,0.7705346480603228,0.77088151078187
91,1.0,0.77,37,-0.2600467007123504,[-11.99260895   9.06757747],0.6989843028624192,0.8004981405029171,0.804400803386279
92,1.0,0.77,46,-0.20315286427018972,[-13.58578756   9.88337106],0.7229916897506925,0.8218942986795865,0.8240426637358976
93,1.0,0.77,55,-0.1238486049977742,[-15.02274766  10.38585225],0.7516158818097877,0.8498379337404893,0.8517145397891968
94,1.0,0.77,64,-0.10159119139928967,[-15.01179598   9.6654664 ],0.7636195752539243,0.8611484526937119,0.8581402417542694
95,1.0,0.77,73,-0.025023279440187444,[-14.8713558    8.84442807],0.775623268698061,0.8721894298679587,0.8738921547095297
96,1.0,0.77,82,0.07465008286509457,[-15.07204244   8.00583236],0.7774699907663897,0.8721518987341772,0.8723262664253095
97,1.0,0.77,91,0.06858167690007583,[-14.60769672   7.16175535],0.7710064635272391,0.8656419529837251,0.8635448932376545
98,1.0,0.77,100,-0.035040134910531,[-14.22918805   6.49808492],0.7673130193905817,0.8584393872189431,0.8560318711031624
99,1.0,0.86,10,0.0597695429380819,[-8.26912312  4.6314369 ],0.6759689922480621,0.7426914737086656,0.6932352273398346
100,1.0,0.86,19,-0.23318967348107963,[-9.39829509  5.69980674],0.7317829457364341,0.7891853171222798,0.7628979237662091
101,1.0,0.86,28,-0.1887348202378896,[-11.05326513   6.59277706],0.7178294573643411,0.7947901339735151,0.7827172593552014
102,1.0,0.86,37,-0.08737933722910175,[-12.62010896   7.64777035],0.7364341085271318,0.8181967784403315,0.8107956002110015
103,1.0,0.86,46,0.01863999683544794,[-13.15442438   7.82240452],0.7348837209302326,0.8344981801285525,0.8275847005949578
104,1.0,0.86,55,-0.0010902880366609967,[-14.14927883   8.05920927],0.7612403100775194,0.8567916053589406,0.8518362561841486
105,1.0,0.86,64,-0.0889980351071569,[-14.01354637   7.64305508],0.7767441860465116,0.8796464802911794,0.8748564055800006
106,1.0,0.86,73,-0.03226001726883797,[-13.33295498   7.00616858],0.8046511627906977,0.8955413149539224,0.891854516031019
107,1.0,0.86,82,0.02469829407975647,[-12.80874212   6.49787998],0.8,0.8981452799504376,0.8924324744273839
108,1.0,0.86,91,0.031087263739256403,[-12.08295232   5.75119235],0.7891472868217054,0.8922500580810037,0.8852302718063749
109,1.0,0.86,100,0.011295299451865982,[-11.85530385   5.36634591],0.7891472868217054,0.8798110431348254,0.8708603098906249
110,1.0,0.95,10,0.5695695214283762,[-7.86322327  4.01391385],0.6150234741784038,0.6713274336283186,0.6820539960582357
111,1.0,0.95,19,0.14687892934090682,[-9.96744475  4.92566467],0.6384976525821596,0.7033628318584071,0.7314683938232933
112,1.0,0.95,28,0.16081587311203627,[-10.25184865   5.34726486],0.6384976525821596,0.7353097345132743,0.7797861072745662
113,1.0,0.95,37,0.22408228900314892,[-11.92925697   6.2669339 ],0.6666666666666666,0.7836283185840709,0.8249502495551094
114,1.0,0.95,46,0.13520546176727583,[-12.98111018   6.86927904],0.704225352112676,0.8164601769911506,0.8501987672934127
115,1.0,0.95,55,0.07429252343907156,[-13.50891348   7.30213118],0.7230046948356808,0.8439823008849558,0.8749758975589377
116,1.0,0.95,64,0.16947541564399007,[-13.69648578   7.19139368],0.784037558685446,0.8831858407079646,0.9029198703151055
117,1.0,0.95,73,0.06682616330324584,[-12.75151689   6.25825908],0.7934272300469484,0.8778761061946903,0.8910405770811465
118,1.0,0.95,82,0.041330380115800584,[-12.36908643   5.86221685],0.7981220657276995,0.871504424778761,0.8869798766194362
119,1.0,0.95,91,0.04029867428816527,[-11.27411387   5.25381382],0.7887323943661971,0.8659292035398231,0.886672005451021
120,1.0,0.95,100,0.06168359971309882,[-11.2641443    5.13503327],0.7699530516431925,0.8525663716814159,0.8770381656108293
121,2.0,0.05,10,-0.5768563710697879,[-94.93523286 187.10799177],0.5625425652667423,0.5931693465264893,0.5845724538577606
122,2.0,0.05,19,-2.5684750850206854,[-72.78524772 217.66824913],0.5673098751418842,0.6113799216656359,0.5895779572528149
123,2.0,0.05,28,-0.059650997126053526,[-59.47646396 133.86084471],0.5854710556186152,0.6221559472273758,0.6112883409648429
124,2.0,0.05,37,-0.7563815459011605,[-59.81872139 102.49947778],0.5877412031782066,0.6408576582148011,0.6304931298242658
125,2.0,0.05,46,0.5102202568743462,[-67.19736612  87.39093853],0.6104426787741203,0.6705019583591012,0.6707160280481379
126,2.0,0.05,55,-0.35781346565902705,[-53.34210055  61.14244272],0.6338251986379114,0.694902700474129,0.699362757866487
127,2.0,0.05,64,-0.3129119580277086,[-59.57333358  82.75283616],0.6538024971623155,0.7195905998763141,0.7191785675422198
128,2.0,0.05,73,0.10291580946863232,[-68.01033603  78.42704267],0.6733257661748013,0.7457101628530199,0.7493926910386084
129,2.0,0.05,82,-0.4401599261874699,[-62.71813957  62.28831011],0.6678774120317821,0.7471890331890332,0.7525000212079501
130,2.0,0.05,91,-0.3297767101424478,[-55.11400191  63.72232637],0.6687854710556186,0.748062049062049,0.7493886567778953
131,2.0,0.05,100,-1.024183537519348,[-50.52920527  76.82879283],0.6615209988649262,0.7477555143269429,0.7469200579174063
132,2.0,0.14,10,0.013420668307563952,[-17.19490082  32.7883863 ],0.5988941945212365,0.6321511945185545,0.6146424336073589
133,2.0,0.14,19,0.5519575275818012,[-24.38115259  38.44571304],0.6117114852978135,0.6633211051823106,0.6540694878751949
134,2.0,0.14,28,0.9634034737734537,[-25.63979366  39.88138987],0.6473988439306358,0.713071994502385,0.7057177419664905
135,2.0,0.14,37,0.9002892921426568,[-33.01686376  43.90053403],0.6692636340789143,0.7433677439566658,0.7476458994132819
136,2.0,0.14,46,0.6568911256316783,[-38.02322771  44.89311877],0.6848454385524001,0.7702679076724069,0.7821713277343146
137,2.0,0.14,55,0.18852064346786587,[-120.81089557  118.90872853],0.7034430761497864,0.7935295648395182,0.7999607245685119
138,2.0,0.14,64,1.7284376331147078,[-95.7506279   76.46190992],0.7232973108821312,0.8133425802409249,0.8177402786564332
139,2.0,0.14,73,1.022001350856702,[-108.38809839   74.25203026],0.7456647398843931,0.8366978433988196,0.8385611748313226
140,2.0,0.14,82,1.5325035587454436,[-126.03068594   68.051198  ],0.7532043226941443,0.8468683048346674,0.8515113586840837
141,2.0,0.14,91,0.47895492814562074,[-118.14659095   62.16390693],0.7680321688866549,0.8609855030721967,0.8637481213902962
142,2.0,0.14,100,0.8247460232679544,[-199.85660121   81.88450102],0.7720532797185222,0.8636141765704584,0.8672557038031294
143,2.0,0.22999999999999998,10,-0.14426271420847522,[-17.60125782  25.38950382],0.6287793952967525,0.6734362472630859,0.6393830576141337
144,2.0,0.22999999999999998,19,-0.5002732475616651,[-19.14535256  26.81059838],0.6480963045912654,0.7008855012766257,0.6728785426575427
145,2.0,0.22999999999999998,28,-0.6977286779790401,[-24.13468527  30.36172975],0.6732922732362822,0.7399352264956179,0.7177935284592276
146,2.0,0.22999999999999998,37,-0.6446403268754831,[-24.65764875  30.2867084 ],0.6973684210526315,0.7777282366136169,0.7659883141637285
147,2.0,0.22999999999999998,46,-0.48554542865988554,[-27.38793413  29.02560799],0.7192049272116461,0.8114187366564167,0.8059767819337359
148,2.0,0.22999999999999998,55,-0.2691024700079787,[-32.29844805  27.77670058],0.7502799552071668,0.8405229163942687,0.8367258515050642
149,2.0,0.22999999999999998,64,-0.19208479938975687,[-45.43120565  31.59107673],0.7623180291153415,0.8614321096352234,0.8579903874208669
150,2.0,0.22999999999999998,73,-1.0350645480913516,[-89.4982537   59.76265585],0.7833146696528556,0.8781478628161268,0.8745672711986623
151,2.0,0.22999999999999998,82,-0.3675306009656209,[-81.4008488   46.53776754],0.7981522956326987,0.8897513127624623,0.8866685553443341
152,2.0,0.22999999999999998,91,-0.1195204657084524,[-66.13037958  37.46192027],0.8085106382978723,0.8989786681391052,0.8959998882834838
153,2.0,0.22999999999999998,100,0.5355684450659786,[-106.96715903   55.33274948],0.8152295632698768,0.9021348792684964,0.9003911621101734
154,2.0,0.32,10,-0.058798486727186225,[-10.78398833  16.63542683],0.6595062520038474,0.7127814249847244,0.6943643025202293
155,2.0,0.32,19,0.14898608508145725,[-13.8536693   18.89151486],0.6809874959923052,0.7392637658419127,0.73238790019444
156,2.0,0.32,28,0.10351917943536575,[-15.61159155  20.52799384],0.6979801218339211,0.770682788390451,0.7678233881076626
157,2.0,0.32,37,0.13948414358599087,[-17.82691531  22.69399487],0.7165758255851234,0.7985199823355118,0.8002204785985009
158,2.0,0.32,46,0.024705305504092445,[-21.56194847  23.35327251],0.7425456877204232,0.8241774869880649,0.8278117532290845
159,2.0,0.32,55,0.28571127227340587,[-28.46691543  24.86135686],0.7572940044886182,0.8443662371432871,0.8484289293514906
160,2.0,0.32,64,0.2835118017742175,[-29.23613111  23.28544509],0.7797370952228279,0.8653674879666841,0.8698361278708877
161,2.0,0.32,73,0.40970404086840456,[-30.38707416  21.9847524 ],0.7928823340814364,0.8845332109648116,0.8883102820889517
162,2.0,0.32,82,0.3727284121261648,[-32.48357311  20.46838808],0.8092337287592177,0.8993354435324371,0.903172092800641
163,2.0,0.32,91,0.20435781226505245,[-32.8124809   18.10689884],0.8175697338890671,0.9092359450953496,0.9123151303258602
164,2.0,0.32,100,0.045308191150520885,[-35.46084983  16.76663595],0.8249438922731644,0.9140940905379032,0.9165036081275824
165,2.0,0.41,10,-0.4121028717703513,[-9.99395505 12.44631255],0.6638345031400074,0.734721890079507,0.727428344490535
166,2.0,0.41,19,-0.3331182750028859,[-12.44897437  14.80880517],0.6752862947912819,0.7588949639156515,0.7599015566292707
167,2.0,0.41,28,-0.3183711555654337,[-14.39402923  15.80554097],0.7107499076468415,0.7950153477233938,0.7968198603730932
168,2.0,0.41,37,-0.26967712428631074,[-16.68509715  16.88759804],0.7366087920206871,0.8251986577430384,0.8303462165017784
169,2.0,0.41,46,-0.17429961683468198,[-18.57536212  17.58563978],0.7550794237162911,0.8450447764779624,0.8515552828772184
170,2.0,0.41,55,-0.16068033464435735,[-21.58283034  18.64983104],0.7765053564831917,0.8626676319734956,0.8680418904105625
171,2.0,0.41,64,0.17803517623415044,[-24.0867126   19.32927578],0.7923900997414112,0.8844432723901499,0.8890575395786867
172,2.0,0.41,73,0.32163315326097347,[-27.71300589  19.78332416],0.8104913188031031,0.9030947693255192,0.9064219607539503
173,2.0,0.41,82,0.21694124662124087,[-27.30227861  17.06571863],0.8311784263021795,0.916339346845445,0.9195398578001415
174,2.0,0.41,91,0.11128450353306592,[-28.58854297  15.44907998],0.842260805319542,0.9244024980044138,0.9277996963716383
175,2.0,0.41,100,0.10987750392282282,[-31.40314827  13.70586338],0.8418913926856298,0.9276047177733299,0.9304354421202942
176,2.0,0.49999999999999994,10,-0.22445961953337784,[-9.72551814 10.93423218],0.6767895878524945,0.7433179001653769,0.74484566692314
177,2.0,0.49999999999999994,19,-0.044882019646953625,[-12.62680536  13.08299929],0.7123644251626898,0.7857119188839922,0.7981962853929326
178,2.0,0.49999999999999994,28,0.0669382037402815,[-15.89522423  14.77261688],0.7327548806941432,0.816118372498637,0.8245268528772465
179,2.0,0.49999999999999994,37,0.23968125982228705,[-17.81110042  15.48332521],0.747939262472885,0.8441428265892297,0.8557886199016005
180,2.0,0.49999999999999994,46,0.28331321467993653,[-19.16218579  15.31539842],0.7700650759219089,0.8674492196560522,0.8785499912590796
181,2.0,0.49999999999999994,55,0.28478627115454286,[-21.01815721  15.32718938],0.782646420824295,0.8841239694067821,0.8948729228983245
182,2.0,0.49999999999999994,64,0.24906267493955003,[-21.58745981  14.55115293],0.8,0.8983150535140328,0.906895179459889
183,2.0,0.49999999999999994,73,0.25794781018487084,[-22.18889601  13.35709171],0.8225596529284165,0.9131191466673093,0.9188066081054047
184,2.0,0.49999999999999994,82,0.3019446222985292,[-22.88435545  12.16307421],0.8351409978308026,0.9233015733396793,0.9268985650704339
185,2.0,0.49999999999999994,91,0.3220013298004242,[-24.1441251  10.9342964],0.848590021691974,0.9302480050848122,0.9325259109790549
186,2.0,0.49999999999999994,100,0.28801307730237885,[-23.60199845   9.45478894],0.8581344902386118,0.9359119375604348,0.9377703764459665
187,2.0,0.5900000000000001,10,0.01607133592406494,[-8.33325322  6.94813943],0.6810526315789474,0.7343567684007221,0.7147385289477807
188,2.0,0.5900000000000001,19,0.14801935131437746,[-10.01018269   8.68067627],0.6947368421052632,0.7637722158876216,0.7536569136623341
189,2.0,0.5900000000000001,28,0.0595533466727852,[-12.5302198   10.23819822],0.7205263157894737,0.7937527910102598,0.7867437716493475
190,2.0,0.5900000000000001,37,0.0627971685037188,[-13.89051913  10.93451176],0.7336842105263158,0.8243683036530515,0.8182479004444869
191,2.0,0.5900000000000001,46,0.09431917966386966,[-15.93334662  11.57767087],0.758421052631579,0.8524241205339681,0.8527161846560951
192,2.0,0.5900000000000001,55,0.1503791185150506,[-17.85989606  11.93568361],0.781578947368421,0.8761594812349922,0.8782836420134053
193,2.0,0.5900000000000001,64,0.11325194451318263,[-21.15380853  12.57427724],0.7947368421052632,0.8931133103071524,0.8956356928327974
194,2.0,0.5900000000000001,73,0.09122641951247193,[-22.20199742  11.89452547],0.8194736842105264,0.9093834457494091,0.9119139659812122
195,2.0,0.5900000000000001,82,0.11472559304337235,[-22.5053739   11.32097695],0.8363157894736842,0.9228024568646941,0.9253562448897693
196,2.0,0.5900000000000001,91,0.15008921028773867,[-21.89220705  10.44414747],0.848421052631579,0.9330689422472799,0.9345875430433433
197,2.0,0.5900000000000001,100,0.18898708017691374,[-22.61501097   9.74693842],0.8563157894736843,0.9410272690705644,0.9419111862803522
198,2.0,0.68,10,-0.4725143997565237,[-10.01202586   6.75170944],0.7030048916841369,0.7636573666177191,0.7598903215461923
199,2.0,0.68,19,-0.2088006158528528,[-10.87636893   7.7399624 ],0.7197763801537387,0.7863338228095937,0.7861543102381374
200,2.0,0.68,28,-0.031816813166467554,[-12.9169823    9.00434395],0.7316561844863732,0.8103416544297601,0.8203067491362168
201,2.0,0.68,37,0.0736691120115947,[-13.40778119   9.2365098 ],0.7512229210342418,0.8347567302985806,0.8481853563144859
202,2.0,0.68,46,0.235190972906202,[-14.82482364   9.52498498],0.7617051013277428,0.8569006363191385,0.8669464352051803
203,2.0,0.68,55,0.29227030314107977,[-16.49304401   9.63569123],0.7889587700908456,0.878098874204601,0.8855048189845702
204,2.0,0.68,64,0.3736180931800691,[-17.3323287    9.42823858],0.803633822501747,0.8975819872736172,0.9029983332860079
205,2.0,0.68,73,0.3346614407987814,[-17.77160664   9.16554039],0.8134171907756813,0.9123543808125305,0.9164921074271906
206,2.0,0.68,82,0.3751816132430373,[-18.67468733   8.94394652],0.8336827393431167,0.928099853157122,0.9325058835414891
207,2.0,0.68,91,0.3097064699736673,[-18.83092356   8.44806181],0.8518518518518519,0.9400039158100832,0.943424762885599
208,2.0,0.68,100,0.3285828181506707,[-18.81343757   7.7217077 ],0.8721174004192872,0.9503906020558003,0.9528616786711954
209,2.0,0.77,10,0.46050778043981383,[-10.36961238   4.97234619],0.7029795158286778,0.7860694964627549,0.7855133752766517
210,2.0,0.77,19,0.20363106949888768,[-11.46212456   6.63530778],0.7374301675977654,0.8164412539880703,0.8274513254701281
211,2.0,0.77,28,0.11023458352167062,[-13.2558657    8.15760807],0.7532588454376163,0.8496462754889721,0.8591272108944152
212,2.0,0.77,37,0.10988785911123256,[-15.2935142    8.90067887],0.7802607076350093,0.8760091552226382,0.883555767212089
213,2.0,0.77,46,0.06956057309769148,[-17.25817052   9.55636373],0.7877094972067039,0.8942363712026634,0.8999456651475624
214,2.0,0.77,55,0.16113919163024484,[-17.46352136   9.47385819],0.8054003724394786,0.9081391316410043,0.9111638125054983
215,2.0,0.77,64,0.17058321169721222,[-17.19419933   8.98528605],0.8296089385474861,0.9258184214176722,0.9269229279099538
216,2.0,0.77,73,0.1975800297161437,[-17.44528105   8.63541816],0.8547486033519553,0.9386322652240255,0.9403804503290064
217,2.0,0.77,82,0.1950159087456457,[-17.74325058   7.92235363],0.8705772811918063,0.9504820363434596,0.9517307754220274
218,2.0,0.77,91,0.2662629780857544,[-17.74757806   7.16625675],0.8752327746741154,0.9573623248716883,0.9590087698327366
219,2.0,0.77,100,0.27319379087562423,[-17.57301798   6.66254888],0.88268156424581,0.9607296435011791,0.9628460105273119
220,2.0,0.86,10,0.5203894170343901,[-7.48651826  3.7735845 ],0.620583717357911,0.68932350718065,0.6758626132788833
221,2.0,0.86,19,0.3910777013407449,[-10.50538743   4.63391507],0.6835637480798771,0.7520219198790628,0.7320401059115457
222,2.0,0.86,28,0.29146377603049667,[-12.35815546   5.89725849],0.7112135176651305,0.7888227513227513,0.7792104952976382
223,2.0,0.86,37,0.24183165376638704,[-14.17014798   6.7928914 ],0.7250384024577573,0.8178193499622071,0.8120872306120458
224,2.0,0.86,46,0.28243704534224223,[-15.76479204   7.62463312],0.7542242703533026,0.8468442932728647,0.8427322609652768
225,2.0,0.86,55,0.4233640228380886,[-15.65878309   7.58462959],0.7772657450076805,0.87531179138322,0.8731126116146175
226,2.0,0.86,64,0.360215709614773,[-16.69937228   7.48272285],0.804915514592934,0.8973922902494331,0.8954300966472473
227,2.0,0.86,73,0.2288391654481547,[-16.65240675   7.28881855],0.8187403993855606,0.9142290249433107,0.9135477814420939
228,2.0,0.86,82,0.18066412006305851,[-16.6295205    7.16596903],0.8433179723502304,0.9296390778533635,0.9290598053036587
229,2.0,0.86,91,0.2136744171594708,[-16.17239388   6.73911755],0.8509984639016898,0.9400699168556311,0.9388509960053495
230,2.0,0.86,100,0.20322909294492061,[-16.33798457   6.62883172],0.8709677419354839,0.9483276643990931,0.9476558037863816
231,2.0,0.95,10,-0.26395990432427846,[-7.41221112  3.08238692],0.594488188976378,0.689132998200211,0.7287057488773554
232,2.0,0.95,19,-1.3385170024895925,[-9.18149364  3.49234547],0.6417322834645669,0.692484329423447,0.7021883167136946
233,2.0,0.95,28,-0.3268850088662925,[-11.32903977   4.15306602],0.6968503937007874,0.7462297523738598,0.7542059164772492
