,system,l1,l2,features,theta,intercept,coefficients,accuracy,auroc,aupr,log_penalty,coef_emb,coef_deg
0,LFR_PC-True_N-500_mu-0.1_t1-2.1_t2-1.0_kavg-6.0_kmax-31_prob-1.0_dimensions-128walklength-30,1,2,"{'imb', 'emb'}",0.05,0.07007757392299678,[-3.5030112763706667],0.5960202147820594,0.641520607860039,0.6225388667259764,-1.0,-3.5030112763706667,
1,LFR_PC-True_N-500_mu-0.1_t1-2.1_t2-1.0_kavg-6.0_kmax-31_prob-1.0_dimensions-128walklength-30,1,2,"{'imb', 'emb'}",0.075,-0.034347599639600594,[-4.335237073591399],0.6673151750972762,0.7343018940134707,0.726565880086574,-1.0,-4.335237073591399,
2,LFR_PC-True_N-500_mu-0.1_t1-2.1_t2-1.0_kavg-6.0_kmax-31_prob-1.0_dimensions-128walklength-30,1,2,"{'imb', 'emb'}",0.1,-0.10571985204651325,[-5.605392350422545],0.6982729427700644,0.7691733910737796,0.7535355618906959,-1.0,-5.605392350422545,
3,LFR_PC-True_N-500_mu-0.1_t1-2.1_t2-1.0_kavg-6.0_kmax-31_prob-1.0_dimensions-128walklength-30,1,2,"{'imb', 'emb'}",0.125,0.03892298029034837,[-7.321062195304929],0.7213452299245025,0.7920367926897001,0.7910091046164266,-1.0,-7.321062195304929,
4,LFR_PC-True_N-500_mu-0.1_t1-2.1_t2-1.0_kavg-6.0_kmax-31_prob-1.0_dimensions-128walklength-30,1,2,"{'imb', 'emb'}",0.15,0.1159743445298931,[-7.612561703054917],0.7475177304964539,0.822332619324726,0.8089343623767334,-1.0,-7.612561703054917,
5,LFR_PC-True_N-500_mu-0.1_t1-2.1_t2-1.0_kavg-6.0_kmax-31_prob-1.0_dimensions-128walklength-30,1,2,"{'imb', 'emb'}",0.175,0.2104399833022923,[-6.916797444251989],0.7398697539797395,0.8249837662337662,0.8291007524810672,-1.0,-6.916797444251989,
6,LFR_PC-True_N-500_mu-0.1_t1-2.1_t2-1.0_kavg-6.0_kmax-31_prob-1.0_dimensions-128walklength-30,1,2,"{'imb', 'emb'}",0.2,-0.11208417695262411,[-9.390411841040269],0.7715256797583081,0.840139191945122,0.8328126245247254,-1.0,-9.390411841040269,
7,LFR_PC-True_N-500_mu-0.1_t1-2.1_t2-1.0_kavg-6.0_kmax-31_prob-1.0_dimensions-128walklength-30,1,2,"{'imb', 'emb'}",0.22499999999999998,-0.04395397239964261,[-8.018285382493433],0.7779915352058484,0.8511694870886778,0.8444471823445999,-1.0,-8.018285382493433,
8,LFR_PC-True_N-500_mu-0.1_t1-2.1_t2-1.0_kavg-6.0_kmax-31_prob-1.0_dimensions-128walklength-30,1,2,"{'imb', 'emb'}",0.25,0.03977188126154556,[-9.331571771329902],0.7813765182186235,0.8577271272940893,0.8514036821459375,-1.0,-9.331571771329902,
9,LFR_PC-True_N-500_mu-0.1_t1-2.1_t2-1.0_kavg-6.0_kmax-31_prob-1.0_dimensions-128walklength-30,1,2,"{'imb', 'emb'}",0.27499999999999997,-0.13565662354401176,[-10.358114587850173],0.7840679336837849,0.8668511757547208,0.8666907661108998,-1.0,-10.358114587850173,
