,N,tau1,tau2,avg_k,min_community,mu,prob,pfi,distance,rep,largest_component,dimensions,walk_length,num_walks,workers,window,min_count,batch_words,_time_embedd,AUROC,Accuracy,_time_all,kmax
139,500,2.9,1.0,5,10,0.3,1.0,0.0,inverse,1,True,128,30,100,24,10,1,4,197.3893408300355,0.48619819148716037,0.49162011173184356,197.61917055398226,22.360679774997898
140,500,2.1,1.0,5,10,0.3,1.0,0.7,inverse,3,True,128,30,100,24,10,1,4,201.70381793007255,0.8441077029614241,0.5835140997830802,201.736696847016,22.360679774997898
141,500,2.1,1.0,5,10,0.3,1.0,0.4,negexp,4,True,128,30,100,24,10,1,4,197.41171846282668,0.8189707957298404,0.7362637362637363,197.4445709339343,22.360679774997898
142,500,2.5,1.0,12,100,0.75,1.0,0.3,logistic,4,True,128,30,100,24,10,1,4,180.0244918889366,0.5013828198462305,0.4973214285714286,180.0541556829121,22.360679774997898
143,500,2.5,1.0,12,100,0.75,1.0,0.3,inverse,2,True,128,30,100,24,10,1,4,198.23590729292482,0.783936118515028,0.5263628239499554,198.56263309996575,22.360679774997898
144,500,2.5,1.0,12,100,0.75,1.0,0.3,negexp,4,True,128,30,100,24,10,1,4,200.6118302301038,0.7860993283845882,0.6980108499095841,200.82705096993595,22.360679774997898
145,500,2.5,1.0,12,100,0.75,1.0,0.3,logistic,2,True,128,30,100,24,10,1,4,169.05119270691648,0.4980706125425377,0.49475524475524474,169.13944028993137,22.360679774997898
146,500,2.9,1.0,5,10,0.1,1.0,0.9,logistic,2,True,128,30,100,24,10,1,4,179.77659020898864,0.5,0.5182926829268293,179.78541553998366,22.360679774997898
147,500,2.9,1.0,5,10,0.1,1.0,0.95,logistic,3,True,128,30,100,24,10,1,4,162.66518955491483,0.5,0.5119047619047619,162.67118674097583,22.360679774997898
148,500,2.1,1.0,5,10,0.3,1.0,0.5,inverse,1,True,128,30,100,24,10,1,4,204.99925937596709,0.8455284552845528,0.5306122448979592,205.11203638394363,22.360679774997898
149,500,2.5,1.0,12,100,0.75,1.0,0.4,logistic,1,True,128,30,100,24,10,1,4,189.92567546316423,0.5030006402568241,0.5045592705167173,189.9522372451611,22.360679774997898
