,N,tau1,tau2,avg_k,min_community,mu,prob,pfi,distance,rep,largest_component,dimensions,walk_length,num_walks,workers,window,min_count,batch_words,_time_embedd,AUROC,Accuracy,_time_all,kmax
150,500,2.5,1.0,12,100,0.75,1.0,0.5,negexp,3,True,128,30,100,24,10,1,4,206.3052842959296,0.8619808698495749,0.7655086848635235,206.4191219820641,22.360679774997898
151,500,2.9,1.0,5,10,0.1,1.0,0.9,negexp,4,True,128,30,100,24,10,1,4,181.058524599066,0.8822629969418961,0.7361963190184049,181.06713040801696,22.360679774997898
152,500,2.9,1.0,5,10,0.1,1.0,0.7,negexp,1,True,128,30,100,24,10,1,4,206.24931814102456,0.8392176092404925,0.7403651115618661,206.2679358269088,22.360679774997898
153,500,2.5,1.0,12,100,0.75,1.0,0.2,logistic,4,True,128,30,100,24,10,1,4,206.36096541793086,0.5022645676516246,0.51430781129157,206.4002882009372,22.360679774997898
154,500,2.1,1.0,5,10,0.3,1.0,0.7,logistic,1,True,128,30,100,24,10,1,4,148.77762907906435,0.5,0.5264270613107822,148.82812127796933,22.360679774997898
155,500,2.5,1.0,12,100,0.75,1.0,0.4,negexp,2,True,128,30,100,24,10,1,4,204.48502435395494,0.8199490437429686,0.7349397590361446,204.61884508398362,22.360679774997898
156,500,2.5,1.0,12,100,0.75,1.0,0.4,negexp,3,True,128,30,100,24,10,1,4,204.13975263899192,0.8291080086453647,0.7448132780082988,204.26939279586077,22.360679774997898
157,500,2.1,1.0,5,10,0.3,1.0,0.4,negexp,1,True,128,30,100,24,10,1,4,210.04847560706548,0.8426495209420768,0.734504132231405,210.11846219701692,22.360679774997898
158,500,2.1,1.0,5,10,0.3,1.0,0.7,negexp,4,True,128,30,100,24,10,1,4,200.49032261199318,0.832545960594741,0.7484909456740443,200.53181974985637,22.360679774997898
159,500,2.5,1.0,12,100,0.75,1.0,0.5,negexp,4,True,128,30,100,24,10,1,4,180.13932430092245,0.8235657215779837,0.7291925465838509,180.25230811093934,22.360679774997898
160,500,2.5,1.0,12,100,0.75,1.0,0.6,inverse,2,True,128,30,100,24,10,1,4,205.11463259486482,0.8618274697206889,0.5635528330781011,205.13386459904723,22.360679774997898
161,500,2.9,1.0,5,10,0.1,1.0,0.95,negexp,2,True,128,30,100,24,10,1,4,148.99415692291223,0.7616191904047976,0.691358024691358,149.00053620082326,22.360679774997898
162,500,2.1,1.0,5,10,0.3,1.0,0.4,logistic,2,True,128,30,100,24,10,1,4,208.88136760890484,0.5044500129612028,0.48659384309831183,209.0130650459323,22.360679774997898
163,500,2.9,1.0,5,10,0.1,1.0,0.8,logistic,4,True,128,30,100,24,10,1,4,191.26595614408143,0.5,0.49085365853658536,191.28050606907345,22.360679774997898
164,500,2.9,1.0,5,10,0.1,1.0,0.8,inverse,5,True,128,30,100,24,10,1,4,181.07382695213892,0.8557245192911901,0.5365853658536586,181.1373927781824,22.360679774997898
165,500,2.1,1.0,5,10,0.3,1.0,0.4,logistic,3,True,128,30,100,24,10,1,4,208.25836610700935,0.5031824161980666,0.5413135593220338,208.28335448517464,22.360679774997898
166,1000,2.1,1.0,5,10,0.1,0.0,0.0,inverse,1,True,128,30,100,24,10,1,4,114.91388809704222,0.44870601975140695,0.48120300751879697,114.93135259789415,31.622776601683793
167,500,2.5,1.0,12,100,0.75,1.0,0.4,logistic,2,True,128,30,100,24,10,1,4,178.54950591316447,0.4995285071811983,0.4815595363540569,178.5753390020691,22.360679774997898
168,500,2.1,1.0,5,10,0.3,1.0,0.6,logistic,1,True,128,30,100,24,10,1,4,158.23861370887607,0.5067377312952533,0.5089285714285714,158.27769058407284,22.360679774997898
169,500,2.1,1.0,5,10,0.3,1.0,0.7,inverse,1,True,128,30,100,24,10,1,4,174.07999190385453,0.8751657092355279,0.5835294117647059,174.1423697778955,22.360679774997898
170,500,2.9,1.0,5,10,0.1,1.0,0.8,negexp,1,True,128,30,100,24,10,1,4,195.49931187881157,0.8384778911564627,0.7360248447204969,195.52422415395267,22.360679774997898
171,500,2.9,1.0,5,10,0.1,1.0,0.95,negexp,3,True,128,30,100,24,10,1,4,193.27423866116442,0.7319223985890653,0.6133333333333333,193.2797399039846,22.360679774997898
172,500,2.9,1.0,5,10,0.1,1.0,0.9,inverse,1,True,128,30,100,24,10,1,4,179.6235206029378,0.7970275066548359,0.5138888888888888,179.63028058083728,22.360679774997898
173,500,2.1,1.0,5,10,0.3,1.0,0.6,logistic,4,True,128,30,100,24,10,1,4,192.35296693700366,0.5020080321285141,0.5070224719101124,192.42813332914375,22.360679774997898
174,500,2.1,1.0,5,10,0.3,1.0,0.7,negexp,2,True,128,30,100,24,10,1,4,191.85465329699218,0.8541013071895424,0.7788461538461539,191.89611664204858,22.360679774997898
175,500,2.9,1.0,5,10,0.1,1.0,0.9,inverse,2,True,128,30,100,24,10,1,4,147.14775619097054,0.8371010638297872,0.5774647887323944,147.1559011838399,22.360679774997898
176,500,2.1,1.0,5,10,0.3,1.0,0.4,negexp,5,True,128,30,100,24,10,1,4,198.66365223191679,0.834086003181095,0.735655737704918,198.88364838203415,22.360679774997898
177,500,2.1,1.0,5,10,0.3,1.0,0.7,logistic,3,True,128,30,100,24,10,1,4,180.61676123412326,0.5094140593901759,0.5021008403361344,180.635576243978,22.360679774997898
178,500,2.5,1.0,12,100,0.75,1.0,0.2,negexp,4,True,128,30,100,24,10,1,4,198.2657617391087,0.7590117709545642,0.6396946564885496,198.47186675900593,22.360679774997898
179,500,2.5,1.0,12,100,0.75,1.0,0.5,negexp,5,True,128,30,100,24,10,1,4,194.78232982102782,0.8357299195765042,0.7661388550548112,194.86039647110738,22.360679774997898
180,500,2.1,1.0,5,10,0.3,1.0,0.6,negexp,5,True,128,30,100,24,10,1,4,194.98600563313812,0.8590161659612849,0.7544426494345718,195.08131422800943,22.360679774997898
181,500,2.5,1.0,12,100,0.75,1.0,0.4,inverse,2,True,128,30,100,24,10,1,4,176.30296420119703,0.8324217974404794,0.5642857142857143,176.45365482615307,22.360679774997898
182,500,2.5,1.0,12,100,0.75,1.0,0.3,logistic,3,True,128,30,100,24,10,1,4,191.09794282517396,0.5020007708749431,0.4916151809355693,191.1272232590709,22.360679774997898
183,500,2.5,1.0,12,100,0.75,1.0,0.6,inverse,1,True,128,30,100,24,10,1,4,196.40129010891542,0.8552871633948772,0.5843071786310517,196.41968858102337,22.360679774997898
184,500,2.9,1.0,5,10,0.1,1.0,0.8,negexp,5,True,128,30,100,24,10,1,4,190.01645170198753,0.8477184466019417,0.7557755775577558,190.02912219497375,22.360679774997898
185,500,2.9,1.0,5,10,0.1,1.0,0.7,logistic,4,True,128,30,100,24,10,1,4,204.4625778440386,0.5035460992907801,0.49213483146067416,204.47591035603546,22.360679774997898
186,500,2.5,1.0,12,100,0.75,1.0,0.4,inverse,3,True,128,30,100,24,10,1,4,202.62293716799468,0.818817136675807,0.510548523206751,202.7397204390727,22.360679774997898
187,500,2.1,1.0,5,10,0.3,1.0,0.6,inverse,2,True,128,30,100,24,10,1,4,195.33242628606968,0.8541532388011602,0.5606060606060606,195.353173059877,22.360679774997898
