accuracy,auroc,pr,method,theta,mu
0.8426012253596165,0.9169078745217091,0.9127884310423571,N2V,0.85,0.1
0.6280561962675614,0.6784668157442613,0.6670336500687838,ISOMAP,0.05,0.2
0.6605186712790492,0.7197210954756608,0.7091465139118652,ISOMAP,0.1,0.3
0.6578263795798268,0.7201301507773542,0.7150345322294767,ISOMAP,0.1,0.2
,,,N2V,0.2,0.3
,,,N2V,0.35,0.2
0.645372811464882,0.6989957243392783,0.6855922316051365,ISOMAP,0.1,0.5
0.6794671092752912,0.7458092043737221,0.740194107492458,ISOMAP,0.2,0.4
0.7267772935006184,0.8103761995093143,0.8130070029346327,ISOMAP,0.25,0.2
,,,N2V,0.15,0.5
,,,N2V,0.25,0.2
0.9445334401281538,0.9879608463113044,0.9876068634130937,LE,0.95,0.1
0.7167816373561591,0.7940105121224663,0.7911554347464761,ISOMAP,0.35,0.4
,,,N2V,0.25,0.2
,,,N2V,0.15,0.2
,,,N2V,0.25,0.4
0.8456769045522348,0.9321126495455941,0.9342846886585118,ISOMAP,0.45,0.1
,,,N2V,0.05,0.4
,,,N2V,0.15,0.3
,,,N2V,0.2,0.3
0.6969631515038296,0.7706657895012772,0.7680291981190756,ISOMAP,0.15,0.2
0.8757784782178368,0.9530398650131974,0.9548761614495941,LE,0.35,0.1
0.7150638388640034,0.7925748162786943,0.7903757411804326,ISOMAP,0.35,0.4
0.6739520834682666,0.740491250926647,0.7355727597848236,ISOMAP,0.15,0.3
0.6955919657075955,0.768817778181522,0.7680434337951751,ISOMAP,0.2,0.3
,,,N2V,0.15,0.2
0.6901295804975583,0.7607902436269316,0.756309756021861,ISOMAP,0.35,0.5
0.6766226344886243,0.7429882208857306,0.7373924671273095,ISOMAP,0.25,0.5
0.665010016724088,0.725934975754585,0.7184706946281212,ISOMAP,0.15,0.4
0.730588660166125,0.8143722547182106,0.8166437251712176,ISOMAP,0.35,0.3
0.7081844852016684,0.7852122254465617,0.7854265037362298,ISOMAP,0.25,0.3
0.6909076845728429,0.7604588059260595,0.7537839861590726,ISOMAP,0.35,0.5
0.7467195662400039,0.8330463257067551,0.8367690464822767,ISOMAP,0.2,0.1
0.6849909985738,0.7552845065810305,0.7534467093005355,ISOMAP,0.15,0.2
,,,N2V,0.1,0.4
,,,N2V,0.2,0.4
0.6981747496046389,0.7699337275927047,0.7656339081277415,ISOMAP,0.25,0.4
0.7074554668304668,0.7822739301213467,0.7815696646761154,ISOMAP,0.35,0.4
,,,N2V,0.05,0.3
0.6631261076392128,0.7242126110841504,0.7126444066258912,ISOMAP,0.15,0.5
0.8176015956120668,0.8959357572632698,0.8906037365257105,N2V,0.9,0.1
,,,N2V,0.2,0.2
,,,N2V,0.25,0.2
0.6883496166863634,0.7567461424933757,0.7492174957873167,ISOMAP,0.2,0.4
0.6229425533834746,0.6690265703814597,0.6533412380386543,ISOMAP,0.05,0.4
0.7992473425911661,0.8863394405068941,0.8871531807253787,LE,0.1,0.1
0.7334628843950327,0.8170125172815581,0.8193799107266592,ISOMAP,0.35,0.3
,,,N2V,0.05,0.5
,,,N2V,0.15,0.3
0.6777473876148398,0.7447656803444855,0.7395570688613389,ISOMAP,0.2,0.4
,,,N2V,0.1,0.5
,,,N2V,0.2,0.5
0.6912472972234581,0.7609701848458179,0.7561607555487782,ISOMAP,0.35,0.5
,,,N2V,0.15,0.4
0.7096492737237938,0.790063049956326,0.7902291199938692,ISOMAP,0.2,0.2
,,,N2V,0.05,0.2
0.6913510241300833,0.7604675521002467,0.7558357110281988,ISOMAP,0.35,0.5
,,,N2V,0.2,0.2
,,,N2V,0.25,0.4
,,,N2V,0.35,0.5
,,,N2V,0.05,0.2
0.7339297751087689,0.8180144160400082,0.8194471719109342,ISOMAP,0.35,0.3
,,,N2V,0.15,0.3
,,,N2V,0.1,0.4
,,,N2V,0.35,0.3
0.7262075783555,0.8087142694439511,0.8094674742767268,ISOMAP,0.35,0.3
0.6220541308427068,0.6683922619552679,0.6544043794216661,ISOMAP,0.05,0.2
