,system,l1,l2,features,theta,intercept,coefficients,accuracy,auroc,aupr,log_penalty,coef_emb,coef_deg
0,LFR_mu-0.5_prob-0.0,1,2,"{'imb', 'emb'}",0.05,-0.025884049542458407,[-5.72897693],0.4663718444812972,0.4560263209718931,0.46548359766064706,-1.0,-5.728976932448956,
1,LFR_mu-0.5_prob-0.0,1,2,"{'imb', 'emb'}",0.075,-0.007481787541436393,[-5.83936905],0.4756398104265403,0.4640974464203107,0.47973128700017487,-1.0,-5.839369052533684,
2,LFR_mu-0.5_prob-0.0,1,2,"{'imb', 'emb'}",0.1,0.04874476212922354,[-6.12927162],0.4503105590062112,0.42769387498295197,0.4460672911289837,-1.0,-6.129271621920039,
3,LFR_mu-0.5_prob-0.0,1,2,"{'imb', 'emb'}",0.125,-0.046138131271070706,[-6.85778296],0.4410524201646917,0.41797918750385277,0.4495248399975029,-1.0,-6.857782962606382,
4,LFR_mu-0.5_prob-0.0,1,2,"{'imb', 'emb'}",0.15,-0.0579508394419316,[-5.94692366],0.4400332571191021,0.4192237899044643,0.43947314162127754,-1.0,-5.9469236626800415,
5,LFR_mu-0.5_prob-0.0,1,2,"{'imb', 'emb'}",0.175,0.016198020244934504,[-6.57225651],0.4211764705882353,0.3969777187884227,0.42809826299617826,-1.0,-6.572256514974604,
6,LFR_mu-0.5_prob-0.0,1,2,"{'imb', 'emb'}",0.2,0.07123827393548514,[-6.91528463],0.43302112829448924,0.41150718416163273,0.4363902042404296,-1.0,-6.915284626514413,
7,LFR_mu-0.5_prob-0.0,1,2,"{'imb', 'emb'}",0.22499999999999998,0.0636058355533132,[-6.99800919],0.43543956043956045,0.4140636875263516,0.4361771554652738,-1.0,-6.998009189258133,
8,LFR_mu-0.5_prob-0.0,1,2,"{'imb', 'emb'}",0.25,-0.011125585925491004,[-5.90157718],0.4292763157894737,0.4043971371834012,0.43683226748159454,-1.0,-5.901577184633857,
9,LFR_mu-0.5_prob-0.0,1,2,"{'imb', 'emb'}",0.27499999999999997,-0.0050790100069751385,[-5.83021418],0.4203075421039785,0.3952642685170047,0.4300425291895115,-1.0,-5.830214176391797,
10,LFR_mu-0.5_prob-0.0,1,2,"{'imb', 'emb'}",0.3,-0.039822960234304004,[-5.12599516],0.4181726907630522,0.383512565578689,0.41445991080761446,-1.0,-5.125995163699869,
11,LFR_mu-0.5_prob-0.0,1,2,"{'imb', 'emb'}",0.32499999999999996,-0.012856700501305931,[-5.3396496],0.3984313725490196,0.3637297188526634,0.41653109855644355,-1.0,-5.3396495953910526,
12,LFR_mu-0.5_prob-0.0,1,2,"{'imb', 'emb'}",0.35,-0.13014172721531064,[-5.08406571],0.4008097165991903,0.36925465385792794,0.42228581132521714,-1.0,-5.084065709003386,
13,LFR_mu-0.5_prob-0.0,1,2,"{'imb', 'emb'}",0.37499999999999994,0.03118583418309489,[-4.69826268],0.39096267190569745,0.35991725090954024,0.39816249473142673,-1.0,-4.698262675164291,
14,LFR_mu-0.5_prob-0.0,1,2,"{'imb', 'emb'}",0.39999999999999997,-0.00441185817213366,[-5.42916456],0.4036855744313274,0.3709826344207272,0.4177161666619914,-1.0,-5.429164558901589,
15,LFR_mu-0.5_prob-0.0,1,2,"{'imb', 'emb'}",0.42499999999999993,0.022038274510695254,[-4.56593586],0.3950091296409008,0.347921937102622,0.40195225761795517,-1.0,-4.5659358555553835,
16,LFR_mu-0.5_prob-0.0,1,2,"{'imb', 'emb'}",0.44999999999999996,0.05831916742408692,[-4.48582079],0.39702154626109,0.3610746932630575,0.39860539104786397,-1.0,-4.485820790457553,
17,LFR_mu-0.5_prob-0.0,1,2,"{'imb', 'emb'}",0.475,-0.014815174537642825,[-1.24816199],0.37785880013258205,0.32993871134740993,0.3954952484640575,-1.0,-1.2481619850339833,
18,LFR_mu-0.5_prob-0.0,1,2,"{'imb', 'emb'}",0.49999999999999994,0.00524607252569077,[-3.8314783],0.36875218455085634,0.3312700851493045,0.39543481697693184,-1.0,-3.8314783032301403,
19,LFR_mu-0.5_prob-0.0,1,2,"{'imb', 'emb'}",0.525,-0.03929856828642251,[-4.41946043],0.3643095149944465,0.31630859160799285,0.39316106427918424,-1.0,-4.419460427367375,
20,LFR_mu-0.5_prob-0.0,1,2,"{'imb', 'emb'}",0.5499999999999999,0.027934959934361264,[-1.33243786],0.37122696981575853,0.3303820987950355,0.38557215041186016,-1.0,-1.3324378553104639,
21,LFR_mu-0.5_prob-0.0,1,2,"{'imb', 'emb'}",0.575,0.028851064634815626,[-3.3049688],0.37018425460636517,0.3208882681368197,0.37787984777032835,-1.0,-3.3049688042151497,
22,LFR_mu-0.5_prob-0.0,1,2,"{'imb', 'emb'}",0.6,-0.012238935247684005,[-1.33773909],0.3677363399826539,0.32772281100860007,0.39535141710184624,-1.0,-1.3377390906992839,
23,LFR_mu-0.5_prob-0.0,1,2,"{'imb', 'emb'}",0.625,-0.014804377733120253,[-3.37658983],0.3503512880562061,0.3083097261567517,0.37675678583259453,-1.0,-3.3765898278447404,
24,LFR_mu-0.5_prob-0.0,1,2,"{'imb', 'emb'}",0.65,0.02436974590566174,[-2.82540123],0.35346534653465345,0.31592601201878046,0.37954838855404605,-1.0,-2.825401234219615,
25,LFR_mu-0.5_prob-0.0,1,2,"{'imb', 'emb'}",0.675,0.048327094389618734,[-3.20502109],0.3659957627118644,0.30830615307204345,0.36886627090668833,-1.0,-3.2050210922115934,
26,LFR_mu-0.5_prob-0.0,1,2,"{'imb', 'emb'}",0.7,0.008201328342328772,[-1.38855952],0.36950314106225013,0.312014967825438,0.3816697539906438,-1.0,-1.3885595217624103,
27,LFR_mu-0.5_prob-0.0,1,2,"{'imb', 'emb'}",0.725,-0.03501290641006229,[-3.30792393],0.3426892950391645,0.301916199353016,0.4046545158334127,-1.0,-3.3079239318954428,
28,LFR_mu-0.5_prob-0.0,1,2,"{'imb', 'emb'}",0.75,0.014162652445742054,[-1.4404818],0.34485141672425706,0.2973270494341051,0.36761852173781884,-1.0,-1.4404817958554996,
