N,T1,T2,accuracy,auroc,kmax,embrep,kavg,embedding,mu,system,penalty,PC,pr,prob,somerep,otherrep,strategy,theta
250,2.1,1.0,0.997867803837953,1.0,32,0,10.0,N2V,0.1,LFR,None,True,1.0,1.0,2,5,RANDOM,0.4
250,2.1,1.0,1.0,1.0,32,0,10.0,N2V,0.1,LFR,None,False,1.0,1.0,3,1,RANDOM,0.95
250,2.1,1.0,0.9913419913419913,0.9996236073471846,32,0,10.0,N2V,0.1,LFR,None,True,0.9995630227974259,1.0,3,4,RANDOM,0.8
250,2.1,1.0,0.9922813036020584,0.9995204189714016,32,0,10.0,N2V,0.1,LFR,None,True,0.9995332304595124,1.0,1,4,RANDOM,0.5
250,2.1,1.0,0.9977973568281938,0.9998786943631697,32,0,10.0,N2V,0.1,LFR,None,False,0.9998864487857269,1.0,0,3,RANDOM,0.6
250,2.1,1.0,0.9981481481481481,0.999986279567532,32,0,10.0,N2V,0.1,LFR,None,False,0.9999866665583681,1.0,1,5,RANDOM,0.3
250,2.1,1.0,0.9979736575481256,0.9999876817961584,32,0,10.0,N2V,0.1,LFR,None,True,0.9999877045298369,1.0,3,5,RANDOM,0.15
250,2.1,1.0,0.9896640826873385,0.9974846133261974,32,0,10.0,N2V,0.1,LFR,None,True,0.9983043727101731,1.0,2,1,RANDOM,0.85
250,2.1,1.0,0.9963389121338913,0.999356509919925,32,0,10.0,N2V,0.1,LFR,None,False,0.9995269929004861,1.0,3,1,RANDOM,0.2
250,2.1,1.0,0.9974823766364552,0.9993975567579628,32,0,10.0,N2V,0.1,LFR,None,False,0.99939829659331,1.0,2,3,RANDOM,0.15
250,2.1,1.0,0.9984871406959153,0.9999928794490728,32,0,10.0,N2V,0.1,LFR,None,True,0.9999929106026061,1.0,1,5,RANDOM,0.15
250,2.1,1.0,0.9985590778097982,0.9999916644438518,32,0,10.0,N2V,0.1,LFR,None,False,0.9999906049254016,1.0,3,3,RANDOM,0.7
250,2.1,1.0,0.9978969505783386,1.0,32,0,10.0,N2V,0.1,LFR,None,False,0.9999999999999999,1.0,3,5,RANDOM,0.6
250,2.1,1.0,0.9980750721847931,0.9999861036611294,32,0,10.0,N2V,0.1,LFR,None,False,0.9999857822243523,1.0,1,5,RANDOM,0.1
250,2.1,1.0,0.994848311390956,0.9992434731531306,32,0,10.0,N2V,0.1,LFR,None,True,0.9993985718733679,1.0,1,2,RANDOM,0.25
250,2.1,1.0,0.9983079526226735,1.0,32,0,10.0,N2V,0.1,LFR,None,True,1.0,1.0,1,5,RANDOM,0.75
250,2.1,1.0,1.0,1.0,32,0,10.0,N2V,0.1,LFR,None,False,1.0,1.0,4,4,RANDOM,0.9
250,2.1,1.0,0.9933414043583535,0.9997711603344579,32,0,10.0,N2V,0.1,LFR,None,False,0.9997806282093123,1.0,4,4,RANDOM,0.3
250,2.1,1.0,0.9936079545454546,0.9996307558206401,32,0,10.0,N2V,0.1,LFR,None,True,0.9996105000029006,1.0,1,4,RANDOM,0.4
250,2.1,1.0,0.9980824544582934,0.9999806952114012,32,0,10.0,N2V,0.1,LFR,None,True,0.999980906099112,1.0,2,5,RANDOM,0.1
250,2.1,1.0,1.0,1.0,32,0,10.0,N2V,0.1,LFR,None,False,0.9999999999999998,1.0,1,2,RANDOM,0.95
250,2.1,1.0,0.9964912280701754,0.9999835728053268,32,0,10.0,N2V,0.1,LFR,None,True,0.999982643617923,1.0,0,2,RANDOM,0.65
250,2.1,1.0,1.0,1.0,32,0,10.0,N2V,0.1,LFR,None,False,0.9999999999999999,1.0,2,1,RANDOM,0.9
250,2.1,1.0,0.988135593220339,0.9982965205280787,32,0,10.0,N2V,0.1,LFR,None,True,0.9987149706432742,1.0,1,2,RANDOM,0.75
250,2.1,1.0,0.9968253968253968,0.9955151515151515,32,0,10.0,N2V,0.1,LFR,None,False,0.9975581506767277,1.0,4,2,RANDOM,0.85
250,2.1,1.0,0.9978165938864629,0.999990465066387,32,0,10.0,N2V,0.1,LFR,None,True,0.999990589143165,1.0,4,4,RANDOM,0.6
250,2.1,1.0,0.9939189189189189,0.9995815639640693,32,0,10.0,N2V,0.1,LFR,None,True,0.9996284858910274,1.0,4,4,RANDOM,0.35
250,2.1,1.0,0.9924953095684803,0.9992643124665597,32,0,10.0,N2V,0.1,LFR,None,False,0.9993067446634548,1.0,4,2,RANDOM,0.1
250,2.1,1.0,0.9980988593155894,0.9999918658626524,32,0,10.0,N2V,0.1,LFR,None,False,0.9999916159290004,1.0,3,5,RANDOM,0.1
250,2.1,1.0,0.99428843407901,0.999746266492678,32,0,10.0,N2V,0.1,LFR,None,False,0.999763269029656,1.0,2,2,RANDOM,0.1
250,2.1,1.0,0.9984399375975039,0.9998953458090865,32,0,10.0,N2V,0.1,LFR,None,True,0.9998911563484751,1.0,3,3,RANDOM,0.45
250,2.1,1.0,0.99418911780243,0.9993860661575109,32,0,10.0,N2V,0.1,LFR,None,True,0.9995049005715702,1.0,0,1,RANDOM,0.2
250,2.1,1.0,1.0,1.0,32,0,10.0,N2V,0.1,LFR,None,False,0.9999999999999999,1.0,0,5,RANDOM,0.85
250,2.1,1.0,0.9959778783308195,0.9998513496841939,32,0,10.0,N2V,0.1,LFR,None,True,0.9998527275158816,1.0,2,5,RANDOM,0.15
250,2.1,1.0,0.9956896551724138,0.9999720939318255,32,0,10.0,N2V,0.1,LFR,None,True,0.9999740933296062,1.0,1,5,RANDOM,0.6
250,2.1,1.0,0.9964209019327129,0.9999549071291829,32,0,10.0,N2V,0.1,LFR,None,True,0.9999542217866682,1.0,4,5,RANDOM,0.4
250,2.1,1.0,0.9925544100801833,0.9988951987067789,32,0,10.0,N2V,0.1,LFR,None,False,0.9991114911171437,1.0,2,2,RANDOM,0.25
250,2.1,1.0,0.9965870307167235,0.9994522974374512,32,0,10.0,N2V,0.1,LFR,None,True,0.9994024778481253,1.0,2,4,RANDOM,0.75
250,2.1,1.0,0.9957356076759062,0.999688735457478,32,0,10.0,N2V,0.1,LFR,None,False,0.9997212945453308,1.0,0,1,RANDOM,0.4
250,2.1,1.0,0.9929471032745592,0.999132964995746,32,0,10.0,N2V,0.1,LFR,None,True,0.9992747657568625,1.0,1,2,RANDOM,0.15
250,2.1,1.0,0.9947780678851175,0.9996710274001789,32,0,10.0,N2V,0.1,LFR,None,True,0.9997318306260439,1.0,4,1,RANDOM,0.35
250,2.1,1.0,0.9918657854600915,0.9988179522341013,32,0,10.0,N2V,0.1,LFR,None,False,0.9990790378256255,1.0,2,2,RANDOM,0.15
250,2.1,1.0,0.9986876640419947,0.9999431649868762,32,0,10.0,N2V,0.1,LFR,None,False,0.9999449264548133,1.0,1,3,RANDOM,0.35
250,2.1,1.0,0.994413407821229,0.9995923566878981,32,0,10.0,N2V,0.1,LFR,None,True,0.9996285995915299,1.0,3,4,RANDOM,0.45
250,2.1,1.0,0.9949579831932773,0.9987892366533143,32,0,10.0,N2V,0.1,LFR,None,True,0.9988573823400099,1.0,1,2,RANDOM,0.5
250,2.1,1.0,1.0,1.0,32,0,10.0,N2V,0.1,LFR,None,False,1.0,1.0,3,1,RANDOM,0.7
250,2.1,1.0,1.0,1.0,32,0,10.0,N2V,0.1,LFR,None,True,1.0,1.0,4,4,RANDOM,0.8
250,2.1,1.0,0.9971305595408895,0.9999917557050522,32,0,10.0,N2V,0.1,LFR,None,True,0.9999923372381694,1.0,3,5,RANDOM,0.7
250,2.1,1.0,0.9937611408199644,0.9997267386254953,32,0,10.0,N2V,0.1,LFR,None,False,0.9997272726155799,1.0,4,4,RANDOM,0.5
250,2.1,1.0,0.9978494623655914,1.0,32,0,10.0,N2V,0.1,LFR,None,True,1.0,1.0,2,5,RANDOM,0.8
250,2.1,1.0,0.9958734525447043,0.9990009706478364,32,0,10.0,N2V,0.1,LFR,None,False,0.999243851749043,1.0,3,1,RANDOM,0.4
250,2.1,1.0,0.9979296066252588,0.9999827734711455,32,0,10.0,N2V,0.1,LFR,None,False,0.999980290615099,1.0,2,4,RANDOM,0.8
250,2.1,1.0,0.9970238095238095,0.9998758590113056,32,0,10.0,N2V,0.1,LFR,None,True,0.9998880834980926,1.0,4,5,RANDOM,0.7
250,2.1,1.0,0.99341104916371,0.996706232978778,32,0,10.0,N2V,0.1,LFR,None,False,0.9966631433716121,1.0,1,4,RANDOM,0.15
250,2.1,1.0,0.9954878736604625,0.9992861523740205,32,0,10.0,N2V,0.1,LFR,None,False,0.999422601713014,1.0,2,1,RANDOM,0.25
250,2.1,1.0,0.9924330616996507,0.9996013667425968,32,0,10.0,N2V,0.1,LFR,None,True,0.9996365235206035,1.0,0,4,RANDOM,0.25
250,2.1,1.0,0.994059405940594,0.998917673468534,32,0,10.0,N2V,0.1,LFR,None,True,0.9990563906326672,1.0,1,2,RANDOM,0.35
250,2.1,1.0,0.9956629491945477,0.9997082081059787,32,0,10.0,N2V,0.1,LFR,None,True,0.9997231450328714,1.0,0,4,RANDOM,0.3
250,2.1,1.0,0.9993489583333334,0.9997473304358296,32,0,10.0,N2V,0.1,LFR,None,False,0.9997108782066246,1.0,0,3,RANDOM,0.35
250,2.1,1.0,0.9942561746122918,0.9998060092270985,32,0,10.0,N2V,0.1,LFR,None,True,0.9998033778269769,1.0,4,4,RANDOM,0.25
250,2.1,1.0,0.997867803837953,0.9999979794142726,32,0,10.0,N2V,0.1,LFR,None,False,0.9999979951432352,1.0,2,5,RANDOM,0.4
250,2.1,1.0,0.9958027282266527,0.9993877515063955,32,0,10.0,N2V,0.1,LFR,None,False,0.9992912801426881,1.0,3,4,RANDOM,0.6
250,2.1,1.0,0.9943422913719944,0.9999119690130926,32,0,10.0,N2V,0.1,LFR,None,False,0.9999128533243501,1.0,4,4,RANDOM,0.7
250,2.1,1.0,0.9949152542372881,0.9997237600856343,32,0,10.0,N2V,0.1,LFR,None,False,0.9997548099807038,1.0,1,2,RANDOM,0.75
250,2.1,1.0,0.9943977591036415,0.999403453689168,32,0,10.0,N2V,0.1,LFR,None,True,0.9995201847779003,1.0,3,2,RANDOM,0.7
250,2.1,1.0,1.0,1.0,32,0,10.0,N2V,0.1,LFR,None,True,1.0,1.0,3,3,RANDOM,0.55
250,2.1,1.0,0.9975339087546239,0.9999300547245753,32,0,10.0,N2V,0.1,LFR,None,True,0.999934877586531,1.0,1,3,RANDOM,0.3
250,2.1,1.0,0.9967362924281984,0.9994528486811266,32,0,10.0,N2V,0.1,LFR,None,False,0.999596066213882,1.0,4,1,RANDOM,0.35
250,2.1,1.0,0.9958246346555324,0.9987556659693166,32,0,10.0,N2V,0.1,LFR,None,False,0.9986727500661396,1.0,4,3,RANDOM,0.6
250,2.1,1.0,0.9953703703703703,0.9987847222222223,32,0,10.0,N2V,0.1,LFR,None,False,0.998975305850105,1.0,3,4,RANDOM,0.9
250,2.1,1.0,0.9926739926739927,0.9998266690574382,32,0,10.0,N2V,0.1,LFR,None,True,0.9998435521221782,1.0,4,4,RANDOM,0.65
250,2.1,1.0,0.9991624790619765,1.0,32,0,10.0,N2V,0.1,LFR,None,True,1.0,1.0,3,3,RANDOM,0.5
250,2.1,1.0,0.9951923076923077,0.9999652488184598,32,0,10.0,N2V,0.1,LFR,None,False,0.9999617866242184,1.0,3,5,RANDOM,0.65
250,2.1,1.0,0.9925544100801833,0.9988899502445783,32,0,10.0,N2V,0.1,LFR,None,True,0.9991035731781421,1.0,2,2,RANDOM,0.25
250,2.1,1.0,0.9991789819376026,0.9999919062419063,32,0,10.0,N2V,0.1,LFR,None,False,0.9999914902810549,1.0,0,5,RANDOM,0.5
250,2.1,1.0,0.9938993390950687,0.9985976756163092,32,0,10.0,N2V,0.1,LFR,None,True,0.9988982849138943,1.0,2,2,RANDOM,0.15
250,2.1,1.0,0.996694214876033,0.9999671951886278,32,3,10.0,N2V,0.1,LFR,None,False,0.999969032178787,1.0,0,1,RANDOM,0.75
250,2.1,1.0,0.9975751697381183,0.9999764807928042,32,0,10.0,N2V,0.1,LFR,None,False,0.9999764877340106,1.0,0,5,RANDOM,0.1
250,2.1,1.0,0.994280266920877,0.9998000683402763,32,0,10.0,N2V,0.1,LFR,None,False,0.9998120387792093,1.0,4,1,RANDOM,0.55
250,2.1,1.0,0.9941972920696325,0.999513589559387,32,0,10.0,N2V,0.1,LFR,None,False,0.9995048506456453,1.0,4,2,RANDOM,0.55
250,2.1,1.0,0.987987987987988,0.9989161849710982,32,0,10.0,N2V,0.1,LFR,None,True,0.998755580478855,1.0,0,4,RANDOM,0.85
250,2.1,1.0,0.9914285714285714,0.999640522875817,32,0,10.0,N2V,0.1,LFR,None,False,0.9996415159065467,1.0,4,3,RANDOM,0.85
250,2.1,1.0,0.9945904173106646,0.9989868287740629,32,0,10.0,N2V,0.1,LFR,None,False,0.999231290174293,1.0,2,2,RANDOM,0.45
250,2.1,1.0,0.9967724583109199,0.9995462794918331,32,0,10.0,N2V,0.1,LFR,None,True,0.99953213023236,1.0,0,3,RANDOM,0.2
250,2.1,1.0,0.9964862965565706,0.999448847518431,32,0,10.0,N2V,0.1,LFR,None,True,0.9995023751929374,1.0,1,3,RANDOM,0.4
250,2.1,1.0,0.9942561746122918,0.9996700837195553,32,0,10.0,N2V,0.1,LFR,None,False,0.9996624559693424,1.0,4,4,RANDOM,0.25
250,2.1,1.0,0.9958604376108812,0.9992725380308723,32,0,10.0,N2V,0.1,LFR,None,False,0.9993865067553265,1.0,0,1,RANDOM,0.3
250,2.1,1.0,0.9978483055406132,0.9999814805812319,32,0,10.0,N2V,0.1,LFR,None,True,0.9999812554058964,1.0,0,5,RANDOM,0.2
250,2.1,1.0,0.9973103819257665,0.9996319308122523,32,0,10.0,N2V,0.1,LFR,None,False,0.999645869646365,1.0,0,3,RANDOM,0.2
250,2.1,1.0,0.997363216875412,0.9997305238269094,32,0,10.0,N2V,0.1,LFR,None,False,0.9997687074738212,1.0,2,3,RANDOM,0.35
250,2.1,1.0,0.9947552447552448,0.9995964783565664,32,0,10.0,N2V,0.1,LFR,None,True,0.999659272607931,1.0,2,1,RANDOM,0.5
250,2.1,1.0,0.9942252165543792,0.9996588777076582,32,0,10.0,N2V,0.1,LFR,None,True,0.9996301843701203,1.0,0,4,RANDOM,0.55
250,2.1,1.0,0.9917184265010351,0.9983352212267875,32,0,10.0,N2V,0.1,LFR,None,True,0.9985341731135742,1.0,0,1,RANDOM,0.8
250,2.1,1.0,0.9830508474576272,0.9994254524561907,32,0,10.0,N2V,0.1,LFR,None,True,0.9994253699062561,1.0,3,4,RANDOM,0.95
250,2.1,1.0,0.9964285714285714,0.9995972293920433,32,0,10.0,N2V,0.1,LFR,None,False,0.9996121172794808,1.0,1,4,RANDOM,0.65
250,2.1,1.0,0.9940387481371088,0.9993625579417063,32,0,10.0,N2V,0.1,LFR,None,True,0.9994800162249917,1.0,2,1,RANDOM,0.45
250,2.1,1.0,0.9971611071682044,0.999955661966835,32,0,10.0,N2V,0.1,LFR,None,True,0.9999539207219684,1.0,0,5,RANDOM,0.4
250,2.1,1.0,0.9974358974358974,0.9999934238215489,32,0,10.0,N2V,0.1,LFR,None,True,0.9999932271233543,1.0,4,5,RANDOM,0.65
250,2.1,1.0,0.9926739926739927,0.9998087382702767,32,0,10.0,N2V,0.1,LFR,None,False,0.9998206035777911,1.0,4,4,RANDOM,0.65
250,2.1,1.0,0.9948320413436692,0.9998464291437423,32,0,10.0,N2V,0.1,LFR,None,False,0.9998462078403635,1.0,2,4,RANDOM,0.65
250,2.1,1.0,0.9953106682297772,0.9984933465302981,32,0,10.0,N2V,0.1,LFR,None,False,0.9988316079105332,1.0,0,1,RANDOM,0.65
250,2.1,1.0,0.997907949790795,1.0,32,0,10.0,N2V,0.1,LFR,None,True,1.0,1.0,4,3,RANDOM,0.8
250,2.1,1.0,0.9964463397299218,0.9998302193404426,32,0,10.0,N2V,0.1,LFR,None,True,0.9998312808840588,1.0,0,1,RANDOM,0.4
250,2.1,1.0,0.9949748743718593,0.9989581487738596,32,0,10.0,N2V,0.1,LFR,None,True,0.999171727815134,1.0,0,2,RANDOM,0.25
250,2.1,1.0,0.9984802431610942,0.9999917878641056,32,0,10.0,N2V,0.1,LFR,None,False,0.9999917888524334,1.0,3,5,RANDOM,0.15
250,2.1,1.0,0.9891737891737892,0.9990740091378285,32,0,10.0,N2V,0.1,LFR,None,True,0.9992399855852523,1.0,4,2,RANDOM,0.25
250,2.1,1.0,0.9913544668587896,0.9998337876470978,32,0,10.0,N2V,0.1,LFR,None,True,0.9998460816521233,1.0,3,2,RANDOM,0.85
250,2.1,1.0,0.9979296066252588,1.0,32,0,10.0,N2V,0.1,LFR,None,True,1.0,1.0,2,4,RANDOM,0.8
250,2.1,1.0,0.993364299933643,0.9997252098797617,32,0,10.0,N2V,0.1,LFR,None,True,0.9997239370611719,1.0,1,4,RANDOM,0.35
250,2.1,1.0,0.9980988593155894,0.9999900582765752,32,0,10.0,N2V,0.1,LFR,None,True,0.9999897569556349,1.0,3,5,RANDOM,0.1
250,2.1,1.0,1.0,1.0,32,0,10.0,N2V,0.1,LFR,None,True,1.0,1.0,0,3,RANDOM,0.75
250,2.1,1.0,1.0,1.0,32,0,10.0,N2V,0.1,LFR,None,True,1.0,1.0,0,5,RANDOM,0.75
250,2.1,1.0,1.0,1.0,32,0,10.0,N2V,0.1,LFR,None,False,1.0,1.0,2,3,RANDOM,0.55
250,2.1,1.0,0.9950413223140496,0.9999453253143794,32,4,10.0,N2V,0.1,LFR,None,False,0.9999484186151208,1.0,0,1,RANDOM,0.75
250,2.1,1.0,0.9938811188811189,0.9994619711420886,32,0,10.0,N2V,0.1,LFR,None,False,0.9995540272411347,1.0,2,1,RANDOM,0.5
250,2.1,1.0,0.998589562764457,1.0,32,0,10.0,N2V,0.1,LFR,None,False,1.0,1.0,2,5,RANDOM,0.7
250,2.1,1.0,0.992430613961312,0.998800083767737,32,0,10.0,N2V,0.1,LFR,None,False,0.9991520328399834,1.0,3,1,RANDOM,0.5
250,2.1,1.0,0.9962085308056872,0.9998990787330055,32,0,10.0,N2V,0.1,LFR,None,False,0.9999125732014139,1.0,1,1,RANDOM,0.55
250,2.1,1.0,0.9954571266325951,0.999623341477069,32,0,10.0,N2V,0.1,LFR,None,False,0.9996682485218064,1.0,0,1,RANDOM,0.25
250,2.1,1.0,0.9951040391676866,0.9998322047102535,32,0,10.0,N2V,0.1,LFR,None,True,0.9998418107951218,1.0,3,4,RANDOM,0.65
250,2.1,1.0,0.9959183673469387,0.9997497664486854,32,0,10.0,N2V,0.1,LFR,None,True,0.9997403456076279,1.0,3,1,RANDOM,0.8
250,2.1,1.0,0.9912935323383084,0.9987418499144706,32,0,10.0,N2V,0.1,LFR,None,False,0.9990280821956442,1.0,1,1,RANDOM,0.65
250,2.1,1.0,0.9966918714555766,0.9998016667143144,32,0,10.0,N2V,0.1,LFR,None,False,0.9997841075222179,1.0,2,3,RANDOM,0.1
250,2.1,1.0,1.0,1.0,32,0,10.0,N2V,0.1,LFR,None,False,1.0,1.0,1,3,RANDOM,0.95
250,2.1,1.0,0.9934994582881906,0.999119710022125,32,0,10.0,N2V,0.1,LFR,None,False,0.9992330458123142,1.0,0,2,RANDOM,0.6
250,2.1,1.0,0.9979296066252588,0.9988511906037679,32,0,10.0,N2V,0.1,LFR,None,True,0.9988378563129153,1.0,1,3,RANDOM,0.6
250,2.1,1.0,0.9962264150943396,0.9999683532286037,32,0,10.0,N2V,0.1,LFR,None,False,0.999967667412284,1.0,3,1,RANDOM,0.65
250,2.1,1.0,0.9962264150943396,0.9999620238743244,32,0,10.0,N2V,0.1,LFR,None,True,0.9999611511728785,1.0,3,1,RANDOM,0.65
250,2.1,1.0,0.9901129943502824,0.9971671388101983,32,0,10.0,N2V,0.1,LFR,None,True,0.9982802610985407,1.0,2,2,RANDOM,0.7
250,2.1,1.0,0.9935205183585313,0.9993081784525635,32,0,10.0,N2V,0.1,LFR,None,False,0.9992800938114414,1.0,0,4,RANDOM,0.8
250,2.1,1.0,0.9951951951951952,0.9998136495224227,32,0,10.0,N2V,0.1,LFR,None,True,0.9998076306935907,1.0,3,1,RANDOM,0.3
250,2.1,1.0,0.9915509957754979,0.9996896771768491,32,0,10.0,N2V,0.1,LFR,None,False,0.9996769683532452,1.0,0,2,RANDOM,0.3
250,2.1,1.0,0.9950576606260296,0.9996737570142241,32,0,10.0,N2V,0.1,LFR,None,True,0.9996972596358468,1.0,3,4,RANDOM,0.75
250,2.1,1.0,0.9988465974625144,0.9999946766036731,32,0,10.0,N2V,0.1,LFR,None,False,0.9999944701658626,1.0,4,3,RANDOM,0.65
250,2.1,1.0,0.9975111996017919,0.9993666293979114,32,0,10.0,N2V,0.1,LFR,None,False,0.9993389970166242,1.0,4,3,RANDOM,0.15
250,2.1,1.0,0.9965052421367948,0.999815551501012,32,0,10.0,N2V,0.1,LFR,None,True,0.9998258186291031,1.0,2,1,RANDOM,0.15
250,2.1,1.0,0.9944903581267218,0.9991668578059014,32,0,10.0,N2V,0.1,LFR,None,False,0.9992335707615057,1.0,0,2,RANDOM,0.55
250,2.1,1.0,0.9976314542870678,0.9997701867591665,32,0,10.0,N2V,0.1,LFR,None,False,0.9997448070849876,1.0,1,3,RANDOM,0.1
250,2.1,1.0,0.9956140350877193,0.9998316133843304,32,0,10.0,N2V,0.1,LFR,None,False,0.9998200553539393,1.0,2,4,RANDOM,0.6
250,2.1,1.0,0.9952988582941572,0.9996914883252688,32,0,10.0,N2V,0.1,LFR,None,True,0.9996639723170955,1.0,0,4,RANDOM,0.35
250,2.1,1.0,0.9941348973607038,0.9997846906435166,32,0,10.0,N2V,0.1,LFR,None,False,0.9997961645891311,1.0,2,4,RANDOM,0.7
250,2.1,1.0,0.9971988795518207,0.9995054945054944,32,0,10.0,N2V,0.1,LFR,None,False,0.9995880422456113,1.0,3,2,RANDOM,0.7
250,2.1,1.0,0.9954389965792474,0.9982517482517482,32,0,10.0,N2V,0.1,LFR,None,True,0.9982766559074966,1.0,2,3,RANDOM,0.65
250,2.1,1.0,0.9949005609382968,0.999712841001311,32,0,10.0,N2V,0.1,LFR,None,False,0.9997150376826054,1.0,2,4,RANDOM,0.15
250,2.1,1.0,0.9953106682297772,0.9988342681183328,32,0,10.0,N2V,0.1,LFR,None,True,0.9990773105920303,1.0,0,1,RANDOM,0.65
250,2.1,1.0,0.9922600619195047,0.9994631078386256,32,0,10.0,N2V,0.1,LFR,None,False,0.9995643071274639,1.0,4,2,RANDOM,0.45
250,2.1,1.0,0.9953095684803002,0.9993021528540453,32,0,10.0,N2V,0.1,LFR,None,False,0.9994618328014241,1.0,4,1,RANDOM,0.1
250,2.1,1.0,0.9945388349514563,0.9997054387783957,32,0,10.0,N2V,0.1,LFR,None,True,0.999684828036803,1.0,2,4,RANDOM,0.3
250,2.1,1.0,0.9940273037542662,0.9995776239746458,32,0,10.0,N2V,0.1,LFR,None,False,0.9996071870613834,1.0,2,2,RANDOM,0.5
250,2.1,1.0,0.9953139643861293,0.9995291306486752,32,0,10.0,N2V,0.1,LFR,None,True,0.9995826122167351,1.0,3,1,RANDOM,0.55
250,2.1,1.0,0.9964230965763924,0.9999268898961836,32,0,10.0,N2V,0.1,LFR,None,True,0.999926460102964,1.0,0,5,RANDOM,0.15
250,2.1,1.0,0.9980713596914176,0.9997433245790895,32,0,10.0,N2V,0.1,LFR,None,True,0.9997305890831623,1.0,0,3,RANDOM,0.55
250,2.1,1.0,0.9983079526226735,0.999988533425066,32,0,10.0,N2V,0.1,LFR,None,False,0.9999877100431117,1.0,1,5,RANDOM,0.75
250,2.1,1.0,0.9936908517350158,0.9993493963105903,32,0,10.0,N2V,0.1,LFR,None,False,0.9994360268915927,1.0,2,1,RANDOM,0.6
250,2.1,1.0,1.0,1.0,32,0,10.0,N2V,0.1,LFR,None,True,0.9999999999999999,1.0,0,5,RANDOM,0.55
250,2.1,1.0,0.9937369519832986,0.9999651288489033,32,0,10.0,N2V,0.1,LFR,None,False,0.9999660595578793,1.0,1,2,RANDOM,0.8
250,2.1,1.0,0.9953095684803002,0.9994235940976035,32,0,10.0,N2V,0.1,LFR,None,True,0.999519061825368,1.0,4,1,RANDOM,0.1
250,2.1,1.0,0.9948892674616695,0.9990944552800224,32,0,10.0,N2V,0.1,LFR,None,True,0.999247239563917,1.0,2,2,RANDOM,0.75
250,2.1,1.0,0.998681608437706,0.9993514622526689,32,0,10.0,N2V,0.1,LFR,None,False,0.9993279594076686,1.0,4,5,RANDOM,0.35
250,2.1,1.0,0.9852941176470589,0.9984337475201003,32,0,10.0,N2V,0.1,LFR,None,False,0.998018792941195,1.0,1,4,RANDOM,0.85
250,2.1,1.0,0.9981132075471698,0.9999617243960688,32,0,10.0,N2V,0.1,LFR,None,True,0.9999623040553759,1.0,0,3,RANDOM,0.1
250,2.1,1.0,0.9940347071583514,0.9996859119141728,32,0,10.0,N2V,0.1,LFR,None,True,0.9997154855402797,1.0,1,4,RANDOM,0.2
250,2.1,1.0,0.9924487594390508,0.9996869636051553,32,0,10.0,N2V,0.1,LFR,None,False,0.9997031745878024,1.0,0,4,RANDOM,0.2
250,2.1,1.0,1.0,1.0,32,0,10.0,N2V,0.1,LFR,None,False,1.0,1.0,3,5,RANDOM,0.85
250,2.1,1.0,0.9948275862068966,0.9998810907545089,32,0,10.0,N2V,0.1,LFR,None,False,0.9998852803520117,1.0,0,4,RANDOM,0.5
250,2.1,1.0,0.996078431372549,0.999938210578349,32,0,10.0,N2V,0.1,LFR,None,True,0.9999461315762886,1.0,2,1,RANDOM,0.9
250,2.1,1.0,0.9944400317712471,0.9986928038600139,32,0,10.0,N2V,0.1,LFR,None,True,0.9990477774043347,1.0,3,2,RANDOM,0.45
250,2.1,1.0,0.9971387696709585,0.999450900686784,32,0,10.0,N2V,0.1,LFR,None,True,0.9995636507159615,1.0,4,1,RANDOM,0.7
250,2.1,1.0,0.9950738916256158,0.9999029285250596,32,0,10.0,N2V,0.1,LFR,None,True,0.9999017672544177,1.0,1,5,RANDOM,0.65
250,2.1,1.0,1.0,1.0,32,0,10.0,N2V,0.1,LFR,None,False,1.0,1.0,2,5,RANDOM,0.85
250,2.1,1.0,0.9968619246861925,0.9996136870777781,32,0,10.0,N2V,0.1,LFR,None,True,0.9996715831863551,1.0,3,1,RANDOM,0.2
250,2.1,1.0,0.9936708860759493,0.9999592900179124,32,0,10.0,N2V,0.1,LFR,None,True,0.9999476789079136,1.0,3,4,RANDOM,0.85
250,2.1,1.0,0.9929078014184397,0.9994312796208531,32,0,10.0,N2V,0.1,LFR,None,True,0.9994917224316023,1.0,3,1,RANDOM,0.1
250,2.1,1.0,1.0,1.0,32,0,10.0,N2V,0.1,LFR,None,True,1.0,1.0,0,3,RANDOM,0.95
250,2.1,1.0,0.9985775248933144,0.9994324723127564,32,0,10.0,N2V,0.1,LFR,None,True,0.9994217758599236,1.0,4,3,RANDOM,0.7
250,2.1,1.0,0.9955527318932655,0.9999047416075741,32,0,10.0,N2V,0.1,LFR,None,False,0.9999063945906331,1.0,1,1,RANDOM,0.35
250,2.1,1.0,0.9935064935064936,0.9996612466124661,32,0,10.0,N2V,0.1,LFR,None,False,0.9996032230316207,1.0,3,4,RANDOM,0.8
250,2.1,1.0,0.9908831908831909,0.9989766047694375,32,0,10.0,N2V,0.1,LFR,None,False,0.9991505406952808,1.0,4,2,RANDOM,0.25
250,2.1,1.0,0.9971014492753624,0.9998065292182939,32,0,10.0,N2V,0.1,LFR,None,True,0.9998057125015505,1.0,1,3,RANDOM,0.7
250,2.1,1.0,0.997822931785196,0.999862973269247,32,0,10.0,N2V,0.1,LFR,None,True,0.9998811547597853,1.0,4,3,RANDOM,0.4
