,system,l1,l2,features,theta,intercept,coefficients,accuracy,auroc,aupr,log_penalty,coef_emb,coef_deg
0,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.05,-0.04706579466086801,[-0.09294072],0.4993324432576769,0.5384427361853832,0.5261824938307088,-1.0,-0.09294071635982427,
1,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.075,-0.04815075410572431,[-0.1328839],0.49906382978723407,0.5394159100211893,0.5387110992943112,-1.0,-0.13288389541001455,
2,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.1,-0.017587083161651102,[-0.21660588],0.4994690265486726,0.5652806750757084,0.5565560040131383,-1.0,-0.2166058792987387,
3,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.125,0.062199466933416575,[-0.23572262],0.497841726618705,0.5566532733905295,0.5456145186935151,-1.0,-0.23572261546839984,
4,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.15,-0.020815754646453324,[-0.32978601],0.4990692479523455,0.5765256173929122,0.5663644810979301,-1.0,-0.3297860071316279,
5,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.175,0.03058794752174001,[-0.34210201],0.49848656829360577,0.5620872722119111,0.5535147849315059,-1.0,-0.34210201498314946,
6,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.2,-0.048545604835108815,[-0.40977299],0.49705651491365777,0.5704014076230435,0.5559625689199843,-1.0,-0.40977299004831996,
7,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.22499999999999998,0.006975611915809967,[-0.4863576],0.4994896917738314,0.5619912120644448,0.5525886694994295,-1.0,-0.4863576031775504,
8,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.25,0.02172467013767784,[-0.57181038],0.4982176556930174,0.5812398606485527,0.5643174890781621,-1.0,-0.5718103840967834,
9,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.27499999999999997,-0.05299009547322104,[-0.67210032],0.4946902654867257,0.5654136342417815,0.5627326116444521,-1.0,-0.6721003216722737,
10,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.3,0.062132804890609926,[-0.73948446],0.49334536431310627,0.5678238730358824,0.5545782641454917,-1.0,-0.739484464859764,
11,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.32499999999999996,-0.006571859877180256,[-0.85588426],0.4991664682067159,0.5879294119995788,0.5852999746130094,-1.0,-0.855884257327134,
12,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.35,0.014554911741362437,[-0.86466628],0.4980629539951574,0.5698771692719857,0.5576828084759257,-1.0,-0.8646662817418671,
13,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.37499999999999994,0.023521144142543974,[-0.92331513],0.4964574898785425,0.5509228097674919,0.5330221328741752,-1.0,-0.9233151346581117,
14,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.39999999999999997,0.0726055325264956,[-1.03405019],0.48766905330151156,0.5510083457455611,0.5292789159792145,-1.0,-1.0340501855257571,
15,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.42499999999999993,0.009047168121750436,[-1.09621659],0.49836867862969003,0.5776843387637367,0.5675876574057083,-1.0,-1.0962165853264032,
16,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.44999999999999996,0.006239232630180341,[-1.23259342],0.4986884290294375,0.5530646432794639,0.5389701061670342,-1.0,-1.232593421495204,
17,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.475,0.040459354635923914,[-1.29804709],0.4910873440285205,0.5546429937395575,0.5442868739568911,-1.0,-1.2980470933509813,
18,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.49999999999999994,0.003740713707976177,[-1.38978744],0.4980707395498392,0.5621046345433611,0.5521424759305653,-1.0,-1.389787436073113,
19,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.525,0.028589583655081758,[-1.51627392],0.4922874958976042,0.545918552036199,0.5314444998809869,-1.0,-1.5162739164079995,
20,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.5499999999999999,0.013782177750198741,[-1.57859806],0.4957983193277311,0.571988288606403,0.5567740770940581,-1.0,-1.5785980555766554,
21,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.575,-0.014306525291341616,[-1.59767395],0.4951744617668894,0.5256184407796102,0.5352610655614913,-1.0,-1.5976739484990303,
22,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.6,-0.013202137134554566,[-1.78696965],0.4951114587407118,0.532678538869779,0.5312114483299133,-1.0,-1.786969651932623,
23,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.625,-0.013112196819170597,[-1.88567795],0.49456975772765244,0.5093603417467054,0.5229626951595967,-1.0,-1.8856779502591883,
24,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.65,-0.04764131444444042,[-1.9486004],0.4785871964679912,0.5226370172253798,0.5443396374743021,-1.0,-1.948600399258003,
25,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.675,-0.00751997375270322,[-2.0506163],0.49615754082612873,0.5082755253931971,0.5155965003960621,-1.0,-2.0506163009814595,
26,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.7,-0.007174568138172712,[-2.25084223],0.49784714747039827,0.5215527180909805,0.5279878603134568,-1.0,-2.2508422299020983,
27,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.725,-0.028030898410144327,[-2.22045624],0.481981981981982,0.511223841934173,0.5305465253822119,-1.0,-2.2204562404984736,
28,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.75,0.020084056363711304,[-2.45174036],0.4844155844155844,0.5076039464887461,0.4996663324475135,-1.0,-2.4517403646866622,
29,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.775,-0.0069224076921778985,[-2.53167479],0.49691569568197397,0.4720333472405459,0.49781941999376217,-1.0,-2.531674790831893,
30,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.7999999999999999,-0.013269485305239552,[-2.67655001],0.48697068403908794,0.4485024169978259,0.49451652296679094,-1.0,-2.6765500106374915,
31,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.825,-0.010733660461516704,[-2.67775353],0.48741007194244607,0.4649575969443904,0.49216382674151815,-1.0,-2.6777535298249635,
32,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.85,-0.0055577470204220235,[-2.9362932],0.4875406283856988,0.4372317143045001,0.483784077845097,-1.0,-2.9362932025037134,
33,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.875,-0.001510562002565483,[-2.86313471],0.44289340101522845,0.4347621624407339,0.4683657335817143,-1.0,-2.8631347148413,
34,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.9,-0.001371577615079036,[-2.99934604],0.4494949494949495,0.4383991837197438,0.48076166737578385,-1.0,-2.9993460364580895,
35,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.9249999999999999,0.013688053318255346,[-2.96389228],0.46008403361344535,0.42744114927814525,0.4347190146258639,-1.0,-2.9638922784467985,
36,LFR_mu-0.4_prob-1.0,1,2,"{'emb', 'imb'}",0.95,-0.0013171786503686318,[-3.01014234],0.4612676056338028,0.45739087301587306,0.5003737836417571,-1.0,-3.010142336796369,
37,LFR_mu-0.4_prob-1.0,1,2,"{'imb', 'deg'}",0.05,-0.02734430807535352,[8.45005559],0.5697596795727636,0.5849351604278075,0.5633616973399745,-1.0,,8.450055589635491
38,LFR_mu-0.4_prob-1.0,1,2,"{'imb', 'deg'}",0.075,0.0020979383223394175,[9.61522407],0.5674893617021277,0.5899029027650878,0.5657500564738462,-1.0,,9.615224071863159
39,LFR_mu-0.4_prob-1.0,1,2,"{'imb', 'deg'}",0.1,-0.01189644783484716,[11.12863132],0.5883185840707965,0.6067931347655369,0.5767508099362555,-1.0,,11.12863132433751
40,LFR_mu-0.4_prob-1.0,1,2,"{'imb', 'deg'}",0.125,-0.0458499968904623,[11.27104996],0.5902877697841726,0.6148929978510028,0.5870559852954356,-1.0,,11.271049963923774
