,theta,d_G,d_H,edge,ground_truth_aprx,classification,correct,inverse,negexp
1165,0.13999999999999999,9.506644,9.307241,"(80, 79)",1,0,False,0.49470067,0.45031384
1166,0.13999999999999999,7.675338,8.779329,"(80, 81)",1,1,True,0.53354645,0.7510072
1167,0.13999999999999999,7.891148,9.226382,"(81, 82)",1,1,True,0.53900194,0.79170513
1168,0.13999999999999999,8.31478,8.888491,"(83, 82)",1,1,True,0.51667446,0.63961893
1169,0.13999999999999999,7.227816,8.685835,"(83, 84)",1,1,True,0.5458103,0.81122947
1170,0.13999999999999999,7.5048237,7.75731,"(85, 86)",1,1,True,0.5082717,0.56278837
1171,0.13999999999999999,8.115054,7.3724256,"(88, 87)",1,0,False,0.47602487,0.3224296
1172,0.13999999999999999,8.197269,8.189717,"(88, 89)",1,0,False,0.49976954,0.49811196
1173,0.13999999999999999,8.146115,8.973077,"(89, 90)",1,1,True,0.52415305,0.6957121
1174,0.13999999999999999,6.590762,9.08201,"(91, 90)",1,1,True,0.57947695,0.923526
1175,0.13999999999999999,6.1990576,9.151253,"(92, 91)",1,1,True,0.59616077,0.95036715
1176,0.13999999999999999,7.6095324,8.042482,"(92, 93)",1,1,True,0.5138305,0.6065779
1177,0.13999999999999999,9.1472435,8.702222,"(93, 94)",1,0,False,0.48753402,0.39054507
1178,0.13999999999999999,9.61952,9.210422,"(95, 94)",1,0,False,0.48913702,0.39912826
1179,0.13999999999999999,8.675623,8.235207,"(96, 95)",1,0,False,0.4869783,0.39164177
1180,0.13999999999999999,8.982804,8.182701,"(98, 97)",1,0,False,0.47669443,0.31000343
1181,0.13999999999999999,7.583136,8.4175005,"(48, 65)",0,1,False,0.52607286,0.697277
1182,0.13999999999999999,7.1861787,8.207989,"(65, 92)",0,1,False,0.5331882,0.735325
1183,0.13999999999999999,8.175943,9.239108,"(92, 82)",0,1,False,0.5305243,0.7432949
1184,0.13999999999999999,8.871821,8.473793,"(42, 82)",0,0,True,0.48852652,0.40178612
1185,0.13999999999999999,7.7162986,8.51052,"(28, 42)",0,1,False,0.5244725,0.68873703
1186,0.13999999999999999,6.96173,8.314628,"(77, 6)",0,1,False,0.5442807,0.79460293
1187,0.13999999999999999,8.772924,8.455394,"(95, 72)",0,0,True,0.49078465,0.4212777
1188,0.13999999999999999,8.889602,8.351414,"(52, 95)",0,0,True,0.48439223,0.3686092
1189,0.13999999999999999,8.154618,8.520158,"(55, 52)",0,1,False,0.5109609,0.5903807
1190,0.13999999999999999,8.4707365,8.391664,"(55, 85)",0,0,True,0.49765536,0.48024204
1191,0.13999999999999999,9.057833,8.569354,"(90, 85)",0,0,True,0.48614419,0.38025203
1192,0.13999999999999999,8.250436,8.896137,"(66, 90)",0,1,False,0.51882887,0.65604115
1193,0.13999999999999999,8.9562,9.285409,"(66, 29)",0,1,False,0.5090236,0.581567
1194,0.13999999999999999,9.077345,8.648631,"(29, 75)",0,0,True,0.4879072,0.39443353
1195,0.13999999999999999,8.926758,8.859113,"(75, 41)",0,0,True,0.49809837,0.48309517
1196,0.13999999999999999,8.949798,8.361951,"(47, 41)",0,0,True,0.48302174,0.35712907
1197,0.13999999999999999,8.424547,7.4228745,"(51, 47)",0,0,True,0.46839634,0.26861268
1198,0.13999999999999999,8.616087,7.7860184,"(70, 51)",0,0,True,0.4746963,0.30363056
1199,0.13999999999999999,8.034055,7.379579,"(40, 70)",0,0,True,0.47876957,0.34198168
1200,0.13999999999999999,7.8911667,6.930254,"(60, 40)",0,0,True,0.46758366,0.27669552
1201,0.13999999999999999,8.750749,9.098207,"(31, 38)",0,1,False,0.5097333,0.5860013
1202,0.13999999999999999,9.009223,8.7661085,"(31, 12)",0,0,True,0.49316147,0.43951902
1203,0.13999999999999999,7.919189,7.5776095,"(88, 12)",0,0,True,0.48897904,0.41542584
1204,0.13999999999999999,7.82699,7.3691344,"(88, 35)",0,0,True,0.4849351,0.38749462
1205,0.13999999999999999,6.9206967,5.4658575,"(35, 13)",0,0,True,0.44127345,0.18925793
1206,0.13999999999999999,5.6527824,5.5070844,"(34, 33)",1,0,False,0.49347225,0.4636398
1207,0.13999999999999999,7.1394463,5.8399563,"(33, 53)",0,0,True,0.44994032,0.21425086
1208,0.13999999999999999,8.957725,7.394387,"(53, 39)",0,0,True,0.45219767,0.17316821
1209,0.13999999999999999,7.6957736,6.8919578,"(39, 69)",0,0,True,0.47244886,0.30920985
1210,0.13999999999999999,6.951421,7.3894477,"(68, 69)",1,1,True,0.51527196,0.60778874
1211,0.13999999999999999,7.5190964,7.7144656,"(68, 76)",0,1,False,0.5064125,0.5486875
1212,0.13999999999999999,8.090184,8.2675705,"(45, 10)",0,1,False,0.50542206,0.54423064
1213,0.13999999999999999,7.6148777,6.2746725,"(10, 99)",0,0,True,0.45175493,0.2074763
1214,0.13999999999999999,7.7686768,8.355477,"(16, 9)",0,1,False,0.51819634,0.64263076
1215,0.13999999999999999,7.719922,8.029263,"(96, 16)",0,1,False,0.5098208,0.5767243
1216,0.13999999999999999,8.081968,8.170486,"(80, 96)",0,1,False,0.5027232,0.5221151
1217,0.13999999999999999,8.033157,8.98616,"(21, 80)",0,1,False,0.5279977,0.72171867
1218,0.13999999999999999,7.158634,7.899247,"(11, 8)",0,1,False,0.5245923,0.67712986
1219,0.13999999999999999,8.674235,8.60773,"(73, 8)",0,0,True,0.4980759,0.48337978
1220,0.13999999999999999,8.448386,8.836804,"(58, 73)",0,1,False,0.5112356,0.59590185
1221,0.13999999999999999,8.442949,8.34988,"(58, 37)",0,0,True,0.49722892,0.47674948
1222,0.13999999999999999,8.005452,8.092281,"(61, 37)",0,1,False,0.50269693,0.52169365
1223,0.13999999999999999,8.087641,8.988394,"(89, 0)",0,1,False,0.5263748,0.7111042
1224,0.13999999999999999,8.352229,8.671224,"(89, 23)",0,1,False,0.50936925,0.57907915
1225,0.13999999999999999,8.183468,8.7257395,"(94, 27)",0,1,False,0.5160348,0.6323407
1226,0.13999999999999999,8.991953,7.5862975,"(19, 94)",0,0,True,0.45760545,0.19692023
1227,0.13999999999999999,6.765748,5.7563725,"(57, 19)",0,0,True,0.4596963,0.2671021
1228,0.13999999999999999,5.758243,5.7619367,"(57, 20)",0,1,False,0.5001603,0.5009234
1229,0.13999999999999999,6.7754493,8.267694,"(20, 59)",0,1,False,0.5495989,0.8164151
1230,0.13999999999999999,8.636659,8.045107,"(3, 63)",0,0,True,0.4822695,0.35627887
1231,0.13999999999999999,8.882611,9.339291,"(54, 3)",0,1,False,0.51253104,0.6122261
1232,0.13999999999999999,8.938022,8.140933,"(67, 54)",0,0,True,0.47666457,0.31064868
1233,0.13999999999999999,8.539362,7.924273,"(93, 67)",0,0,True,0.4813198,0.35089922
1234,0.13999999999999999,8.280778,7.020941,"(64, 93)",0,0,True,0.4588335,0.22100191
1235,0.13999999999999999,8.335108,7.1952834,"(50, 64)",0,0,True,0.46330345,0.24235262
1236,0.13999999999999999,8.266254,8.048527,"(46, 84)",0,0,True,0.49332726,0.44578212
1237,0.13999999999999999,9.274458,7.9355016,"(46, 97)",0,0,True,0.4610994,0.20768175
1238,0.13999999999999999,9.48669,8.342427,"(74, 97)",0,0,True,0.4679103,0.24153867
1239,0.13999999999999999,9.918905,9.656786,"(24, 74)",0,0,True,0.493305,0.43484277
1240,0.13999999999999999,9.18373,9.85251,"(62, 24)",0,1,False,0.51756597,0.66123
1241,0.13999999999999999,8.75396,8.362348,"(62, 32)",0,0,True,0.48856026,0.4033293
1242,0.13999999999999999,8.035826,7.313099,"(32, 18)",0,0,True,0.47645676,0.3267928
1243,0.13999999999999999,6.8792787,6.2766943,"(18, 78)",0,0,True,0.4770984,0.35375264
1244,0.13999999999999999,6.1317286,7.379224,"(78, 17)",0,1,False,0.54616606,0.77686596
1245,0.13999999999999999,7.42527,8.675918,"(86, 83)",0,1,False,0.53883713,0.77741194
1246,0.13999999999999999,8.359404,8.421722,"(25, 83)",0,1,False,0.5018568,0.5155747
1247,0.13999999999999999,8.981064,7.7860265,"(44, 25)",0,0,True,0.46436357,0.23235923
1248,0.13999999999999999,8.410352,8.229134,"(7, 44)",0,0,True,0.49455458,0.45481905
1249,0.13999999999999999,7.225543,8.442133,"(7, 4)",0,1,False,0.53882486,0.77146286
1250,0.13999999999999999,8.173666,8.451429,"(71, 56)",0,1,False,0.50835377,0.5689978
1251,0.13999999999999999,9.018262,8.099598,"(2, 71)",0,0,True,0.47316653,0.2852302
1252,0.13999999999999999,9.726443,9.405805,"(2, 30)",0,0,True,0.49162045,0.42052013
1253,0.13999999999999999,8.701307,8.151248,"(98, 30)",0,0,True,0.48368022,0.36585066
1254,0.13999999999999999,8.818994,8.813453,"(98, 15)",0,0,True,0.49984288,0.4986148
1255,0.13999999999999999,7.7546654,9.18749,"(15, 81)",0,1,False,0.5422858,0.8073411
1256,0.13999999999999999,7.338742,6.9982347,"(26, 5)",0,0,True,0.48812488,0.4156863
1257,0.13999999999999999,7.10172,8.576583,"(14, 49)",0,1,False,0.54703516,0.8137954
1258,0.13999999999999999,8.367173,7.272797,"(14, 87)",0,0,True,0.46501347,0.25079513
1259,0.13999999999999999,9.087274,7.085695,"(22, 87)",0,0,True,0.43811962,0.11903726
1260,0.13999999999999999,8.875455,7.786545,"(1, 22)",0,0,True,0.46732354,0.25182354
1261,0.13999999999999999,8.980586,8.862946,"(1, 79)",0,0,True,0.4967036,0.47062373
1262,0.13999999999999999,9.6314535,9.474658,"(79, 36)",0,0,True,0.4958967,0.46088126
1263,0.13999999999999999,8.768159,8.713762,"(43, 36)",0,0,True,0.4984442,0.48640418
1264,0.16,7.409365,7.6339107,"(99, 0)",0,1,False,0.50746334,0.5559017
1265,0.16,8.793266,8.484646,"(2, 1)",1,0,False,0.49106893,0.4234515
1266,0.16,9.005257,8.421406,"(2, 3)",1,0,False,0.48324832,0.35804698
1267,0.16,8.330605,7.23814,"(3, 4)",1,0,False,0.4649148,0.25115448
1268,0.16,7.078135,7.396007,"(6, 5)",1,1,True,0.5109807,0.57880557
1269,0.16,6.952168,7.571233,"(8, 9)",1,1,True,0.5213127,0.6500058
1270,0.16,5.380754,6.245692,"(9, 10)",1,1,True,0.537197,0.7036913
1271,0.16,7.741979,8.578527,"(10, 11)",1,1,True,0.52562875,0.6977377
1272,0.16,7.3354673,8.547317,"(12, 11)",1,1,True,0.5381498,0.770626
1273,0.16,7.2131677,7.5619006,"(13, 12)",1,1,True,0.5118014,0.58631027
1274,0.16,7.8218703,7.9864054,"(13, 14)",1,1,True,0.5052041,0.54104125
1275,0.16,8.874896,8.587215,"(15, 14)",1,0,False,0.49176273,0.4285718
1276,0.16,7.6593866,7.886289,"(16, 15)",1,1,True,0.50729793,0.55648345
1277,0.16,8.805821,8.394393,"(18, 19)",1,0,False,0.48804003,0.39856967
1278,0.16,6.652604,6.515699,"(19, 20)",1,0,False,0.49480173,0.4658271
1279,0.16,6.9553323,7.8651047,"(21, 20)",1,1,True,0.5306931,0.71295357
1280,0.16,9.015206,8.729047,"(22, 21)",1,0,False,0.49193653,0.42894438
1281,0.16,7.8939047,9.481003,"(23, 22)",1,1,True,0.5456721,0.8302074
1282,0.16,6.9119987,8.825495,"(23, 24)",1,1,True,0.5607942,0.87141144
1283,0.16,8.467871,7.888504,"(25, 26)",1,0,False,0.48228928,0.35907838
1284,0.16,8.3945875,8.27894,"(26, 27)",1,0,False,0.49653202,0.47112036
1285,0.16,7.6494846,8.782696,"(27, 28)",1,1,True,0.53448147,0.75643104
1286,0.16,8.334351,8.909897,"(29, 28)",1,1,True,0.5166881,0.640042
1287,0.16,9.249023,8.8798,"(29, 30)",1,0,False,0.48981667,0.40872863
1288,0.16,8.74153,8.562898,"(31, 30)",1,0,False,0.49483854,0.4554602
1289,0.16,8.403512,9.101868,"(31, 32)",1,1,True,0.51994693,0.6678231
1290,0.16,8.649228,8.373805,"(32, 33)",1,0,False,0.4919103,0.43157622
1291,0.16,6.711458,6.697856,"(34, 33)",1,0,False,0.49949276,0.4965995
1292,0.16,6.0793552,5.965509,"(35, 34)",1,0,False,0.49527407,0.47156912
1293,0.16,7.6605244,8.569787,"(36, 35)",1,1,True,0.52801126,0.71284926
1294,0.16,7.71868,8.603558,"(36, 37)",1,1,True,0.5271065,0.707832
1295,0.16,8.222578,7.580215,"(38, 37)",1,0,False,0.47967565,0.3447126
1296,0.16,7.1283884,6.949686,"(40, 39)",1,0,False,0.49365315,0.4554429
1297,0.16,8.399073,8.031293,"(41, 40)",1,0,False,0.48880792,0.40907767
1298,0.16,6.4473414,7.9473004,"(42, 43)",1,1,True,0.55210125,0.81756836
1299,0.16,9.084989,8.337563,"(43, 44)",1,0,False,0.47855005,0.3213824
1300,0.16,7.8558617,8.375169,"(44, 45)",1,1,True,0.51599735,0.62698567
1301,0.16,8.661842,8.46441,"(46, 45)",1,0,False,0.49423596,0.45080155
1302,0.16,9.631765,8.121418,"(46, 47)",1,0,False,0.4574626,0.1808873
1303,0.16,8.710506,8.495244,"(48, 47)",1,0,False,0.49374446,0.44639125
1304,0.16,7.914062,8.74094,"(49, 48)",1,1,True,0.5248237,0.6956944
1305,0.16,7.608765,7.522957,"(50, 49)",1,0,False,0.4971646,0.4785611
1306,0.16,8.52849,8.354165,"(52, 51)",1,0,False,0.49483714,0.45652875
1307,0.16,8.179488,7.8344526,"(52, 53)",1,0,False,0.48922703,0.41458678
1308,0.16,7.679172,7.878552,"(53, 54)",1,1,True,0.50640774,0.54968053
1309,0.16,6.428344,7.653786,"(55, 54)",1,1,True,0.5435105,0.7730199
1310,0.16,7.156325,8.728438,"(56, 55)",1,1,True,0.54948497,0.8280847
1311,0.16,6.86765,8.359177,"(56, 57)",1,1,True,0.5489769,0.8163073
1312,0.16,7.569855,7.9858775,"(58, 57)",1,1,True,0.513372,0.6025311
1313,0.16,7.6516776,7.0104146,"(58, 59)",1,0,False,0.47813192,0.3449611
1314,0.16,7.310216,7.559145,"(61, 60)",1,1,True,0.5083705,0.5619129
1315,0.16,7.482678,8.718006,"(62, 61)",1,1,True,0.5381258,0.77474976
1316,0.16,7.8220267,7.7995744,"(63, 62)",1,0,False,0.49928135,0.49438715
1317,0.16,8.000597,8.600212,"(67, 66)",1,1,True,0.5180598,0.64556825
1318,0.16,7.1358743,8.335981,"(68, 67)",1,1,True,0.53878355,0.76854384
1319,0.16,6.3337913,6.941111,"(68, 69)",1,1,True,0.5228747,0.64732915
1320,0.16,7.2152257,7.2138553,"(70, 69)",1,0,False,0.49995252,0.49965742
1321,0.16,8.588447,7.401581,"(71, 70)",1,0,False,0.46288732,0.23381995
1322,0.16,8.550851,8.083244,"(72, 73)",1,0,False,0.48594433,0.3851829
1323,0.16,9.143594,9.174398,"(73, 74)",1,1,True,0.50084084,0.50770056
1324,0.16,8.516862,9.175612,"(75, 74)",1,1,True,0.5186167,0.6589797
1325,0.16,7.457315,8.838445,"(75, 76)",1,1,True,0.54237694,0.7991724
1326,0.16,7.600565,8.889999,"(76, 77)",1,1,True,0.5390961,0.7840514
1327,0.16,8.40807,8.700189,"(78, 77)",1,1,True,0.50853735,0.5725148
1328,0.16,8.432557,8.888391,"(79, 78)",1,1,True,0.51315844,0.61202526
1329,0.16,8.201604,7.910284,"(80, 79)",1,0,False,0.4909595,0.42768082
1330,0.16,8.514914,8.302777,"(81, 82)",1,0,False,0.49369308,0.4471639
1331,0.16,7.535592,8.304455,"(83, 82)",1,1,True,0.5242696,0.6832748
1332,0.16,7.409384,8.320132,"(83, 84)",1,1,True,0.52895033,0.7131533
1333,0.16,7.0518575,8.503761,"(85, 84)",1,1,True,0.5466682,0.81029123
1334,0.16,7.8776407,7.7130647,"(86, 87)",1,0,False,0.494722,0.4589486
1335,0.16,7.313147,7.9316225,"(88, 87)",1,1,True,0.52028483,0.64987177
1336,0.16,6.882618,8.320262,"(88, 89)",1,1,True,0.547282,0.80808955
1337,0.16,7.685866,8.407491,"(89, 90)",1,1,True,0.52242,0.6729647
1338,0.16,8.846677,7.9090705,"(91, 90)",1,0,False,0.47202134,0.28138414
1339,0.16,8.232638,7.8116913,"(92, 93)",1,0,False,0.48688173,0.39629015
1340,0.16,8.411373,9.113768,"(93, 94)",1,1,True,0.5200396,0.66871846
1341,0.16,9.231547,9.778771,"(95, 94)",1,1,True,0.5143928,0.63349134
1342,0.16,9.640825,8.934583,"(96, 95)",1,0,False,0.48098987,0.3304296
1343,0.16,8.960053,9.004098,"(97, 96)",1,1,True,0.5012259,0.51100934
1344,0.16,8.24119,9.077973,"(98, 97)",1,1,True,0.5241577,0.6977873
1345,0.16,8.33801,8.319693,"(98, 99)",1,0,False,0.4994502,0.49542084
1346,0.16,8.78474,6.8890405,"(48, 65)",0,0,True,0.4395264,0.13059594
1347,0.16,8.608808,8.676431,"(48, 43)",0,1,False,0.5019561,0.51689935
1348,0.16,7.6481414,6.2156043,"(65, 92)",0,0,True,0.44833514,0.1927037
1349,0.16,8.004942,8.040123,"(92, 82)",0,1,False,0.5010963,0.5087943
1350,0.16,8.311003,8.7920475,"(28, 77)",0,1,False,0.5140631,0.61799455
1351,0.16,7.740434,7.19295,"(72, 6)",0,0,True,0.48166916,0.36644822
1352,0.16,9.039254,8.510285,"(95, 72)",0,0,True,0.48492926,0.37075746
1353,0.16,8.90809,8.860663,"(52, 95)",0,0,True,0.49866545,0.4881457
1354,0.16,7.204506,8.178465,"(55, 52)",0,1,False,0.53165704,0.7259079
1355,0.16,8.389972,8.319476,"(90, 85)",0,0,True,0.49789056,0.48238337
1356,0.16,8.650831,9.097309,"(66, 90)",0,1,False,0.5125782,0.6098015
1357,0.16,8.6476755,8.997959,"(66, 29)",0,1,False,0.5099255,0.5866863
1358,0.16,8.341373,8.193021,"(29, 75)",0,0,True,0.49551383,0.46297973
1359,0.16,8.597686,7.960145,"(75, 41)",0,0,True,0.4807481,0.34580266
1360,0.16,8.884728,7.562115,"(47, 41)",0,0,True,0.45979124,0.21038383
1361,0.16,8.408147,7.875869,"(51, 47)",0,0,True,0.4836564,0.36998573
1362,0.16,8.430964,7.2733283,"(70, 51)",0,0,True,0.4631427,0.23909707
1363,0.16,7.2588077,6.93064,"(40, 70)",0,0,True,0.48843622,0.41868654
1364,0.16,7.341832,7.457622,"(60, 40)",0,1,False,0.503912,0.52891517
1365,0.16,8.003834,7.158391,"(60, 38)",0,0,True,0.47212008,0.3003897
1366,0.16,8.21328,8.009653,"(31, 38)",0,0,True,0.4937241,0.44926852
1367,0.16,6.743322,7.825997,"(88, 12)",0,1,False,0.537156,0.74699986
1368,0.16,6.9082246,7.660797,"(88, 35)",0,1,False,0.5258278,0.679739
1369,0.16,5.6972737,5.6925154,"(35, 13)",0,0,True,0.49979112,0.4988104
1370,0.16,5.9166903,5.341294,"(13, 34)",0,0,True,0.474445,0.35999253
1371,0.16,6.711458,6.697856,"(34, 33)",1,0,False,0.49949276,0.4965995
1372,0.16,7.767585,6.7908683,"(33, 53)",0,0,True,0.46645537,0.27354378
1373,0.16,8.032249,7.2159495,"(53, 39)",0,0,True,0.47323292,0.30654967
1374,0.16,7.1050363,6.3656993,"(39, 69)",0,0,True,0.47255766,0.32314914
1375,0.16,6.3337913,6.941111,"(68, 69)",1,1,True,0.5228747,0.64732915
1376,0.16,7.0786166,8.890267,"(68, 76)",0,1,False,0.5567244,0.8595612
1377,0.16,7.3525095,8.425705,"(45, 10)",0,1,False,0.5340088,0.74520415
1378,0.16,6.3307405,6.4843216,"(10, 99)",0,1,False,0.50599223,0.53832006
1379,0.16,5.8928294,6.1440363,"(99, 9)",0,1,False,0.51043487,0.56247354
1380,0.16,8.037188,7.674474,"(96, 16)",0,0,True,0.48845717,0.4103028
1381,0.16,9.303928,7.9943123,"(80, 96)",0,0,True,0.46214598,0.21255109
1382,0.16,8.729057,7.887811,"(21, 80)",0,0,True,0.47468698,0.30127242
1383,0.16,8.735854,8.366431,"(21, 11)",0,0,True,0.4891996,0.40868047
1384,0.16,8.095909,8.171057,"(11, 8)",0,1,False,0.50230986,0.5187781
1385,0.16,8.738903,8.291221,"(73, 8)",0,0,True,0.48685616,0.38991192
1386,0.16,9.173335,9.231041,"(58, 73)",0,1,False,0.5015677,0.5144225
1387,0.16,8.006268,8.331431,"(58, 37)",0,1,False,0.50995135,0.5805822
1388,0.16,6.689653,8.596343,"(0, 61)",0,1,False,0.56236726,0.87064683
1389,0.16,7.0865273,9.211033,"(89, 23)",0,1,False,0.56517863,0.89326227
1390,0.16,8.452812,9.272445,"(94, 27)",0,1,False,0.52312046,0.6941583
1391,0.16,8.542097,8.251965,"(19, 94)",0,0,True,0.49136207,0.42797142
1392,0.16,7.7408795,6.6248364,"(57, 19)",0,0,True,0.46115604,0.24674597
1393,0.16,7.550365,7.767692,"(59, 91)",0,1,False,0.50709385,0.55411893
1394,0.16,9.081415,7.3436866,"(91, 63)",0,0,True,0.44710144,0.14960168
1395,0.16,9.756554,7.909236,"(3, 63)",0,0,True,0.44771484,0.13618815
1396,0.16,7.73794,8.124208,"(54, 3)",0,1,False,0.5121758,0.5953841
1397,0.16,7.8513126,8.982464,"(93, 67)",0,1,False,0.5335977,0.75605124
1398,0.16,8.222596,7.2378044,"(64, 93)",0,0,True,0.46815112,0.27194205
1399,0.16,7.6601043,6.480148,"(50, 64)",0,0,True,0.45827666,0.23506005
1400,0.16,7.891865,8.1733885,"(46, 84)",0,1,False,0.5087619,0.56991976
1401,0.16,8.855562,8.7484455,"(46, 97)",0,0,True,0.49695763,0.47324643
1402,0.16,8.680691,9.380129,"(74, 97)",0,1,False,0.5193634,0.66806316
1403,0.16,8.39015,8.966118,"(24, 74)",0,1,False,0.5165925,0.64013904
1404,0.16,8.221696,8.703761,"(62, 32)",0,1,False,0.5142408,0.6182354
1405,0.16,8.483076,8.413447,"(32, 18)",0,0,True,0.49793956,0.48259982
1406,0.16,7.1912827,7.742777,"(18, 78)",0,1,False,0.5184643,0.63448215
1407,0.16,7.1697836,6.41493,"(78, 17)",0,0,True,0.4722168,0.31976458
1408,0.16,7.50861,6.5703115,"(86, 17)",0,0,True,0.46667716,0.28124425
1409,0.16,7.7533226,7.4635596,"(25, 83)",0,0,True,0.4904789,0.42806187
1410,0.16,8.445903,7.7394395,"(44, 25)",0,0,True,0.47817582,0.3303808
1411,0.16,8.055297,6.526086,"(7, 44)",0,0,True,0.44756287,0.17810915
1412,0.16,7.9004617,6.0782366,"(7, 4)",0,0,True,0.4348214,0.13916709
1413,0.16,8.030597,8.159819,"(71, 56)",0,1,False,0.50399065,0.53226066
1414,0.16,8.328117,8.5474825,"(2, 71)",0,1,False,0.50649947,0.5546224
1415,0.16,9.031364,8.87478,"(2, 30)",0,0,True,0.4956276,0.4609336
1416,0.16,8.831187,8.5745735,"(98, 30)",0,0,True,0.49262848,0.4361963
1417,0.16,8.582858,8.394257,"(98, 15)",0,0,True,0.49444544,0.45298886
1418,0.16,8.647483,7.980933,"(15, 81)",0,0,True,0.4799575,0.33926982
1419,0.16,8.813832,7.253209,"(81, 26)",0,0,True,0.451434,0.17355727
1420,0.16,8.778668,7.699616,"(26, 5)",0,0,True,0.46725833,0.25368538
1421,0.16,8.400479,7.5927,"(5, 49)",0,0,True,0.47474614,0.3083639
1422,0.16,8.831515,8.759558,"(14, 49)",0,0,True,0.49795473,0.48201835
1423,0.16,7.6457853,8.715169,"(14, 87)",0,1,False,0.532681,0.74447966
1424,0.16,8.259142,8.162856,"(22, 87)",0,0,True,0.4970684,0.47594717
1425,0.16,8.141434,8.674571,"(1, 22)",0,1,False,0.5158521,0.6302146
1426,0.16,7.734165,8.970105,"(1, 79)",0,1,False,0.53699476,0.7748565
1427,0.16,8.6297035,9.043908,"(43, 36)",0,1,False,0.51171815,0.60209566
1428,0.18,8.858335,8.402429,"(0, 1)",1,0,False,0.48679355,0.38795748
1429,0.18,8.60198,8.732855,"(99, 0)",0,1,False,0.5037749,0.53267205
1430,0.18,9.116947,7.439412,"(2, 3)",1,0,False,0.44933864,0.15742216
1431,0.18,8.247947,8.125063,"(3, 4)",1,0,False,0.49624735,0.46931767
1432,0.18,6.332802,8.078794,"(6, 5)",1,1,True,0.5605759,0.85144657
1433,0.18,8.154897,8.3415785,"(6, 7)",1,1,True,0.5056582,0.5465353
1434,0.18,7.6241426,9.049978,"(8, 7)",1,1,True,0.54275596,0.8062516
1435,0.18,5.970611,8.382607,"(8, 9)",1,1,True,0.5840228,0.91773754
1436,0.18,6.6523013,8.242724,"(10, 11)",1,1,True,0.55338776,0.83067566
1437,0.18,8.834611,8.412496,"(12, 11)",1,0,False,0.48776275,0.39601067
1438,0.18,7.96127,7.769951,"(13, 12)",1,0,False,0.4939191,0.4523156
1439,0.18,7.803811,8.063891,"(13, 14)",1,1,True,0.5081952,0.564656
1440,0.18,9.50679,8.9582815,"(15, 14)",1,0,False,0.4851474,0.36621046
1441,0.18,7.6249623,8.335233,"(16, 15)",1,1,True,0.5222513,0.67046094
1442,0.18,7.626469,8.601296,"(16, 17)",1,1,True,0.5300358,0.7260806
1443,0.18,7.2407684,7.1480765,"(18, 17)",1,0,False,0.49677905,0.47684357
1444,0.18,7.7492037,8.178604,"(18, 19)",1,1,True,0.5134796,0.6057305
1445,0.18,6.89516,6.9521666,"(19, 20)",1,1,True,0.5020584,0.5142478
1446,0.18,8.691679,8.845199,"(21, 20)",1,1,True,0.504377,0.5383047
1447,0.18,8.962793,8.998366,"(22, 21)",1,1,True,0.50099033,0.50889236
1448,0.18,7.6613903,8.687347,"(23, 22)",1,1,True,0.53137726,0.7361313
1449,0.18,7.783263,9.411067,"(23, 24)",1,1,True,0.54733545,0.83586854
1450,0.18,6.5937624,9.085289,"(24, 25)",1,1,True,0.57945395,0.92354566
1451,0.18,6.570201,8.330045,"(25, 26)",1,1,True,0.5590542,0.85319006
1452,0.18,7.652203,8.97812,"(26, 27)",1,1,True,0.5398644,0.7901644
1453,0.18,8.065874,9.149018,"(27, 28)",1,1,True,0.5314595,0.74708855
1454,0.18,8.868134,7.9101057,"(29, 28)",1,0,False,0.4714503,0.27727324
1455,0.18,7.925278,7.9541626,"(31, 30)",1,1,True,0.50090945,0.5072206
1456,0.18,8.502837,8.857899,"(31, 32)",1,1,True,0.510226,0.58784443
1457,0.18,8.704541,8.484883,"(32, 33)",1,0,False,0.49361068,0.4453053
1458,0.18,6.615802,7.729808,"(36, 35)",1,1,True,0.53882736,0.7528752
1459,0.18,6.0885596,8.318475,"(36, 37)",1,1,True,0.57738984,0.9029039
1460,0.18,6.1607623,8.072755,"(38, 37)",1,1,True,0.56716514,0.8712429
1461,0.18,6.311131,7.7399077,"(39, 38)",1,1,True,0.5508424,0.80671066
1462,0.18,5.794502,7.405574,"(40, 39)",1,1,True,0.56102514,0.83356017
1463,0.18,8.045777,8.552211,"(41, 40)",1,1,True,0.51525587,0.62397003
1464,0.18,7.4834933,8.496818,"(41, 42)",1,1,True,0.53170544,0.73367023
1465,0.18,7.6025877,8.100492,"(42, 43)",1,1,True,0.5158537,0.6219666
1466,0.18,6.429997,9.080341,"(43, 44)",1,1,True,0.585438,0.9340322
1467,0.18,7.503244,9.236621,"(44, 45)",1,1,True,0.5517739,0.8498439
1468,0.18,7.5011687,8.710739,"(46, 45)",1,1,True,0.537305,0.77022296
1469,0.18,8.359348,8.922471,"(46, 47)",1,1,True,0.51629233,0.6371748
1470,0.18,8.041659,8.844894,"(48, 47)",1,1,True,0.52378327,0.6906661
1471,0.18,7.65106,7.896178,"(49, 48)",1,1,True,0.507883,0.5609744
1472,0.18,8.352043,7.9750996,"(50, 51)",1,0,False,0.48845652,0.40686426
1473,0.18,8.764757,8.296955,"(52, 51)",1,0,False,0.48629087,0.3851366
1474,0.18,7.4430666,8.43621,"(52, 53)",1,1,True,0.53127164,0.72970825
