,theta,d_G,d_H,edge,ground_truth_aprx,classification,correct,inverse,negexp
2662,0.34,8.893561,8.364175,"(72, 73)",1,0,False,0.48466232,0.37065998
2663,0.34,8.346723,8.242492,"(75, 74)",1,0,False,0.49685848,0.47396588
2664,0.34,8.525815,8.76177,"(75, 76)",1,1,True,0.50682443,0.5587166
2665,0.34,8.072916,8.667623,"(76, 77)",1,1,True,0.5177625,0.6444443
2666,0.34,7.735333,7.9396667,"(80, 81)",1,1,True,0.5065178,0.5509065
2667,0.34,8.303465,7.681376,"(81, 82)",1,0,False,0.4805413,0.3493065
2668,0.34,7.2510576,7.072154,"(85, 86)",1,0,False,0.49375477,0.45539305
2669,0.34,8.06829,6.128608,"(88, 87)",1,0,False,0.43168643,0.12568286
2670,0.34,5.2011967,7.3874183,"(91, 90)",1,1,True,0.5868333,0.89900535
2671,0.34,7.9133015,8.277824,"(93, 94)",1,1,True,0.5112569,0.59013486
2672,0.34,6.931334,8.946204,"(95, 94)",1,1,True,0.56345034,0.88234955
2673,0.34,5.7586503,8.398483,"(96, 95)",1,1,True,0.59323335,0.93338156
2674,0.34,7.6175838,7.2632623,"(98, 97)",1,0,False,0.48809472,0.41233492
2675,0.34,7.681623,7.357944,"(48, 65)",0,0,True,0.48923907,0.4197794
2676,0.34,8.439442,7.787005,"(48, 43)",0,0,True,0.4798959,0.34244066
2677,0.34,8.43808,8.090689,"(42, 82)",0,0,True,0.4894913,0.4140152
2678,0.34,7.230618,8.40851,"(28, 42)",0,1,False,0.5376585,0.7645686
2679,0.34,7.814766,8.497422,"(77, 6)",0,1,False,0.52092475,0.6643313
2680,0.34,9.039362,8.755934,"(72, 6)",0,0,True,0.49203643,0.42961353
2681,0.34,7.356821,9.239136,"(95, 72)",0,1,False,0.55671,0.86787677
2682,0.34,7.4019513,7.3396254,"(55, 52)",0,0,True,0.49788603,0.48442355
2683,0.34,7.6951966,7.7864285,"(55, 85)",0,1,False,0.50294644,0.52279216
2684,0.34,8.367089,7.473668,"(29, 75)",0,0,True,0.47179994,0.29040435
2685,0.34,8.726179,8.563558,"(75, 41)",0,0,True,0.4952972,0.45943397
2686,0.34,8.017193,7.678373,"(47, 41)",0,0,True,0.4892065,0.41609615
2687,0.34,8.189016,6.8637342,"(51, 47)",0,0,True,0.45597872,0.20994084
2688,0.34,7.3727403,7.7581816,"(70, 51)",0,1,False,0.5127369,0.5951848
2689,0.34,7.2231555,7.0427303,"(31, 38)",0,0,True,0.49367633,0.45501566
2690,0.34,7.9366446,4.6076007,"(88, 35)",0,0,True,0.36730793,0.034588143
2691,0.34,6.444501,3.4785933,"(35, 13)",0,0,True,0.3505553,0.04899004
2692,0.34,5.579612,4.3089576,"(13, 34)",0,0,True,0.43575135,0.21914528
2693,0.34,7.4717684,4.2596774,"(33, 53)",0,0,True,0.3630991,0.038713247
2694,0.34,8.38665,6.0931664,"(53, 39)",0,0,True,0.42080408,0.09166407
2695,0.34,8.083022,6.3548985,"(39, 69)",0,0,True,0.4401533,0.15082774
2696,0.34,6.4605904,4.8877616,"(68, 69)",1,0,False,0.43070233,0.17181349
2697,0.34,8.581842,8.63707,"(45, 76)",0,1,False,0.50160366,0.5138033
2698,0.34,7.8430877,7.6166673,"(45, 10)",0,0,True,0.49267712,0.44363546
2699,0.34,7.4483867,6.0048876,"(16, 9)",0,0,True,0.44635135,0.19100408
2700,0.34,8.4035225,8.204673,"(21, 80)",0,0,True,0.49401352,0.45045078
2701,0.34,8.996109,9.214404,"(21, 11)",0,1,False,0.50599366,0.5543581
2702,0.34,8.415594,7.9710264,"(11, 8)",0,0,True,0.48643503,0.39065316
2703,0.34,8.735102,7.452967,"(73, 8)",0,0,True,0.4603988,0.2171871
2704,0.34,8.706111,7.337886,"(58, 73)",0,0,True,0.45736018,0.20290676
2705,0.34,8.404131,7.2194085,"(58, 37)",0,0,True,0.46208534,0.23420416
2706,0.34,8.441407,8.071305,"(61, 37)",0,0,True,0.48879343,0.4085164
2707,0.34,8.476659,7.798734,"(0, 61)",0,0,True,0.4791733,0.33672467
2708,0.34,8.483747,5.878398,"(89, 0)",0,0,True,0.40929806,0.06879499
2709,0.34,7.6128573,5.9707727,"(89, 23)",0,0,True,0.4395565,0.16218162
2710,0.34,7.2853594,8.855132,"(94, 27)",0,1,False,0.54862845,0.8277512
2711,0.34,7.4046865,6.531914,"(57, 19)",0,0,True,0.46868774,0.2946778
2712,0.34,7.7756805,7.9344816,"(20, 59)",0,1,False,0.5050541,0.53961706
2713,0.34,7.2646203,6.796781,"(59, 91)",0,0,True,0.48336443,0.38512778
2714,0.34,8.281579,6.714102,"(54, 3)",0,0,True,0.44773573,0.17257632
2715,0.34,7.882707,5.781577,"(67, 54)",0,0,True,0.423116,0.10898703
2716,0.34,7.5822377,6.49269,"(93, 67)",0,0,True,0.4612947,0.25170347
2717,0.34,8.039499,7.9368563,"(64, 93)",0,0,True,0.49678764,0.47436172
2718,0.34,7.866974,8.249345,"(50, 64)",0,1,False,0.5118629,0.5944448
2719,0.34,8.486683,6.0093713,"(84, 50)",0,0,True,0.4145522,0.07746411
2720,0.34,8.41458,6.3470993,"(46, 84)",0,0,True,0.42997137,0.11229791
2721,0.34,8.304171,7.4187903,"(46, 97)",0,0,True,0.47184438,0.29206407
2722,0.34,8.148824,7.79393,"(24, 74)",0,0,True,0.48886976,0.41219625
2723,0.34,7.795851,8.566236,"(62, 24)",0,1,False,0.52354175,0.68360406
2724,0.34,8.7655,5.898898,"(32, 18)",0,0,True,0.40225983,0.05382946
2725,0.34,8.414504,5.663063,"(18, 78)",0,0,True,0.40227568,0.060005322
2726,0.34,7.221681,7.0528803,"(86, 17)",0,0,True,0.4940874,0.45789972
2727,0.34,8.649828,8.4657955,"(44, 25)",0,0,True,0.49462384,0.45412126
2728,0.34,8.215231,8.735866,"(7, 44)",0,1,False,0.515357,0.62729615
2729,0.34,8.008611,7.8001785,"(7, 4)",0,0,True,0.4934077,0.4480798
2730,0.34,8.296591,8.69973,"(4, 56)",0,1,False,0.5118596,0.59944165
2731,0.34,8.056916,9.396764,"(2, 71)",0,1,False,0.53838295,0.79246485
2732,0.34,8.748254,7.7194424,"(2, 30)",0,0,True,0.46876273,0.26331455
2733,0.34,8.094893,7.595167,"(98, 15)",0,0,True,0.48407507,0.37760502
2734,0.34,9.102079,8.111081,"(15, 81)",0,0,True,0.4712139,0.27071494
2735,0.34,9.155157,8.724925,"(81, 26)",0,0,True,0.48796895,0.3940709
2736,0.34,8.641566,8.94172,"(26, 5)",0,1,False,0.5085352,0.57448006
2737,0.34,8.861536,8.984924,"(5, 49)",0,1,False,0.50345695,0.530808
2738,0.34,8.534315,7.748092,"(14, 49)",0,0,True,0.4758567,0.31298026
2739,0.34,8.645955,7.537859,"(14, 87)",0,0,True,0.4657653,0.24822597
2740,0.34,8.368413,7.434672,"(22, 87)",0,0,True,0.47045696,0.28216636
2741,0.34,8.478917,8.857642,"(1, 22)",0,1,False,0.51092273,0.5935656
2742,0.34,8.218486,6.9328637,"(1, 79)",0,0,True,0.457574,0.21659473
2743,0.34,7.7376056,6.290369,"(43, 36)",0,0,True,0.44841608,0.19042726
2744,0.36000000000000004,6.5586267,7.5824738,"(0, 1)",1,1,True,0.5362011,0.7357213
2745,0.36000000000000004,8.119672,9.032553,"(2, 1)",1,1,True,0.52661115,0.7135893
2746,0.36000000000000004,8.201948,8.995204,"(2, 3)",1,1,True,0.5230636,0.68852997
2747,0.36000000000000004,7.282395,7.399203,"(3, 4)",1,1,True,0.5039781,0.52916884
2748,0.36000000000000004,5.2691636,7.1822367,"(6, 5)",1,1,True,0.57682157,0.871364
2749,0.36000000000000004,8.269576,4.096307,"(9, 10)",1,0,False,0.33125874,0.015168208
2750,0.36000000000000004,7.199572,5.8560367,"(13, 12)",1,0,False,0.4485457,0.20692927
2751,0.36000000000000004,7.5949674,6.6764073,"(13, 14)",1,0,False,0.4678181,0.28525144
2752,0.36000000000000004,8.0738535,7.2999907,"(16, 17)",1,0,False,0.47483185,0.31564406
2753,0.36000000000000004,7.712113,7.458761,"(18, 19)",1,0,False,0.49165007,0.4369987
2754,0.36000000000000004,8.719842,6.890643,"(21, 20)",1,0,False,0.4414112,0.13833374
2755,0.36000000000000004,7.721771,7.326108,"(23, 22)",1,0,False,0.48685318,0.40235487
2756,0.36000000000000004,7.6558723,8.936352,"(23, 24)",1,1,True,0.53858674,0.78253144
2757,0.36000000000000004,7.208987,7.834575,"(24, 25)",1,1,True,0.52079254,0.65148836
2758,0.36000000000000004,8.3477,8.684813,"(27, 28)",1,1,True,0.50989616,0.5834889
2759,0.36000000000000004,8.072004,7.2858033,"(29, 30)",1,0,False,0.47440386,0.31298497
2760,0.36000000000000004,8.32392,7.417548,"(31, 32)",1,0,False,0.47121066,0.28774282
2761,0.36000000000000004,8.253933,7.8385696,"(32, 33)",1,0,False,0.48709452,0.3976268
2762,0.36000000000000004,6.833225,5.428869,"(34, 33)",1,0,False,0.44273585,0.19712578
2763,0.36000000000000004,8.9488325,7.090281,"(36, 35)",1,0,False,0.44206193,0.13487196
2764,0.36000000000000004,9.222281,8.454408,"(36, 37)",1,0,False,0.47828004,0.31693926
2765,0.36000000000000004,8.000052,7.6156936,"(40, 39)",1,0,False,0.4876932,0.40507603
2766,0.36000000000000004,8.246438,8.726864,"(41, 40)",1,1,True,0.5141524,0.61784846
2767,0.36000000000000004,7.89293,8.769621,"(41, 42)",1,1,True,0.5263072,0.70613605
2768,0.36000000000000004,7.7700777,8.977651,"(42, 43)",1,1,True,0.53605187,0.7698692
2769,0.36000000000000004,6.8209453,7.9554396,"(43, 44)",1,1,True,0.5383888,0.7566674
2770,0.36000000000000004,8.077244,7.84318,"(46, 47)",1,0,False,0.49264893,0.4417498
2771,0.36000000000000004,8.520501,8.780082,"(48, 47)",1,1,True,0.5075021,0.5645332
2772,0.36000000000000004,8.862356,7.906143,"(49, 48)",1,0,False,0.47148782,0.27763703
2773,0.36000000000000004,8.333952,7.8732014,"(52, 53)",1,0,False,0.4857856,0.38680777
2774,0.36000000000000004,8.759212,7.8931923,"(53, 54)",1,0,False,0.47399718,0.2960833
2775,0.36000000000000004,8.49632,7.9941983,"(55, 54)",1,0,False,0.48477545,0.37704226
2776,0.36000000000000004,7.9830503,8.903147,"(56, 55)",1,1,True,0.52724403,0.7150618
2777,0.36000000000000004,7.789205,8.781486,"(56, 57)",1,1,True,0.5299408,0.72953814
2778,0.36000000000000004,7.2527523,8.220088,"(58, 57)",1,1,True,0.5312591,0.72458816
2779,0.36000000000000004,7.563097,8.375721,"(59, 60)",1,1,True,0.52549195,0.6926684
2780,0.36000000000000004,7.414719,7.743414,"(61, 60)",1,1,True,0.5108422,0.5814418
2781,0.36000000000000004,8.664929,8.132971,"(63, 62)",1,0,False,0.48416594,0.37006018
2782,0.36000000000000004,5.9915476,8.351068,"(63, 64)",1,1,True,0.58225554,0.91368794
2783,0.36000000000000004,6.7665844,8.011644,"(65, 64)",1,1,True,0.5421248,0.77644354
2784,0.36000000000000004,8.829901,7.8275824,"(66, 65)",1,0,False,0.4699139,0.26848584
2785,0.36000000000000004,7.866443,7.3765473,"(68, 67)",1,0,False,0.48393047,0.3799181
2786,0.36000000000000004,6.9811153,6.857692,"(70, 69)",1,0,False,0.49554065,0.4691832
2787,0.36000000000000004,8.413709,8.040826,"(71, 70)",1,0,False,0.4886693,0.40784463
2788,0.36000000000000004,7.5412726,9.329382,"(72, 71)",1,1,True,0.55299467,0.8566953
2789,0.36000000000000004,8.32557,8.603517,"(72, 73)",1,1,True,0.5082091,0.56904274
2790,0.36000000000000004,7.1312175,8.585404,"(73, 74)",1,1,True,0.54626274,0.810642
2791,0.36000000000000004,6.49757,8.389835,"(75, 74)",1,1,True,0.56355256,0.8690136
2792,0.36000000000000004,8.0199795,8.112911,"(76, 77)",1,1,True,0.50288016,0.5232162
2793,0.36000000000000004,7.33309,8.513235,"(78, 77)",1,1,True,0.53723717,0.76497394
2794,0.36000000000000004,9.249213,6.7670307,"(80, 79)",1,0,False,0.42251047,0.077116735
2795,0.36000000000000004,8.278227,7.761614,"(83, 82)",1,0,False,0.483896,0.3736446
2796,0.36000000000000004,6.866875,7.9515247,"(83, 84)",1,1,True,0.536598,0.74737287
2797,0.36000000000000004,6.818336,8.285982,"(85, 84)",1,1,True,0.5485836,0.8126994
2798,0.36000000000000004,8.506282,7.5984073,"(85, 86)",1,0,False,0.47181335,0.28743497
2799,0.36000000000000004,7.321487,7.0922647,"(88, 87)",1,0,False,0.49204847,0.442944
2800,0.36000000000000004,8.624917,7.477408,"(89, 90)",1,0,False,0.4643682,0.24094431
2801,0.36000000000000004,8.340052,8.204645,"(92, 91)",1,0,False,0.49590784,0.46620002
2802,0.36000000000000004,6.881801,8.632798,"(92, 93)",1,1,True,0.5564306,0.85207856
2803,0.36000000000000004,6.7853217,7.9615216,"(93, 94)",1,1,True,0.5398797,0.76426387
2804,0.36000000000000004,7.8913765,7.32195,"(97, 96)",1,0,False,0.48128527,0.36136913
2805,0.36000000000000004,8.128959,5.975521,"(98, 99)",1,0,False,0.4236612,0.10401043
2806,0.36000000000000004,8.552156,8.78036,"(48, 65)",0,1,False,0.5065831,0.5568046
2807,0.36000000000000004,8.529307,8.764633,"(48, 43)",0,1,False,0.5068037,0.5585615
2808,0.36000000000000004,8.905054,8.362468,"(65, 92)",0,0,True,0.4842888,0.36758614
2809,0.36000000000000004,7.617471,8.179403,"(92, 82)",0,1,False,0.5177862,0.6368995
2810,0.36000000000000004,8.0117445,8.331747,"(28, 42)",0,1,False,0.5097899,0.57932484
2811,0.36000000000000004,8.559972,8.212139,"(28, 77)",0,0,True,0.4896306,0.4139081
2812,0.36000000000000004,7.8390303,7.105889,"(95, 72)",0,0,True,0.47547185,0.32450575
2813,0.36000000000000004,8.734847,6.2663426,"(52, 95)",0,0,True,0.41772306,0.078095846
2814,0.36000000000000004,8.429561,7.140603,"(55, 52)",0,0,True,0.4586081,0.21602929
2815,0.36000000000000004,8.945409,8.77623,"(55, 85)",0,0,True,0.49522674,0.45780584
2816,0.36000000000000004,8.969949,8.412021,"(90, 85)",0,0,True,0.48395094,0.36402696
2817,0.36000000000000004,8.721442,7.432852,"(66, 90)",0,0,True,0.46011618,0.21609148
2818,0.36000000000000004,8.087724,7.517661,"(66, 29)",0,0,True,0.48173505,0.3612224
2819,0.36000000000000004,7.6647706,8.688517,"(75, 41)",0,1,False,0.5313009,0.7357017
2820,0.36000000000000004,8.406078,8.632345,"(47, 41)",0,1,False,0.5066399,0.5563266
2821,0.36000000000000004,8.458593,6.670494,"(51, 47)",0,0,True,0.4409052,0.14330591
2822,0.36000000000000004,8.764022,6.9163947,"(70, 51)",0,0,True,0.44108486,0.13615175
2823,0.36000000000000004,8.311431,7.640369,"(40, 70)",0,0,True,0.47896594,0.3382591
2824,0.36000000000000004,7.4392233,8.154062,"(60, 40)",0,1,False,0.5229214,0.6714695
2825,0.36000000000000004,8.599032,5.6971903,"(31, 12)",0,0,True,0.3985102,0.052062567
2826,0.36000000000000004,8.183994,5.7991147,"(88, 12)",0,0,True,0.41472283,0.084333
2827,0.36000000000000004,7.764225,6.15035,"(88, 35)",0,0,True,0.4420078,0.16605131
2828,0.36000000000000004,7.6464376,6.3859744,"(35, 13)",0,0,True,0.45508745,0.22089414
2829,0.36000000000000004,6.833225,5.428869,"(34, 33)",1,0,False,0.44273585,0.19712578
2830,0.36000000000000004,7.3379736,7.073085,"(33, 53)",0,0,True,0.49080953,0.43416235
2831,0.36000000000000004,8.248742,7.2216253,"(53, 39)",0,0,True,0.46680376,0.26364347
2832,0.36000000000000004,7.507563,7.1598463,"(39, 69)",0,0,True,0.4881466,0.4139362
2833,0.36000000000000004,7.8511386,6.904634,"(68, 69)",1,0,False,0.4679276,0.27958834
2834,0.36000000000000004,7.7025337,6.690054,"(68, 76)",0,0,True,0.46482638,0.26649484
2835,0.36000000000000004,8.734326,5.596513,"(45, 76)",0,0,True,0.39052233,0.041574147
2836,0.36000000000000004,8.065951,5.014312,"(45, 10)",0,0,True,0.38334945,0.045146745
2837,0.36000000000000004,7.8744698,3.9197085,"(99, 9)",0,0,True,0.33234262,0.018802918
2838,0.36000000000000004,8.373314,6.035015,"(16, 9)",0,0,True,0.418856,0.08800036
2839,0.36000000000000004,8.667944,7.069955,"(96, 16)",0,0,True,0.44923118,0.16826287
2840,0.36000000000000004,8.921097,7.3651423,"(80, 96)",0,0,True,0.45223102,0.17422792
2841,0.36000000000000004,9.654376,6.7995524,"(21, 80)",0,0,True,0.413248,0.05443251
2842,0.36000000000000004,9.061963,5.9632807,"(21, 11)",0,0,True,0.39688414,0.043161634
2843,0.36000000000000004,7.8423057,6.061812,"(73, 8)",0,0,True,0.4359724,0.14424217
2844,0.36000000000000004,8.264249,8.112838,"(58, 73)",0,0,True,0.49537736,0.46221936
2845,0.36000000000000004,8.700493,6.9543595,"(58, 37)",0,0,True,0.4442303,0.14853558
2846,0.36000000000000004,8.002385,7.1819253,"(61, 37)",0,0,True,0.4729833,0.30566606
2847,0.36000000000000004,7.3658247,8.542686,"(89, 23)",0,1,False,0.53698844,0.7643831
2848,0.36000000000000004,8.14307,8.035344,"(94, 27)",0,0,True,0.4966707,0.47309446
2849,0.36000000000000004,7.4146075,8.001636,"(57, 20)",0,1,False,0.5190393,0.6426829
2850,0.36000000000000004,7.8169923,7.70192,"(20, 59)",0,0,True,0.49629253,0.47126365
2851,0.36000000000000004,8.077831,7.4612365,"(59, 91)",0,0,True,0.48015985,0.35055628
2852,0.36000000000000004,8.364756,8.049653,"(91, 63)",0,0,True,0.4904017,0.42186975
2853,0.36000000000000004,8.694571,8.489551,"(3, 63)",0,0,True,0.49403462,0.4489238
2854,0.36000000000000004,8.902261,8.455662,"(54, 3)",0,0,True,0.48713562,0.39016968
2855,0.36000000000000004,8.6853895,7.888511,"(67, 54)",0,0,True,0.47595984,0.31069368
2856,0.36000000000000004,7.235779,7.857596,"(46, 97)",0,1,False,0.520599,0.6506317
2857,0.36000000000000004,8.253979,8.099823,"(62, 24)",0,0,True,0.49528685,0.46153724
2858,0.36000000000000004,9.24332,8.067133,"(62, 32)",0,0,True,0.46602666,0.23573837
2859,0.36000000000000004,9.153139,8.520454,"(32, 18)",0,0,True,0.4821008,0.34690204
2860,0.36000000000000004,8.742047,7.6497135,"(18, 78)",0,0,True,0.4666804,0.25117907
2861,0.36000000000000004,7.856863,7.3439674,"(86, 17)",0,0,True,0.48312935,0.37451497
2862,0.36000000000000004,7.5736275,7.662667,"(25, 83)",0,1,False,0.50292194,0.5222451
2863,0.36000000000000004,6.208416,5.938729,"(7, 4)",0,0,True,0.48889917,0.43298393
2864,0.36000000000000004,8.103861,8.525483,"(71, 56)",0,1,False,0.5126771,0.60387135
2865,0.36000000000000004,8.034953,8.685218,"(2, 71)",0,1,False,0.5194455,0.6570701
2866,0.36000000000000004,8.399843,6.5272245,"(98, 30)",0,0,True,0.4372744,0.13323902
2867,0.36000000000000004,8.044073,4.9520626,"(98, 15)",0,0,True,0.38104117,0.04343802
2868,0.36000000000000004,8.064548,5.24625,"(26, 5)",0,0,True,0.3941349,0.05634339
2869,0.36000000000000004,8.45446,8.180169,"(5, 49)",0,0,True,0.4917554,0.43185395
2870,0.36000000000000004,8.447961,6.914167,"(14, 49)",0,0,True,0.45007876,0.17743929
2871,0.36000000000000004,7.192478,6.6811886,"(14, 87)",0,0,True,0.4815734,0.37489125
2872,0.36000000000000004,8.056152,8.110597,"(1, 22)",0,1,False,0.50168383,0.51360774
2873,0.36000000000000004,9.634118,8.057697,"(1, 79)",0,0,True,0.45544773,0.17130299
2874,0.36000000000000004,9.270132,8.264561,"(79, 36)",0,0,True,0.47132623,0.26784745
2875,0.36000000000000004,9.300728,9.137217,"(43, 36)",0,0,True,0.4955659,0.45921305
2876,0.38,9.140851,7.1691732,"(0, 1)",1,0,False,0.43955624,0.12220879
2877,0.38,9.390778,7.8991103,"(2, 1)",1,0,False,0.45686302,0.18367162
2878,0.38,8.091467,7.5604815,"(4, 5)",1,0,False,0.48303774,0.3702871
2879,0.38,7.020059,7.380498,"(6, 5)",1,1,True,0.51251477,0.5891467
2880,0.38,6.4311514,7.0115685,"(8, 9)",1,1,True,0.5215885,0.6411634
2881,0.38,5.9129677,6.5412474,"(9, 10)",1,1,True,0.5252236,0.65209925
2882,0.38,6.4401236,7.1708474,"(10, 11)",1,1,True,0.5268432,0.6749641
2883,0.38,6.622648,7.835341,"(12, 11)",1,1,True,0.54193854,0.77077514
2884,0.38,8.009937,6.695243,"(13, 14)",1,0,False,0.45529827,0.21170236
2885,0.38,7.43852,8.529502,"(15, 14)",1,1,True,0.53416145,0.74856657
2886,0.38,6.8826003,6.7982464,"(16, 17)",1,0,False,0.49691707,0.47892398
2887,0.38,5.869977,7.3000755,"(21, 20)",1,1,True,0.5542936,0.80691665
2888,0.38,6.783484,9.0738325,"(22, 21)",1,1,True,0.5722174,0.90807456
2889,0.38,8.174995,8.273847,"(23, 22)",1,1,True,0.5030048,0.5246927
2890,0.38,5.9947724,7.8685336,"(27, 28)",1,1,True,0.56757987,0.8668929
2891,0.38,5.579042,7.904385,"(29, 28)",1,1,True,0.5862296,0.9109543
2892,0.38,7.684349,8.009157,"(31, 32)",1,1,True,0.5103485,0.5804956
2893,0.38,6.9150662,7.518305,"(32, 33)",1,1,True,0.5208973,0.6463969
2894,0.38,5.9262514,5.45506,"(34, 33)",1,0,False,0.47929978,0.38433427
2895,0.38,6.4806876,7.2577877,"(39, 38)",1,1,True,0.52828187,0.6850548
2896,0.38,7.863381,6.8646,"(40, 39)",1,0,False,0.46609238,0.26918122
2897,0.38,8.50293,6.8177457,"(44, 45)",1,0,False,0.4450029,0.15641023
2898,0.38,7.7345037,8.007114,"(46, 47)",1,1,True,0.5086589,0.5677337
2899,0.38,7.593956,8.231127,"(48, 47)",1,1,True,0.5201317,0.65411365
2900,0.38,8.520108,8.780601,"(49, 48)",1,1,True,0.50752836,0.5647573
2901,0.38,8.45793,8.824675,"(50, 49)",1,1,True,0.5106102,0.5906722
2902,0.38,7.3176575,8.4849415,"(50, 51)",1,1,True,0.5369333,0.76265377
2903,0.38,6.368393,8.931265,"(52, 51)",1,1,True,0.58375585,0.9284335
2904,0.38,5.884419,7.7466464,"(52, 53)",1,1,True,0.5683082,0.86555636
2905,0.38,7.395399,7.227232,"(53, 54)",1,0,False,0.4942497,0.45805702
2906,0.38,7.850917,7.480084,"(55, 54)",1,0,False,0.48790577,0.4083398
2907,0.38,6.373206,6.9511023,"(58, 57)",1,1,True,0.5216858,0.64058316
2908,0.38,7.3399425,7.814237,"(58, 59)",1,1,True,0.51564896,0.61639977
2909,0.38,7.370557,8.129037,"(59, 60)",1,1,True,0.5244677,0.68102366
2910,0.38,7.892422,8.153495,"(61, 60)",1,1,True,0.5081352,0.5648999
2911,0.38,7.935519,7.6864543,"(62, 61)",1,0,False,0.49202836,0.43805364
2912,0.38,8.424883,6.8609743,"(63, 64)",1,0,False,0.4488446,0.17308651
2913,0.38,6.69957,7.371996,"(66, 65)",1,1,True,0.52389306,0.66204613
2914,0.38,7.7442145,7.460254,"(70, 69)",1,0,False,0.49066195,0.42948312
2915,0.38,9.070696,8.385358,"(71, 70)",1,0,False,0.4803696,0.33507097
2916,0.38,9.009602,8.20201,"(72, 71)",1,0,False,0.47653934,0.30840397
2917,0.38,7.6860213,8.626257,"(72, 73)",1,1,True,0.52881986,0.71914726
2918,0.38,7.728401,9.457753,"(73, 74)",1,1,True,0.55031234,0.8493295
2919,0.38,8.2088785,9.307128,"(75, 74)",1,1,True,0.5313499,0.749932
2920,0.38,9.123461,8.7777405,"(75, 76)",1,0,False,0.49034366,0.4144206
2921,0.38,7.5889597,8.208304,"(76, 77)",1,1,True,0.5196029,0.6500695
2922,0.38,8.869489,6.7424335,"(79, 78)",1,0,False,0.4318772,0.106494874
2923,0.38,6.789489,8.441493,"(80, 81)",1,1,True,0.5542317,0.83916175
2924,0.38,8.056429,9.365493,"(81, 82)",1,1,True,0.53756946,0.7873565
2925,0.38,8.002275,8.866053,"(83, 82)",1,1,True,0.5256035,0.7034492
2926,0.38,8.529077,8.804256,"(83, 84)",1,1,True,0.50793785,0.56836414
2927,0.38,8.466189,8.954589,"(85, 84)",1,1,True,0.5140177,0.61972934
2928,0.38,8.153899,8.338344,"(85, 86)",1,1,True,0.50559187,0.5459808
2929,0.38,8.179967,8.782142,"(86, 87)",1,1,True,0.51775056,0.6461537
2930,0.38,7.2557883,7.652645,"(88, 87)",1,1,True,0.5133098,0.5979322
2931,0.38,7.0526104,7.45212,"(91, 90)",1,1,True,0.5137717,0.5985698
2932,0.38,6.9477944,8.017147,"(92, 93)",1,1,True,0.5357286,0.74447376
2933,0.38,6.494464,7.1787395,"(93, 94)",1,1,True,0.5250225,0.66469234
2934,0.38,7.655766,8.258152,"(98, 97)",1,1,True,0.5189264,0.64620197
2935,0.38,8.507492,7.54884,"(98, 99)",1,0,False,0.47014725,0.2771482
2936,0.38,7.852377,7.5362234,"(48, 65)",0,0,True,0.48972768,0.42161343
2937,0.38,7.9240847,5.8762054,"(48, 43)",0,0,True,0.42580304,0.11426686
2938,0.38,6.24178,7.251036,"(65, 92)",0,1,False,0.53739977,0.73287463
2939,0.38,7.4715676,7.5124493,"(42, 82)",0,1,False,0.5013642,0.510219
2940,0.38,7.51237,7.7793956,"(72, 6)",0,1,False,0.508731,0.5663625
2941,0.38,7.5672407,7.0715914,"(95, 72)",0,0,True,0.48307073,0.3785636
2942,0.38,8.192879,7.963833,"(55, 85)",0,0,True,0.49291173,0.44298756
2943,0.38,7.888618,8.366288,"(90, 85)",0,1,False,0.51469314,0.6171976
2944,0.38,7.840112,8.002822,"(29, 75)",0,1,False,0.5051351,0.5405879
2945,0.38,8.279099,7.0294704,"(75, 41)",0,0,True,0.45918533,0.2227644
2946,0.38,7.239277,8.531562,"(51, 47)",0,1,False,0.5409707,0.7845337
2947,0.38,8.199763,8.720714,"(70, 51)",0,1,False,0.5153941,0.62737
2948,0.38,8.195975,7.059692,"(40, 70)",0,0,True,0.46275866,0.24300341
2949,0.38,7.9856453,7.194496,"(60, 40)",0,0,True,0.47394133,0.31192198
2950,0.38,7.969275,6.8666635,"(31, 12)",0,0,True,0.46283984,0.2492509
2951,0.38,8.383787,7.1661797,"(88, 12)",0,0,True,0.46084854,0.22835775
2952,0.38,7.714201,5.544714,"(88, 35)",0,0,True,0.41818762,0.10252422
2953,0.38,6.1872272,4.593808,"(35, 13)",0,0,True,0.42610082,0.1689034
2954,0.38,5.541335,5.3774004,"(13, 34)",0,0,True,0.49249297,0.45910785
2955,0.38,5.9262514,5.45506,"(34, 33)",1,0,False,0.47929978,0.38433427
2956,0.38,7.2296066,8.063765,"(53, 39)",0,1,False,0.5272719,0.6972334
2957,0.38,6.6282363,6.99317,"(39, 69)",0,1,False,0.5133956,0.59023416
2958,0.38,6.863703,5.996252,"(68, 69)",1,0,False,0.4662732,0.295785
2959,0.38,8.630213,7.493893,"(68, 76)",0,0,True,0.46476334,0.24299668
2960,0.38,9.36131,8.115603,"(45, 76)",0,0,True,0.4643614,0.22344424
2961,0.38,7.7701,7.271,"(45, 10)",0,0,True,0.4834088,0.37775216
2962,0.38,6.5517793,6.25763,"(10, 99)",0,0,True,0.48851824,0.4269883
2963,0.38,5.904495,6.237045,"(99, 9)",0,1,False,0.5136947,0.5823797
2964,0.38,7.3437757,7.7358336,"(73, 8)",0,1,False,0.5129996,0.59677804
2965,0.38,6.4377947,6.4704766,"(58, 37)",0,1,False,0.50126594,0.5081697
2966,0.38,7.8590984,6.848619,"(0, 61)",0,0,True,0.46564803,0.26688606
