,system,l1,l2,features,theta,intercept,coefficients,accuracy,auroc,aupr
0,london,1,2,{'emb'},0.05,0.0,[0.01487324],0.8044692737430168,0.552281746031746,0.8219380811458916
1,london,1,2,{'emb'},0.14,0.0,[-0.20439144],0.1945288753799392,0.2969929245283019,0.6912521639478533
2,london,1,2,{'emb'},0.22999999999999998,0.0,[1.10577187e-08],0.8222996515679443,0.8547690262545696,0.9615343076746312
3,london,1,2,{'emb'},0.32,0.0,[2.0618268e-07],0.812,0.8697201551200083,0.9663200387832889
4,london,1,2,{'emb'},0.41,0.0,[2.05877195e-07],0.8034934497816594,0.7706521739130434,0.909158416947582
5,london,1,2,{'emb'},0.49999999999999994,0.0,[2.05895296e-07],0.8080808080808081,0.8643092105263158,0.9580163105616026
6,london,1,2,{'emb'},0.5900000000000001,0.0,[1.44006892e-08],0.8165680473372781,0.8314633006077605,0.9523220771408291
7,london,1,2,{'emb'},0.68,0.0,[2.05602498e-07],0.7886178861788617,0.7842981760507534,0.9265386741757293
8,london,1,2,{'emb'},0.77,0.0,[2.05544786e-07],0.7804878048780488,0.7378472222222221,0.9042093119518491
9,london,1,2,{'emb'},0.86,0.0,[2.05522597e-07],0.8035714285714286,0.81010101010101,0.9493200836318902
10,london,1,2,{'emb'},0.95,0.0,[1.39981813e-08],0.9230769230769231,0.5833333333333334,0.9594737438487438
