system,N,theta,embedding,mu,t1,t2,prob,accuracy,auroc,pr,intercept,coef_distances,coef_degrees
LFR,10000,0.30,LE,0.46,3.3,1.0,1,0.5441220391940634,0.5591822324068092,0.5452369122776582,0.011791180563904723,-0.4973556460194771,-5.525508869090871
LFR,10000,0.30,LE,0.50,3.3,1.0,1,0.5473503097040605,0.5653697827765524,0.5508655451571228,0.01004138811897039,-0.4772444891448635,-5.564356895021207
LFR,10000,0.30,LE,0.10,3.5,1.0,1,0.5540410874646328,0.5740154453709891,0.5586448918279552,-0.051883022710476415,-0.9898578040498754,-5.1756886727207885
LFR,10000,0.30,LE,0.14,3.5,1.0,1,0.55468032668052,0.5751972094270988,0.5582235778047292,-0.012135139977025899,-0.931582750559214,-5.1711221219873975
LFR,10000,0.30,LE,0.19,3.5,1.0,1,0.5481888353860672,0.5639751757497078,0.5513044688172549,0.0015750734548962055,-0.8869482980663165,-5.294659231654165
LFR,10000,0.30,LE,0.23,3.5,1.0,1,0.5369692266653733,0.5496883957270297,0.5376586092700745,-0.007111550590848563,-0.7072269560449531,-5.239551516227702
LFR,10000,0.30,LE,0.28,3.5,1.0,1,0.5221273866495634,0.5288340226814219,0.5209422280434413,-0.01539612180708129,-0.68500898516435,-4.880764272720082
LFR,10000,0.30,LE,0.32,3.5,1.0,1,0.5307452741363077,0.5413228165746273,0.5299274614644343,0.00029853384186071305,-0.6458811859343044,-5.053148196344294
LFR,10000,0.30,LE,0.37,3.5,1.0,1,0.5229921032357473,0.5307408682902013,0.5226058912260387,0.005341016205469112,-0.5426759980149389,-5.0013891530978665
LFR,10000,0.30,LE,0.41,3.5,1.0,1,0.5297374401624679,0.5390323487272097,0.5287371341521505,0.011404639448152233,-0.5528933498955888,-5.1442352043880275
LFR,10000,0.30,LE,0.46,3.5,1.0,1,0.532894421833852,0.5459027457638037,0.5325202424179012,0.006443268422055375,-0.4988932646413171,-5.182886158786308
LFR,10000,0.30,LE,0.50,3.5,1.0,1,0.5257739450608013,0.5309317305012959,0.5203531290165516,0.0019565429528467957,-0.4846018936710106,-5.057287807154893
LFR,10000,0.30,LE,0.10,3.7,1.0,1,0.540458478821922,0.5550417350069061,0.5447209882528785,-0.0016668216820905184,-0.8528240804238698,-4.768847116163799
LFR,10000,0.30,LE,0.14,3.7,1.0,1,0.5345466544826886,0.5453367344207685,0.5330611637305289,-0.03471588750182677,-0.8683712737535569,-4.718305309261837
LFR,10000,0.30,LE,0.19,3.7,1.0,1,0.5323846289708072,0.5447200001976095,0.5332656215574176,0.0027721106967537427,-0.9232924147368913,-4.560580029492902
LFR,10000,0.30,LE,0.23,3.7,1.0,1,0.5267142821088762,0.5346020654044137,0.5251459900835334,0.03387767940388937,-0.7301783768411915,-4.763030205990295
LFR,10000,0.30,LE,0.28,3.7,1.0,1,0.5164760072889248,0.5213717100636566,0.5137389353557966,-0.008475066534291078,-0.6822692702281464,-4.609563785090493
LFR,10000,0.30,LE,0.32,3.7,1.0,1,0.5130299395084101,0.514505695863336,0.5093317717927127,0.007503548603925917,-0.7242281235689552,-4.3820450537724
LFR,10000,0.30,LE,0.37,3.7,1.0,1,0.5072756050239967,0.5065182005856594,0.5023704187253031,0.006336942188240861,-0.5847618518648945,-4.519198200842414
LFR,10000,0.30,LE,0.41,3.7,1.0,1,0.508595079095041,0.5097656698696464,0.5036799514737121,0.009721925154867105,-0.5727577993541094,-4.468167637276594
LFR,10000,0.30,LE,0.46,3.7,1.0,1,0.49785815057073235,0.4958724837149968,0.4924588535735819,0.0024061505528524966,-0.4995996461733877,-4.322567684003623
LFR,10000,0.30,LE,0.50,3.7,1.0,1,0.5002549979600163,0.4978799341061757,0.4943707792936857,-0.0027133727556584203,-0.5250669452476739,-4.40764495820821
LFR,10000,0.30,LE,0.10,3.9,1.0,1,0.5426927868939374,0.5562773954485052,0.5436246985892601,-0.011610840072762968,-1.062327249909439,-4.183715129036641
LFR,10000,0.30,LE,0.14,3.9,1.0,1,0.525332073292382,0.5343908682544862,0.5257631510477156,0.0036700462231433373,-0.8713938494142446,-4.261828627508643
LFR,10000,0.30,LE,0.19,3.9,1.0,1,0.515854397849179,0.5169691342916548,0.5088653632170563,-0.02531793154848949,-0.7432020380435047,-4.267633234067162
LFR,10000,0.30,LE,0.23,3.9,1.0,1,0.5129052020349999,0.5167991864760169,0.5115413537738056,-0.015098655650542974,-0.8249924982016159,-4.208339001998361
LFR,10000,0.30,LE,0.28,3.9,1.0,1,0.5036632932742989,0.5072913206539383,0.5056741278347601,-0.007770289318041264,-0.7575299546285443,-4.193433679734877
LFR,10000,0.30,LE,0.32,3.9,1.0,1,0.49763509050072663,0.4942129051283116,0.4922089427537476,0.016789189376190256,-0.6590196479454977,-4.174250705909302
LFR,10000,0.30,LE,0.37,3.9,1.0,1,0.49321397632110886,0.4883000941976435,0.4871797507531048,0.01556454787759174,-0.610264189012273,-4.1053123682738155
LFR,10000,0.30,LE,0.41,3.9,1.0,1,0.49560563528084584,0.4902401318150803,0.48767432486898954,0.006949784214707075,-0.617862654012761,-4.124366375613424
LFR,10000,0.30,LE,0.46,3.9,1.0,1,0.4956358124706005,0.48907156403747887,0.4874251547558852,0.006796480630480273,-0.571854513627925,-4.262487054774858
LFR,10000,0.30,LE,0.50,3.9,1.0,1,0.49535168354990755,0.48840941948800687,0.48797974288338414,0.004962058321503266,-0.5520184689995645,-4.209509522367777
LFR,10000,0.30,LE,0.1,4.0,1.0,1,0.5480257705776994,0.5611570646248677,0.5437026259171978,0.01197294659471581,-1.1105363950544052,-4.195927716894932
LFR,10000,0.30,LE,0.10,2.1,1.0,1,0.7366740980948521,0.8008719454316229,0.7782926278689561,-0.05429080264873328,-0.3864074726379993,-10.133112653561353
LFR,10000,0.30,LE,0.14,2.1,1.0,1,0.7331392890016668,0.797862781409297,0.772794263215637,0.00431268827308426,-0.2774534544502146,-9.825881488231095
LFR,10000,0.30,LE,0.19,2.1,1.0,1,0.7540830275559393,0.817576899746218,0.7944956706439813,-0.05594316782830791,-0.17844895158954757,-10.256106581194297
LFR,10000,0.30,LE,0.1,2.1,1.0,1,0.7368354366225737,0.8023621700579967,0.7787232133712935,-0.04763255979965008,-0.0339566537061428,-9.871374697629074
LFR,10000,0.30,LE,0.23,2.1,1.0,1,0.7323624595469256,0.7952501415790214,0.7719680715421136,-0.006357980069083175,-0.13321725053401925,-9.517024931730319
LFR,10000,0.30,LE,0.28,2.1,1.0,1,0.7460229597362278,0.8102968782363433,0.7896250791100399,-0.039175766892973515,-0.1252159368965876,-9.916669051851798
LFR,10000,0.30,LE,0.2,2.1,1.0,1,0.7364056886964224,0.8008163314786683,0.7755009818567604,-0.03842204669855317,-0.274965751666406,-9.693866863714895
LFR,10000,0.30,LE,0.32,2.1,1.0,1,0.7369042171431324,0.8036781551142537,0.7833364986446019,-0.024564100770916135,-0.10646851154283742,-9.637223471321084
LFR,10000,0.30,LE,0.37,2.1,1.0,1,0.74364579829914,0.8079671737191869,0.7819159101643091,-0.023820939649032414,-0.19558596218589827,-9.672501740741946
LFR,10000,0.30,LE,0.3,2.1,1.0,1,0.7353476251352149,0.7999607348756181,0.7760619690939654,-0.010094797712777425,-0.3008563735744767,-9.740301484220534
LFR,10000,0.30,LE,0.41,2.1,1.0,1,0.7239951096584246,0.787192254480969,0.7593986079144748,0.005431213729441,-0.19741303613166306,-9.065281928322426
LFR,10000,0.30,LE,0.46,2.1,1.0,1,0.741170778906628,0.8082831395810457,0.7832432529154293,0.010160672544316704,-0.14985204012301748,-9.557776188348797
LFR,10000,0.30,LE,0.4,2.1,1.0,1,0.7399206793352636,0.8042820434342138,0.7768582195428223,0.01671529419191311,-0.07736361692725768,-9.46278630241109
LFR,10000,0.30,LE,0.50,2.1,1.0,1,0.7351473588476759,0.7975716220402115,0.7697623568863159,0.004925227116012031,-0.24812030102707575,-9.101396912798082
LFR,10000,0.30,LE,0.5,2.1,1.0,1,0.7349818969976109,0.8004808703052809,0.7772865861601197,-0.005287780760797878,-0.17442823802753013,-9.402319152338714
LFR,10000,0.30,LE,0.10,2.3,1.0,1,0.6823550465282748,0.7325135664770505,0.7041710733543898,-0.06729373914673113,-0.4451807219441562,-8.285293020750109
LFR,10000,0.30,LE,0.14,2.3,1.0,1,0.6952067751229591,0.7477397061038606,0.7167902430305493,-0.043927558903947714,-0.32216456929618864,-8.506022485038773
LFR,10000,0.30,LE,0.19,2.3,1.0,1,0.683956070192193,0.7328099388765124,0.7000681995401636,0.028706034036210536,-0.12729336345585135,-7.964161487141555
LFR,10000,0.30,LE,0.23,2.3,1.0,1,0.6893379668837427,0.742339413387119,0.7121386876772696,0.006923132918373637,-0.2610576158497102,-8.189468273333079
LFR,10000,0.30,LE,0.28,2.3,1.0,1,0.6908553700694342,0.739986231147707,0.7060525380258054,-0.0010697767863409146,-0.20685005149456914,-8.004303376087451
LFR,10000,0.30,LE,0.32,2.3,1.0,1,0.6863684458029626,0.7404128266744674,0.7102723876847268,-0.038573136540661135,-0.24214398979862709,-8.064015275774885
LFR,10000,0.30,LE,0.37,2.3,1.0,1,0.6859198355601234,0.7363618318886167,0.7075147025099539,-0.017074421908388517,-0.19341121146585794,-7.957359293606574
LFR,10000,0.30,LE,0.41,2.3,1.0,1,0.6873269000903763,0.7405697289938189,0.7076568632993818,-0.03710348449431081,-0.19639951368617478,-7.9506833302861555
LFR,10000,0.30,LE,0.46,2.3,1.0,1,0.6782235381199112,0.7302442762827315,0.698913682101236,0.012395378067917594,-0.3356182153346682,-7.871842123349951
LFR,10000,0.30,LE,0.50,2.3,1.0,1,0.6779615476474803,0.7310155243132244,0.6989702795265781,-0.02287866217046316,-0.18980928550296278,-7.589647822545535
LFR,10000,0.30,LE,0.10,2.5,1.0,1,0.6709708910188144,0.722623201218726,0.6953945396194624,-0.01582900410769277,-0.5072300660714482,-8.5328270146432
LFR,10000,0.30,LE,0.14,2.5,1.0,1,0.6737921906022502,0.725248024574922,0.701989321811166,0.0010214962473387055,-0.4635265722584591,-8.658953993722799
LFR,10000,0.30,LE,0.19,2.5,1.0,1,0.6615684709846168,0.7153721639836245,0.6909274207481717,0.024164529851964964,-0.4338137782347857,-8.23102908996711
LFR,10000,0.30,LE,0.23,2.5,1.0,1,0.6614753189129229,0.7112237833233581,0.6863375177370558,-0.043020960043973225,-0.47580566390836176,-8.060852265898653
LFR,10000,0.30,LE,0.28,2.5,1.0,1,0.6505286588759043,0.6996840463641252,0.6768734400507492,-0.009085982907815407,-0.45797474909745733,-7.836917995845052
LFR,10000,0.30,LE,0.32,2.5,1.0,1,0.6506310218482834,0.6991073373450036,0.6725889850454169,0.01080578550465476,-0.41676355023878736,-7.918051239763465
LFR,10000,0.30,LE,0.37,2.5,1.0,1,0.6663226089821017,0.7190657267390239,0.6959151080618123,-0.004306620921773804,-0.367845053797277,-8.1612074930513
LFR,10000,0.30,LE,0.41,2.5,1.0,1,0.6699935050876813,0.7224261369460829,0.7011620763416342,0.012844375002764414,-0.366108075432185,-8.208703725967236
LFR,10000,0.30,LE,0.46,2.5,1.0,1,0.6588625782450825,0.7108235413445939,0.6859223982817052,0.012029270051867814,-0.3469756741874966,-7.917574331563186
LFR,10000,0.30,LE,0.50,2.5,1.0,1,0.6645655010727003,0.7154186239946851,0.6900916981486358,-0.008774153487536388,-0.32006091142577586,-7.932454929587432
LFR,10000,0.30,LE,0.10,2.7,1.0,1,0.627020698931427,0.6642030333530414,0.6406699619939262,-0.027987307064252263,-0.6538966670249291,-7.404106578901515
LFR,10000,0.30,LE,0.14,2.7,1.0,1,0.6279785544082606,0.6711428328735924,0.6468003874218868,-0.008851871864466329,-0.6715561319293292,-7.424283299559125
LFR,10000,0.30,LE,0.19,2.7,1.0,1,0.6189054226995558,0.658097094758763,0.6352983222635733,-0.008186657602017419,-0.5182822698293255,-7.106787185404402
LFR,10000,0.30,LE,0.23,2.7,1.0,1,0.6194875892723368,0.6584092420810833,0.6334025091824058,0.0017926195497777685,-0.5009805768254185,-7.169621039976388
LFR,10000,0.30,LE,0.28,2.7,1.0,1,0.620146383823347,0.6600306261707499,0.6365601874600766,0.007026770627264105,-0.523057394794055,-7.1097210576579
LFR,10000,0.30,LE,0.32,2.7,1.0,1,0.625953636698148,0.6645527448738465,0.6394899918409553,0.007557025708903434,-0.4615015291892281,-7.00776219545204
LFR,10000,0.30,LE,0.37,2.7,1.0,1,0.6181486753065148,0.6555916997889503,0.6281448313988774,0.003334674315056565,-0.45939038746745303,-6.960633975699849
LFR,10000,0.30,LE,0.3,2.7,1.0,1,0.6155605269699229,0.6521567454944163,0.6282080868566731,0.008461514086614,-0.4098338278660007,-6.866556976365504
LFR,10000,0.30,LE,0.41,2.7,1.0,1,0.6144134665965282,0.6517969617497454,0.6241030174790682,0.01463619997647963,-0.4906156531020991,-6.961241241282999
LFR,10000,0.30,LE,0.46,2.7,1.0,1,0.6152486299467131,0.6511486068560394,0.6257189197690347,0.015458609014587102,-0.38499078575367396,-6.76109360102111
LFR,10000,0.30,LE,0.50,2.7,1.0,1,0.6187296824206051,0.657055810621555,0.6326977642886729,0.003705343817783502,-0.4221334697422994,-6.777619973175608
LFR,10000,0.30,LE,0.10,2.9,1.0,1,0.5816151677629761,0.6080465485979724,0.589495001929961,-0.005798422695528582,-0.6763188861326025,-6.243414058531854
LFR,10000,0.30,LE,0.14,2.9,1.0,1,0.5811848223867044,0.604910518789328,0.5830762726538208,0.027667709083062274,-0.5679113830575552,-6.0968279629013855
LFR,10000,0.30,LE,0.19,2.9,1.0,1,0.583080177932082,0.6122316517531223,0.5943138694495473,-0.008715764617839097,-0.6860291942804772,-6.398222083165699
LFR,10000,0.30,LE,0.23,2.9,1.0,1,0.586894430407558,0.6122887727618433,0.588000583287014,-0.026737379334138656,-0.6060912070173338,-6.146866529560754
LFR,10000,0.30,LE,0.28,2.9,1.0,1,0.5743380289516824,0.5971976736838848,0.5792711330212043,0.0004574497159368959,-0.5676705598556537,-5.936645480603138
LFR,10000,0.30,LE,0.32,2.9,1.0,1,0.5783827017485796,0.6048016726749057,0.5844525724372812,0.011561604992957282,-0.5326825677913534,-5.985004785124666
LFR,10000,0.30,LE,0.37,2.9,1.0,1,0.5752530560318602,0.5997873331783347,0.5766809610939688,-0.009113537449908308,-0.5611099262953808,-5.928577653378939
LFR,10000,0.30,LE,0.41,2.9,1.0,1,0.573195819732836,0.5962400211629894,0.575013174225289,0.0004814114648238933,-0.47829422461181165,-5.884217995799935
LFR,10000,0.30,LE,0.46,2.9,1.0,1,0.5821078431372549,0.6075491727052664,0.5865412917478723,0.004033891821317965,-0.4670157386765987,-6.079622898050893
LFR,10000,0.30,LE,0.50,2.9,1.0,1,0.5799390940236011,0.6067776547179563,0.5851038659679908,0.007799297502151446,-0.3973403450213424,-6.002333195739638
LFR,10000,0.30,LE,0.10,3.1,1.0,1,0.5868914345222598,0.6159576895621419,0.5948389471194491,-0.005353299320297337,-0.7339139133126713,-6.482604982417841
LFR,10000,0.30,LE,0.14,3.1,1.0,1,0.5834575099881222,0.6110607137948911,0.594361488233485,-0.002364844762920355,-0.6878929955483578,-6.3397568219274465
LFR,10000,0.30,LE,0.19,3.1,1.0,1,0.5843737932809886,0.613714474166465,0.5975636306037939,-0.011274017175381715,-0.6185920565175574,-6.389928446478917
