_UID,system,l1,l2,theta,accuracy,auroc,coef,intercept
50,celegans,1,3,0.05,0.816123688569851,0.54163771349157,2.9970033219757655,-0.8719193364880298
51,celegans,1,3,0.05,0.8147942157953282,0.5452818005719029,3.0868895120169295,-1.0959523608615787
52,celegans,1,3,0.05,0.8097345132743363,0.5413668350489261,2.005008203345278,-1.7863052345837755
53,celegans,1,3,0.05,0.8114254021075984,0.532875638293595,2.8143091077160745,-1.4076518131301254
54,celegans,1,3,0.05,0.8125695216907676,0.5365740712531761,3.129749748684593,-1.3130037794015628
55,celegans,1,3,0.1,0.8064896755162242,0.5603979695612611,4.458133292542273,-1.5391149790951886
56,celegans,1,3,0.1,0.8136574074074074,0.5,-6.398116103838461e-15,-1.4087663372591124
57,celegans,1,3,0.1,0.8112009237875288,0.5071076430833524,-0.2614622167275341,-1.5752120631411182
58,celegans,1,3,0.1,0.8059267867518884,0.49330502657266573,-0.7326412001969399,-2.033378117322182
59,celegans,1,3,0.1,0.8161849710982659,0.5,-8.185685748388311e-15,-1.2488944553351193
60,celegans,1,3,0.15000000000000002,0.8095238095238095,0.5676581776694899,5.8372379215322905,-1.3208888284970346
61,celegans,1,3,0.15000000000000002,0.812577065351418,0.5,-2.228581811261938e-15,-1.4753461383379116
62,celegans,1,3,0.15000000000000002,0.8155583437892095,0.5,-2.6261922148863742e-15,-1.373922580854128
63,celegans,1,3,0.15000000000000002,0.8102595797280593,0.4933089344235819,-0.2626973393910865,-1.5637764240485679
64,celegans,1,3,0.15000000000000002,0.8105065666041276,0.49486742655747057,-0.26449692967935584,-1.5471002820228066
65,celegans,1,3,0.2,0.8063660477453581,0.4912693763518386,-0.2546816407740918,-1.6385265879237314
66,celegans,1,3,0.2,0.8083278255122274,0.5786829726123437,7.41043145951215,-1.236216577941642
67,celegans,1,3,0.2,0.8068556361239289,0.5670617836175565,7.227207806723781,-1.2885035421449966
68,celegans,1,3,0.2,0.8101182654402103,0.5588111156131821,7.546103951301565,-1.2411377056170176
69,celegans,1,3,0.2,0.8109715796430932,0.5,-3.30623355222144e-15,-1.5152864803349366
70,celegans,1,3,0.25,0.8124108416547788,0.5506248774497157,8.957447793590925,-1.0438228699580163
71,celegans,1,3,0.25,0.8118741058655222,0.5277583290062143,-0.8361165962700614,-1.5155513498039423
72,celegans,1,3,0.25,0.8146853146853147,0.48328933516883954,-0.6741527821141413,-1.4317314977979143
73,celegans,1,3,0.25,0.8085855031667839,0.5038284569702556,-0.6645736806116935,-1.562680260676005
74,celegans,1,3,0.25,0.8168812589413448,0.49128960978546415,-0.281441951510891,-1.3919989463615523
75,celegans,1,3,0.3,0.8095952023988006,0.49014836687080776,-0.267799232831847,-1.5167168461511538
76,celegans,1,3,0.3,0.8170731707317073,0.5163790422885572,-0.4186548508104166,-1.4001168441462766
77,celegans,1,3,0.3,0.817910447761194,0.5445902387220295,-0.4209262167910295,-1.3826784754591817
78,celegans,1,3,0.3,0.8065250379362671,0.5105435965543319,-0.2627940707625854,-1.5629461476349031
79,celegans,1,3,0.3,0.8061068702290076,0.52343190765927,-0.8506681870674394,-1.5951913394871224
80,celegans,1,3,0.35000000000000003,0.8097233864207879,0.4249049169562481,-0.7783542821307604,-1.513313243708054
81,celegans,1,3,0.35000000000000003,0.8043303929430633,0.553885680312553,10.176536749508927,-1.1822022742314886
82,celegans,1,3,0.35000000000000003,0.8121410992616899,0.5242203696352168,-0.3568042437605033,-1.4724733281324256
83,celegans,1,3,0.35000000000000003,0.8105345911949685,0.5175231717182287,-0.6731058446986711,-1.5019876084693786
84,celegans,1,3,0.35000000000000003,0.8186946011281225,0.5090616797900263,-0.8241424427382857,-1.415834890712938
85,celegans,1,3,0.4,0.8128807658833769,0.5066879139485085,-0.6695150756787793,-1.4698653120298635
86,celegans,1,3,0.4,0.819859402460457,0.5368859958696051,-0.3660562194636274,-1.396829063707417
87,celegans,1,3,0.4,0.8333333333333334,0.4313179347826087,-0.8539658044605014,-1.310538132608642
88,celegans,1,3,0.4,0.8150442477876106,0.48886689629017765,-0.452075754639077,-1.4403689589433395
89,celegans,1,3,0.4,0.8122151321786691,0.5146965883211837,-0.6702234077116008,-1.475840408299678
90,celegans,1,3,0.45,0.8166828322017459,0.49830021742135755,-0.769360143575475,-1.4459414564103132
91,celegans,1,3,0.45,0.8248803827751197,0.5118069554854007,-0.8664432948208339,-1.3939990596833214
92,celegans,1,3,0.45,0.8151260504201681,0.5280670392354241,-0.6674329872898016,-1.4506474722159575
93,celegans,1,3,0.45,0.811787072243346,0.4325781231518937,-0.8380494426426656,-1.4912861568922524
94,celegans,1,3,0.45,0.8239771646051379,0.5392516072654642,-0.8209569671367751,-1.3941189783452446
95,celegans,1,3,0.5,0.7985462097611631,0.49742268041237114,-0.8595026468496448,-1.5775450309545491
96,celegans,1,3,0.5,0.8181818181818182,0.510331187139671,-0.7110899966818122,-1.4249838907311805
97,celegans,1,3,0.5,0.8192513368983957,0.47871444683053443,-0.5518616965571953,-1.4174404147030353
98,celegans,1,3,0.5,0.8120380147835269,0.5082954661679403,-0.8372991416360642,-1.4862904295057136
99,celegans,1,3,0.5,0.8285123966942148,0.5242240783583211,-0.7084999714468364,-1.3577271032847584
100,celegans,2,3,0.05,0.8116057233704292,0.533451526384739,2.9667491354667908,-0.8064826051229247
101,celegans,2,3,0.05,0.8030182684670373,0.5,-5.5925109172524705e-16,-1.8245490826754092
102,celegans,2,3,0.05,0.8053585500394012,0.47580753781186363,-0.6719732383329211,-1.6140391605807103
103,celegans,2,3,0.05,0.8042452830188679,0.5028736647469645,-0.7007110367174936,-1.8134003934398775
104,celegans,2,3,0.05,0.804416403785489,0.5107269924098672,-0.25298970256427494,-1.654401038146807
105,celegans,2,3,0.1,0.8046550290939318,0.5572665728855285,-0.26834640684955147,-1.5116020573535351
106,celegans,2,3,0.1,0.8078202995008319,0.5420791859225026,-0.8344130221807502,-1.4907862211610226
107,celegans,2,3,0.1,0.8096856414613424,0.45954270349272974,-0.8130245207908777,-1.3391573518139777
108,celegans,2,3,0.1,0.7986743993371996,0.5,7.75070113292428e-15,-1.9832960787369427
109,celegans,2,3,0.1,0.8087748344370861,0.4999667681346289,-0.7440040238637952,-1.338362532713147
110,celegans,2,3,0.15000000000000002,0.801762114537445,0.4957802197802198,-0.679639474533294,-1.6174423206545947
111,celegans,2,3,0.15000000000000002,0.8084914182475158,0.5,9.08463964777e-15,-1.3531418176965495
112,celegans,2,3,0.15000000000000002,0.8051601423487544,0.5074396427760539,-0.8391388503394184,-1.5350744442293496
113,celegans,2,3,0.15000000000000002,0.8017857142857143,0.5357726880555388,-0.9516182030948526,-1.7239518110219054
114,celegans,2,3,0.15000000000000002,0.8025022341376229,0.48141168408428986,-0.6938685168773094,-1.555229048299623
115,celegans,2,3,0.2,0.8102803738317756,0.5365395651161073,-0.8143418446463894,-1.3729084958489934
116,celegans,2,3,0.2,0.8070009460737938,0.500795831901981,-0.9214489616270527,-1.5225153880931594
117,celegans,2,3,0.2,0.798670465337132,0.5247680527610105,-0.959393317661381,-1.744041537360204
118,celegans,2,3,0.2,0.8096564531104921,0.5046710673528753,-0.8220840739964187,-1.3777080194144304
119,celegans,2,3,0.2,0.8096153846153846,0.5434811295856428,-0.8178518960460914,-1.3959697184102327
120,celegans,2,3,0.25,0.7979166666666667,0.5471057482822188,-1.0531098875611942,-1.7205226725609706
121,celegans,2,3,0.25,0.8144433299899699,0.49690786845959256,-1.019192631159131,-1.3945693680130102
122,celegans,2,3,0.25,0.8116370808678501,0.5690107065836264,-0.9623683172104842,-1.4114430437293803
123,celegans,2,3,0.25,0.8075772681954138,0.43862857288494134,-0.8348369582455785,-1.4544864306442018
124,celegans,2,3,0.25,0.8117408906882592,0.5756207599281368,-0.813180968348278,-1.3652041001926716
125,celegans,2,3,0.3,0.8075675675675675,0.48351082231547915,-0.9967293124476309,-1.4917575597037371
126,celegans,2,3,0.3,0.808133472367049,0.5436535764375877,-0.9965072917904029,-1.4905850564935141
127,celegans,2,3,0.3,0.7991452991452992,0.523791816295163,-0.9730416490258135,-1.6280744527125672
128,celegans,2,3,0.3,0.807897545357524,0.47310283843433015,-0.9818439876577776,-1.4819213248877416
129,celegans,2,3,0.3,0.8044397463002114,0.5204301075268816,-0.9852608296834534,-1.562001968280186
130,celegans,2,3,0.35000000000000003,0.8190148911798396,0.5652164291404799,-0.9514093080595809,-1.334436516617556
131,celegans,2,3,0.35000000000000003,0.8090692124105012,0.4871938195864575,-1.0413519586612248,-1.5309572281998454
132,celegans,2,3,0.35000000000000003,0.8029445073612684,0.47955676604575004,-1.0455114238038417,-1.570626259878097
133,celegans,2,3,0.35000000000000003,0.8158482142857143,0.4844735104802773,-0.9866926109733862,-1.3749461451792924
134,celegans,2,3,0.35000000000000003,0.8009259259259259,0.556202950665412,-1.0487861413068897,-1.5878981588150332
135,celegans,2,3,0.4,0.8049689440993789,0.5364079578516947,-0.7859042735666288,-1.441451620569483
136,celegans,2,3,0.4,0.8088235294117647,0.5148176291793314,-1.0406809660218663,-1.5113578565933934
137,celegans,2,3,0.4,0.8077403245942572,0.5130929791271347,-1.019738245463013,-1.4922661360608744
138,celegans,2,3,0.4,0.8092848180677541,0.5114754590183608,-0.9812327028255101,-1.5006568487934346
139,celegans,2,3,0.4,0.8250950570342205,0.48118597320724976,-1.0168402911398446,-1.3629367154980843
140,celegans,2,3,0.45,0.8131720430107527,0.4690988647114475,-1.0649866041533331,-1.4460306148466353
141,celegans,2,3,0.45,0.8045649072753209,0.4702464150748046,-0.9764534669416751,-1.4806059196586956
142,celegans,2,3,0.45,0.7931034482758621,0.5831536231884058,-1.068901921485052,-1.6193483149593098
143,celegans,2,3,0.45,0.8226018396846255,0.46273335029725415,-1.0412694810905234,-1.4048600589643612
144,celegans,2,3,0.45,0.8267394270122783,0.48847429519071306,-1.076477991781041,-1.4036852488053384
145,celegans,2,3,0.5,0.8075187969924812,0.44820230244128195,-1.1388860072504796,-1.5610676136131942
146,celegans,2,3,0.5,0.8179310344827586,0.49436090225563906,-1.1073943287826287,-1.4633862707846224
147,celegans,2,3,0.5,0.7988826815642458,0.483157195482819,-0.9355739612495045,-1.5146962724113655
148,celegans,2,3,0.5,0.8020527859237536,0.4316418875242405,-1.0729591307411808,-1.5550196367871092
149,celegans,2,3,0.5,0.8045325779036827,0.5312499999999999,-1.0943285587068963,-1.5528318745000405
