,system,l1,l2,theta,accuracy,auroc,aupr,process_time,wall_time,intercept,coefs
34,arxiv,2,6,0.4,0.8792147596110151,0.9349411940891091,0.9638980388302103,0.10670987499997864,0.10671162605285645,-0.4233856265197236,10.063106496689125
35,arxiv,2,6,0.5,0.8854495912806539,0.9448231126900116,0.9706104696338135,0.1580424359999597,0.15804338455200195,-0.6397918404415964,8.415853026874032
36,arxiv,2,6,0.6000000000000001,0.8978619093013754,0.9479236575269168,0.9725893022276966,0.10916366799983734,0.10916519165039062,-0.6156652247967277,7.076233422634534
37,arxiv,2,6,0.7000000000000001,0.9106115107913669,0.9629175715453355,0.981201994324532,0.13274444300031973,0.13274550437927246,-0.628359461907839,5.95601454387681
38,arxiv,2,6,0.8,0.9041436464088398,0.9580560796231231,0.9778889364179365,0.14367439699981333,0.1436753273010254,-0.5993004174257875,5.21832877050465
39,arxiv,2,6,0.9,0.917831190609279,0.966446588567763,0.983708840617193,0.2085446559999582,0.20854592323303223,-0.5358049308554862,4.619583092053787
40,arxiv,2,6,-inf,-inf,-inf,-inf,inf,inf,,
41,arxiv,2,6,0.1,0.7979675780304863,0.8303830770585936,0.9093523372821737,0.11193609500014645,0.1119384765625,0.37379364504498663,13.576572281028131
42,arxiv,2,6,0.2,0.8193631786637637,0.9006789151637955,0.9471002682137181,0.10923898800001552,0.10924005508422852,-0.03869468292822667,13.415666856244805
43,arxiv,2,6,0.30000000000000004,0.8530346484768623,0.9187394352880307,0.9545681559082606,0.15640988699988156,0.15641045570373535,-0.29139793366066824,11.922241030651437
44,arxiv,2,6,0.4,0.87728789108286,0.9385822814723184,0.9681402892663857,0.11034200800031613,0.11034321784973145,-0.579775961178736,10.692996274639778
45,arxiv,2,6,0.5,0.8876706438783188,0.9446227386122806,0.9710488957701974,0.11145235100002537,0.11145377159118652,-0.4609808458021658,8.53682368636687
46,arxiv,2,6,0.6000000000000001,0.9006830601092897,0.95458104393386,0.9759671195844457,0.16269184899965694,0.16269302368164062,-0.6918429471007127,7.180856245774192
47,arxiv,2,6,0.7000000000000001,0.9051107934238742,0.9550415484661668,0.9776423520836385,0.13533345900032145,0.13533473014831543,-0.5804017034764393,6.110842479708408
48,arxiv,2,6,0.8,0.9071369523284651,0.9581518072891199,0.9789441352459551,0.14086335400043026,0.14086484909057617,-0.715984546432278,5.410112209637439
49,arxiv,2,6,0.9,0.9160762942779291,0.9671023455208437,0.9831423939120338,0.22492822200001683,0.2249295711517334,-0.6549160784906539,4.795816547164539
50,arxiv,2,6,-inf,-inf,-inf,-inf,inf,inf,,
51,arxiv,2,6,0.1,0.8045556976673366,0.8381906055226302,0.9137506504005417,0.17731654999988677,0.17731857299804688,0.38005752429375167,13.772127905358209
52,arxiv,2,6,0.2,0.849979644456507,0.894907848394505,0.9390084171547414,0.12246331500000451,0.12246561050415039,0.04462235512240406,13.946222704840107
53,arxiv,2,6,0.30000000000000004,0.8583275207316128,0.9193365424277662,0.9543874198207075,0.11716112100020837,0.11716270446777344,-0.20096773758212816,12.231655183981346
54,arxiv,2,6,0.4,0.8769812680115274,0.9360519889332906,0.967035943471199,0.17372423100005108,0.17372584342956543,-0.27592015649823515,10.023852870366447
55,arxiv,2,6,0.5,0.8942683456361268,0.9476483536336062,0.9719489901587883,0.11965314600001875,0.11965417861938477,-0.5551754212563734,8.392013266884629
56,arxiv,2,6,0.6000000000000001,0.898704520396913,0.9516485096801971,0.9740659472710865,0.11187132299983205,0.11187243461608887,-0.6055449844072489,7.146818522356498
57,arxiv,2,6,0.7000000000000001,0.906683947417145,0.9619952730572033,0.98135356516002,0.211110199000359,0.21111130714416504,-0.5793485801207029,5.829804285514109
58,arxiv,2,6,0.8,0.9107488256424426,0.9547245289541176,0.9741493826293883,0.17211726999994426,0.1721186637878418,-0.6951518590096345,5.453057672126784
59,arxiv,2,6,0.9,0.914409534127844,0.9625606035844638,0.9784763403210677,0.18232850000003964,0.18233013153076172,-0.6680131542051315,4.861146124885984
60,arxiv,2,6,-inf,-inf,-inf,-inf,inf,inf,,
61,arxiv,2,6,0.1,0.7939430648092065,0.8279344201293587,0.9077135313027683,0.11441871199986053,0.11442041397094727,0.42284961219898876,13.409522567595438
62,arxiv,2,6,0.2,0.8467785967785968,0.8930996152398445,0.9395603352020407,0.17627438299996356,0.17627596855163574,0.0664600969785873,13.542766226694994
63,arxiv,2,6,0.30000000000000004,0.8566881453303314,0.925529124349734,0.9614810324432703,0.11812649500006955,0.11812806129455566,-0.15783760302282662,12.231678420777602
64,arxiv,2,6,0.4,0.8766370546753366,0.9361886311345833,0.9638371930088584,0.11924709699997038,0.11924934387207031,-0.49975147007192916,10.206107935180338
65,arxiv,2,6,0.5,0.8897802197802198,0.9441271352865956,0.9700439443295872,0.17168625699969198,0.17168760299682617,-0.6075501076252918,8.395219236950142
66,arxiv,2,6,0.6000000000000001,0.8940814140332084,0.9480008331440791,0.9734375874473753,0.12579592700012654,0.12579727172851562,-0.57297250134925,7.411630219476968
67,arxiv,2,6,0.7000000000000001,0.9089083607155897,0.9597853804654665,0.9789962506035581,0.137432428000011,0.13743376731872559,-0.5961786553163291,6.026059668440192
68,arxiv,2,6,0.8,0.9064437853868967,0.9596305309961699,0.9785321863300709,0.19223452799997176,0.19223594665527344,-0.6275457079339128,5.368407311097291
69,arxiv,2,6,0.9,0.914488017429194,0.9640912927676417,0.9817289499553017,0.14043991600010486,0.1404414176940918,-0.7041726278104193,4.913861266994482
70,arxiv,2,6,-inf,-inf,-inf,-inf,inf,inf,,
71,arxiv,2,6,0.1,0.7896707943219571,0.8243296937146806,0.9062568227223818,0.12634710600013932,0.12634944915771484,0.43908219307835755,13.165582751090191
72,arxiv,2,6,0.2,0.8482963764196864,0.8932193761658443,0.9415499169804185,0.1921209209999688,0.1921224594116211,0.14636895579520207,13.488702938625186
73,arxiv,2,6,0.30000000000000004,0.8552120553052664,0.9183668396385488,0.954781597155369,0.12869050299968876,0.1286928653717041,-0.3060747226204835,12.05443509849667
74,arxiv,2,6,0.4,0.8762614783162106,0.9368148005580056,0.9656868100371363,0.128561942000033,0.12856388092041016,-0.4247687077818016,10.161671266499521
75,arxiv,2,6,0.5,0.891070847347293,0.9491511513285411,0.9741098384747484,0.2073164540001926,0.20731830596923828,-0.4632708392675575,8.568596111534216
76,arxiv,2,6,0.6000000000000001,0.9018421406481107,0.9552119020771884,0.9756847094161841,0.15314030199988338,0.15314197540283203,-0.6223680870883246,7.196210313628993
77,arxiv,2,6,0.7000000000000001,0.9138211382113821,0.9608201066133703,0.9793935323721984,0.15454104700029347,0.15454339981079102,-0.6558444809659588,6.131716706787592
78,arxiv,2,6,0.8,0.9060548465924518,0.9566232338754429,0.9797842592977515,0.18095170900005542,0.1809530258178711,-0.6329181219154931,5.454366950293389
79,arxiv,2,6,0.9,0.9125622578859989,0.9712001661129568,0.9862694158435319,0.24134614100012186,0.2413475513458252,-0.6154121378854411,4.779375763063279
80,arxiv,2,6,-inf,-inf,-inf,-inf,inf,inf,,
81,arxiv,2,6,0.1,0.8012820512820513,0.8326121757472528,0.9087638915568512,0.12337986300008197,0.1233816146850586,0.43579412967892456,13.559934098858454
82,arxiv,2,6,0.2,0.8205267814605595,0.9011656223704675,0.9465571115651163,0.12254995500006771,0.12255096435546875,-0.010712191664855257,13.720902343328236
83,arxiv,2,6,0.30000000000000004,0.8566731898238747,0.9219516648620177,0.9578037182810801,0.17426108300014675,0.17426276206970215,-0.30378929933558474,12.06204465522244
84,arxiv,2,6,0.4,0.8745529327610873,0.9364660379908636,0.966923486915502,0.11528701299994282,0.11528849601745605,-0.4049363526503623,10.14491654899766
85,arxiv,2,6,0.5,0.8906519861830743,0.9461659184071406,0.9712865363260283,0.17857433800008948,0.17857789993286133,-0.5745294970328538,8.642043093828818
86,arxiv,2,6,0.6000000000000001,0.8928960261295591,0.949481237871909,0.9736985664759785,0.12629010999989987,0.12629151344299316,-0.6739468828710257,7.3177105454737275
87,arxiv,2,6,0.7000000000000001,0.910025706940874,0.9582571852199283,0.9776027655956387,0.13905337500000314,0.1390547752380371,-0.6452882650317678,6.076196184569981
88,arxiv,2,6,0.8,0.9074951239899693,0.9585776305040976,0.9785311714242377,0.14233416200022475,0.14233613014221191,-0.6327420106331819,5.35826983036319
89,arxiv,2,6,0.9,0.9202782236490101,0.9659374884672364,0.9798289188911273,0.19315461599990158,0.19315600395202637,-0.6052852109903192,4.762860024975598
90,arxiv,2,6,-inf,-inf,-inf,-inf,inf,inf,,
91,arxiv,2,6,0.1,0.8005560256255289,0.8333012815216314,0.9124595587577575,0.1219613160001245,0.1219630241394043,0.39358823064042137,13.304965671962941
92,arxiv,2,6,0.2,0.8482758620689655,0.9000709263347232,0.9451818986367546,0.12409865800009356,0.1240999698638916,0.11453660251467584,13.57979638078836
93,arxiv,2,6,0.30000000000000004,0.8567324118651964,0.9190741170132157,0.9547548798611,0.17819604400028766,0.17819833755493164,-0.24563000516660163,12.179125254846149
94,arxiv,2,6,0.4,0.8800689467477093,0.9389205159748351,0.9681972913026973,0.11226985800021794,0.11227154731750488,-0.3622375121098083,9.799695136050138
95,arxiv,2,6,0.5,0.891976643598616,0.943702552049837,0.9695403511014944,0.11272209800017663,0.11272358894348145,-0.4504197224523041,8.380946529706105
96,arxiv,2,6,0.6000000000000001,0.9010009598244892,0.9527031107410201,0.9757673774524471,0.17630724999980885,0.17630863189697266,-0.5612044786710458,6.998509117227704
97,arxiv,2,6,0.7000000000000001,0.9038142620232172,0.9553601009677457,0.9763438132946765,0.15028002999997625,0.15028119087219238,-0.4896731596175483,5.8695730738959915
98,arxiv,2,6,0.8,0.908157602663707,0.958213268510122,0.978923176293524,0.15229374099999404,0.15229511260986328,-0.5891672872850634,5.218731150245081
99,arxiv,2,6,0.9,0.9110604332953249,0.9584223875067681,0.9747768495672469,0.15086768799983474,0.15086889266967773,-0.6160799010695642,4.7584422609805
100,arxiv,2,6,-inf,-inf,-inf,-inf,inf,inf,,
101,arxiv,2,6,0.1,0.7934749712487138,0.8264242265942926,0.904131021551181,0.10983581199980108,0.10983705520629883,0.44104537422636797,13.546219843147743
102,arxiv,2,6,0.2,0.8134055517941774,0.8939629559463954,0.9405214592883233,0.11283149800010506,0.11283302307128906,-0.08659347015414398,13.825332722824362
103,arxiv,2,6,0.30000000000000004,0.8570208802297602,0.9223259391011539,0.958769269031902,0.17792300099972636,0.17792415618896484,-0.1909419671144386,12.430624382860934
104,arxiv,2,6,0.4,0.8768455167446885,0.9355190140618378,0.9660892628420864,0.12186540699985926,0.12186670303344727,-0.34067796057969646,10.153232826085068
105,arxiv,2,6,0.5,0.8924918389553863,0.9478265760205472,0.973030917013415,0.11661996999964686,0.11662077903747559,-0.5499850175313623,8.600975448674314
106,arxiv,2,6,0.6000000000000001,0.9037707798351129,0.9537940240758295,0.977043477597263,0.1270340579999356,0.12703537940979004,-0.5084958758963283,7.105624862702294
107,arxiv,2,6,0.7000000000000001,0.9112371888726208,0.9605257188700554,0.9803410488155724,0.20654392999995252,0.20654535293579102,-0.6336952449116967,6.0603178034464795
108,arxiv,2,6,0.8,0.9060421286031042,0.9594539550070345,0.9783948204744176,0.15842014200006815,0.15842127799987793,-0.625437723746813,5.273130583788152
109,arxiv,2,6,0.9,0.9129973474801061,0.9641804891612393,0.9822267545794255,0.13528653000003033,0.13528752326965332,-0.6159126458857062,4.804587455401281
110,arxiv,2,6,-inf,-inf,-inf,-inf,inf,inf,,
111,arxiv,2,6,0.1,0.8000841245042664,0.8272033115363198,0.906757425922745,0.12488722500029326,0.12488889694213867,0.4022144830949585,13.407515113611135
112,arxiv,2,6,0.2,0.802962962962963,0.8891481650543284,0.9386470050361877,0.1706783429999632,0.17068052291870117,-0.006567528439920992,13.77091454459026
113,arxiv,2,6,0.30000000000000004,0.8519432449105491,0.9207123100283453,0.9555265895238957,0.11848271000008026,0.1184847354888916,-0.22906019560840768,12.210289234774887
114,arxiv,2,6,0.4,0.8756776292013011,0.9330451393642711,0.9633938077139407,0.11914685200008535,0.11914801597595215,-0.43113237820852657,9.844498307367589
115,arxiv,2,6,0.5,0.8885032537960954,0.9444777835211413,0.9709306417551173,0.17374581099966235,0.17374777793884277,-0.607366236230661,8.503645732418391
116,arxiv,2,6,0.6000000000000001,0.8973634651600754,0.952079475308642,0.9751571953870829,0.1155924340000638,0.11559343338012695,-0.5892379695186011,6.991001473824575
117,arxiv,2,6,0.7000000000000001,0.9012662873921821,0.9537552535646202,0.9767078179026865,0.15098556700013432,0.150986909866333,-0.5900021334634257,5.920910388728707
118,arxiv,2,6,0.8,0.9098071176310785,0.962428005945138,0.9802855147642455,0.15051564300028986,0.15051674842834473,-0.6094462543246341,5.256440321569542
119,arxiv,2,6,0.9,0.9140369967355821,0.9624661021639271,0.9807536209006414,0.18532756500007963,0.18532967567443848,-0.6298456485069366,4.715716200072306
120,arxiv,2,6,-inf,-inf,-inf,-inf,inf,inf,,
121,arxiv,2,6,0.1,0.7984556916209206,0.8294007304807884,0.9086239950554813,0.13271405200021036,0.13271594047546387,0.4769368363441061,13.32529457244764
122,arxiv,2,6,0.2,0.8447516432879312,0.8892064515536674,0.9387075562708835,0.14968579900005352,0.1496875286102295,0.10428363399582219,13.644606691250845
123,arxiv,2,6,0.30000000000000004,0.8623456790123457,0.925915556888006,0.9578135511571708,0.18761845800008814,0.1876201629638672,-0.3091158925798733,12.109510861328376
124,arxiv,2,6,0.4,0.8773006134969326,0.937440894000759,0.9675199928933897,0.1288369059998331,0.12883853912353516,-0.4361955209489685,10.505772870714022
125,arxiv,2,6,0.5,0.8900472914875323,0.9446002075986837,0.9724499575094474,0.12464084000021103,0.12464308738708496,-0.4924584090446299,8.303868380980136
126,arxiv,2,6,0.6000000000000001,0.9047683923705722,0.9534973709735054,0.9767046733723277,0.177006922000146,0.17700886726379395,-0.5762775308965373,7.213857541779607
127,arxiv,2,6,0.7000000000000001,0.9076479076479076,0.9568511257757044,0.9781786829062508,0.15348636799990345,0.1534876823425293,-0.5719042174612039,6.109034300439745
128,arxiv,2,6,0.8,0.9057718120805369,0.9592559460665111,0.9798382826959315,0.14843968300010602,0.14844155311584473,-0.7083546922171761,5.414428143396083
129,arxiv,2,6,0.9,0.9331122166943062,0.9670220812597234,0.9814903242326561,0.1460605199999918,0.14606285095214844,-0.6783564215464122,4.83716116097509
130,arxiv,2,6,-inf,-inf,-inf,-inf,inf,inf,,
131,arxiv,2,6,0.1,0.8105977931368983,0.8413766462319383,0.9166729648757295,0.1687015219999921,0.16870331764221191,0.4099479509866266,13.483562777365295
132,arxiv,2,6,0.2,0.8515846257585974,0.8966153968379221,0.9441046769709466,0.11995884899988596,0.11996150016784668,0.11582486278112247,14.193095684986357
133,arxiv,2,6,0.30000000000000004,0.8526161218023031,0.9189535600737492,0.9547815059618463,0.12123158200029138,0.12123322486877441,-0.19250425228685092,11.781698726358885
134,arxiv,2,6,0.4,0.8775658492279745,0.9345183238569872,0.9648484037978236,0.17213540399961857,0.1721360683441162,-0.3800504737223309,10.001302656651397
135,arxiv,2,6,0.5,0.8903812824956673,0.9454040953398807,0.9702979209107759,0.11929443600001832,0.11929607391357422,-0.4934538591435836,8.502568582173236
136,arxiv,2,6,0.6000000000000001,0.9026773761713521,0.9534275100531945,0.975447366304725,0.11731498000017382,0.11731624603271484,-0.5565445102086474,6.921040308300132
137,arxiv,2,6,0.7000000000000001,0.9026997644500815,0.9531791916461955,0.976518304190517,0.18661880599984215,0.18662047386169434,-0.563980381644635,5.979781333594925
138,arxiv,2,6,0.8,0.8990358864488485,0.9572351818085725,0.9767810232801892,0.14993587200024194,0.14993715286254883,-0.6449238775952992,5.270814309407573
139,arxiv,2,6,0.9,0.9129500268672757,0.9599918793279177,0.9768531953202327,0.1489162530001522,0.14891791343688965,-0.5666698226535288,4.676480874576887
140,arxiv,2,6,-inf,-inf,-inf,-inf,inf,inf,,
141,arxiv,2,6,0.1,0.803076177788543,0.8355340197420564,0.9110185671840179,0.12329010500025106,0.1232917308807373,0.4136654451516149,13.552605992189639
142,arxiv,2,6,0.2,0.8440553745928339,0.8920998840831359,0.941805260101313,0.17592829799968968,0.17593073844909668,0.07243115148882363,13.670980065358947
143,arxiv,2,6,0.30000000000000004,0.8576099649669132,0.9222214238808845,0.9585755264266894,0.1248530769998979,0.12485384941101074,-0.2242674554635962,12.243072416116954
144,arxiv,2,6,0.4,0.8785720807084817,0.935102064864429,0.9637753818818612,0.11124621599992679,0.11124777793884277,-0.391616648585183,9.912761944461453
145,arxiv,2,6,0.5,0.8945211389128559,0.9480873913792328,0.9725450645591321,0.16694152500031123,0.16694307327270508,-0.5182468071543275,8.45234620450339
146,arxiv,2,6,0.6000000000000001,0.899641577060932,0.950320983686324,0.9742705457309485,0.13283854899964354,0.13283991813659668,-0.637358618494791,7.136955654447094
147,arxiv,2,6,0.7000000000000001,0.9107658959537572,0.9584736385029136,0.9791827828146711,0.1716409149998981,0.17164325714111328,-0.5911409640911659,6.091431937025528
148,arxiv,2,6,0.8,0.9078353253652058,0.9601092198665773,0.979689242462007,0.20855448500014973,0.2085556983947754,-0.5921939443865715,5.3172811675667875
149,arxiv,2,6,0.9,0.9223248234655079,0.9694173660122103,0.9845343507253246,0.1462413999997807,0.14624261856079102,-0.6975893055268388,4.836748135923303
150,arxiv,2,6,-inf,-inf,-inf,-inf,inf,inf,,
151,arxiv,2,6,0.1,0.8018656490399176,0.83150898483717,0.911963737940573,0.1256507769999189,0.12565302848815918,0.4223312026155118,13.588312435729339
152,arxiv,2,6,0.2,0.851343038753332,0.8975221723936962,0.9435121886985833,0.174205701000119,0.1742076873779297,0.009815474761066586,13.703634319725287
153,arxiv,2,6,0.30000000000000004,0.8609592251210748,0.9245005722702858,0.9599190831563422,0.12237383699994098,0.12237548828125,-0.3391448656558731,12.034835549937824
154,arxiv,2,6,0.4,0.8791873589164786,0.9351842230909241,0.9649422188275342,0.13797148499998002,0.13797307014465332,-0.4677987194276361,10.423843249985852
155,arxiv,2,6,0.5,0.8875707444492816,0.946951083676948,0.9743616327601456,0.1765240489999087,0.17652559280395508,-0.4867347357394529,8.358914991880988
156,arxiv,2,6,0.6000000000000001,0.9015790906615845,0.9524431639462875,0.9741037477962264,0.12689175400009844,0.12690019607543945,-0.6158088820136762,7.138192718993185
157,arxiv,2,6,0.7000000000000001,0.8999450247388675,0.9528551858622636,0.9737477830651953,0.14312731800009715,0.1431288719177246,-0.522447238225197,5.995175182553699
158,arxiv,2,6,0.8,0.9166666666666666,0.9639493700484154,0.9807096895571128,0.13918450000028315,0.13918566703796387,-0.7184244937630784,5.458102398158585
159,arxiv,2,6,0.9,0.914207650273224,0.9662065747918461,0.9835966759034551,0.1424802940000518,0.14248180389404297,-0.6106657619507434,4.778202023563021
160,arxiv,2,6,-inf,-inf,-inf,-inf,inf,inf,,
161,arxiv,2,6,0.1,0.7929555340744321,0.826309553886248,0.9075379168897729,0.12285555699963879,0.12285709381103516,0.4729802309046712,13.348125615064262
162,arxiv,2,6,0.2,0.8493336959477835,0.893896852186781,0.9415053971421059,0.12360278199957975,0.12360620498657227,0.051831893704965576,13.634442363903597
163,arxiv,2,6,0.30000000000000004,0.8524908681122251,0.9205278319749863,0.9574118971324657,0.17333609700017405,0.17333769798278809,-0.18837066712984596,11.791319822798789
164,arxiv,2,6,0.4,0.8764513788098693,0.9368314041120326,0.9661987332177588,0.12433431799991013,0.12433600425720215,-0.47513622233614466,10.484732975228127
165,arxiv,2,6,0.5,0.8885739206279982,0.94643668346424,0.9726587169164741,0.11285995900016133,0.11286067962646484,-0.5316238753893124,8.822527915515376
166,arxiv,2,6,0.6000000000000001,0.8935475088483529,0.9477811245398781,0.9726553251213004,0.17614760799961005,0.1761493682861328,-0.66005441115567,7.227855451854399
167,arxiv,2,6,0.7000000000000001,0.9010518809056873,0.953910303789351,0.9774318057465023,0.14202961299997696,0.14203119277954102,-0.5743030572929614,6.205508420699789
168,arxiv,2,6,0.8,0.9101154480483782,0.9628394717788011,0.9785407751265418,0.1405566319999707,0.14055800437927246,-0.6625098816049353,5.41581358844992
169,arxiv,2,6,0.9,0.9128262076624097,0.9588750710713497,0.9795797458803508,0.14180565500009834,0.14180707931518555,-0.6603335092446041,4.853127229202968
170,arxiv,2,6,-inf,-inf,-inf,-inf,inf,inf,,
171,arxiv,2,6,0.1,0.7944380906518991,0.8206977735198367,0.9056906719108239,0.17059103000019604,0.1705927848815918,0.37491588620945615,13.319546272277373
172,arxiv,2,6,0.2,0.8161538986288287,0.8953487773588822,0.942733423327972,0.11491116099978171,0.11491227149963379,-0.029158359227978502,14.052211477313943
173,arxiv,2,6,0.30000000000000004,0.857783620756322,0.9220758536346786,0.9573803583628449,0.12116896999987148,0.1211702823638916,-0.1391846619249714,12.227570769499094
174,arxiv,2,6,0.4,0.8817499542375984,0.939691263157106,0.9661628444600785,0.1758072689999608,0.17580890655517578,-0.5502763262256775,10.512692203502441
175,arxiv,2,6,0.5,0.8959083469721768,0.9449450232534699,0.9707978390567976,0.12185821299999589,0.12186050415039062,-0.464674809606351,8.362234992241797
176,arxiv,2,6,0.6000000000000001,0.9055892255892256,0.955159060064641,0.9768047404452818,0.12080172100013442,0.1208033561706543,-0.4845604880575849,6.957184918728538
177,arxiv,2,6,0.7000000000000001,0.903594470046083,0.9577150311057595,0.9781911848995695,0.20439216300019325,0.2043933868408203,-0.5411027917488586,5.992907887352441
178,arxiv,2,6,0.8,0.9098250336473755,0.962424927457993,0.9804912746754939,0.1397206010001355,0.13972234725952148,-0.6391326482702777,5.367293262550169
179,arxiv,2,6,0.9,0.9133554083885209,0.9630104624180453,0.9810147193364475,0.1472528570002396,0.14725422859191895,-0.5698263742235969,4.746095439019495
180,arxiv,2,6,-inf,-inf,-inf,-inf,inf,inf,,
181,arxiv,2,6,0.1,0.788509073370712,0.827986188152238,0.9092355763104789,0.18321835100005046,0.18322062492370605,0.505674022584006,13.347495566281767
182,arxiv,2,6,0.2,0.8531015678254942,0.8985575148797924,0.943761790730294,0.1223715720002474,0.12237334251403809,0.026639686694377714,13.911605850426431
183,arxiv,2,6,0.30000000000000004,0.8552272550089655,0.9256277517430826,0.9611803418772253,0.12415383999996266,0.12415528297424316,-0.2686057243830663,12.104303026110218
184,arxiv,2,6,0.4,0.878112831658064,0.9362922483588226,0.9648879395592933,0.12054186600016692,0.1205434799194336,-0.530411321198605,10.301053687144847
185,arxiv,2,6,0.5,0.8891166001510086,0.9437605892933831,0.9718959298499708,0.17011557200021343,0.17011642456054688,-0.5143376007630408,8.860631531505158
