system,N,theta,embedding,mu,t1,t2,prob,accuracy,auroc,pr,intercept,coef_distances,coef_degrees
LFR,500,0.05,LE,0.1,2.1,1.0,1,0.5478818084727661,0.5597848127960547,0.5422991992605731,0.010295403631992049,-0.08963122722323019,-7.385537526719972
LFR,500,0.05,LE,0.1,2.1,1.0,1,0.5528657885368459,0.563226764080555,0.5568201412739778,0.00573346773284894,-0.6947241039989615,-8.282229881202314
LFR,500,0.05,LE,0.1,2.1,1.0,1,0.5411178355286579,0.5504560460060995,0.5238864867123829,-0.030412040014778617,-0.3769066039195009,-6.833906517420869
LFR,500,0.05,LE,0.1,2.1,1.0,1,0.5343538625845496,0.5412722649406267,0.5398404740372568,0.0026963597669096987,-0.37959260316547466,-6.720662382359181
LFR,500,0.10,LE,0.1,2.1,1.0,1,0.5558060879368658,0.5712149577057741,0.5548418992709258,0.018935256975414313,-0.41986570060052725,-7.957208271753856
LFR,500,0.10,LE,0.1,2.1,1.0,1,0.5580608793686584,0.571010787335388,0.556900975017482,0.009535074402620056,-0.6504536382747504,-6.692334279227955
LFR,500,0.10,LE,0.1,2.1,1.0,1,0.5588124765125893,0.5677927803242312,0.5478811358608917,-0.03084684085151047,-0.4821906982471437,-7.145695135247006
LFR,500,0.10,LE,0.1,2.1,1.0,1,0.552423900789177,0.5699377138860863,0.5558116109554434,-0.006384623118342578,-0.6885739784342098,-7.553359869783258
LFR,500,0.15,LE,0.1,2.1,1.0,1,0.5674492638280939,0.5921509013288742,0.5677849440678977,0.029138482452224074,-0.5964368094711948,-7.8705525000752585
LFR,500,0.15,LE,0.1,2.1,1.0,1,0.5614803024273777,0.5775595932570976,0.5605693538940697,0.05391429734460062,-0.5848636500256341,-6.2521420904023
LFR,500,0.15,LE,0.1,2.1,1.0,1,0.5598885793871866,0.5774503097328316,0.561473747927056,-0.01045668460885446,-0.6800935658253301,-6.922739209506961
LFR,500,0.15,LE,0.1,2.1,1.0,1,0.5738161559888579,0.5921211315066064,0.567235233319166,0.02635725222785917,-0.8599555022422782,-7.389568809309904
LFR,500,0.20,LE,0.1,2.1,1.0,1,0.585200845665962,0.6185811342344275,0.5939650254763779,0.02825182174498662,-0.6896123937072693,-7.645619843224127
LFR,500,0.20,LE,0.1,2.1,1.0,1,0.573784355179704,0.6051069155402989,0.5764213079439919,0.05153487516252433,-0.7463222870657572,-6.180969068317025
LFR,500,0.20,LE,0.1,2.1,1.0,1,0.5750528541226215,0.5950737112509957,0.5755039583990722,0.00048341167995678445,-0.7447813060793995,-6.789426543917706
LFR,500,0.20,LE,0.1,2.1,1.0,1,0.5803043110735419,0.6007781461685768,0.5744539678181754,0.03147544612459899,-0.8189262634523727,-7.058961276638268
LFR,500,0.25,LE,0.1,2.1,1.0,1,0.609382047812359,0.6337650944117921,0.6239813165684343,0.02064913343494419,-0.7914990494363385,-7.1077685810341675
LFR,500,0.25,LE,0.1,2.1,1.0,1,0.5926928281461434,0.6335144364346019,0.6107036553171206,0.07166810653496655,-1.0144991937442365,-5.958147434725734
LFR,500,0.25,LE,0.1,2.1,1.0,1,0.5908885881822282,0.6353022559328103,0.6076731726850866,0.010402009716719085,-1.1680371667308564,-6.529029106587007
LFR,500,0.25,LE,0.1,2.1,1.0,1,0.5861136158701533,0.6168299756804949,0.5978774521678165,0.003339004927018459,-0.9011252208662488,-6.27448620211916
LFR,500,0.30,LE,0.1,2.1,1.0,1,0.6205896568390527,0.6562731268641653,0.6431274035162171,0.02123958879898245,-0.9887640218019758,-6.680693349205418
LFR,500,0.30,LE,0.1,2.1,1.0,1,0.609956500724988,0.6391125264440508,0.6085602425148892,0.03665589676697301,-0.8977539005684059,-5.723253936026839
LFR,500,0.30,LE,0.1,2.1,1.0,1,0.6056065732237796,0.6308307730259469,0.6129220173750553,0.003376140735197518,-1.0824883019934144,-6.15560516143835
LFR,500,0.30,LE,0.1,2.1,1.0,1,0.5915016900048286,0.6263837621169532,0.6149962056856706,-0.009310194800167718,-1.136820525480759,-5.769034334098427
LFR,500,0.35,LE,0.1,2.1,1.0,1,0.6207075962539021,0.6713747554186876,0.6543273714432075,-0.0068297764492179875,-1.229834273108676,-6.073462592089347
LFR,500,0.35,LE,0.1,2.1,1.0,1,0.6069755335762623,0.6535112155550112,0.6246408942421102,0.02879387199148646,-1.1708243278489079,-5.310669040844283
LFR,500,0.35,LE,0.1,2.1,1.0,1,0.6189484643414888,0.6555381883849036,0.6425363541349184,-0.0031607291211558177,-1.257521395803355,-5.627538460350276
LFR,500,0.35,LE,0.1,2.1,1.0,1,0.5897035881435257,0.6422789027345102,0.6391210475112581,-0.02138724480412473,-1.342600234297755,-5.708582318938756
LFR,500,0.40,LE,0.1,2.1,1.0,1,0.6161217587373168,0.6763039723222445,0.6454421264951742,-0.02551601064621671,-1.3928929980049365,-5.487040962061931
