,N,k1,k2,theta,intercept,coefs,accuracy,auroc,aupr,process_time,wall_time
0,1000,5.0,5.0,,,,,,,,
1,1000,5.0,5.0,,,,,,,,
2,1000,5.0,5.0,,,,,,,,
3,1000,5.0,5.0,,,,,,,,
4,1000,5.0,5.0,,,,,,,,
5,1000,5.0,5.0,,,,,,,,
6,1000,5.0,5.0,,,,,,,,
7,1000,5.0,5.0,,,,,,,,
8,1000,5.0,5.0,,,,,,,,
9,1000,5.0,5.0,,,,,,,,
10,1000,5.0,5.0,,,,,,,,
11,1000,5.0,5.0,,,,,,,,
12,1000,5.0,5.0,,,,,,,,
13,1000,5.0,5.0,,,,,,,,
14,1000,5.0,5.0,,,,,,,,
15,1000,5.0,5.0,,,,,,,,
16,1000,5.0,5.0,,,,,,,,
17,1000,5.0,5.0,,,,,,,,
18,1000,5.0,5.0,,,,,,,,
19,1000,5.0,5.0,,,,,,,,
20,1000,5.0,5.0,,,,,,,,
21,1000,5.0,5.0,,,,,,,,
22,1000,5.0,5.0,,,,,,,,
23,1000,5.0,5.0,,,,,,,,
24,1000,5.0,5.0,,,,,,,,
25,1000,5.0,5.0,,,,,,,,
26,1000,5.0,5.0,,,,,,,,
27,1000,5.0,5.0,,,,,,,,
28,1000,5.0,5.0,,,,,,,,
29,1000,5.0,5.0,,,,,,,,
30,1000,5.0,5.0,,,,,,,,
31,1000,5.0,5.0,,,,,,,,
32,1000,5.0,5.0,,,,,,,,
33,1000,5.0,5.0,,,,,,,,
34,1000,5.0,5.0,,,,,,,,
35,1000,5.0,5.0,,,,,,,,
36,1000,5.0,5.0,,,,,,,,
37,1000,5.0,5.0,,,,,,,,
38,1000,5.0,5.0,,,,,,,,
39,1000,5.0,5.0,,,,,,,,
40,1000,5.0,5.0,,,,,,,,
41,1000,5.0,5.0,,,,,,,,
42,1000,5.0,5.0,,,,,,,,
43,1000,5.0,5.0,,,,,,,,
44,1000,5.0,5.0,,,,,,,,
45,1000,5.0,5.0,,,,,,,,
46,1000,5.0,5.0,,,,,,,,
47,1000,5.0,5.0,,,,,,,,
48,1000,5.0,5.0,,,,,,,,
49,1000,5.0,5.0,,,,,,,,
50,1000,10.0,5.0,,,,,,,,
51,1000,10.0,5.0,,,,,,,,
52,1000,10.0,5.0,,,,,,,,
53,1000,10.0,5.0,,,,,,,,
54,1000,10.0,5.0,,,,,,,,
55,1000,10.0,5.0,,,,,,,,
56,1000,10.0,5.0,,,,,,,,
57,1000,10.0,5.0,,,,,,,,
58,1000,10.0,5.0,,,,,,,,
59,1000,10.0,5.0,,,,,,,,
60,1000,10.0,5.0,,,,,,,,
61,1000,10.0,5.0,,,,,,,,
62,1000,10.0,5.0,,,,,,,,
63,1000,10.0,5.0,,,,,,,,
