,system,l1,l2,theta,accuracy,auroc,aupr,process_time,wall_time
0,arxiv,2,6,0.0,-inf,0.5,-inf,0.1669385970001258,0.16694068908691406
1,arxiv,2,6,0.1,-inf,0.8789836147294048,-inf,0.12134035799999765,0.12134194374084473
2,arxiv,2,6,0.2,-inf,0.9391301131178972,-inf,0.11002665099999831,0.11002826690673828
3,arxiv,2,6,0.30000000000000004,-inf,0.9623767790682768,-inf,0.17014456299989433,0.17014670372009277
4,arxiv,2,6,0.4,-inf,0.9728394256217882,-inf,0.09948220499995841,0.09948420524597168
5,arxiv,2,6,0.5,-inf,0.9766218067782163,-inf,0.07816334700009975,0.07816457748413086
6,arxiv,2,6,0.6000000000000001,-inf,0.9831693314638617,-inf,0.07334541700015507,0.07334661483764648
7,arxiv,2,6,0.7000000000000001,-inf,0.9848699438001854,-inf,0.14126920499984408,0.14127087593078613
8,arxiv,2,6,0.8,-inf,0.9835232598293129,-inf,0.055898030999969706,0.05590200424194336
9,arxiv,2,6,0.9,-inf,0.9909909909909909,-inf,0.049264735000178916,0.04926705360412598
10,celegans,1,2,0.0,-inf,0.5,-inf,0.008033884000042235,0.008035659790039062
11,celegans,1,2,0.1,-inf,0.585756844942545,-inf,0.006683689000055892,0.006685018539428711
12,celegans,1,2,0.2,-inf,0.5976361923859874,-inf,0.007608027000060247,0.007609844207763672
13,celegans,1,2,0.30000000000000004,-inf,0.6167839209295547,-inf,0.005625079000083133,0.005626678466796875
14,celegans,1,2,0.4,-inf,0.6566382604118453,-inf,0.0049386450000383775,0.004939556121826172
15,celegans,1,2,0.5,-inf,0.6622570868247459,-inf,0.005173645000013494,0.005174160003662109
16,celegans,1,2,0.6000000000000001,-inf,0.6598704953763465,-inf,0.004533928000000742,0.004534721374511719
17,celegans,1,2,0.7000000000000001,-inf,0.6790008613264429,-inf,0.005200585000011415,0.005202054977416992
18,celegans,1,2,0.8,-inf,0.666055490209645,-inf,0.0031186419998903148,0.0031189918518066406
19,celegans,1,2,0.9,-inf,0.6467564259485924,-inf,0.0023796099999344733,0.0023801326751708984
20,drosophila,1,2,0.0,-inf,0.5,-inf,0.15883341100015969,0.15883588790893555
21,drosophila,1,2,0.1,-inf,0.8623558825092769,-inf,0.16665466600011314,0.1666562557220459
22,drosophila,1,2,0.2,-inf,0.8965712617493452,-inf,0.2223418829998991,0.22234344482421875
23,drosophila,1,2,0.30000000000000004,-inf,0.9374909515440455,-inf,0.14349597000000358,0.14349794387817383
24,drosophila,1,2,0.4,-inf,0.9391269749375255,-inf,0.2107238559999587,0.21073126792907715
25,drosophila,1,2,0.5,-inf,0.949268362483529,-inf,0.12157768099996247,0.12157917022705078
26,drosophila,1,2,0.6000000000000001,-inf,0.9596457471223818,-inf,0.11393261499983964,0.11393547058105469
27,drosophila,1,2,0.7000000000000001,-inf,0.9635683684514126,-inf,0.10126549699998577,0.10126686096191406
28,drosophila,1,2,0.8,-inf,0.9588360834457399,-inf,0.16822373100012555,0.16822552680969238
29,drosophila,1,2,0.9,-inf,0.9746906527966877,-inf,0.0750602330001584,0.07506251335144043
30,london,1,2,0.0,-inf,0.5,-inf,0.0029460690000178147,0.0029468536376953125
31,london,1,2,0.1,-inf,0.6819712617871576,-inf,0.0030097569999725238,0.003010272979736328
32,london,1,2,0.2,-inf,0.8443586029293418,-inf,0.002451885000027687,0.002452850341796875
33,london,1,2,0.30000000000000004,-inf,0.8412743972445464,-inf,0.0023838569998133607,0.0023844242095947266
34,london,1,2,0.4,-inf,0.904495178672717,-inf,0.0024993929998800013,0.002500295639038086
35,london,1,2,0.5,-inf,0.9548311076197958,-inf,0.001938053999992917,0.0019385814666748047
36,london,1,2,0.6000000000000001,-inf,0.9677706552706552,-inf,0.002031708999993498,0.002032041549682617
37,london,1,2,0.7000000000000001,-inf,1.0,-inf,0.0017512749998331856,0.0017516613006591797
38,london,1,2,0.8,-inf,0.984375,-inf,0.0023523190000105387,0.002353191375732422
39,london,1,2,0.9,-inf,0.9999999999999999,-inf,0.0016353279997929349,0.0016357898712158203
