_UID,system,l1,l2,theta,accuracy,auroc
160,drosophila,1,2,0.2611111111111111,0.14887699412258606,0.1571895060169497
161,drosophila,1,2,0.2611111111111111,0.13971908332453267,0.1678288473271172
162,drosophila,1,2,0.2611111111111111,0.14508728442592692,0.16729070469066276
163,drosophila,1,2,0.2611111111111111,0.14055636896046853,0.17197765941401041
164,drosophila,1,2,0.2611111111111111,0.1316415543219667,0.15258576786002015
165,drosophila,1,2,0.36666666666666664,0.09766932392137771,0.13413035714709381
166,drosophila,1,2,0.36666666666666664,0.10708554499444513,0.1386999328830522
167,drosophila,1,2,0.36666666666666664,0.10499477790747681,0.14010341913612429
168,drosophila,1,2,0.36666666666666664,0.11081631393842167,0.1304143166034539
169,drosophila,1,2,0.36666666666666664,0.10392793676083094,0.14069184110782135
170,drosophila,1,2,0.4722222222222222,0.08512986535207122,0.11778540394337067
171,drosophila,1,2,0.4722222222222222,0.07804447062288322,0.11484117530056667
172,drosophila,1,2,0.4722222222222222,0.07709901136195957,0.10519909448405701
173,drosophila,1,2,0.4722222222222222,0.07806609004213795,0.09687826841687329
174,drosophila,1,2,0.4722222222222222,0.08256948551153163,0.11576073194909868
175,drosophila,1,2,0.5777777777777778,0.06954102920723226,0.09772065283584427
176,drosophila,1,2,0.5777777777777778,0.060889712696941614,0.08824741159069519
177,drosophila,1,2,0.5777777777777778,0.06234528284587879,0.09670677037182895
178,drosophila,1,2,0.5777777777777778,0.06510607168983175,0.08171924661696764
179,drosophila,1,2,0.5777777777777778,0.06687459866067333,0.09321695529040347
180,drosophila,1,2,0.6833333333333333,0.048591804665780246,0.07530354335963997
181,drosophila,1,2,0.6833333333333333,0.05384615384615385,0.08275788512863251
182,drosophila,1,2,0.6833333333333333,0.05497033539169391,0.07239891465503592
183,drosophila,1,2,0.6833333333333333,0.053889990089197225,0.07559384722292213
184,drosophila,1,2,0.6833333333333333,0.05700888450148075,0.08697069663359387
185,drosophila,1,2,0.788888888888889,0.04988036075832873,0.05706176817203837
186,drosophila,1,2,0.788888888888889,0.04869052010328292,0.06888231268591574
187,drosophila,1,2,0.788888888888889,0.054404611781660964,0.0647832229713763
188,drosophila,1,2,0.788888888888889,0.048852157943067034,0.07211443840552283
189,drosophila,1,2,0.788888888888889,0.04952485380116959,0.05982350982350983
190,drosophila,1,2,0.8944444444444445,0.04851157662624035,0.05594007785195757
191,drosophila,1,2,0.8944444444444445,0.052805280528052806,0.04759457890719419
192,drosophila,1,2,0.8944444444444445,0.047850467289719624,0.05003536384472139
193,drosophila,1,2,0.8944444444444445,0.04482629809488233,0.03581266571247564
194,drosophila,1,2,0.8944444444444445,0.04940564635958395,0.053167169426897344
195,drosophila,1,2,1.0,,-1.0
196,drosophila,1,2,1.0,,-1.0
197,drosophila,1,2,1.0,,-1.0
198,drosophila,1,2,1.0,,-1.0
199,drosophila,1,2,1.0,,-1.0
200,drosophila,1,3,0.05,0.4019301967635925,0.3518702218932468
201,drosophila,1,3,0.05,0.4034956304619226,0.3581005192780068
202,drosophila,1,3,0.05,0.37286582826684433,0.3705669004869878
203,drosophila,1,3,0.05,0.37881119753754006,0.37707044178447846
204,drosophila,1,3,0.05,0.37305742541344633,0.3587198041412669
205,drosophila,1,3,0.15555555555555556,0.20648096042018382,0.24954757076046064
206,drosophila,1,3,0.15555555555555556,0.21630373568612726,0.23567126659721127
207,drosophila,1,3,0.15555555555555556,0.22910245633697582,0.2497443739848719
208,drosophila,1,3,0.15555555555555556,0.21612237237237236,0.27217979304606965
209,drosophila,1,3,0.15555555555555556,0.21637698670880193,0.2641712005739369
210,drosophila,1,3,0.2611111111111111,0.14929036388859246,0.2048911444156008
211,drosophila,1,3,0.2611111111111111,0.12540279269602578,0.2002144326198948
212,drosophila,1,3,0.2611111111111111,0.11980086719126386,0.1834851254047455
213,drosophila,1,3,0.2611111111111111,0.1274001176659357,0.17933809284218233
214,drosophila,1,3,0.2611111111111111,0.1428187775271243,0.20716371370389053
215,drosophila,1,3,0.36666666666666664,0.09737711046040745,0.16405372883994984
216,drosophila,1,3,0.36666666666666664,0.09985627694807224,0.16229319249511245
217,drosophila,1,3,0.36666666666666664,0.09531835205992509,0.15830467412204757
218,drosophila,1,3,0.36666666666666664,0.10179790766146714,0.16151895411038894
219,drosophila,1,3,0.36666666666666664,0.0951219512195122,0.16247313680383524
220,drosophila,1,3,0.4722222222222222,0.07994895278132272,0.1489722235758908
221,drosophila,1,3,0.4722222222222222,0.08153995085263237,0.15393227718060598
222,drosophila,1,3,0.4722222222222222,0.0717585692995529,0.14819140454596627
223,drosophila,1,3,0.4722222222222222,0.08262472721799985,0.15009054042538936
224,drosophila,1,3,0.4722222222222222,0.0804771251698626,0.14557026208357224
225,drosophila,1,3,0.5777777777777778,0.060919432170724826,0.1251287592383594
226,drosophila,1,3,0.5777777777777778,0.0536295194720699,0.13828257292406007
227,drosophila,1,3,0.5777777777777778,0.05608869840678282,0.127115991631493
228,drosophila,1,3,0.5777777777777778,0.06545521972927869,0.1216575067103361
229,drosophila,1,3,0.5777777777777778,0.05600074543421543,0.12976630156857372
230,drosophila,1,3,0.6833333333333333,0.046375,0.08625879389266077
231,drosophila,1,3,0.6833333333333333,0.04962841667716337,0.10090601641013817
232,drosophila,1,3,0.6833333333333333,0.04684217031269312,0.09217109065848562
233,drosophila,1,3,0.6833333333333333,0.04955974842767295,0.1048933060839135
234,drosophila,1,3,0.6833333333333333,0.0480009871668312,0.10455576675455269
235,drosophila,1,3,0.788888888888889,0.041999628321873254,0.0922279171137786
236,drosophila,1,3,0.788888888888889,0.04463959019392609,0.09494185909003451
237,drosophila,1,3,0.788888888888889,0.04266715921684522,0.08745681866496599
238,drosophila,1,3,0.788888888888889,0.047499517281328445,0.10709279252770798
239,drosophila,1,3,0.788888888888889,0.041527623285131626,0.0850886584050249
240,drosophila,1,3,0.8944444444444445,0.04069988588817041,0.06401021638064627
241,drosophila,1,3,0.8944444444444445,0.04169769173492182,0.06399653979238754
242,drosophila,1,3,0.8944444444444445,0.03824308973873533,0.07278945564631291
243,drosophila,1,3,0.8944444444444445,0.04172767203513909,0.0779169105925943
244,drosophila,1,3,0.8944444444444445,0.045471914405808174,0.07528171868666396
245,drosophila,1,3,1.0,,-1.0
246,drosophila,1,3,1.0,,-1.0
247,drosophila,1,3,1.0,,-1.0
248,drosophila,1,3,1.0,,-1.0
249,drosophila,1,3,1.0,,-1.0
250,drosophila,1,4,0.05,0.4280484616055086,0.47446190475664407
251,drosophila,1,4,0.05,0.4026260748315129,0.43842376581445064
252,drosophila,1,4,0.05,0.41240355219100305,0.45179626431757214
253,drosophila,1,4,0.05,0.42780235129786987,0.473270035563335
254,drosophila,1,4,0.05,0.41653320909646796,0.4643173778188667
255,drosophila,1,4,0.15555555555555556,0.323943661971831,0.39292461928139105
256,drosophila,1,4,0.15555555555555556,0.3255433894427194,0.39705820609973463
257,drosophila,1,4,0.15555555555555556,0.32715766002098634,0.38168070074944027
258,drosophila,1,4,0.15555555555555556,0.32324193125163997,0.3886138307960708
259,drosophila,1,4,0.15555555555555556,0.3255486867497465,0.3837839038808559
260,drosophila,1,4,0.2611111111111111,0.30040013462473353,0.32346866495562776
261,drosophila,1,4,0.2611111111111111,0.30303257207038564,0.32277148873877365
262,drosophila,1,4,0.2611111111111111,0.30020634027386983,0.3261705463369636
263,drosophila,1,4,0.2611111111111111,0.3001340382753742,0.33721967649108364
264,drosophila,1,4,0.2611111111111111,0.31053377068734156,0.3477565788374135
265,drosophila,1,4,0.36666666666666664,0.30020911387993376,0.29281237197363114
266,drosophila,1,4,0.36666666666666664,0.2920164393144456,0.3030945218370013
267,drosophila,1,4,0.36666666666666664,0.29430393475337296,0.2925764246293786
268,drosophila,1,4,0.36666666666666664,0.2967910936476752,0.2846696510773353
269,drosophila,1,4,0.36666666666666664,0.2903211748812481,0.2933177849060154
270,drosophila,1,4,0.4722222222222222,0.28731459392179237,0.2440428952054734
271,drosophila,1,4,0.4722222222222222,0.2909499660166257,0.248019987471558
272,drosophila,1,4,0.4722222222222222,0.29396628682455495,0.2526721584232627
273,drosophila,1,4,0.4722222222222222,0.2885966302223631,0.2536856548966833
274,drosophila,1,4,0.4722222222222222,0.2791320794367973,0.23119889908655333
275,drosophila,1,4,0.5777777777777778,0.27830770229057167,0.19500184669676196
276,drosophila,1,4,0.5777777777777778,0.27577590741714886,0.2002981686848483
277,drosophila,1,4,0.5777777777777778,0.2798219196019379,0.19526964428533441
278,drosophila,1,4,0.5777777777777778,0.2781223477182216,0.19781990537392702
279,drosophila,1,4,0.5777777777777778,0.2796526544306296,0.20056706572989613
280,drosophila,1,4,0.6833333333333333,0.2712659657659223,0.15731841266636057
281,drosophila,1,4,0.6833333333333333,0.2682712579058327,0.15546014175576536
282,drosophila,1,4,0.6833333333333333,0.2741435703219143,0.16081811378322758
283,drosophila,1,4,0.6833333333333333,0.2685540069686411,0.1527318918233199
284,drosophila,1,4,0.6833333333333333,0.2689812379449413,0.15760902136969895
285,drosophila,1,4,0.788888888888889,0.24586349534643226,0.1206632589434122
286,drosophila,1,4,0.788888888888889,0.24289809747198332,0.11184831641037363
287,drosophila,1,4,0.788888888888889,0.2545407029922906,0.1201644397688582
288,drosophila,1,4,0.788888888888889,0.2596116251791998,0.1256537208648129
289,drosophila,1,4,0.788888888888889,0.24449163790814973,0.11208775440919672
290,drosophila,1,4,0.8944444444444445,0.2109004739336493,0.09437447264055335
291,drosophila,1,4,0.8944444444444445,0.2064329027155286,0.09230363582121331
292,drosophila,1,4,0.8944444444444445,0.22190277051751175,0.09489072009498474
293,drosophila,1,4,0.8944444444444445,0.22311688311688313,0.09303995972361576
294,drosophila,1,4,0.8944444444444445,0.21176470588235294,0.09553457438724122
295,drosophila,1,4,1.0,,-1.0
296,drosophila,1,4,1.0,,-1.0
297,drosophila,1,4,1.0,,-1.0
298,drosophila,1,4,1.0,,-1.0
299,drosophila,1,4,1.0,,-1.0
300,drosophila,2,3,0.05,0.49213483146067416,0.49705907967281426
301,drosophila,2,3,0.05,0.496415770609319,0.5079441738291965
302,drosophila,2,3,0.05,0.49310804802134284,0.49513936971399297
303,drosophila,2,3,0.05,0.5215651400622499,0.5249916377540648
304,drosophila,2,3,0.05,0.5054005400540054,0.49681580109799955
305,drosophila,2,3,0.15555555555555556,0.498496993987976,0.4950333546368584
306,drosophila,2,3,0.15555555555555556,0.5005005005005005,0.4953625509609785
307,drosophila,2,3,0.15555555555555556,0.4883955600403633,0.4869748900147706
308,drosophila,2,3,0.15555555555555556,0.5208121827411167,0.5084847148861856
309,drosophila,2,3,0.15555555555555556,0.538655886811521,0.5376536787748836
310,drosophila,2,3,0.2611111111111111,0.5096371882086168,0.5042694135655987
311,drosophila,2,3,0.2611111111111111,0.4988584474885845,0.4899453596037898
312,drosophila,2,3,0.2611111111111111,0.5121230041395624,0.4861572761617584
313,drosophila,2,3,0.2611111111111111,0.5045610034207526,0.5004721243427853
314,drosophila,2,3,0.2611111111111111,0.5026178010471204,0.4920289855072464
315,drosophila,2,3,0.36666666666666664,0.5190839694656488,0.5082189220146998
316,drosophila,2,3,0.36666666666666664,0.48754208754208755,0.4980530853710789
317,drosophila,2,3,0.36666666666666664,0.5006793478260869,0.4896054000288528
318,drosophila,2,3,0.36666666666666664,0.5080536912751678,0.4761497229854511
319,drosophila,2,3,0.36666666666666664,0.5043771043771044,0.49419209039548023
320,drosophila,2,3,0.4722222222222222,0.5008445945945946,0.481273513061257
321,drosophila,2,3,0.4722222222222222,0.5024311183144247,0.4919105752879205
322,drosophila,2,3,0.4722222222222222,0.5213464696223317,0.522064425387275
323,drosophila,2,3,0.4722222222222222,0.49878934624697335,0.47947344935296743
324,drosophila,2,3,0.4722222222222222,0.4973014649190439,0.48798195425822743
325,drosophila,2,3,0.5777777777777778,0.5048732943469786,0.5064394340354963
326,drosophila,2,3,0.5777777777777778,0.48102564102564105,0.44517827082201417
327,drosophila,2,3,0.5777777777777778,0.4751552795031056,0.4749012035207473
328,drosophila,2,3,0.5777777777777778,0.5108359133126935,0.48746798792561763
329,drosophila,2,3,0.5777777777777778,0.4845771144278607,0.4782125334339771
330,drosophila,2,3,0.6833333333333333,0.4609053497942387,0.45667956656346753
331,drosophila,2,3,0.6833333333333333,0.4946808510638298,0.48371049551307066
332,drosophila,2,3,0.6833333333333333,0.49157303370786515,0.4769449273942748
333,drosophila,2,3,0.6833333333333333,0.4936708860759494,0.4933676577514886
334,drosophila,2,3,0.6833333333333333,0.4857142857142857,0.49365253587922214
335,drosophila,2,3,0.788888888888889,0.4694736842105263,0.4983150183150183
336,drosophila,2,3,0.788888888888889,0.40425531914893614,0.38033840697502586
337,drosophila,2,3,0.788888888888889,0.49105367793240556,0.4901932179212864
338,drosophila,2,3,0.788888888888889,0.5019455252918288,0.49967289719626173
339,drosophila,2,3,0.788888888888889,0.45267489711934156,0.4675591080302039
340,drosophila,2,3,0.8944444444444445,0.461864406779661,0.4645639796224153
341,drosophila,2,3,0.8944444444444445,0.4200743494423792,0.4137872049264455
342,drosophila,2,3,0.8944444444444445,0.39316239316239315,0.41063503590736705
343,drosophila,2,3,0.8944444444444445,0.4530612244897959,0.4639546146395461
344,drosophila,2,3,0.8944444444444445,0.44155844155844154,0.4156892612338157
345,drosophila,2,3,1.0,,-1.0
346,drosophila,2,3,1.0,,-1.0
347,drosophila,2,3,1.0,,-1.0
348,drosophila,2,3,1.0,,-1.0
349,drosophila,2,3,1.0,,-1.0
350,drosophila,2,4,0.05,0.5818878288522694,0.47177134269514215
351,drosophila,2,4,0.05,0.5878128400435255,0.49151156172343985
352,drosophila,2,4,0.05,0.5523491879350348,0.45448970298487357
353,drosophila,2,4,0.05,0.5973621276904123,0.48576859928183425
354,drosophila,2,4,0.05,0.6036055603822763,0.552391902095573
355,drosophila,2,4,0.15555555555555556,0.6804073319755601,0.49345208943195795
356,drosophila,2,4,0.15555555555555556,0.6708251793868232,0.4932412387337308
357,drosophila,2,4,0.15555555555555556,0.6718036529680366,0.47315203245666043
358,drosophila,2,4,0.15555555555555556,0.6569450101832994,0.5060032139662427
359,drosophila,2,4,0.15555555555555556,0.6511132940406025,0.5042212004779099
360,drosophila,2,4,0.2611111111111111,0.686641467686918,0.4324543840817391
361,drosophila,2,4,0.2611111111111111,0.7037243428996006,0.4489708379715774
362,drosophila,2,4,0.2611111111111111,0.6915247964470762,0.4283592308931398
363,drosophila,2,4,0.2611111111111111,0.7001296536395629,0.45205156119114764
364,drosophila,2,4,0.2611111111111111,0.7024,0.4520577586201223
365,drosophila,2,4,0.36666666666666664,0.6922657357914258,0.4207731770286301
366,drosophila,2,4,0.36666666666666664,0.6977407326168019,0.37637474217729816
367,drosophila,2,4,0.36666666666666664,0.7023124525024428,0.381049252775534
368,drosophila,2,4,0.36666666666666664,0.6861226271001527,0.3809045251321035
369,drosophila,2,4,0.36666666666666664,0.6990554771468895,0.4365318563825552
370,drosophila,2,4,0.4722222222222222,0.6997107546673679,0.3683634850238656
371,drosophila,2,4,0.4722222222222222,0.6742128545407234,0.3506928757296792
372,drosophila,2,4,0.4722222222222222,0.6796741558270923,0.33869334298569764
373,drosophila,2,4,0.4722222222222222,0.6854700854700855,0.37360675394646187
374,drosophila,2,4,0.4722222222222222,0.6904575163398693,0.36721338989743785
375,drosophila,2,4,0.5777777777777778,0.6528683181225554,0.292009132590236
376,drosophila,2,4,0.5777777777777778,0.6579767174946712,0.294093290720824
377,drosophila,2,4,0.5777777777777778,0.6586064269805918,0.30247026078719064
378,drosophila,2,4,0.5777777777777778,0.6472402597402598,0.3216227024340016
379,drosophila,2,4,0.5777777777777778,0.6490912068118553,0.3071868583162218
380,drosophila,2,4,0.6833333333333333,0.6226291693917593,0.23871612370014927
381,drosophila,2,4,0.6833333333333333,0.6125517541948137,0.22777744107348166
382,drosophila,2,4,0.6833333333333333,0.6211046636578551,0.2671031757191564
383,drosophila,2,4,0.6833333333333333,0.61495246326707,0.2313826501940766
384,drosophila,2,4,0.6833333333333333,0.6361876075731497,0.25340532369274865
385,drosophila,2,4,0.788888888888889,0.5194719471947195,0.1362431810015353
386,drosophila,2,4,0.788888888888889,0.542312661498708,0.17757507516500365
387,drosophila,2,4,0.788888888888889,0.5338441890166028,0.15892425341699676
388,drosophila,2,4,0.788888888888889,0.5207022192779066,0.15501815431164903
