_UID,system,l1,l2,theta,accuracy,auroc
389,drosophila,2,4,0.788888888888889,0.5059642147117296,0.1389541589451288
390,drosophila,2,4,0.8944444444444445,0.3400651465798046,0.08929368029739777
391,drosophila,2,4,0.8944444444444445,0.26373626373626374,0.09220650285430629
392,drosophila,2,4,0.8944444444444445,0.29565772669220947,0.08514363541872008
393,drosophila,2,4,0.8944444444444445,0.287598944591029,0.09117184170664507
394,drosophila,2,4,0.8944444444444445,0.26005361930294907,0.09273924721859331
395,drosophila,2,4,1.0,,-1.0
396,drosophila,2,4,1.0,,-1.0
397,drosophila,2,4,1.0,,-1.0
398,drosophila,2,4,1.0,,-1.0
399,drosophila,2,4,1.0,,-1.0
400,drosophila,3,4,0.05,0.6127465630603706,0.4849253219074191
401,drosophila,3,4,0.05,0.6225406488974683,0.5200117684252911
402,drosophila,3,4,0.05,0.5783025172644242,0.4171775673381355
403,drosophila,3,4,0.05,0.5977360165729506,0.4842781925545314
404,drosophila,3,4,0.05,0.6473516083500482,0.4953111385219932
405,drosophila,3,4,0.15555555555555556,0.7079049384796898,0.46663519846231044
406,drosophila,3,4,0.15555555555555556,0.7026731674512441,0.44703530987458906
407,drosophila,3,4,0.15555555555555556,0.6964225730601277,0.4400576283480556
408,drosophila,3,4,0.15555555555555556,0.7004530961570733,0.4239710538760392
409,drosophila,3,4,0.15555555555555556,0.6871037704371038,0.4633721121029142
410,drosophila,3,4,0.2611111111111111,0.7104184539128777,0.45378826516214243
411,drosophila,3,4,0.2611111111111111,0.7122281295311744,0.406727707929267
412,drosophila,3,4,0.2611111111111111,0.7128769201593022,0.4058954123910419
413,drosophila,3,4,0.2611111111111111,0.7032251890133027,0.40772419973804286
414,drosophila,3,4,0.2611111111111111,0.7184122429459588,0.37341628506129865
415,drosophila,3,4,0.36666666666666664,0.7093219386033959,0.42050678945519976
416,drosophila,3,4,0.36666666666666664,0.7015759472448866,0.39326041865314226
417,drosophila,3,4,0.36666666666666664,0.7326612009749612,0.4094320951340449
418,drosophila,3,4,0.36666666666666664,0.7031302216776206,0.3933360822233089
419,drosophila,3,4,0.36666666666666664,0.6918852275274602,0.3969858583340259
420,drosophila,3,4,0.4722222222222222,0.7011786766675596,0.3380608705830665
421,drosophila,3,4,0.4722222222222222,0.714401185504513,0.35019838539516535
422,drosophila,3,4,0.4722222222222222,0.6921539896096977,0.3565810627476528
423,drosophila,3,4,0.4722222222222222,0.7039871123640757,0.31669342931241884
424,drosophila,3,4,0.4722222222222222,0.6993243243243243,0.3390959747172322
425,drosophila,3,4,0.5777777777777778,0.6778455284552846,0.3111324159711256
426,drosophila,3,4,0.5777777777777778,0.6787406905890319,0.305480587196665
427,drosophila,3,4,0.5777777777777778,0.6762852404643449,0.30778926852144495
428,drosophila,3,4,0.5777777777777778,0.6740146960587843,0.26270715456446514
429,drosophila,3,4,0.5777777777777778,0.6922312406824582,0.3255425629526349
430,drosophila,3,4,0.6833333333333333,0.6318496980541266,0.22443444930446665
431,drosophila,3,4,0.6833333333333333,0.6442608307280036,0.21321216035960416
432,drosophila,3,4,0.6833333333333333,0.6312541326867974,0.2598300405101339
433,drosophila,3,4,0.6833333333333333,0.6330967169476486,0.23851761456338227
434,drosophila,3,4,0.6833333333333333,0.6444640494044993,0.253756572886899
435,drosophila,3,4,0.788888888888889,0.5494869248593182,0.15838707541548036
436,drosophila,3,4,0.788888888888889,0.5618279569892473,0.1703251121076233
437,drosophila,3,4,0.788888888888889,0.5485387974470944,0.1780429514883077
438,drosophila,3,4,0.788888888888889,0.5592083193559209,0.14953234423224554
439,drosophila,3,4,0.788888888888889,0.5756958587915818,0.20666917859834213
440,drosophila,3,4,0.8944444444444445,0.29309231762427373,0.08103214614842522
441,drosophila,3,4,0.8944444444444445,0.2619212163096061,0.08592982492425105
442,drosophila,3,4,0.8944444444444445,0.21947776993648554,0.09169314844239013
443,drosophila,3,4,0.8944444444444445,0.3290405666452028,0.09842479623090777
444,drosophila,3,4,0.8944444444444445,0.29881266490765174,0.12258932777067492
445,drosophila,3,4,1.0,,-1.0
446,drosophila,3,4,1.0,,-1.0
447,drosophila,3,4,1.0,,-1.0
448,drosophila,3,4,1.0,,-1.0
449,drosophila,3,4,1.0,,-1.0
