,system,layers,theta,embedding,accuracy,auroc,pr,intercept,coef_distances,coef_degrees,imbalance,coef_int,denominator,abs_dists,abs_degs,abs_int,norm_dists,norm_degs,old_norm_dists
20,arxiv,6-7,0.15,HOPE,0.7878955368246511,0.6753689022571425,0.3715841211629641,-0.4359512192296571,-1.0380465431465438,-8.32555622698244,0.5335799977575961,-0.8170306628092692,10.180633432938254,1.0380465431465438,8.32555622698244,0.8170306628092692,0.10196286409724419,0.8177837147191719,0.10592793756468519
21,arxiv,6-7,0.15,HOPE,0.7891391460549951,0.6744126178142198,0.3715333615409351,-0.4365590992442795,-1.0157257701644988,-8.374105623513277,0.5335799977575961,-0.818169910939216,10.208001304616992,1.0157257701644988,8.374105623513277,0.818169910939216,0.09950290363943182,0.8203472328834578,0.10336712864160301
22,arxiv,6-7,0.15,HOPE,0.786030428769018,0.6916497399571973,0.3701535429184012,-0.4689106071543427,-1.673117278354206,-8.18468494534187,0.5335799977575961,-0.8788009466714819,10.736603170367559,1.673117278354206,8.18468494534187,0.8788009466714819,0.15583301830246635,0.762316052429986,0.16201837949399264
23,arxiv,6-7,0.15,HOPE,0.7886583679114799,0.6900978305592474,0.3678036513623046,-0.4780105563242096,-1.5315657072537807,-8.146565915684192,0.5335799977575961,-0.8958554637225521,10.573987086660527,1.5315657072537807,8.146565915684192,0.8958554637225521,0.14484278207469226,0.7704346382228313,0.15080191673380502
24,arxiv,6-7,0.15,HOPE,0.7846770847738902,0.6783501377381116,0.3570433763625981,-0.4672241000805575,-1.1516938235859522,-8.522223151103189,0.5335799977575961,-0.8756402077366027,10.549557182425744,1.1516938235859522,8.522223151103189,0.8756402077366027,0.1091698735473496,0.8078275707439321,0.113566492675195
25,arxiv,6-7,0.15,HOPE,0.7812197483059051,0.67916159101429,0.3562385461991637,-0.4626457360130906,-1.2579187860600398,-8.47122273215028,0.5335799977575961,-0.8670597435387173,10.596201261749039,1.2579187860600398,8.47122273215028,0.8670597435387173,0.11871412735439155,0.7994584590168493,0.12342474923019672
26,arxiv,6-7,0.15,HOPE,0.7899031811894882,0.6815141223898307,0.3589600096649989,-0.51410148749383,-1.0824210537530232,-8.601862908025794,0.5335799977575961,-0.9634946768139252,10.647778638592742,1.0824210537530232,8.601862908025794,0.9634946768139252,0.10165698315983031,0.8078551592769264,0.10613651142497481
27,arxiv,6-7,0.2,HOPE,0.7929612722721249,0.6961202674315489,0.3844504098643206,-0.3933464908463881,-1.449984298914892,-7.648874084719069,0.5335799977575961,-0.737183725963214,9.836042109597177,1.449984298914892,7.648874084719069,0.737183725963214,0.14741542205275027,0.777637387019312,0.1527552679370789
28,arxiv,6-7,0.2,HOPE,0.792225003681343,0.695875710913138,0.3838956666138832,-0.3906622680417049,-1.436550975407212,-7.639937615180977,0.5335799977575961,-0.7321531348316802,9.80864172541987,1.436550975407212,7.639937615180977,0.7321531348316802,0.14645768656064548,0.7788986313345991,0.15174058139125426
29,arxiv,6-7,0.2,HOPE,0.7892568064753496,0.7045468839910608,0.3994299018346753,-0.3016966725876348,-1.6374806692675847,-7.846408927379186,0.5335799977575961,-0.5654197568415874,10.049309353488358,1.6374806692675847,7.846408927379186,0.5654197568415874,0.16294459765030278,0.7807908634691904,0.16733598010532855
30,arxiv,6-7,0.2,HOPE,0.7920529801324503,0.7049302795508986,0.4034679648620468,-0.3009589343083216,-1.6426005243168018,-7.8641153532339745,0.5335799977575961,-0.5640371370237278,10.070753014574505,1.6426005243168018,7.8641153532339745,0.5640371370237278,0.16310602811325153,0.7808865277356063,0.1674811365412143
31,arxiv,6-7,0.2,HOPE,0.7900161979089972,0.7118765315565873,0.4021731212213808,-0.3193133149894164,-1.743175767112842,-7.685448270771586,0.5335799977575961,-0.5984356916139115,10.027059729498339,1.743175767112842,7.685448270771586,0.5984356916139115,0.17384715102320972,0.7664707778853627,0.17882508924812968
32,arxiv,6-7,0.2,HOPE,0.7908997202179355,0.7118246937421925,0.4027391411639709,-0.3194635074355412,-1.7784703518055958,-7.684305494526524,0.5335799977575961,-0.598717172266777,10.061493018598897,1.7784703518055958,7.684305494526524,0.598717172266777,0.176760084066853,0.7637341178214716,0.18180605559611585
33,arxiv,6-7,0.2,HOPE,0.7975261375349728,0.6970395066532247,0.3938438905745151,-0.4189777059000119,-0.9268869963630711,-7.784913577181616,0.5335799977575961,-0.7852200375965972,9.497020611141284,0.9268869963630711,7.784913577181616,0.7852200375965972,0.09759766081540434,0.8197216680828158,0.10151237583434576
34,arxiv,6-7,0.2,HOPE,0.795317331762627,0.6975872647842438,0.3928148512989425,-0.4165853615632212,-0.9810639355671223,-7.769014046840097,0.5335799977575961,-0.7807364655983127,9.530814448005533,0.9810639355671223,7.769014046840097,0.7807364655983127,0.1029360020509501,0.8151469204676293,0.10702519540138201
35,arxiv,6-7,0.2,HOPE,0.782423082585014,0.711841679100915,0.3799533972184672,-0.4025307130308158,-1.6570116832179025,-7.730073596837206,0.5335799977575961,-0.7543961818705287,10.141481461925638,1.6570116832179025,7.730073596837206,0.7543961818705287,0.16338950965288984,0.7622233128225272,0.16926217375514974
36,arxiv,6-7,0.25,HOPE,0.7932064790061331,0.7177767776777677,0.4139279023782071,-0.2623724066106526,-1.5139409781176747,-7.113837716676137,0.5335799977575961,-0.4917208435722653,9.119499538366076,1.5139409781176747,7.113837716676137,0.4917208435722653,0.16601141013807483,0.7800688718441133,0.17029417845085923
37,arxiv,6-7,0.25,HOPE,0.7908476175499293,0.7194204630547087,0.4145673931185484,-0.2596114226527087,-1.4993490466644193,-7.125656241444525,0.5335799977575961,-0.486546391813303,9.111551679922247,1.4993490466644193,7.125656241444525,0.486546391813303,0.16455474318038593,0.7820464056793158,0.168757876166825
38,arxiv,6-7,0.25,HOPE,0.793168581772391,0.7246854689761587,0.4211745394336045,-0.2136155753642604,-1.7500037581265124,-7.373931962210187,0.5335799977575961,-0.40034404636979165,9.524279766706492,1.7500037581265124,7.373931962210187,0.40034404636979165,0.18374132228285708,0.7742246283006974,0.1874157049003008
39,arxiv,6-7,0.25,HOPE,0.793168581772391,0.7239560928110872,0.4209529566394034,-0.2234527316599902,-1.6607938313330326,-7.349767572621076,0.5335799977575961,-0.41878018778639475,9.429341591740503,1.6607938313330326,7.349767572621076,0.41878018778639475,0.17613041326106813,0.7794571340016996,0.17985610666628932
40,arxiv,6-7,0.25,HOPE,0.7918829636621048,0.7301689182615125,0.4307451404190884,-0.1702127269360489,-2.0038412173371736,-7.512577920349353,0.5335799977575961,-0.31900132623295235,9.835420463919478,2.0038412173371736,7.512577920349353,0.31900132623295235,0.20373721943948597,0.7638288518430602,0.20686666380453494
41,arxiv,6-7,0.25,HOPE,0.7925121912851975,0.731118695818212,0.429882662995631,-0.1736303297307539,-1.9546606265229591,-7.52485445094054,0.5335799977575961,-0.325406369167597,9.804921446631097,1.9546606265229591,7.52485445094054,0.325406369167597,0.19935505217072055,0.7674568829438229,0.2024895041015541
42,arxiv,6-7,0.25,HOPE,0.7976377952755905,0.729000428560339,0.4192191521926294,-0.3281864584598114,-1.271009411164817,-7.221848604776664,0.5335799977575961,-0.6150651445688292,9.10792316051031,1.271009411164817,7.221848604776664,0.6150651445688292,0.13954986101283745,0.7929193601554307,0.14408831231418134
43,arxiv,6-7,0.25,HOPE,0.7943307086614173,0.7284763263666887,0.4177587182553182,-0.3323505769366757,-1.2281948769965207,-7.231298673364586,0.5335799977575961,-0.6228692573436038,9.08236280770471,1.2281948769965207,7.231298673364586,0.6228692573436038,0.13522856364586358,0.7961913465106417,0.13969707142362778
44,arxiv,6-7,0.25,HOPE,0.7964741067212341,0.7351355244589882,0.4147616154635506,-0.2404643327293542,-1.9204177667502655,-7.447962174021208,0.5335799977575961,-0.45066219449739653,9.81904213526887,1.9204177667502655,7.447962174021208,0.45066219449739653,0.19558096811218947,0.7585222745168783,0.1998593912117375
45,arxiv,6-7,0.3,HOPE,0.7917933130699089,0.7396575667156394,0.4439798377376844,-0.1369210305459852,-1.7284394371898837,-6.672261171892927,0.5335799977575961,-0.25660825203606685,8.657308861118878,1.7284394371898837,6.672261171892927,0.25660825203606685,0.19965089208640047,0.7707084590523201,0.20244975827542458
46,arxiv,6-7,0.3,HOPE,0.7917933130699089,0.7394065179642717,0.4446334485573626,-0.1354128573804344,-1.7490599053346918,-6.701445436410109,0.5335799977575961,-0.2537817346030877,8.704287076347889,1.7490599053346918,6.701445436410109,0.2537817346030877,0.20094235059036628,0.7699017021876392,0.20371262161720718
47,arxiv,6-7,0.3,HOPE,0.7952397029034436,0.7388810368995342,0.4323194018990529,-0.0721995117991567,-1.7563836511945423,-6.802557742998309,0.5335799977575961,-0.13531150362191185,8.694252897814764,1.7563836511945423,6.802557742998309,0.13531150362191185,0.20201662774681842,0.7824200449365905,0.20349379882967797
48,arxiv,6-7,0.3,HOPE,0.7913571910871033,0.7379647855015044,0.4305582834003923,-0.0739312233537723,-1.726515301414442,-6.821991816120808,0.5335799977575961,-0.13855696177606538,8.687064079311316,1.726515301414442,6.821991816120808,0.13855696177606538,0.19874554690188437,0.7853046499757873,0.20023515775427725
49,arxiv,6-7,0.3,HOPE,0.7945598918736273,0.7392209192962172,0.4280884460249189,-0.0363424719795705,-2.171786684843039,-6.992827908541521,0.5335799977575961,-0.06811063407980444,9.232725227464364,2.171786684843039,6.992827908541521,0.06811063407980444,0.23522704633109603,0.7573958648460722,0.2360392152049554
50,arxiv,6-7,0.3,HOPE,0.7935462071295827,0.7369246534718176,0.4274057868007432,-0.043558009307181,-2.128105067389429,-7.039592251361202,0.5335799977575961,-0.08163351229475674,9.249330831045386,2.128105067389429,7.039592251361202,0.08163351229475674,0.23008205742262378,0.7610920595177335,0.23103312106734736
51,arxiv,6-7,0.3,HOPE,0.7918146456959242,0.7375503992681873,0.4417239989190495,-0.181915558277723,-1.4903566712768244,-6.609213411750684,0.5335799977575961,-0.3409339912332447,8.440504074260753,1.4903566712768244,6.609213411750684,0.3409339912332447,0.1765719983266941,0.7830353914413033,0.17996247724483547
52,arxiv,6-7,0.3,HOPE,0.7919837645865043,0.7373695939291658,0.4411452995551201,-0.1883698207088606,-1.4403257672874556,-6.606545832493186,0.5335799977575961,-0.3530301388742021,8.399901738654844,1.4403257672874556,6.606545832493186,0.3530301388742021,0.17146935905920593,0.7865027518228035,0.1748978194742277
53,arxiv,6-7,0.3,HOPE,0.7923220023676645,0.7515751331574887,0.4318398701213189,-0.1016578323745316,-1.8141136322757792,-6.927086330583897,0.5335799977575961,-0.19052032085489545,8.931720283714572,1.8141136322757792,6.927086330583897,0.19052032085489545,0.2031090959692835,0.7755601508495766,0.20515015329698982
54,arxiv,6-7,0.35,HOPE,0.7959890610756609,0.7481905272643035,0.4542941198563248,-0.0507753241376375,-1.9026257578009136,-6.102176620026071,0.5335799977575961,-0.09515972178684365,8.09996209961383,1.9026257578009136,6.102176620026071,0.09515972178684365,0.23489316794354165,0.7533586632852265,0.2361873757777663
55,arxiv,6-7,0.35,HOPE,0.7948951686417502,0.7477019817861004,0.4516220637098869,-0.0494569710987861,-1.8918761540112583,-6.098127969484223,0.5335799977575961,-0.0926889525593766,8.082693076054857,1.8918761540112583,6.098127969484223,0.0926889525593766,0.23406507412931216,0.7544673430134383,0.23532375264348943
56,arxiv,6-7,0.35,HOPE,0.779478767997084,0.760271643027993,0.4536873496875142,0.0565226737220717,-1.8608015095319648,-6.438710668489619,0.5335799977575961,0.1059310205772552,8.405443198598839,1.8608015095319648,6.438710668489619,0.1059310205772552,0.22138053468045024,0.7660167960641185,0.22268953427637644
57,arxiv,6-7,0.35,HOPE,0.7802077638053582,0.761227583603773,0.4539958779673083,0.0553098112529008,-1.8526809168191936,-6.454723603360116,0.5335799977575961,0.10365795473095656,8.411062474910265,1.8526809168191936,6.454723603360116,0.10365795473095656,0.22026716866574686,0.7674088288624892,0.2215406198745403
58,arxiv,6-7,0.35,HOPE,0.7763397739701057,0.7549631966671438,0.4594183252553933,0.0936047360391983,-2.246460565408009,-6.566448138923916,0.5335799977575961,0.1754277454788001,8.988336449810724,2.246460565408009,6.566448138923916,0.1754277454788001,0.24993062709121386,0.7305521077887769,0.25222670806573233
59,arxiv,6-7,0.35,HOPE,0.7783448778709442,0.7541400323418613,0.4581435058700802,0.0927001216319327,-2.2535079187980074,-6.564404299167276,0.5335799977575961,0.17373237756570872,8.991644595530992,2.2535079187980074,6.564404299167276,0.17373237756570872,0.2506224411847907,0.7300560236144011,0.2529015776821318
60,arxiv,6-7,0.35,HOPE,0.7972627737226278,0.7490049502306282,0.4595297929937075,-0.0721261854748626,-1.548218211285122,-6.225567574952083,0.5335799977575961,-0.13517408032155906,7.908959866558765,1.548218211285122,6.225567574952083,0.13517408032155906,0.1957549712486733,0.7871537699003225,0.1973280119464918
61,arxiv,6-7,0.35,HOPE,0.7978102189781022,0.7496796747079008,0.4597937042589057,-0.0791979938260201,-1.5240826780205532,-6.203366051517402,0.5335799977575961,-0.14842759128688238,7.875876320824838,1.5240826780205532,6.203366051517402,0.14842759128688238,0.19351277444399184,0.7876413746004236,0.19522885203185011
62,arxiv,6-7,0.35,HOPE,0.7748586024448093,0.7625854196703326,0.4648826801703233,0.0009701066292529,-1.764029378214257,-6.496429040889311,0.5335799977575961,0.001818109062052241,8.26227652816562,1.764029378214257,6.496429040889311,0.001818109062052241,0.21350403514101515,0.7862759154505858,0.21352595047208023
63,arxiv,6-7,0.4,HOPE,0.7800435557315383,0.7669588918058319,0.4872491440233505,0.1273257270359402,-2.0725988565388422,-6.065033707608816,0.5335799977575961,0.2386253749597711,8.376257939107429,2.0725988565388422,6.065033707608816,0.2386253749597711,0.24743732483000608,0.7240743720763575,0.2507694272032475
64,arxiv,6-7,0.4,HOPE,0.7812314393189468,0.7655394898083495,0.4846481754936974,0.1286270140649213,-2.0712166173081554,-6.077437808641935,0.5335799977575961,0.2410641602111858,8.389718586161278,2.0712166173081554,6.077437808641935,0.2410641602111858,0.2468755770574472,0.7243911397298335,0.25022909180002445
65,arxiv,6-7,0.4,HOPE,0.7915348101265823,0.7781327637637576,0.4909959856989808,0.1515287834738895,-1.8945505085456236,-6.084262902199323,0.5335799977575961,0.283985127086283,8.262798537831229,1.8945505085456236,6.084262902199323,0.283985127086283,0.2292867846010553,0.7363440938735855,0.23302223489347879
66,arxiv,6-7,0.4,HOPE,0.7927215189873418,0.7777924741787732,0.4895136664745079,0.1523278956621714,-1.895212074079465,-6.075903487195569,0.5335799977575961,0.2854827697858598,8.256598331060893,1.895212074079465,6.075903487195569,0.2854827697858598,0.2295390908081087,0.7358845911564253,0.23330156529384152
67,arxiv,6-7,0.4,HOPE,0.7792926299150366,0.7646923467981386,0.4738114170927367,0.2536340968170467,-2.204588760635856,-6.278314373441154,0.5335799977575961,0.4753440868903634,8.958247220967372,2.204588760635856,6.278314373441154,0.4753440868903634,0.24609599470260984,0.7008418297215936,0.2523412540199578
68,arxiv,6-7,0.4,HOPE,0.7798853981426596,0.7646634943253623,0.4774186766477025,0.2501054904574206,-2.1946253194944854,-6.300960661459957,0.5335799977575961,0.46873100848702126,8.964316989441462,2.1946253194944854,6.300960661459957,0.46873100848702126,0.24481790660453043,0.7028935577447211,0.25093788486231555
69,arxiv,6-7,0.4,HOPE,0.785459587955626,0.7650875040302726,0.480301720155466,0.0196668728386302,-1.7340971161020746,-5.68445267302301,0.5335799977575961,0.03685833974527059,7.4554081288703555,1.7340971161020746,5.68445267302301,0.03685833974527059,0.23259586680264346,0.7624602938919615,0.2331334505177303
70,arxiv,6-7,0.4,HOPE,0.786053882725832,0.7660951021894675,0.4830676748476606,0.0294429293546753,-1.7748887283610386,-5.708867336233609,0.5335799977575961,0.05517997203495461,7.538936036629602,1.7748887283610386,5.708867336233609,0.05517997203495461,0.2354296043549575,0.7572510641416512,0.2362360866244095
71,arxiv,6-7,0.4,HOPE,0.7833663366336634,0.7801540027124064,0.5005603353872015,0.1981620713083204,-2.1138851419460734,-6.447143196816059,0.5335799977575961,0.3713821210336015,8.932410459795733,2.1138851419460734,6.447143196816059,0.3713821210336015,0.23665338168913633,0.7217696976459245,0.24133339304003906
72,arxiv,6-7,0.45,HOPE,0.7871833730244642,0.7801908373114758,0.5066125929666411,0.213606711304491,-1.9745164472782848,-5.775350371513969,0.5335799977575961,0.40032743394090253,8.150194252733156,1.9745164472782848,5.775350371513969,0.40032743394090253,0.24226618238162034,0.7086150578039553,0.24794663281241508
73,arxiv,6-7,0.45,HOPE,0.7884823554882009,0.7819389967701835,0.5116947868463705,0.2204049319940413,-2.0114486068731385,-5.788921306351194,0.5335799977575961,0.4130682051806796,8.213438118405014,2.0114486068731385,5.788921306351194,0.4130682051806796,0.24489727418360904,0.7048109723234097,0.25077983682240795
74,arxiv,6-7,0.45,HOPE,0.7915316483041693,0.7837308407068655,0.5126303250599028,0.2811641497020681,-2.048700203022881,-5.842536756423003,0.5335799977575961,0.5269390735853636,8.418176033031248,2.048700203022881,5.842536756423003,0.5269390735853636,0.2433662820763297,0.6940383205932082,0.25068522404384
75,arxiv,6-7,0.45,HOPE,0.7934759127241304,0.7835380418802377,0.515031665127276,0.2767992922479904,-2.039264254508675,-5.8515029760356025,0.5335799977575961,0.5187587492245905,8.409525979768867,2.039264254508675,5.8515029760356025,0.5187587492245905,0.24249455432025713,0.6958184076145073,0.24967831591183742
76,arxiv,6-7,0.45,HOPE,0.783585313174946,0.7673641875624939,0.4907978845398208,0.3294388141783628,-2.0472406693516056,-5.891935179628688,0.5335799977575961,0.6174122260258075,8.5565880750061,2.0472406693516056,5.891935179628688,0.6174122260258075,0.239258995689137,0.6885846470556534,0.24759173728015382
77,arxiv,6-7,0.45,HOPE,0.7853131749460043,0.7669351293609055,0.4892881686480921,0.3152650700136658,-1.9989556678238625,-5.880462345770888,0.5335799977575961,0.5908487412170383,8.470266754811789,1.9989556678238625,5.880462345770888,0.5908487412170383,0.23599677857704965,0.694247597624988,0.24393324884305959
78,arxiv,6-7,0.45,HOPE,0.7927595924561023,0.7842097386038533,0.514631774732325,0.12185287567097,-1.884665805459261,-5.441842568191283,0.5335799977575961,0.2283685224016351,7.554876896052179,1.884665805459261,5.441842568191283,0.2283685224016351,0.2494634699400725,0.7203085692944821,0.2530309342381774
79,arxiv,6-7,0.45,HOPE,0.795144157814871,0.7840110003971885,0.5151413585350451,0.1209510888381915,-1.881945917095494,-5.451904467359337,0.5335799977575961,0.2266784537398256,7.5605288381946565,1.881945917095494,5.451904467359337,0.2266784537398256,0.24891723282479736,0.7211009420157403,0.25244748955925966
80,arxiv,6-7,0.45,HOPE,0.791115926327194,0.7833254206437217,0.5158485347289117,0.256493347548504,-2.171347713539481,-6.031429402770226,0.5335799977575961,0.4807027036741137,8.683479819983821,2.171347713539481,6.031429402770226,0.4807027036741137,0.25005501924959006,0.6945866781298587,0.25668262089697336
81,arxiv,6-7,0.5,HOPE,0.7921241050119332,0.7928884792067966,0.5349095930597305,0.3347033609968602,-1.8373064093175244,-5.467398161055001,0.5335799977575961,0.6272786881132583,7.931983258485784,1.8373064093175244,5.467398161055001,0.6272786881132583,0.2316326635399715,0.6892851362496102,0.24050377016431718
82,arxiv,6-7,0.5,HOPE,0.7902147971360381,0.7925138749955221,0.5347065350481055,0.3339575026064811,-1.8317440923928063,-5.467217020025691,0.5335799977575961,0.6258808501254897,7.924841962543987,1.8317440923928063,5.467217020025691,0.6258808501254897,0.23113951054801732,0.6898834129268411,0.23997951305115703
83,arxiv,6-7,0.5,HOPE,0.7959037866158609,0.7971267338220559,0.5430193824150783,0.4201416785073982,-2.102916113611744,-5.8588911600968725,0.5335799977575961,0.7874014773287423,8.74920875103736,2.102916113611744,5.8588911600968725,0.7874014773287423,0.2403550050583042,0.6696481163970635,0.250886294536043
84,arxiv,6-7,0.5,HOPE,0.7970945463205525,0.7977188263628852,0.5444379750349373,0.4292842301686511,-2.132238738934513,-5.8697626572724,0.5335799977575961,0.8045358371242276,8.80653723333114,2.132238738934513,5.8697626572724,0.8045358371242276,0.24211999364113035,0.6665233453003999,0.25289603904109687
85,arxiv,6-7,0.5,HOPE,0.790952380952381,0.7709831789307657,0.5013322756859675,0.4799598112454041,-2.107102339147922,-5.781483341177584,0.5335799977575961,0.899508627127077,8.788094307452582,2.107102339147922,5.781483341177584,0.899508627127077,0.23976783423466821,0.6578767977347152,0.2517883593116951
86,arxiv,6-7,0.5,HOPE,0.7928571428571428,0.7730439982320978,0.5035733074104887,0.4671031343379705,-2.069324725401497,-5.752521831859468,0.5335799977575961,0.8754135018197855,8.697260059080751,2.069324725401497,5.752521831859468,0.8754135018197855,0.23792834885291592,0.661417710035392,0.24964860475613831
87,arxiv,6-7,0.5,HOPE,0.8020559407124074,0.7981139918162506,0.5449817871622543,0.2105627521885613,-1.90416265133766,-5.172890972766752,0.5335799977575961,0.39462264903756633,7.471676273141978,1.90416265133766,5.172890972766752,0.39462264903756633,0.25485079675928257,0.6923333912848255,0.26128744338574245
88,arxiv,6-7,0.5,HOPE,0.800621563471193,0.7980951930046142,0.5461225442259643,0.2169571997042981,-1.9270222585883012,-5.180008119207468,0.5335799977575961,0.406606695558444,7.513637073354213,1.9270222585883012,5.180008119207468,0.406606695558444,0.25646996784315623,0.6894142036188375,0.26311107688225505
