_UID,system,l1,l2,theta,accuracy,auroc,intercept,coef
254,london,2,3,0.05,0.3629032258064516,0.4840654608096469,-0.19216496625684373,-0.8472996518876298
255,london,2,3,0.15,0.49107142857142855,0.5117354196301565,-1.9081193232676146,-1.2728424993079714
256,london,2,3,0.15,0.7706422018348624,0.8271739130434783,-0.5356881560932387,-1.1923097880741844
257,london,2,3,0.15,0.6636363636363637,0.6253092965712266,-0.550825119068155,-1.1090134682684882
258,london,2,3,0.15,0.5508474576271186,0.5197368421052632,0.12147523855433147,-1.0026167245005217
259,london,2,3,0.15,0.6728971962616822,0.7783582089552239,0.5227429215164217,-1.0360285537997245
260,london,2,3,0.25,0.87,0.9719583898688376,0.08920491093892578,-1.114542867402291
261,london,2,3,0.25,0.8020833333333334,0.8193359375,-1.111088409443225,-1.2666880965264735
262,london,2,3,0.25,0.696969696969697,0.7013574660633485,-1.4021110815549074,-1.3115223991563683
263,london,2,3,0.25,0.8631578947368421,0.8578751164958061,-1.2992112933159572,-1.345720191348463
264,london,2,3,0.25,0.7065217391304348,0.9080459770114943,0.0286716910051642,-1.162051626678155
265,london,2,3,0.35,0.65,0.8099999999999999,-0.3700318146114984,-1.2556766025123205
266,london,2,3,0.35,0.8433734939759037,0.9559386973180077,0.2956114619987372,-1.202979402984308
267,london,2,3,0.35,0.9012345679012346,0.9828532235939643,0.19534894694272248,-1.206507702714772
268,london,2,3,0.35,0.9146341463414634,0.993131868131868,0.08893144020258223,-1.2038762588410303
269,london,2,3,0.35,0.8235294117647058,0.9653524492234169,0.2772361291531082,-1.1821155826115373
270,london,2,3,0.44999999999999996,0.8076923076923077,0.9488636363636364,0.0648979150902291,-1.216250759910008
271,london,2,3,0.44999999999999996,0.9078947368421053,0.9851190476190477,0.34318205221875886,-1.2177979343038385
272,london,2,3,0.44999999999999996,0.8888888888888888,0.9670781893004116,-1.0356388546871877,-1.3297429328247474
273,london,2,3,0.44999999999999996,0.8714285714285714,0.9822222222222222,0.27932261754329035,-1.2312504745735833
274,london,2,3,0.44999999999999996,0.8307692307692308,0.9534632034632033,0.2028163450374659,-1.252679351216436
