,system,l1,l2,features,theta,intercept,coefficients,accuracy,auroc,aupr,process_time,wall_time
85,drosophila,1,2,{'emb'},0.5499999999999999,[2.68367248],[[1.88148148]],0.9292291950886766,0.11141936068738159,0.8202332467431047,223.6982078860019,223.69820952415466
86,drosophila,1,2,{'emb'},0.65,[2.53010495],[[-0.84210285]],0.9280116435288849,0.9135208328525485,0.9877471775746431,219.16733230699901,219.1673333644867
87,drosophila,1,2,{'emb'},0.75,[2.03335723],[[-4.05421757]],0.9337924557833777,0.9372543416945347,0.9930624273048898,202.38012593500025,202.38012719154358
88,drosophila,1,2,{'emb'},0.85,[1.34307674],[[-5.97544465]],0.9384415584415584,0.9382894393844841,0.9920157369596971,187.7853075660023,187.78530859947205
89,drosophila,1,2,{'emb'},0.95,[0.54793532],[[-5.9152646]],0.9470774091627172,0.9624338624338624,0.9969936285998888,162.76649665199875,162.76649737358093
90,drosophila,1,2,{'deg'},0.05,[1.67257933],[[9.96328758]],0.9304782181460858,0.8221468236932981,0.977402750135975,0.8548226999992039,0.8548247814178467
91,drosophila,1,2,{'deg'},0.15,[0.79253476],[[14.69168808]],0.9538150766688092,0.8880456239268902,0.9857638173223771,0.1523212419997435,0.15232229232788086
92,drosophila,1,2,{'deg'},0.25,[0.06845927],[[14.44814798]],0.9618277060318449,0.9191909031875337,0.9905084714655392,0.15312800199899357,0.15312886238098145
93,drosophila,1,2,{'deg'},0.35,[-0.46360045],[[12.76848385]],0.9501520481784032,0.9368866573848361,0.9932363197325981,0.20134989699727157,0.20135116577148438
94,drosophila,1,2,{'deg'},0.44999999999999996,[-0.66278962],[[10.73279867]],0.9506427100347986,0.9430732999823983,0.9936005178121952,0.1593814849984483,0.15938234329223633
95,drosophila,1,2,{'deg'},0.5499999999999999,[-0.80221555],[[9.36047932]],0.9632270813643784,0.9564691615988058,0.9954016915093626,0.1764457350000157,0.17644715309143066
96,drosophila,1,2,{'deg'},0.65,[-1.26670445],[[8.49085113]],0.9612683783190695,0.9594596303791441,0.9958136206032195,0.21330686700093793,0.21330809593200684
97,drosophila,1,2,{'deg'},0.75,[-1.17065372],[[7.33458475]],0.9619565217391305,0.9561472622636897,0.9955164904069812,0.1746748449986626,0.17467570304870605
98,drosophila,1,2,{'deg'},0.85,[-1.77251536],[[7.25802467]],0.966726850657725,0.9637316811628738,0.9964530158953611,0.16909872600081144,0.1690998077392578
99,drosophila,1,2,{'deg'},0.95,[-2.12217586],[[7.01366611]],0.9682287529785544,0.9666611676112105,0.9971771317504761,0.1710609369984013,0.17106246948242188
100,drosophila,1,2,"{'imb', 'emb'}",0.05,[2.12528197],[[8.219218]],0.9286824241432894,0.3696863688656406,0.8953732316563933,256.2402454469993,256.2402470111847
101,drosophila,1,2,"{'imb', 'emb'}",0.15,[2.10202453],[[11.44955671]],0.9195769125558494,0.21826779652861095,0.8516576938279405,249.18239125400214,249.1823923587799
102,drosophila,1,2,"{'imb', 'emb'}",0.25,[2.22980501],[[14.76472382]],0.8904473876316613,0.15793215605666616,0.8363047377494942,243.68459028200232,243.68459105491638
103,drosophila,1,2,"{'imb', 'emb'}",0.35,[2.49844627],[[7.34647261]],0.9169730755545012,0.1425818074691806,0.8290889355041269,238.4999686480005,238.4999704360962
104,drosophila,1,2,"{'imb', 'emb'}",0.44999999999999996,[2.64452576],[[5.3813336]],0.9175966870218292,0.10778304229493216,0.8234918065977654,231.81006483900273,231.81006598472595
105,drosophila,1,2,"{'imb', 'emb'}",0.5499999999999999,[2.69196186],[[2.14311524]],0.9301264951381121,0.10231501799950508,0.8200270408363028,223.4287179569983,223.4287190437317
106,drosophila,1,2,"{'imb', 'emb'}",0.65,[2.51951717],[[-0.30961917]],0.9352351580570547,0.9218566357175304,0.990503808000362,213.9333326570013,213.93333411216736
107,drosophila,1,2,"{'imb', 'emb'}",0.75,[2.04085082],[[-4.11251391]],0.9338485316846986,0.9239173106267929,0.9904250571568207,201.95972456899835,201.95972537994385
108,drosophila,1,2,"{'imb', 'emb'}",0.85,[1.32448257],[[-5.95705795]],0.9446194225721785,0.9339747217506131,0.9930375390611508,187.68426060799902,187.68426156044006
109,drosophila,1,2,"{'imb', 'emb'}",0.95,[0.53229176],[[-5.87086633]],0.9517786561264822,0.9721614178788308,0.9975990141807314,163.8208766869975,163.8208782672882
110,drosophila,1,2,"{'imb', 'deg'}",0.05,[1.74264392],[[9.89623786]],0.9304749448213848,0.8199805153887825,0.9765900859059988,0.1548002980016463,0.1548020839691162
111,drosophila,1,2,"{'imb', 'deg'}",0.15,[0.79977892],[[14.85454199]],0.9530565693430657,0.8976358561839162,0.9883163547480327,0.1551929029992607,0.15519380569458008
112,drosophila,1,2,"{'imb', 'deg'}",0.25,[0.04160166],[[14.39694095]],0.9614009636806383,0.9193113558101581,0.9906469753272714,0.7778491179997218,0.7778499126434326
113,drosophila,1,2,"{'imb', 'deg'}",0.35,[-0.47879061],[[13.04696185]],0.9507427213309566,0.9405406842930072,0.9938215932728489,0.15677756600052817,0.15677881240844727
114,drosophila,1,2,"{'imb', 'deg'}",0.44999999999999996,[-0.7364957],[[11.42735475]],0.9558470870362533,0.9460738443676521,0.9935379973891851,0.1626517509976111,0.16265273094177246
115,drosophila,1,2,"{'imb', 'deg'}",0.5499999999999999,[-0.93303871],[[9.21630374]],0.9609790087971432,0.9529592770578469,0.9948466615950134,0.1743949209994753,0.17439603805541992
116,drosophila,1,2,"{'imb', 'deg'}",0.65,[-1.21870601],[[8.38041095]],0.9617346938775511,0.9613871208392055,0.9957984106984634,0.21848793499884778,0.2184889316558838
117,drosophila,1,2,"{'imb', 'deg'}",0.75,[-1.44765169],[[7.5562045]],0.9677519862906995,0.9594352301706968,0.9959028554893516,0.1748190939979395,0.1748201847076416
118,drosophila,1,2,"{'imb', 'deg'}",0.85,[-1.75512899],[[7.19104649]],0.9682982500634035,0.9696300472102921,0.9972442209948607,0.16496756100241328,0.16496825218200684
119,drosophila,1,2,"{'imb', 'deg'}",0.95,[-2.29811271],[[7.21074867]],0.97265625,0.9789369587519294,0.9981103265421052,0.17054044299948146,0.17059326171875
120,drosophila,1,2,"{'emb', 'deg'}",0.05,[1.54223939],[[6.02387386 8.71171723]],0.9306800966302257,0.795025229954479,0.9738598960536993,254.65556885000115,254.65557026863098
121,drosophila,1,2,"{'emb', 'deg'}",0.15,[0.74308459],[[ 8.20332001 12.58141837]],0.9455126741265129,0.8840099234718031,0.9861499613962091,251.29276400900198,251.29276514053345
122,drosophila,1,2,"{'emb', 'deg'}",0.25,[0.10079827],[[ 9.05064208 12.52112634]],0.9431223103644942,0.9095348765406926,0.9904349468228685,243.69650129600268,243.6965024471283
123,drosophila,1,2,"{'emb', 'deg'}",0.35,[-0.41641961],[[ 9.77832284 11.98067524]],0.9288478713902947,0.91847976877078,0.9910760650700349,239.38105206800174,239.38105392456055
124,drosophila,1,2,"{'emb', 'deg'}",0.44999999999999996,[-0.85609284],[[ 8.94947753 11.40542006]],0.9202730279361059,0.9346792418495501,0.993288126215609,230.8120155530014,230.812016248703
125,drosophila,1,2,"{'emb', 'deg'}",0.5499999999999999,[-0.97512283],[[ 7.94538498 10.31358461]],0.9249436644132432,0.9289328233685044,0.992887206351995,226.0239933060002,226.0239942073822
126,drosophila,1,2,"{'emb', 'deg'}",0.65,[-1.08459551],[[6.86640438 9.55943002]],0.9325180170342869,0.9437797398848125,0.993764199841522,214.66400401099963,214.66400504112244
127,drosophila,1,2,"{'emb', 'deg'}",0.75,[-1.43816782],[[5.33194763 9.15454643]],0.9468971904908923,0.9454488327272824,0.9939780685353709,201.13204475599923,201.13204550743103
128,drosophila,1,2,"{'emb', 'deg'}",0.85,[-1.84107475],[[3.88131057 8.82638849]],0.9503188097768331,0.9461860955989895,0.9927373080080372,186.0210607520021,186.0210621356964
129,drosophila,1,2,"{'emb', 'deg'}",0.95,[-2.47370325],[[1.45978105 8.23420395]],0.9634920634920635,0.9609604629092149,0.9918938114075092,163.1490215579979,163.14902257919312
130,drosophila,1,2,"{'imb', 'emb', 'deg'}",0.05,[1.62931676],[[5.73581647 8.14940978]],0.9298267124407389,0.7934372031033498,0.9760672714264014,256.3576377919999,256.35763931274414
131,drosophila,1,2,"{'imb', 'emb', 'deg'}",0.15,[0.84243189],[[ 8.39188213 12.22870348]],0.9445587092645916,0.8877206397582462,0.9878429564572574,248.98385251400032,248.9838535785675
132,drosophila,1,2,"{'imb', 'emb', 'deg'}",0.25,[0.21796153],[[ 9.87542849 12.28751031]],0.9476566940526017,0.9027527418627658,0.9883474584549372,243.26092634400266,243.2609281539917
133,drosophila,1,2,"{'imb', 'emb', 'deg'}",0.35,[-0.46198857],[[ 9.74389239 12.24097714]],0.9270653916968581,0.92074880374397,0.9915348334446504,237.1629026390001,237.162903547287
134,drosophila,1,2,"{'imb', 'emb', 'deg'}",0.44999999999999996,[-0.62024895],[[ 8.91706108 11.0488686 ]],0.931899641577061,0.9261714960456401,0.9918108265515735,230.51016249399981,230.51016330718994
135,drosophila,1,2,"{'imb', 'emb', 'deg'}",0.5499999999999999,[-0.71665572],[[7.90406667 9.86182398]],0.9362702420337803,0.9348358877242164,0.9933137273238919,222.1017246320007,222.1017255783081
136,drosophila,1,2,"{'imb', 'emb', 'deg'}",0.65,[-1.32936762],[[6.57754494 9.85729767]],0.9340818141396177,0.9387433672292321,0.9926919407862342,213.92664053299814,213.9266414642334
137,drosophila,1,2,"{'imb', 'emb', 'deg'}",0.75,[-1.3028991],[[5.33456823 8.91674884]],0.949200376293509,0.9462891737891738,0.9923866494720324,203.04340445500202,203.0434057712555
138,drosophila,1,2,"{'imb', 'emb', 'deg'}",0.85,[-1.66381785],[[3.9740315  8.67906159]],0.9592161016949152,0.9531733842468875,0.994243849511376,188.28018513499774,188.28018617630005
139,drosophila,1,2,"{'imb', 'emb', 'deg'}",0.95,[-2.37409526],[[1.43859026 8.09356981]],0.9661290322580646,0.9817454780227218,0.9984204755451215,164.43618529000014,164.43618655204773
