,system,l1,l2,theta,accuracy,auroc,aupr,process_time,wall_time
0,arxiv,2,6,0.0,0.7137130549240158,0.5,0.8568565274620079,0.3386630229997536,0.33876729011535645
1,arxiv,2,6,0.1,0.7109857285097909,0.869605478584708,0.9407713255099561,0.1366478760000973,0.13664960861206055
2,arxiv,2,6,0.2,0.7116104868913857,0.9383227887901572,0.9695144351607013,0.11833196099996712,0.1183328628540039
3,arxiv,2,6,0.30000000000000004,0.7181437483975729,0.9646347318707901,0.9839951092247535,0.2947034740000163,0.2947046756744385
4,arxiv,2,6,0.4,0.7163337947399644,0.9714041077355062,0.9863029460534272,0.12911405300019396,0.12911510467529297
5,arxiv,2,6,0.5,0.7129942140790743,0.9760218878462668,0.9877985666613347,0.10012369700007184,0.10012507438659668
6,arxiv,2,6,0.6000000000000001,0.719049043062201,0.9805630431056016,0.9913016229289753,0.11694522900006632,0.11694669723510742
7,arxiv,2,6,0.7000000000000001,0.7109608116172668,0.9817885423940048,0.9912583072129548,0.0458796509997228,0.04588031768798828
8,arxiv,2,6,0.8,0.7223369725582768,0.9854308620366319,0.9937629188324825,0.042214751000301476,0.042215585708618164
9,arxiv,2,6,0.9,0.7158469945355191,0.9864010859557933,0.9939540519286822,0.034810204000223166,0.03481101989746094
10,arxiv,2,6,0.0,0.7137130549240158,0.5,0.8568565274620079,0.24622229799979323,0.24622464179992676
11,arxiv,2,6,0.1,0.7157552428988585,0.8731687123062348,0.9433782919677427,0.1478900759998396,0.14789128303527832
12,arxiv,2,6,0.2,0.7135066487374869,0.9386187538878978,0.9721427319116595,0.2748037659998772,0.27480530738830566
13,arxiv,2,6,0.30000000000000004,0.7150068446269678,0.9604604699896364,0.9802731035203327,0.15281040199988638,0.15281248092651367
14,arxiv,2,6,0.4,0.7180893498205025,0.9742588467476438,0.9877632940479548,0.18007650599975022,0.18007922172546387
15,arxiv,2,6,0.5,0.7072477498815727,0.9754327164849123,0.9877970175732635,0.16883137999957398,0.16883254051208496
16,arxiv,2,6,0.6000000000000001,0.7198397388336548,0.9822457648955832,0.9919290113245809,0.038954121000188024,0.0389552116394043
17,arxiv,2,6,0.7000000000000001,0.7028999802722431,0.9828323528786901,0.9911869537403095,0.03609140499975183,0.03609204292297363
18,arxiv,2,6,0.8,0.7127787823990356,0.9907959509194287,0.9959659575890901,0.030235289999836823,0.030235767364501953
