,system,l1,l2,features,theta,intercept,coefficients,accuracy,auroc,aupr,process_time,wall_time
0,london,1,2,{'imb'},0.9,[1.40876634],[[0.]],0.8378378378378378,0.5,0.9189189189189189,0.009534529999655206,0.009538888931274414
1,london,1,2,{'emb'},0.9,[0.82413003],[[-2.60993807]],1.0,1.0,0.9999999999999999,15.883539242999177,15.88354229927063
2,london,1,2,{'deg'},0.9,[0.61704925],[[4.22767794]],0.9565217391304348,1.0,1.0,0.015588190000016766,0.01559305191040039
