,system,l1,l2,features,theta,intercept,coefficients,accuracy,auroc,aupr,process_time,wall_time
55,celegans,1,2,"{'emb', 'deg'}",0.5499999999999999,[0.41824324],[[6.58005628 4.72874982]],0.6457960644007156,0.6454200448507849,0.46777147567378996,13.49644798099962,13.496448755264282
56,celegans,1,2,"{'emb', 'deg'}",0.65,[0.61723246],[[7.75767503 4.09359595]],0.627039627039627,0.6676139054655679,0.48457145369358523,12.956296609999299,12.956297636032104
57,celegans,1,2,"{'emb', 'deg'}",0.75,[0.72937053],[[8.03108666 3.92880217]],0.6914498141263941,0.7285070785070785,0.5250740110491056,12.956733967000218,12.956735372543335
58,celegans,1,2,"{'emb', 'deg'}",0.85,[0.8009269],[[8.39437565 3.99818925]],0.6172839506172839,0.6827527612574341,0.483065282556139,12.227387841000564,12.227389097213745
59,celegans,1,2,"{'emb', 'deg'}",0.95,[0.52729813],[[7.36598278 3.89336506]],0.6875,0.7637426900584795,0.52401326707356,11.539989657999286,11.539990663528442
60,celegans,1,2,"{'emb', 'deg', 'imb'}",0.05,[-0.77472672],[[0.84865935 1.8641122 ]],0.6545936395759717,0.5204172145887047,0.35996174776825307,12.671837988000334,12.671839952468872
61,celegans,1,2,"{'emb', 'deg', 'imb'}",0.15,[-0.29924586],[[2.42620682 5.21349434]],0.6640079760717846,0.6327899991165298,0.4665909040741597,11.370634850999522,11.370636701583862
62,celegans,1,2,"{'emb', 'deg', 'imb'}",0.25,[-0.06846774],[[3.5381992 5.4245924]],0.6520231213872832,0.5929466789189699,0.4369776148466534,10.465284493999206,10.465285301208496
63,celegans,1,2,"{'emb', 'deg', 'imb'}",0.35,[0.12107094],[[4.83075922 5.51629458]],0.6469072164948454,0.6197187090374464,0.5024006513746733,10.08288463000008,10.082885265350342
64,celegans,1,2,"{'emb', 'deg', 'imb'}",0.44999999999999996,[0.39839256],[[6.00584791 5.24467323]],0.6594090202177294,0.6699611315499574,0.5291946458969011,10.901916831999188,10.901917219161987
65,celegans,1,2,"{'emb', 'deg', 'imb'}",0.5499999999999999,[0.3491236],[[8.16821245 4.16740886]],0.6941176470588235,0.699633262260128,0.5739152103006055,9.668408855000052,9.668409824371338
66,celegans,1,2,"{'emb', 'deg', 'imb'}",0.65,[0.48176431],[[8.12244097 4.09643867]],0.6423357664233577,0.6453660600931019,0.4525274227814965,10.734714461000294,10.734715461730957
67,celegans,1,2,"{'emb', 'deg', 'imb'}",0.75,[0.60066288],[[7.96575523 4.06909222]],0.67003367003367,0.7117248566961959,0.5891283526298783,10.937446103000184,10.937447309494019
68,celegans,1,2,"{'emb', 'deg', 'imb'}",0.85,[0.51129148],[[8.9433361  3.58120713]],0.631578947368421,0.6741626227955972,0.5574421840624558,9.419734371000231,9.419734954833984
69,celegans,1,2,"{'emb', 'deg', 'imb'}",0.95,[0.59602043],[[7.96636192 3.95847014]],0.5777777777777777,0.6584362139917695,0.51796517741636,9.021692267000617,9.021692752838135
70,london,1,2,{'imb'},0.05,[0.69315519],[[0.]],0.8128491620111732,0.5,0.9064245810055866,0.0035109860000375193,0.003512144088745117
71,london,1,2,{'imb'},0.15,[1.50407379],[[0.]],0.8050314465408805,0.5,0.9025157232704403,0.002929889000370167,0.002930164337158203
72,london,1,2,{'imb'},0.25,[1.28401543],[[0.]],0.8137931034482758,0.5,0.9068965517241379,0.0029473009999492206,0.0029478073120117188
73,london,1,2,{'imb'},0.35,[1.58045037],[[0.]],0.796,0.5,0.898,0.0030622269996456453,0.003062725067138672
74,london,1,2,{'imb'},0.44999999999999996,[1.38629376],[[0.]],0.8125,0.5,0.90625,0.0032192099997701007,0.0032193660736083984
75,london,1,2,{'imb'},0.5499999999999999,[1.34902265],[[0.]],0.8218390804597702,0.5,0.9109195402298851,0.0026667970005291863,0.002666950225830078
76,london,1,2,{'imb'},0.65,[1.43729554],[[0.]],0.8053691275167785,0.5,0.9026845637583892,0.002579803999651631,0.0025801658630371094
77,london,1,2,{'imb'},0.75,[1.44238234],[[0.]],0.801980198019802,0.5,0.900990099009901,0.0030446629998550634,0.0030450820922851562
78,london,1,2,{'imb'},0.85,[1.43038844],[[0.]],0.8070175438596491,0.5,0.9035087719298245,0.002693526999792084,0.0026938915252685547
79,london,1,2,{'imb'},0.95,[1.41446427],[[0.]],0.8666666666666667,0.5,0.9333333333333333,0.0025978680005209753,0.0025980472564697266
80,london,1,2,{'emb'},0.05,[1.16025145],[[0.57325257]],0.8089887640449438,0.28426266339869277,0.6896808750553471,10.615385735000018,10.615386724472046
81,london,1,2,{'emb'},0.15,[1.29203555],[[1.23970261]],0.8118811881188119,0.20004278990158325,0.6675492613634535,12.324537501999657,12.324537992477417
82,london,1,2,{'emb'},0.25,[1.31702698],[[1.18250952]],0.8142857142857143,0.07346491228070176,0.6314955312801726,13.740728226999636,13.740729093551636
83,london,1,2,{'emb'},0.35,[1.30132331],[[0.06106104]],0.8160919540229885,0.041568857589984354,0.6258760483077508,12.924181573999704,12.924182415008545
84,london,1,2,{'emb'},0.44999999999999996,[1.28639202],[[-1.43812395]],0.8275862068965517,0.9363945578231292,0.9812580223834799,11.457911030000105,11.457911491394043
85,london,1,2,{'emb'},0.5499999999999999,[1.24662373],[[-1.70181571]],0.825136612021858,0.9364652317880795,0.983025143724799,11.340910865999831,11.340911388397217
86,london,1,2,{'emb'},0.65,[1.17458864],[[-1.72253464]],0.823943661971831,0.9794871794871794,0.9956419760056908,11.178319058999477,11.178319454193115
87,london,1,2,{'emb'},0.75,[1.12769558],[[-2.24520703]],0.88,0.9968627450980393,0.9994682449077689,11.133405357999436,11.133406162261963
88,london,1,2,{'emb'},0.85,[0.85541493],[[-2.4634175]],0.9038461538461539,0.9933481152993349,0.998317691950704,9.357923714999743,9.357924461364746
89,london,1,2,{'emb'},0.95,[0.65502192],[[-2.69579863]],1.0,1.0,1.0000000000000002,8.191557162000208,8.191557884216309
90,london,1,2,{'deg'},0.05,[0.86073989],[[2.23911519]],0.8074712643678161,0.6638338556328678,0.9327721455054948,0.005839971000568767,0.00584101676940918
91,london,1,2,{'deg'},0.15,[1.59243499],[[2.38414336]],0.7907692307692308,0.7365529869535363,0.9411250665001887,0.006160049999380135,0.006160259246826172
92,london,1,2,{'deg'},0.25,[0.74704791],[[3.77188492]],0.8726591760299626,0.8809216589861751,0.9712099010509914,0.2995071220002501,0.29950737953186035
93,london,1,2,{'deg'},0.35,[1.07740318],[[3.72465539]],0.86,0.8899891614937433,0.9697597778476468,0.004692094000347424,0.004692554473876953
94,london,1,2,{'deg'},0.44999999999999996,[1.03249778],[[3.86143836]],0.8644859813084113,0.8723650210798313,0.9661669440018607,0.005149900999640522,0.005150794982910156
95,london,1,2,{'deg'},0.5499999999999999,[0.50372796],[[4.14886621]],0.9622641509433962,0.9670542635658915,0.9917676735392219,0.006186128000081226,0.006186723709106445
96,london,1,2,{'deg'},0.65,[0.53321387],[[4.13062556]],0.9596774193548387,0.9757211538461538,0.9948974025638601,0.005984600999909162,0.00598597526550293
97,london,1,2,{'deg'},0.75,[0.70673104],[[4.13303082]],0.9705882352941176,0.9953703703703703,0.9993894993894991,0.006962188000215974,0.00696253776550293
98,london,1,2,{'deg'},0.85,[0.25954258],[[4.30133347]],0.9622641509433962,0.9961538461538462,0.9987576219512195,0.005924418999711634,0.005924701690673828
99,london,1,2,{'deg'},0.95,[0.57669783],[[4.23977302]],0.9444444444444444,1.0,1.0,0.005815845999677549,0.00581669807434082
100,london,1,2,"{'emb', 'imb'}",0.05,[1.25613097],[[1.01103502]],0.8080229226361032,0.3997565364666031,0.7336229894561037,14.83929620500021,14.839298248291016
101,london,1,2,"{'emb', 'imb'}",0.15,[1.12111132],[[1.25178054]],0.8144654088050315,0.19566782278646686,0.6667268004662658,14.366813966000336,14.366814374923706
102,london,1,2,"{'emb', 'imb'}",0.25,[1.21639985],[[0.30027364]],0.821969696969697,0.07363467006569271,0.6408192590246693,13.887976322999748,13.887977600097656
103,london,1,2,"{'emb', 'imb'}",0.35,[1.36117],[[0.03560031]],0.8135593220338984,0.030066287878787873,0.6201721737190812,13.676679966999473,13.676680564880371
104,london,1,2,"{'emb', 'imb'}",0.44999999999999996,[1.49287495],[[-1.04468553]],0.7942583732057417,0.9701597086018492,0.991698546863764,12.919791915999667,12.919794082641602
105,london,1,2,"{'emb', 'imb'}",0.5499999999999999,[1.19485517],[[-2.21907765]],0.896969696969697,0.9762068965517241,0.9959279906272533,12.505688806999387,12.50568962097168
106,london,1,2,"{'emb', 'imb'}",0.65,[1.21831287],[[-2.00849951]],0.8260869565217391,0.9886695906432748,0.9976713846097037,12.17114053700061,12.171140909194946
107,london,1,2,"{'emb', 'imb'}",0.75,[1.13186208],[[-2.31278224]],0.8235294117647058,0.9920255183413078,0.9976739977090923,11.050671144000262,11.050671815872192
108,london,1,2,"{'emb', 'imb'}",0.85,[0.84043478],[[-2.5218123]],0.9090909090909091,0.9911764705882353,0.9973639556089816,8.932395751000513,8.932396411895752
109,london,1,2,"{'emb', 'imb'}",0.95,[0.56648589],[[-2.84819971]],0.9333333333333333,1.0,0.9999999999999998,8.446252649000598,8.446253299713135
110,london,1,2,"{'deg', 'imb'}",0.05,[1.38215411],[[1.83279017]],0.8028571428571428,0.599128371757182,0.8874519083466803,0.005369942000470473,0.00537109375
111,london,1,2,"{'deg', 'imb'}",0.15,[0.90287095],[[3.22904549]],0.8607594936708861,0.7788051209103841,0.9551640735247442,0.005563374000303156,0.005564212799072266
112,london,1,2,"{'deg', 'imb'}",0.25,[0.91867028],[[3.54966891]],0.8621908127208481,0.8226825266611979,0.9531575041006435,0.006199723000463564,0.006200075149536133
113,london,1,2,"{'deg', 'imb'}",0.35,[0.98659205],[[3.70722417]],0.8818897637795275,0.8874895484949833,0.975379466513335,0.0054814999994050595,0.005481719970703125
114,london,1,2,"{'deg', 'imb'}",0.44999999999999996,[0.73797841],[[3.99468956]],0.9128440366972477,0.9259129213483147,0.9801190523756745,0.006009458000335144,0.0060100555419921875
115,london,1,2,"{'deg', 'imb'}",0.5499999999999999,[0.71594972],[[4.07517603]],0.9438202247191011,0.9660397074190178,0.9917345589406544,0.005469627999445947,0.005469799041748047
116,london,1,2,"{'deg', 'imb'}",0.65,[0.52044815],[[4.18148743]],0.9495798319327731,0.9742351046698873,0.9921319302289636,0.005470850000165228,0.005471229553222656
117,london,1,2,"{'deg', 'imb'}",0.75,[0.68585205],[[4.13466793]],0.9770114942528736,0.9938380281690141,0.9986064645695871,0.005236302000412252,0.005236625671386719
118,london,1,2,"{'deg', 'imb'}",0.85,[0.72298933],[[4.17568884]],0.9361702127659575,0.981081081081081,0.9949434608040582,0.005027751999477914,0.005028247833251953
119,london,1,2,"{'deg', 'imb'}",0.95,[0.61848768],[[4.23542399]],0.8823529411764706,1.0,1.0,0.005455772000459547,0.005456209182739258
120,london,1,2,"{'emb', 'deg'}",0.05,[1.08355389],[[0.37061042 1.73787285]],0.8056338028169014,0.4670619235836627,0.8055593027351331,14.205815036999411,14.205816745758057
121,london,1,2,"{'emb', 'deg'}",0.15,[0.82127103],[[0.47204131 3.05527228]],0.84472049689441,0.6336513994910942,0.883671316296791,14.411816161999923,14.411817073822021
122,london,1,2,"{'emb', 'deg'}",0.25,[1.00662617],[[0.62988285 3.4470067 ]],0.8133802816901409,0.7205348172192596,0.9177702905743199,13.938428921000195,13.938429355621338
123,london,1,2,"{'emb', 'deg'}",0.35,[0.87575315],[[0.43194483 3.79725368]],0.8744939271255061,0.8661013400335008,0.9659012962691529,13.684449905999827,13.68445086479187
124,london,1,2,"{'emb', 'deg'}",0.44999999999999996,[0.56873881],[[0.43153033 4.13228145]],0.9362745098039216,0.9179478880077683,0.9800230709866892,13.296157083999788,13.296157598495483
125,london,1,2,"{'emb', 'deg'}",0.5499999999999999,[0.72128732],[[0.23183058 4.08213909]],0.9034090909090909,0.9301705756929637,0.9752867184816173,12.913600957999734,12.913601636886597
126,london,1,2,"{'emb', 'deg'}",0.65,[0.56579281],[[0.22234388 4.19548149]],0.9140625,0.9389140271493213,0.9830654863559077,11.171682267000506,11.171682596206665
127,london,1,2,"{'emb', 'deg'}",0.75,[0.49165616],[[-0.3417332   4.10557394]],0.9204545454545454,0.9944903581267217,0.9982622263522152,10.550443733000066,10.550444841384888
128,london,1,2,"{'emb', 'deg'}",0.85,[0.41633888],[[-0.55734854  4.00855416]],0.9245283018867925,0.9725274725274725,0.9899308703155004,9.619460139999319,9.619461059570312
129,london,1,2,"{'emb', 'deg'}",0.95,[0.32832532],[[-1.01842526  3.85325064]],0.9230769230769231,1.0,1.0,8.27238460099943,8.272385835647583
130,london,1,2,"{'emb', 'deg', 'imb'}",0.05,[0.90139672],[[0.18585375 1.84283248]],0.8100558659217877,0.4970588235294118,0.8201439501534229,14.255428236000625,14.255429983139038
131,london,1,2,"{'emb', 'deg', 'imb'}",0.15,[1.2512513],[[0.55478287 2.56666024]],0.7981651376146789,0.624288865668176,0.8804539082416651,14.322864687999754,14.322865962982178
132,london,1,2,"{'emb', 'deg', 'imb'}",0.25,[0.76798387],[[0.4210004  3.56822794]],0.8854166666666666,0.7957138200782269,0.9483240405281592,14.56323108000015,14.563231468200684
133,london,1,2,"{'emb', 'deg', 'imb'}",0.35,[1.17901131],[[0.58387199 3.56880034]],0.7843137254901961,0.8127768917242602,0.9414332970278229,14.026025316999949,14.026026248931885
134,london,1,2,"{'emb', 'deg', 'imb'}",0.44999999999999996,[0.78894808],[[0.15073786 4.07886268]],0.9375,0.9331275720164609,0.9851331516078113,12.78096949600058,12.780971050262451
135,london,1,2,"{'emb', 'deg', 'imb'}",0.5499999999999999,[0.65490485],[[0.21262695 4.1732494 ]],0.9401197604790419,0.9687924016282224,0.992533619588825,12.74126223300027,12.741262912750244
136,london,1,2,"{'emb', 'deg', 'imb'}",0.65,[0.72205826],[[-0.20337697  4.10744388]],0.9637681159420289,0.9964617425917736,0.999448941399434,12.719308308000109,12.719309568405151
137,london,1,2,"{'emb', 'deg', 'imb'}",0.75,[0.47432333],[[-0.54513623  4.04457098]],0.9166666666666666,0.95,0.9886419023043804,11.433967123999537,11.43396806716919
138,london,1,2,"{'emb', 'deg', 'imb'}",0.85,[0.39441508],[[-0.64004795  4.03827897]],0.9615384615384616,0.9979166666666666,0.9993826219512196,8.864600613999755,8.864601135253906
139,london,1,2,"{'emb', 'deg', 'imb'}",0.95,[0.282102],[[-0.95568693  3.90400335]],1.0,1.0,1.0,8.121423090999997,8.121424198150635
