,theta,edge,correct,layer,distance,ground_truth_aprx,likelihood_metric,score
6076,0.1399999999999999,"(89, 23)",False,d_H,8.671224,0,inverse,0.50936925
6077,0.1399999999999999,"(94, 27)",False,d_H,8.7257395,0,inverse,0.5160348
6078,0.1399999999999999,"(19, 94)",True,d_H,7.5862975,0,inverse,0.45760545
6079,0.1399999999999999,"(57, 19)",True,d_H,5.7563725,0,inverse,0.4596963
6080,0.1399999999999999,"(57, 20)",False,d_H,5.7619367,0,inverse,0.5001603
6081,0.1399999999999999,"(20, 59)",False,d_H,8.267694,0,inverse,0.5495989
6082,0.1399999999999999,"(3, 63)",True,d_H,8.045107,0,inverse,0.4822695
6083,0.1399999999999999,"(54, 3)",False,d_H,9.339291,0,inverse,0.51253104
6084,0.1399999999999999,"(67, 54)",True,d_H,8.140933,0,inverse,0.47666457
6085,0.1399999999999999,"(93, 67)",True,d_H,7.924273,0,inverse,0.4813198
6086,0.1399999999999999,"(64, 93)",True,d_H,7.020941,0,inverse,0.4588335
6087,0.1399999999999999,"(50, 64)",True,d_H,7.1952834,0,inverse,0.46330345
6088,0.1399999999999999,"(46, 84)",True,d_H,8.048527,0,inverse,0.49332726
6089,0.1399999999999999,"(46, 97)",True,d_H,7.9355016,0,inverse,0.4610994
6090,0.1399999999999999,"(74, 97)",True,d_H,8.342427,0,inverse,0.4679103
6091,0.1399999999999999,"(24, 74)",True,d_H,9.656786,0,inverse,0.493305
6092,0.1399999999999999,"(62, 24)",False,d_H,9.85251,0,inverse,0.51756597
6093,0.1399999999999999,"(62, 32)",True,d_H,8.362348,0,inverse,0.48856026
6094,0.1399999999999999,"(32, 18)",True,d_H,7.313099,0,inverse,0.47645676
6095,0.1399999999999999,"(18, 78)",True,d_H,6.2766943,0,inverse,0.4770984
6096,0.1399999999999999,"(78, 17)",False,d_H,7.379224,0,inverse,0.54616606
6097,0.1399999999999999,"(86, 83)",False,d_H,8.675918,0,inverse,0.53883713
6098,0.1399999999999999,"(25, 83)",False,d_H,8.421722,0,inverse,0.5018568
6099,0.1399999999999999,"(44, 25)",True,d_H,7.7860265,0,inverse,0.46436357
6100,0.1399999999999999,"(7, 44)",True,d_H,8.229134,0,inverse,0.49455458
6101,0.1399999999999999,"(7, 4)",False,d_H,8.442133,0,inverse,0.53882486
6102,0.1399999999999999,"(71, 56)",False,d_H,8.451429,0,inverse,0.50835377
6103,0.1399999999999999,"(2, 71)",True,d_H,8.099598,0,inverse,0.47316653
6104,0.1399999999999999,"(2, 30)",True,d_H,9.405805,0,inverse,0.49162045
6105,0.1399999999999999,"(98, 30)",True,d_H,8.151248,0,inverse,0.48368022
6106,0.1399999999999999,"(98, 15)",True,d_H,8.813453,0,inverse,0.49984288
6107,0.1399999999999999,"(15, 81)",False,d_H,9.18749,0,inverse,0.5422858
6108,0.1399999999999999,"(26, 5)",True,d_H,6.9982347,0,inverse,0.48812488
6109,0.1399999999999999,"(14, 49)",False,d_H,8.576583,0,inverse,0.54703516
6110,0.1399999999999999,"(14, 87)",True,d_H,7.272797,0,inverse,0.46501347
6111,0.1399999999999999,"(22, 87)",True,d_H,7.085695,0,inverse,0.43811962
6112,0.1399999999999999,"(1, 22)",True,d_H,7.786545,0,inverse,0.46732354
6113,0.1399999999999999,"(1, 79)",True,d_H,8.862946,0,inverse,0.4967036
6114,0.1399999999999999,"(79, 36)",True,d_H,9.474658,0,inverse,0.4958967
6115,0.1399999999999999,"(43, 36)",True,d_H,8.713762,0,inverse,0.4984442
6116,0.16,"(99, 0)",False,d_H,7.6339107,0,inverse,0.50746334
6117,0.16,"(2, 1)",False,d_H,8.484646,1,inverse,0.49106893
6118,0.16,"(2, 3)",False,d_H,8.421406,1,inverse,0.48324832
6119,0.16,"(3, 4)",False,d_H,7.23814,1,inverse,0.4649148
6120,0.16,"(6, 5)",True,d_H,7.396007,1,inverse,0.5109807
6121,0.16,"(8, 9)",True,d_H,7.571233,1,inverse,0.5213127
6122,0.16,"(9, 10)",True,d_H,6.245692,1,inverse,0.537197
6123,0.16,"(10, 11)",True,d_H,8.578527,1,inverse,0.52562875
6124,0.16,"(12, 11)",True,d_H,8.547317,1,inverse,0.5381498
6125,0.16,"(13, 12)",True,d_H,7.5619006,1,inverse,0.5118014
6126,0.16,"(13, 14)",True,d_H,7.9864054,1,inverse,0.5052041
6127,0.16,"(15, 14)",False,d_H,8.587215,1,inverse,0.49176273
6128,0.16,"(16, 15)",True,d_H,7.886289,1,inverse,0.50729793
6129,0.16,"(18, 19)",False,d_H,8.394393,1,inverse,0.48804003
6130,0.16,"(19, 20)",False,d_H,6.515699,1,inverse,0.49480173
6131,0.16,"(21, 20)",True,d_H,7.8651047,1,inverse,0.5306931
6132,0.16,"(22, 21)",False,d_H,8.729047,1,inverse,0.49193653
6133,0.16,"(23, 22)",True,d_H,9.481003,1,inverse,0.5456721
6134,0.16,"(23, 24)",True,d_H,8.825495,1,inverse,0.5607942
6135,0.16,"(25, 26)",False,d_H,7.888504,1,inverse,0.48228928
6136,0.16,"(26, 27)",False,d_H,8.27894,1,inverse,0.49653202
6137,0.16,"(27, 28)",True,d_H,8.782696,1,inverse,0.53448147
6138,0.16,"(29, 28)",True,d_H,8.909897,1,inverse,0.5166881
6139,0.16,"(29, 30)",False,d_H,8.8798,1,inverse,0.48981667
6140,0.16,"(31, 30)",False,d_H,8.562898,1,inverse,0.49483854
6141,0.16,"(31, 32)",True,d_H,9.101868,1,inverse,0.51994693
6142,0.16,"(32, 33)",False,d_H,8.373805,1,inverse,0.4919103
6143,0.16,"(34, 33)",False,d_H,6.697856,1,inverse,0.49949276
6144,0.16,"(35, 34)",False,d_H,5.965509,1,inverse,0.49527407
6145,0.16,"(36, 35)",True,d_H,8.569787,1,inverse,0.52801126
6146,0.16,"(36, 37)",True,d_H,8.603558,1,inverse,0.5271065
6147,0.16,"(38, 37)",False,d_H,7.580215,1,inverse,0.47967565
6148,0.16,"(40, 39)",False,d_H,6.949686,1,inverse,0.49365315
6149,0.16,"(41, 40)",False,d_H,8.031293,1,inverse,0.48880792
6150,0.16,"(42, 43)",True,d_H,7.9473004,1,inverse,0.55210125
6151,0.16,"(43, 44)",False,d_H,8.337563,1,inverse,0.47855005
6152,0.16,"(44, 45)",True,d_H,8.375169,1,inverse,0.51599735
6153,0.16,"(46, 45)",False,d_H,8.46441,1,inverse,0.49423596
6154,0.16,"(46, 47)",False,d_H,8.121418,1,inverse,0.4574626
6155,0.16,"(48, 47)",False,d_H,8.495244,1,inverse,0.49374446
6156,0.16,"(49, 48)",True,d_H,8.74094,1,inverse,0.5248237
6157,0.16,"(50, 49)",False,d_H,7.522957,1,inverse,0.4971646
6158,0.16,"(52, 51)",False,d_H,8.354165,1,inverse,0.49483714
6159,0.16,"(52, 53)",False,d_H,7.8344526,1,inverse,0.48922703
6160,0.16,"(53, 54)",True,d_H,7.878552,1,inverse,0.50640774
6161,0.16,"(55, 54)",True,d_H,7.653786,1,inverse,0.5435105
6162,0.16,"(56, 55)",True,d_H,8.728438,1,inverse,0.54948497
6163,0.16,"(56, 57)",True,d_H,8.359177,1,inverse,0.5489769
6164,0.16,"(58, 57)",True,d_H,7.9858775,1,inverse,0.513372
6165,0.16,"(58, 59)",False,d_H,7.0104146,1,inverse,0.47813192
6166,0.16,"(61, 60)",True,d_H,7.559145,1,inverse,0.5083705
6167,0.16,"(62, 61)",True,d_H,8.718006,1,inverse,0.5381258
6168,0.16,"(63, 62)",False,d_H,7.7995744,1,inverse,0.49928135
6169,0.16,"(67, 66)",True,d_H,8.600212,1,inverse,0.5180598
6170,0.16,"(68, 67)",True,d_H,8.335981,1,inverse,0.53878355
6171,0.16,"(68, 69)",True,d_H,6.941111,1,inverse,0.5228747
6172,0.16,"(70, 69)",False,d_H,7.2138553,1,inverse,0.49995252
6173,0.16,"(71, 70)",False,d_H,7.401581,1,inverse,0.46288732
6174,0.16,"(72, 73)",False,d_H,8.083244,1,inverse,0.48594433
6175,0.16,"(73, 74)",True,d_H,9.174398,1,inverse,0.50084084
6176,0.16,"(75, 74)",True,d_H,9.175612,1,inverse,0.5186167
6177,0.16,"(75, 76)",True,d_H,8.838445,1,inverse,0.54237694
6178,0.16,"(76, 77)",True,d_H,8.889999,1,inverse,0.5390961
6179,0.16,"(78, 77)",True,d_H,8.700189,1,inverse,0.50853735
6180,0.16,"(79, 78)",True,d_H,8.888391,1,inverse,0.51315844
6181,0.16,"(80, 79)",False,d_H,7.910284,1,inverse,0.4909595
6182,0.16,"(81, 82)",False,d_H,8.302777,1,inverse,0.49369308
6183,0.16,"(83, 82)",True,d_H,8.304455,1,inverse,0.5242696
6184,0.16,"(83, 84)",True,d_H,8.320132,1,inverse,0.52895033
6185,0.16,"(85, 84)",True,d_H,8.503761,1,inverse,0.5466682
6186,0.16,"(86, 87)",False,d_H,7.7130647,1,inverse,0.494722
6187,0.16,"(88, 87)",True,d_H,7.9316225,1,inverse,0.52028483
6188,0.16,"(88, 89)",True,d_H,8.320262,1,inverse,0.547282
6189,0.16,"(89, 90)",True,d_H,8.407491,1,inverse,0.52242
6190,0.16,"(91, 90)",False,d_H,7.9090705,1,inverse,0.47202134
6191,0.16,"(92, 93)",False,d_H,7.8116913,1,inverse,0.48688173
6192,0.16,"(93, 94)",True,d_H,9.113768,1,inverse,0.5200396
6193,0.16,"(95, 94)",True,d_H,9.778771,1,inverse,0.5143928
6194,0.16,"(96, 95)",False,d_H,8.934583,1,inverse,0.48098987
6195,0.16,"(97, 96)",True,d_H,9.004098,1,inverse,0.5012259
6196,0.16,"(98, 97)",True,d_H,9.077973,1,inverse,0.5241577
6197,0.16,"(98, 99)",False,d_H,8.319693,1,inverse,0.4994502
6198,0.16,"(48, 65)",True,d_H,6.8890405,0,inverse,0.4395264
6199,0.16,"(48, 43)",False,d_H,8.676431,0,inverse,0.5019561
6200,0.16,"(65, 92)",True,d_H,6.2156043,0,inverse,0.44833514
6201,0.16,"(92, 82)",False,d_H,8.040123,0,inverse,0.5010963
6202,0.16,"(28, 77)",False,d_H,8.7920475,0,inverse,0.5140631
6203,0.16,"(72, 6)",True,d_H,7.19295,0,inverse,0.48166916
6204,0.16,"(95, 72)",True,d_H,8.510285,0,inverse,0.48492926
6205,0.16,"(52, 95)",True,d_H,8.860663,0,inverse,0.49866545
6206,0.16,"(55, 52)",False,d_H,8.178465,0,inverse,0.53165704
6207,0.16,"(90, 85)",True,d_H,8.319476,0,inverse,0.49789056
6208,0.16,"(66, 90)",False,d_H,9.097309,0,inverse,0.5125782
6209,0.16,"(66, 29)",False,d_H,8.997959,0,inverse,0.5099255
6210,0.16,"(29, 75)",True,d_H,8.193021,0,inverse,0.49551383
6211,0.16,"(75, 41)",True,d_H,7.960145,0,inverse,0.4807481
6212,0.16,"(47, 41)",True,d_H,7.562115,0,inverse,0.45979124
6213,0.16,"(51, 47)",True,d_H,7.875869,0,inverse,0.4836564
6214,0.16,"(70, 51)",True,d_H,7.2733283,0,inverse,0.4631427
6215,0.16,"(40, 70)",True,d_H,6.93064,0,inverse,0.48843622
6216,0.16,"(60, 40)",False,d_H,7.457622,0,inverse,0.503912
6217,0.16,"(60, 38)",True,d_H,7.158391,0,inverse,0.47212008
6218,0.16,"(31, 38)",True,d_H,8.009653,0,inverse,0.4937241
6219,0.16,"(88, 12)",False,d_H,7.825997,0,inverse,0.537156
6220,0.16,"(88, 35)",False,d_H,7.660797,0,inverse,0.5258278
6221,0.16,"(35, 13)",True,d_H,5.6925154,0,inverse,0.49979112
6222,0.16,"(13, 34)",True,d_H,5.341294,0,inverse,0.474445
6223,0.16,"(34, 33)",False,d_H,6.697856,1,inverse,0.49949276
6224,0.16,"(33, 53)",True,d_H,6.7908683,0,inverse,0.46645537
6225,0.16,"(53, 39)",True,d_H,7.2159495,0,inverse,0.47323292
6226,0.16,"(39, 69)",True,d_H,6.3656993,0,inverse,0.47255766
6227,0.16,"(68, 69)",True,d_H,6.941111,1,inverse,0.5228747
6228,0.16,"(68, 76)",False,d_H,8.890267,0,inverse,0.5567244
6229,0.16,"(45, 10)",False,d_H,8.425705,0,inverse,0.5340088
6230,0.16,"(10, 99)",False,d_H,6.4843216,0,inverse,0.50599223
6231,0.16,"(99, 9)",False,d_H,6.1440363,0,inverse,0.51043487
6232,0.16,"(96, 16)",True,d_H,7.674474,0,inverse,0.48845717
6233,0.16,"(80, 96)",True,d_H,7.9943123,0,inverse,0.46214598
6234,0.16,"(21, 80)",True,d_H,7.887811,0,inverse,0.47468698
6235,0.16,"(21, 11)",True,d_H,8.366431,0,inverse,0.4891996
6236,0.16,"(11, 8)",False,d_H,8.171057,0,inverse,0.50230986
6237,0.16,"(73, 8)",True,d_H,8.291221,0,inverse,0.48685616
6238,0.16,"(58, 73)",False,d_H,9.231041,0,inverse,0.5015677
6239,0.16,"(58, 37)",False,d_H,8.331431,0,inverse,0.50995135
6240,0.16,"(0, 61)",False,d_H,8.596343,0,inverse,0.56236726
6241,0.16,"(89, 23)",False,d_H,9.211033,0,inverse,0.56517863
6242,0.16,"(94, 27)",False,d_H,9.272445,0,inverse,0.52312046
6243,0.16,"(19, 94)",True,d_H,8.251965,0,inverse,0.49136207
6244,0.16,"(57, 19)",True,d_H,6.6248364,0,inverse,0.46115604
6245,0.16,"(59, 91)",False,d_H,7.767692,0,inverse,0.50709385
6246,0.16,"(91, 63)",True,d_H,7.3436866,0,inverse,0.44710144
6247,0.16,"(3, 63)",True,d_H,7.909236,0,inverse,0.44771484
6248,0.16,"(54, 3)",False,d_H,8.124208,0,inverse,0.5121758
6249,0.16,"(93, 67)",False,d_H,8.982464,0,inverse,0.5335977
6250,0.16,"(64, 93)",True,d_H,7.2378044,0,inverse,0.46815112
6251,0.16,"(50, 64)",True,d_H,6.480148,0,inverse,0.45827666
6252,0.16,"(46, 84)",False,d_H,8.1733885,0,inverse,0.5087619
6253,0.16,"(46, 97)",True,d_H,8.7484455,0,inverse,0.49695763
6254,0.16,"(74, 97)",False,d_H,9.380129,0,inverse,0.5193634
6255,0.16,"(24, 74)",False,d_H,8.966118,0,inverse,0.5165925
6256,0.16,"(62, 32)",False,d_H,8.703761,0,inverse,0.5142408
6257,0.16,"(32, 18)",True,d_H,8.413447,0,inverse,0.49793956
6258,0.16,"(18, 78)",False,d_H,7.742777,0,inverse,0.5184643
6259,0.16,"(78, 17)",True,d_H,6.41493,0,inverse,0.4722168
6260,0.16,"(86, 17)",True,d_H,6.5703115,0,inverse,0.46667716
6261,0.16,"(25, 83)",True,d_H,7.4635596,0,inverse,0.4904789
6262,0.16,"(44, 25)",True,d_H,7.7394395,0,inverse,0.47817582
6263,0.16,"(7, 44)",True,d_H,6.526086,0,inverse,0.44756287
6264,0.16,"(7, 4)",True,d_H,6.0782366,0,inverse,0.4348214
6265,0.16,"(71, 56)",False,d_H,8.159819,0,inverse,0.50399065
6266,0.16,"(2, 71)",False,d_H,8.5474825,0,inverse,0.50649947
6267,0.16,"(2, 30)",True,d_H,8.87478,0,inverse,0.4956276
6268,0.16,"(98, 30)",True,d_H,8.5745735,0,inverse,0.49262848
6269,0.16,"(98, 15)",True,d_H,8.394257,0,inverse,0.49444544
6270,0.16,"(15, 81)",True,d_H,7.980933,0,inverse,0.4799575
6271,0.16,"(81, 26)",True,d_H,7.253209,0,inverse,0.451434
6272,0.16,"(26, 5)",True,d_H,7.699616,0,inverse,0.46725833
6273,0.16,"(5, 49)",True,d_H,7.5927,0,inverse,0.47474614
6274,0.16,"(14, 49)",True,d_H,8.759558,0,inverse,0.49795473
6275,0.16,"(14, 87)",False,d_H,8.715169,0,inverse,0.532681
6276,0.16,"(22, 87)",True,d_H,8.162856,0,inverse,0.4970684
6277,0.16,"(1, 22)",False,d_H,8.674571,0,inverse,0.5158521
6278,0.16,"(1, 79)",False,d_H,8.970105,0,inverse,0.53699476
6279,0.16,"(43, 36)",False,d_H,9.043908,0,inverse,0.51171815
6280,0.18,"(0, 1)",False,d_H,8.402429,1,inverse,0.48679355
6281,0.18,"(99, 0)",False,d_H,8.732855,0,inverse,0.5037749
6282,0.18,"(2, 3)",False,d_H,7.439412,1,inverse,0.44933864
6283,0.18,"(3, 4)",False,d_H,8.125063,1,inverse,0.49624735
6284,0.18,"(6, 5)",True,d_H,8.078794,1,inverse,0.5605759
6285,0.18,"(6, 7)",True,d_H,8.3415785,1,inverse,0.5056582
6286,0.18,"(8, 7)",True,d_H,9.049978,1,inverse,0.54275596
6287,0.18,"(8, 9)",True,d_H,8.382607,1,inverse,0.5840228
6288,0.18,"(10, 11)",True,d_H,8.242724,1,inverse,0.55338776
6289,0.18,"(12, 11)",False,d_H,8.412496,1,inverse,0.48776275
6290,0.18,"(13, 12)",False,d_H,7.769951,1,inverse,0.4939191
6291,0.18,"(13, 14)",True,d_H,8.063891,1,inverse,0.5081952
6292,0.18,"(15, 14)",False,d_H,8.9582815,1,inverse,0.4851474
6293,0.18,"(16, 15)",True,d_H,8.335233,1,inverse,0.5222513
6294,0.18,"(16, 17)",True,d_H,8.601296,1,inverse,0.5300358
6295,0.18,"(18, 17)",False,d_H,7.1480765,1,inverse,0.49677905
6296,0.18,"(18, 19)",True,d_H,8.178604,1,inverse,0.5134796
6297,0.18,"(19, 20)",True,d_H,6.9521666,1,inverse,0.5020584
6298,0.18,"(21, 20)",True,d_H,8.845199,1,inverse,0.504377
6299,0.18,"(22, 21)",True,d_H,8.998366,1,inverse,0.50099033
6300,0.18,"(23, 22)",True,d_H,8.687347,1,inverse,0.53137726
6301,0.18,"(23, 24)",True,d_H,9.411067,1,inverse,0.54733545
6302,0.18,"(24, 25)",True,d_H,9.085289,1,inverse,0.57945395
6303,0.18,"(25, 26)",True,d_H,8.330045,1,inverse,0.5590542
6304,0.18,"(26, 27)",True,d_H,8.97812,1,inverse,0.5398644
6305,0.18,"(27, 28)",True,d_H,9.149018,1,inverse,0.5314595
6306,0.18,"(29, 28)",False,d_H,7.9101057,1,inverse,0.4714503
6307,0.18,"(31, 30)",True,d_H,7.9541626,1,inverse,0.50090945
6308,0.18,"(31, 32)",True,d_H,8.857899,1,inverse,0.510226
6309,0.18,"(32, 33)",False,d_H,8.484883,1,inverse,0.49361068
6310,0.18,"(36, 35)",True,d_H,7.729808,1,inverse,0.53882736
6311,0.18,"(36, 37)",True,d_H,8.318475,1,inverse,0.57738984
6312,0.18,"(38, 37)",True,d_H,8.072755,1,inverse,0.56716514
6313,0.18,"(39, 38)",True,d_H,7.7399077,1,inverse,0.5508424
6314,0.18,"(40, 39)",True,d_H,7.405574,1,inverse,0.56102514
6315,0.18,"(41, 40)",True,d_H,8.552211,1,inverse,0.51525587
6316,0.18,"(41, 42)",True,d_H,8.496818,1,inverse,0.53170544
6317,0.18,"(42, 43)",True,d_H,8.100492,1,inverse,0.5158537
6318,0.18,"(43, 44)",True,d_H,9.080341,1,inverse,0.585438
6319,0.18,"(44, 45)",True,d_H,9.236621,1,inverse,0.5517739
6320,0.18,"(46, 45)",True,d_H,8.710739,1,inverse,0.537305
6321,0.18,"(46, 47)",True,d_H,8.922471,1,inverse,0.51629233
6322,0.18,"(48, 47)",True,d_H,8.844894,1,inverse,0.52378327
6323,0.18,"(49, 48)",True,d_H,7.896178,1,inverse,0.507883
6324,0.18,"(50, 51)",False,d_H,7.9750996,1,inverse,0.48845652
6325,0.18,"(52, 51)",False,d_H,8.296955,1,inverse,0.48629087
6326,0.18,"(52, 53)",True,d_H,8.43621,1,inverse,0.53127164
6327,0.18,"(53, 54)",False,d_H,7.960963,1,inverse,0.49537674
6328,0.18,"(55, 54)",False,d_H,7.2284336,1,inverse,0.46153232
6329,0.18,"(56, 55)",True,d_H,8.236437,1,inverse,0.5341014
6330,0.18,"(56, 57)",True,d_H,8.525728,1,inverse,0.5449512
6331,0.18,"(58, 57)",True,d_H,7.7459474,1,inverse,0.5046269
6332,0.18,"(58, 59)",True,d_H,7.817759,1,inverse,0.5025625
6333,0.18,"(59, 60)",False,d_H,8.593037,1,inverse,0.49994814
6334,0.18,"(61, 60)",False,d_H,8.123473,1,inverse,0.49978507
6335,0.18,"(62, 61)",True,d_H,9.322011,1,inverse,0.50618136
6336,0.18,"(63, 62)",True,d_H,8.97133,1,inverse,0.5043783
6337,0.18,"(65, 64)",False,d_H,6.9979806,1,inverse,0.45776954
6338,0.18,"(66, 65)",False,d_H,8.254991,1,inverse,0.49059206
6339,0.18,"(67, 66)",True,d_H,8.3673,1,inverse,0.50767636
6340,0.18,"(68, 67)",True,d_H,8.218639,1,inverse,0.5325222
6341,0.18,"(68, 69)",False,d_H,7.040277,1,inverse,0.4952231
6342,0.18,"(70, 69)",True,d_H,7.7135153,1,inverse,0.5240638
6343,0.18,"(71, 70)",False,d_H,8.160275,1,inverse,0.49823582
6344,0.18,"(72, 71)",True,d_H,8.321617,1,inverse,0.50016266
6345,0.18,"(72, 73)",True,d_H,9.47038,1,inverse,0.5124198
6346,0.18,"(73, 74)",True,d_H,9.438814,1,inverse,0.5008651
6347,0.18,"(75, 74)",True,d_H,8.724415,1,inverse,0.502131
6348,0.18,"(75, 76)",True,d_H,8.209041,1,inverse,0.5121688
6349,0.18,"(76, 77)",True,d_H,8.122108,1,inverse,0.5004648
6350,0.18,"(78, 77)",False,d_H,8.533554,1,inverse,0.49469033
6351,0.18,"(79, 78)",False,d_H,8.464376,1,inverse,0.4839844
6352,0.18,"(80, 79)",False,d_H,8.139468,1,inverse,0.46662936
6353,0.18,"(80, 81)",True,d_H,9.030405,1,inverse,0.5091224
6354,0.18,"(81, 82)",True,d_H,9.076913,1,inverse,0.5217008
6355,0.18,"(83, 82)",True,d_H,8.852636,1,inverse,0.5402932
6356,0.18,"(83, 84)",True,d_H,8.25385,1,inverse,0.5216432
6357,0.18,"(85, 84)",True,d_H,8.62229,1,inverse,0.542686
6358,0.18,"(85, 86)",True,d_H,8.414968,1,inverse,0.5405285
6359,0.18,"(86, 87)",True,d_H,8.989942,1,inverse,0.5026691
6360,0.18,"(88, 87)",False,d_H,7.4197083,1,inverse,0.48583123
6361,0.18,"(88, 89)",True,d_H,8.352104,1,inverse,0.5354553
6362,0.18,"(89, 90)",True,d_H,8.665337,1,inverse,0.528894
6363,0.18,"(91, 90)",True,d_H,9.213941,1,inverse,0.5361377
6364,0.18,"(92, 91)",True,d_H,8.944823,1,inverse,0.52515465
6365,0.18,"(92, 93)",True,d_H,7.745357,1,inverse,0.52864635
6366,0.18,"(93, 94)",True,d_H,8.603822,1,inverse,0.5887026
6367,0.18,"(95, 94)",True,d_H,8.74912,1,inverse,0.5171939
6368,0.18,"(96, 95)",False,d_H,9.146755,1,inverse,0.4982716
6369,0.18,"(97, 96)",True,d_H,8.934877,1,inverse,0.5119362
6370,0.18,"(98, 97)",False,d_H,8.511814,1,inverse,0.48651484
6371,0.18,"(98, 99)",True,d_H,8.452584,1,inverse,0.50605935
6372,0.18,"(48, 65)",False,d_H,8.288454,0,inverse,0.5057257
6373,0.18,"(48, 43)",False,d_H,9.035302,0,inverse,0.57228553
6374,0.18,"(65, 92)",True,d_H,7.9289956,0,inverse,0.48466188
6375,0.18,"(92, 82)",False,d_H,8.974702,0,inverse,0.52059484
6376,0.18,"(28, 42)",False,d_H,8.946293,0,inverse,0.53281814
6377,0.18,"(28, 77)",True,d_H,8.6856575,0,inverse,0.4905503
6378,0.18,"(77, 6)",False,d_H,8.817005,0,inverse,0.5045846
6379,0.18,"(72, 6)",False,d_H,9.216113,0,inverse,0.50547206
6380,0.18,"(95, 72)",False,d_H,9.454359,0,inverse,0.52064574
6381,0.18,"(52, 95)",False,d_H,8.6930685,0,inverse,0.50123703
6382,0.18,"(55, 85)",False,d_H,8.406368,0,inverse,0.5550293
6383,0.18,"(66, 90)",False,d_H,8.819988,0,inverse,0.56050396
6384,0.18,"(66, 29)",True,d_H,8.025678,0,inverse,0.471797
6385,0.18,"(29, 75)",True,d_H,7.9064436,0,inverse,0.4867727
6386,0.18,"(75, 41)",False,d_H,8.778426,0,inverse,0.507732
6387,0.18,"(47, 41)",False,d_H,8.992087,0,inverse,0.5205422
6388,0.18,"(51, 47)",False,d_H,8.5918665,0,inverse,0.5167495
6389,0.18,"(70, 51)",False,d_H,8.403645,0,inverse,0.50320286
6390,0.18,"(40, 70)",False,d_H,8.044072,0,inverse,0.5125369
6391,0.18,"(60, 40)",False,d_H,8.160557,0,inverse,0.5003711
6392,0.18,"(60, 38)",False,d_H,7.6769223,0,inverse,0.50876886
6393,0.18,"(31, 12)",False,d_H,8.855142,0,inverse,0.5167648
6394,0.18,"(88, 12)",True,d_H,7.7256193,0,inverse,0.4915317
6395,0.18,"(35, 13)",False,d_H,6.643134,0,inverse,0.559983
6396,0.18,"(13, 34)",False,d_H,6.7433414,0,inverse,0.5434787
6397,0.18,"(34, 33)",False,d_H,6.647613,1,inverse,0.4928895
6398,0.18,"(33, 53)",False,d_H,7.9274397,0,inverse,0.51981264
6399,0.18,"(39, 69)",False,d_H,7.201027,0,inverse,0.54111296
6400,0.18,"(68, 69)",False,d_H,7.040277,1,inverse,0.4952231
6401,0.18,"(68, 76)",True,d_H,7.7887855,0,inverse,0.49678174
6402,0.18,"(45, 76)",False,d_H,8.693288,0,inverse,0.5289076
6403,0.18,"(10, 99)",False,d_H,8.522072,0,inverse,0.6105384
6404,0.18,"(99, 9)",False,d_H,8.042491,0,inverse,0.5937492
6405,0.18,"(96, 16)",False,d_H,9.40065,0,inverse,0.5495898
6406,0.18,"(80, 96)",True,d_H,8.51077,0,inverse,0.49036306
6407,0.18,"(21, 80)",True,d_H,8.524069,0,inverse,0.48925054
6408,0.18,"(21, 11)",True,d_H,8.152008,0,inverse,0.4848792
6409,0.18,"(11, 8)",False,d_H,8.722381,0,inverse,0.5346579
6410,0.18,"(73, 8)",False,d_H,9.63389,0,inverse,0.524561
6411,0.18,"(58, 73)",False,d_H,9.082611,0,inverse,0.5311234
6412,0.18,"(0, 61)",False,d_H,9.075668,0,inverse,0.5247243
6413,0.18,"(89, 0)",False,d_H,9.502033,0,inverse,0.54461306
6414,0.18,"(23, 27)",False,d_H,8.372927,0,inverse,0.5115093
6415,0.18,"(94, 27)",False,d_H,9.173012,0,inverse,0.53264135
6416,0.18,"(57, 20)",True,d_H,6.2228866,0,inverse,0.4500878
6417,0.18,"(20, 59)",True,d_H,8.324008,0,inverse,0.4884886
6418,0.18,"(59, 91)",False,d_H,9.156504,0,inverse,0.5190917
6419,0.18,"(91, 63)",True,d_H,8.269565,0,inverse,0.48794147
6420,0.18,"(3, 63)",True,d_H,7.33352,0,inverse,0.4569722
6421,0.18,"(54, 3)",True,d_H,8.01428,0,inverse,0.486066
6422,0.18,"(67, 54)",True,d_H,8.366108,0,inverse,0.49780628
6423,0.18,"(50, 64)",True,d_H,7.6840944,0,inverse,0.4990823
6424,0.18,"(84, 50)",False,d_H,8.127867,0,inverse,0.50174665
6425,0.18,"(46, 84)",False,d_H,8.820652,0,inverse,0.5261744
6426,0.18,"(46, 97)",False,d_H,9.006014,0,inverse,0.5282735
6427,0.18,"(74, 97)",True,d_H,9.088966,0,inverse,0.49369255
6428,0.18,"(24, 74)",True,d_H,8.890885,0,inverse,0.49832687
6429,0.18,"(62, 24)",False,d_H,9.324222,0,inverse,0.5195068
6430,0.18,"(62, 32)",True,d_H,9.429207,0,inverse,0.49438977
6431,0.18,"(32, 18)",True,d_H,8.367853,0,inverse,0.4752604
6432,0.18,"(18, 78)",True,d_H,7.19656,0,inverse,0.48611453
6433,0.18,"(78, 17)",True,d_H,7.143266,0,inverse,0.49331406
6434,0.18,"(86, 17)",True,d_H,8.616049,0,inverse,0.49250996
6435,0.18,"(86, 83)",False,d_H,8.4533415,0,inverse,0.5312882
6436,0.18,"(7, 44)",False,d_H,8.932759,0,inverse,0.566922
