,system,l1,l2,theta,accuracy,auroc,aupr,process_time,wall_time
0,arxiv,2,6,-inf,-inf,-inf,-inf,inf,inf
1,arxiv,2,6,0.1,0.7477244036941068,0.870169715343756,0.9407143219634124,0.0975293110000166,0.09753036499023438
2,arxiv,2,6,0.2,0.8516602953301852,0.9415403022635424,0.9714996671317757,0.09603936499979682,0.0960397720336914
3,arxiv,2,6,0.30000000000000004,0.8963956269217629,0.9628084319146342,0.9823978346306612,0.13859102600008555,0.13859152793884277
4,arxiv,2,6,0.4,0.9190461877567379,0.971934117873455,0.9869388229619067,0.09310303399979603,0.09310436248779297
5,arxiv,2,6,0.5,0.936423054070113,0.978215566350719,0.9890706408191039,0.08991161600033593,0.08991241455078125
6,arxiv,2,6,0.6000000000000001,0.9444774346793349,0.9818284393931268,0.9914032871691039,0.09197612700017999,0.09197711944580078
7,arxiv,2,6,0.7000000000000001,0.9452695829094608,0.9826482408149544,0.9912803577794338,0.13844734800022707,0.13844799995422363
8,arxiv,2,6,0.8,0.9503239740820735,0.9872724517542998,0.9944632689129276,0.11413204899963603,0.11413288116455078
9,arxiv,2,6,0.9,0.9416195856873822,0.9862126245847175,0.9935895535148466,0.11294729200017173,0.11294817924499512
10,arxiv,2,6,-inf,-inf,-inf,-inf,inf,inf
11,arxiv,2,6,0.1,0.7412373871481678,0.8721096761470407,0.9427024080548403,0.09753594299991164,0.09753680229187012
12,arxiv,2,6,0.2,0.8475459894242944,0.9381819719513506,0.9705356741000668,0.09353845799978444,0.09353947639465332
13,arxiv,2,6,0.30000000000000004,0.8970360158538687,0.9599362697294759,0.980049683803613,0.09622038299994529,0.0962209701538086
14,arxiv,2,6,0.4,0.9209635675890901,0.9707688590544561,0.9858248702087504,0.1354597620002096,0.13546085357666016
15,arxiv,2,6,0.5,0.9355450236966825,0.9795782729367938,0.9901618242513652,0.09451859099999638,0.09451937675476074
16,arxiv,2,6,0.6000000000000001,0.939303333831664,0.9798659489242534,0.9900629233033627,0.0936537440002212,0.09365415573120117
17,arxiv,2,6,0.7000000000000001,0.9440048691418138,0.9806048699486458,0.9897830023118662,0.15747182399991289,0.1574726104736328
18,arxiv,2,6,0.8,0.9554470552334452,0.9869882161581303,0.9936719458982584,0.11862381800028743,0.11862468719482422
19,arxiv,2,6,0.9,0.9525504151838672,0.9889168366987968,0.9955693268490828,0.11341826299985769,0.1134190559387207
20,arxiv,2,6,-inf,-inf,-inf,-inf,inf,inf
21,arxiv,2,6,0.1,0.7479946524064172,0.8773004442571989,0.9445293588456105,0.14071851600010632,0.14071941375732422
22,arxiv,2,6,0.2,0.8529389741669786,0.9415357351297112,0.9722666341737024,0.09837061400003222,0.09837126731872559
23,arxiv,2,6,0.30000000000000004,0.8918643203264474,0.9606965167761812,0.9817435005336936,0.09478101200011224,0.09478211402893066
24,arxiv,2,6,0.4,0.9289457770610764,0.9743452726103696,0.9876856257924498,0.13727513699996052,0.13727593421936035
25,arxiv,2,6,0.5,0.9341805538904208,0.9774300216348488,0.9891392854124124,0.09638889799998651,0.0963904857635498
26,arxiv,2,6,0.6000000000000001,0.9418849744052996,0.9807699499453426,0.9906564157506753,0.09378335600013088,0.09378409385681152
27,arxiv,2,6,0.7000000000000001,0.9466348068498606,0.9842962134091515,0.992577526537884,0.11543977400015137,0.11544108390808105
28,arxiv,2,6,0.8,0.9519519519519519,0.9886303639736658,0.9949868891733324,0.16306539400011388,0.16306638717651367
29,arxiv,2,6,0.9,0.9546792230723955,0.9891002891124077,0.9953526173242102,0.11489514699997017,0.11489582061767578
30,arxiv,2,6,-inf,-inf,-inf,-inf,inf,inf
