_UID,system,l1,l2,theta,accuracy,auroc,coef,intercept
0,celegans,1,2,0.05,0.652135231316726,0.4685226602652449,-0.154022081594852,-1.102027801511273
1,celegans,1,2,0.05,0.659839715048976,0.4686181825889734,-0.21924787699210613,-0.45267469896585455
2,celegans,1,2,0.05,0.6601423487544484,0.4683711773754251,-0.22954315548502102,-0.4247768068424643
3,celegans,1,2,0.05,0.6547725245316681,0.4778601553203923,-0.18143935476130385,-0.8314569024072549
4,celegans,1,2,0.05,0.6604444444444444,0.5030546884358726,-0.1079665929298456,-0.35101125707499387
5,celegans,1,2,0.1,0.6486742424242424,0.49036142207881633,0.986494833451472,-0.9074244450679239
6,celegans,1,2,0.1,0.6557223264540337,0.48588680598597445,-0.2393557146900513,-0.7208815056692748
7,celegans,1,2,0.1,0.6584905660377358,0.5490074245278539,0.12533400052109353,-0.579901892713296
8,celegans,1,2,0.1,0.6616822429906543,0.5227900552486188,0.04058352180785458,-0.44884592078116736
9,celegans,1,2,0.1,0.6613358419567262,0.4306740951477793,-0.0901577285101469,-0.4711206379880377
10,celegans,1,2,0.15000000000000002,0.6597836774827925,0.4389574700860591,-0.1128690782904744,-0.5669029644491598
11,celegans,1,2,0.15000000000000002,0.656891495601173,0.5138719305385973,2.4451804051776933,-0.5522942662769674
12,celegans,1,2,0.15000000000000002,0.6526418786692759,0.5104250691555631,0.003051166698593183,-0.768437958027082
13,celegans,1,2,0.15000000000000002,0.6732090284592738,0.5258932401789544,0.1251061674248739,-0.2331130687627541
14,celegans,1,2,0.15000000000000002,0.6600397614314115,0.5538513703938561,0.1456681979425343,-0.5698045003504307
15,celegans,1,2,0.2,0.6478723404255319,0.5364695727233492,0.09151201952987724,-0.8027262385092607
16,celegans,1,2,0.2,0.6663066954643628,0.4290150168106455,-0.15815773777893866,-0.5245146058589558
17,celegans,1,2,0.2,0.6524973432518597,0.5273701690821255,4.293210906444335,-0.5104177736593405
18,celegans,1,2,0.2,0.6635021097046413,0.5226687133380845,1.687124733643478,-0.5032850111576693
19,celegans,1,2,0.2,0.66524064171123,0.44697615647761013,-0.10553845039696161,-0.5178515758761925
20,celegans,1,2,0.25,0.654627539503386,0.41050259184133425,-0.20836774142027778,-0.7059866309634787
21,celegans,1,2,0.25,0.6652078774617067,0.5595706484348125,0.15529654400682366,-0.5147024314829819
22,celegans,1,2,0.25,0.67003367003367,0.42845178272313955,-0.13034505861097656,-0.49500695872594047
23,celegans,1,2,0.25,0.6518353726362626,0.5902964812613811,2.223429381037272,-0.6577683999193528
24,celegans,1,2,0.25,0.6593279258400927,0.5940604712886912,0.7124561358732484,-0.5792791614663049
25,celegans,1,2,0.3,0.6524908869987849,0.5918727455040304,0.03711896066442614,-0.6905221398237467
26,celegans,1,2,0.3,0.6477683956574186,0.44946557485778427,-0.007863911696486628,-0.7453011438175376
27,celegans,1,2,0.3,0.6739130434782609,0.5403955927253419,0.15136288150838278,-0.46075776018407344
28,celegans,1,2,0.3,0.6427703523693803,0.5867180838694676,3.832679869295713,-0.6402345777433524
29,celegans,1,2,0.3,0.6585662211421628,0.5860075242558247,3.726092637903517,-0.48586477636331954
30,celegans,1,2,0.35000000000000003,0.6419098143236074,0.5956841138659321,0.00794277785480063,-0.7674199526171513
31,celegans,1,2,0.35000000000000003,0.6675324675324675,0.5680021887159533,0.26383242409623087,-0.5640633232418464
32,celegans,1,2,0.35000000000000003,0.6363636363636364,0.39929096638655465,-0.22315161031734948,-0.8250674674867268
33,celegans,1,2,0.35000000000000003,0.6513994910941476,0.4355183622262774,-0.18834729201981174,-0.7001283374899167
34,celegans,1,2,0.35000000000000003,0.6469038208168643,0.561966136729793,0.08637802899948052,-0.7246919265797646
35,celegans,1,2,0.4,0.6626984126984127,0.49830535008414545,-0.24014587495054168,-0.6474567249476066
36,celegans,1,2,0.4,0.6792189679218968,0.4336844924560307,-0.04867759235731946,-0.500635776467974
37,celegans,1,2,0.4,0.6624472573839663,0.43068825194621374,-0.13970110395714555,-0.6238937140741841
38,celegans,1,2,0.4,0.639943741209564,0.6068938873626374,0.14655646716447446,-0.7637038683020915
39,celegans,1,2,0.4,0.6839887640449438,0.4280082135523614,-0.11714564125299795,-0.4733880201170617
40,celegans,1,2,0.45,0.6468885672937771,0.424762533465361,-0.17894958815396125,-0.7247729894071901
41,celegans,1,2,0.45,0.6764252696456087,0.4031999132226923,-0.2322996478970134,-0.5632574325455678
42,celegans,1,2,0.45,0.6476043276661515,0.423439266423816,-0.2130071456132852,-0.7210016579790003
43,celegans,1,2,0.45,0.6396825396825396,0.3977656562564904,-0.1891996914241709,-0.7430719125210569
44,celegans,1,2,0.45,0.6728971962616822,0.40163139329805997,-0.03239420358029193,-0.5669431913028479
45,celegans,1,2,0.5,0.6762225969645869,0.6148431005818786,0.04270036905219206,-0.5604240925812982
46,celegans,1,2,0.5,0.6437389770723104,0.39716533297165335,-0.1322501038724932,-0.7082994122618179
47,celegans,1,2,0.5,0.6593001841620626,0.3776838290804771,-0.25824782916140243,-0.6729986875817631
48,celegans,1,2,0.5,0.6549413735343383,0.4141980979812778,-0.18659878953780465,-0.6519411038604256
49,celegans,1,2,0.5,0.6717171717171717,0.3985990617569565,-0.16133800651124658,-0.5899311435842093
50,celegans,1,3,0.05,0.8126737076153419,0.5433920445550382,2.808691042084021,-1.3088909166672948
51,celegans,1,3,0.05,0.8123962368566685,0.5136681858005192,2.5058796378013035,-1.3713241156533986
52,celegans,1,3,0.05,0.8109619686800895,0.5601877167924914,2.8155087762055775,-1.484317916006318
53,celegans,1,3,0.05,0.8128491620111732,0.578636713340514,3.1333248948202166,-1.278434904963079
54,celegans,1,3,0.05,0.8120133481646273,0.4793162843478966,-0.17630374629102707,-1.5871761713250045
55,celegans,1,3,0.1,0.8144208037825059,0.5450066097824781,1.8962078276179806,-1.2590348397259203
56,celegans,1,3,0.1,0.8112426035502959,0.5444644894580758,1.2653315553358546,-1.4942806421525483
57,celegans,1,3,0.1,0.8131609870740305,0.5379062602246701,5.174342159366602,-1.1944646344927032
58,celegans,1,3,0.1,0.8105882352941176,0.5397957251935923,4.8214009518884815,-1.304133620104643
59,celegans,1,3,0.1,0.8103651354534747,0.5125374656940632,4.565046405468889,-1.3576367878987412
60,celegans,1,3,0.15000000000000002,0.8121512709237446,0.5585468470511173,2.747970933210711,-1.3434766688566684
61,celegans,1,3,0.15000000000000002,0.8103767757875232,0.5608936799872885,0.649007669911171,-1.5564394483623198
62,celegans,1,3,0.15000000000000002,0.815251084934904,0.49534794702324747,0.6733266600394497,-1.3470885795094627
63,celegans,1,3,0.15000000000000002,0.8130132659507264,0.5716835716835716,6.713825022718316,-1.1451468033935623
64,celegans,1,3,0.15000000000000002,0.8123076923076923,0.5420317933432688,6.30434240273464,-1.2163068457045947
65,celegans,1,3,0.2,0.8132372214941023,0.5718930686910668,4.531628000078008,-1.2064800865072405
66,celegans,1,3,0.2,0.8064729194187582,0.5400653523520418,1.0322415143297843,-1.598981589630753
67,celegans,1,3,0.2,0.8150594451783355,0.5534911876324183,7.973082479611657,-1.1115234990533807
68,celegans,1,3,0.2,0.8270874424720579,0.5545195161612071,5.587667624592986,-0.913799670652363
69,celegans,1,3,0.2,0.8131147540983606,0.5600339558573855,1.425156093578587,-1.385392108518027
70,celegans,1,3,0.25,0.8084507042253521,0.5468461774953884,5.474970226733472,-1.301186584422386
71,celegans,1,3,0.25,0.8068820224719101,0.6018450826805919,5.4387528761141635,-1.3336122365943404
72,celegans,1,3,0.25,0.8040201005025126,0.5416830193615908,8.672183723940197,-1.2631037842219297
73,celegans,1,3,0.25,0.8133333333333334,0.5886220081956516,6.057407529242107,-1.1860918818042319
74,celegans,1,3,0.25,0.8065872459705676,0.5797416235409663,0.45626680236248884,-1.6003853722398713
75,celegans,1,3,0.3,0.8117123795404003,0.5280048897997339,4.359639960369687,-1.2879838346460555
