,walk_length,edge,correct,layer,distance,ground_truth_aprx,likelihood_metric,score
268,5,"(99, 19)",True,d_G,1.9143329,0,inverse,0.40874052
269,5,"(73, 12)",False,d_G,1.6365405,0,inverse,0.5008054
270,5,"(63, 56)",True,d_G,1.826035,0,inverse,0.48666096
271,5,"(63, 20)",True,d_G,2.0313432,0,inverse,0.38694048
272,5,"(75, 20)",True,d_G,2.2064712,0,inverse,0.30065882
273,5,"(94, 75)",True,d_G,1.8486589,0,inverse,0.44753897
274,5,"(76, 65)",True,d_G,1.757316,0,inverse,0.496652
275,5,"(25, 65)",True,d_G,2.0816603,0,inverse,0.45668352
276,5,"(25, 87)",False,d_G,1.6931618,0,inverse,0.5174121
277,5,"(45, 92)",True,d_G,1.9866655,0,inverse,0.47422406
278,5,"(45, 48)",False,d_G,1.6334342,0,inverse,0.5499267
279,5,"(48, 67)",True,d_G,2.1451025,0,inverse,0.45080453
280,5,"(67, 10)",True,d_G,1.8380924,0,inverse,0.4923254
281,5,"(38, 13)",False,d_G,1.5216248,0,inverse,0.5542112
282,5,"(32, 43)",False,d_G,1.6321619,0,inverse,0.53619224
283,5,"(60, 43)",True,d_G,1.4032627,0,inverse,0.46704563
284,5,"(11, 28)",True,d_G,1.656198,0,inverse,0.4923585
285,5,"(86, 0)",False,d_G,1.7048062,0,inverse,0.5326056
286,5,"(64, 22)",False,d_G,1.6610918,0,inverse,0.506338
287,5,"(22, 46)",True,d_G,1.832675,0,inverse,0.48000973
288,5,"(30, 34)",False,d_G,1.7357695,0,inverse,0.51186925
289,5,"(59, 30)",True,d_G,1.8648279,0,inverse,0.21969129
290,5,"(59, 69)",True,d_G,1.793008,0,inverse,0.22077127
291,5,"(31, 69)",True,d_G,1.9144565,0,inverse,0.2821242
292,5,"(31, 39)",True,d_G,1.9023219,0,inverse,0.45107162
293,5,"(47, 90)",False,d_G,1.7687076,0,inverse,0.5163173
294,5,"(52, 47)",False,d_G,1.6271551,0,inverse,0.5383382
295,5,"(49, 14)",False,d_G,1.5164658,0,inverse,0.5089593
296,5,"(55, 77)",False,d_G,1.7204238,0,inverse,0.5155592
297,5,"(24, 55)",True,d_G,2.0500462,0,inverse,0.49526978
298,5,"(24, 29)",True,d_G,1.8691177,0,inverse,0.42337385
299,5,"(79, 29)",True,d_G,2.2818365,0,inverse,0.39456832
300,5,"(97, 79)",True,d_G,2.3760822,0,inverse,0.45079738
301,5,"(97, 57)",False,d_G,1.6132231,0,inverse,0.56230676
302,5,"(50, 82)",True,d_G,1.8613007,0,inverse,0.47125173
303,5,"(82, 68)",True,d_G,1.8137646,0,inverse,0.4489749
304,5,"(96, 40)",True,d_G,1.9436857,0,inverse,0.39520043
305,5,"(17, 40)",True,d_G,1.9777622,0,inverse,0.30202198
306,5,"(83, 89)",False,d_G,1.6427585,0,inverse,0.50289196
307,5,"(37, 35)",False,d_G,1.4250494,0,inverse,0.57486606
308,5,"(81, 37)",False,d_G,1.918756,0,inverse,0.51465434
309,5,"(42, 85)",True,d_G,1.4292401,0,inverse,0.4659645
310,5,"(85, 41)",True,d_G,1.6575718,0,inverse,0.39404052
311,5,"(41, 23)",True,d_G,2.362405,0,inverse,0.3345031
312,5,"(23, 7)",True,d_G,1.8828472,0,inverse,0.37066367
313,5,"(7, 21)",True,d_G,1.8199344,0,inverse,0.40667665
314,5,"(21, 44)",False,d_G,1.886851,0,inverse,0.5002409
315,5,"(44, 61)",False,d_G,1.4446551,0,inverse,0.51264083
316,6,"(99, 0)",False,d_G,1.7793221,0,inverse,0.5603006
