_UID,system,l1,l2,theta,accuracy,auroc,intercept,coef
157,drosophila,1,2,0.15,0.9136707121593771,0.22032531272706507,2.0557047136110014,-6.942923133031942
158,drosophila,1,2,0.15,0.9075160403299725,0.22294738092925007,2.0254121800823786,-8.465906030449394
159,drosophila,1,2,0.15,0.9003579952267303,0.23238159732351107,1.9897169990657282,-9.333332767089878
160,drosophila,1,2,0.25,0.8876527164023915,0.16770266968243935,2.1688721162059763,-7.4596497958214
161,drosophila,1,2,0.25,0.9080024878200477,0.16303151039993147,2.219055577179292,-5.923881298432603
162,drosophila,1,2,0.25,0.8891203583146711,0.15981661186622825,2.1751268252029394,-7.539759358302496
163,drosophila,1,2,0.25,0.9037187711886507,0.15615545010396445,2.241985648685373,-5.871241462574546
164,drosophila,1,2,0.25,0.9108782486901489,0.18916620707393716,2.3052238831463536,-5.3972822751358605
165,drosophila,1,2,0.35,0.9280368796024666,0.14105219195870605,2.5588274845471037,-1.371212325669796
166,drosophila,1,2,0.35,0.9172756679046364,0.1288724454578694,2.512682158206869,-3.0778105545601284
167,drosophila,1,2,0.35,0.9263689367073391,0.1395397542398814,2.5117962434106142,-1.7962618730612736
168,drosophila,1,2,0.35,0.9290330301579703,0.1274108089526016,2.527562140839348,-1.3652074498439941
169,drosophila,1,2,0.35,0.9193202146690519,0.13121149797361786,2.5028897227930385,-2.972100822829577
170,drosophila,1,2,0.44999999999999996,0.9290263232380414,0.10616563392437277,2.6289177659634073,-0.731375851682531
171,drosophila,1,2,0.44999999999999996,0.9295884394701424,0.11173425659093415,2.6194802698945345,-0.8186327060379899
172,drosophila,1,2,0.44999999999999996,0.931766704416761,0.12165505440092907,2.5752498951269858,-0.7853837235811039
173,drosophila,1,2,0.44999999999999996,0.9282242727336761,0.11841128737624533,2.6497123520599195,-0.6929782151963326
174,drosophila,1,2,0.44999999999999996,0.9289860265137944,0.11757678097010707,2.636237548422174,-0.6257474236557563
175,drosophila,1,2,0.5499999999999999,0.9279130434782609,0.10105780307811471,2.6454630760454223,-0.2816369897959463
176,drosophila,1,2,0.5499999999999999,0.9290938817657689,0.10144032727537586,2.63349340363337,-0.2901685320310277
177,drosophila,1,2,0.5499999999999999,0.9307659022068369,0.10167329149232915,2.603159177915043,-0.2261148027074259
178,drosophila,1,2,0.5499999999999999,0.9273858921161826,0.09929551285465714,2.661810232879141,-0.33978527225306054
179,drosophila,1,2,0.5499999999999999,0.9324475886463636,0.09474061595733921,2.5888401412175055,-0.29019643695895864
180,drosophila,1,2,0.65,0.9328918322295806,0.9263327389032805,2.4924410864587467,0.4251011203398245
181,drosophila,1,2,0.65,0.9304066130473637,0.9191813129665307,2.543935943430651,0.21459238442293257
182,drosophila,1,2,0.65,0.9307354431805384,0.919502455552145,2.532917711675206,0.2533652473024475
183,drosophila,1,2,0.65,0.9285872945357618,0.907784010894096,2.5428610746649283,0.305854998409919
184,drosophila,1,2,0.65,0.927613346635628,0.9159131702774956,2.556294857195432,0.2861349188616626
185,drosophila,1,2,0.75,0.9288729091761764,0.9280819191807359,2.0933806200676934,1.9271345635984038
186,drosophila,1,2,0.75,0.9326016385840161,0.9288662883188186,2.149208789409731,1.5550635196898737
187,drosophila,1,2,0.75,0.9302578440509475,0.934874219787173,2.1887966018385336,1.4026462814516698
188,drosophila,1,2,0.75,0.9353272784215472,0.9206541204250484,2.0845122572462715,1.7261807549227768
189,drosophila,1,2,0.75,0.9313846153846154,0.9278281323368397,2.163986688265716,1.4937125193519685
190,drosophila,1,2,0.85,0.9452495974235104,0.9491788150640128,1.4032238356197018,2.607084469582974
191,drosophila,1,2,0.85,0.9434656849855377,0.9292417747592274,1.3604258136637892,2.8432454242208594
192,drosophila,1,2,0.85,0.9458344080474593,0.9473104278321548,1.4101729385921402,2.634343357017817
193,drosophila,1,2,0.85,0.9442113058504074,0.9451798253891003,1.4747887782368292,2.5806191101160416
194,drosophila,1,2,0.85,0.9454824673662656,0.9583084553521967,1.4294988109371212,2.608882809692006
195,drosophila,1,2,0.95,0.9535928143712575,0.9332837209302326,0.6018838117210898,2.6265212061204672
196,drosophila,1,2,0.95,0.9541864139020537,0.9447923533289387,0.63026139797688,2.5487172871360997
197,drosophila,1,2,0.95,0.9497942386831276,0.9389588755856325,0.5426859556713627,2.6548756295873717
198,drosophila,1,2,0.95,0.9534510433386838,0.9756315921998714,0.6127779261159189,2.5117785151402274
199,drosophila,1,2,0.95,0.9505535055350554,0.9632080200501254,0.6284441217832171,2.579256096041102
200,drosophila,1,3,0.05,0.9438711824914704,0.33577825108839704,2.223103971802667,-5.695787601364229
201,drosophila,1,3,0.05,0.9389944691645528,0.3401421291252861,1.9392030784510053,-9.844775049426756
202,drosophila,1,3,0.05,0.9431586820127145,0.3555104360625463,2.0160235601568446,-6.730238468250667
203,drosophila,1,3,0.05,0.9398030825474638,0.3966337883208453,2.0709884473827613,-9.440009252557571
204,drosophila,1,3,0.05,0.9424971934638893,0.39345372388563854,2.128972589466162,-7.730419897003957
205,drosophila,1,3,0.15,0.9339161977398502,0.2584012297724824,2.2668288965116,-6.7949221655763585
206,drosophila,1,3,0.15,0.9325444889592844,0.2599708736781491,2.3555212594360686,-7.148129267854584
207,drosophila,1,3,0.15,0.9250405374102386,0.2638348286053605,2.2558498444832114,-9.539943568380398
208,drosophila,1,3,0.15,0.9308360024137771,0.24875195273866776,2.132651536474782,-7.981176953177278
209,drosophila,1,3,0.15,0.9346198558474773,0.22442278425108542,2.352294023775687,-6.468259069561388
210,drosophila,1,3,0.25,0.931909282700422,0.19171260175960902,2.5104773102260443,-4.994255629471277
211,drosophila,1,3,0.25,0.9328894525470303,0.19674612639962152,2.5304704911204303,-4.840288645876217
212,drosophila,1,3,0.25,0.9418017259524311,0.19861511610259525,2.671485662593825,-2.5838732808597387
213,drosophila,1,3,0.25,0.9349218011965992,0.18745068284030592,2.461680059254989,-4.736345118634361
214,drosophila,1,3,0.25,0.9238666877270574,0.20195957637661555,2.4922771198183105,-6.175494495577567
215,drosophila,1,3,0.35,0.9428554040895814,0.15394538649688383,2.880723226475981,-1.404717188095195
216,drosophila,1,3,0.35,0.9450529500756429,0.16069360888762463,2.733461249338811,-1.5714811103924886
217,drosophila,1,3,0.35,0.9370379347957823,0.15552892572625293,2.7865279894990342,-3.0776899247583835
218,drosophila,1,3,0.35,0.9403245192307692,0.15424970964401782,2.746937568532776,-2.57145987794768
219,drosophila,1,3,0.35,0.9404017721672635,0.18234268748426777,2.7460232780149787,-2.568898314011238
220,drosophila,1,3,0.44999999999999996,0.9472925228927824,0.13256301256638203,2.854898308877777,-0.6528247720493601
221,drosophila,1,3,0.44999999999999996,0.9444845509673694,0.13220502725844974,2.9071734934089326,-0.9936722877670581
222,drosophila,1,3,0.44999999999999996,0.9452369005806035,0.15330116483908277,2.8930383150401138,-0.6801987751596696
223,drosophila,1,3,0.44999999999999996,0.9457753550423181,0.14085696550052684,2.884673033458632,-0.7756250305357549
224,drosophila,1,3,0.44999999999999996,0.9468963042698242,0.1406632323873703,2.853276698773642,-0.6689623754778531
225,drosophila,1,3,0.5499999999999999,0.9463010316550569,0.13014291467226294,2.89412179442773,-0.3792011188431361
226,drosophila,1,3,0.5499999999999999,0.9471562527385856,0.13225868866867244,2.8762954378890657,-0.36078986165566984
227,drosophila,1,3,0.5499999999999999,0.9464980544747081,0.11539932806357682,2.8984410492400747,-0.42043237220612717
228,drosophila,1,3,0.5499999999999999,0.9476708750544188,0.14166561182789186,2.881408203699635,-0.4898779299580166
229,drosophila,1,3,0.5499999999999999,0.9457438483610121,0.12274061593152337,2.8984029175649924,-0.3786723873205486
230,drosophila,1,3,0.65,0.9478747203579418,0.11421252181629038,2.835202525278293,-0.014653099524801056
231,drosophila,1,3,0.65,0.9446560609455523,0.11476570842520109,2.867217434160308,-0.0049301346141988325
232,drosophila,1,3,0.65,0.9409547738693468,0.8866234634867474,2.8983031903737757,0.029063773543827356
233,drosophila,1,3,0.65,0.9455690508322088,0.8816201462990776,2.846591101471708,0.04743810826526644
234,drosophila,1,3,0.65,0.9437611806797853,0.8923417203213604,2.8592707484952937,0.07891529210137424
235,drosophila,1,3,0.75,0.9463786136151694,0.8928678705482207,2.6170797947985847,0.7418544245705637
236,drosophila,1,3,0.75,0.9505745317172989,0.8916738650997815,2.5380215813801636,0.9075453317576331
237,drosophila,1,3,0.75,0.9448617548345852,0.8874387225541096,2.565806203771315,0.925019613512134
238,drosophila,1,3,0.75,0.9480869979361803,0.9067885532104358,2.4740217581970754,1.195152045324819
239,drosophila,1,3,0.75,0.9480416929879975,0.9122693610763556,2.5839948626575504,0.8239276874354465
240,drosophila,1,3,0.85,0.9478168264110756,0.9169687696170747,1.751428789946782,2.2775352159965596
241,drosophila,1,3,0.85,0.9495840685656668,0.9231238851342864,1.8782981804678982,2.0448667995723957
242,drosophila,1,3,0.85,0.9475524475524476,0.9112655824089582,1.7767016628317578,2.2172131735421736
243,drosophila,1,3,0.85,0.947095718571039,0.9022144734297319,1.7102027127351336,2.342481563373773
244,drosophila,1,3,0.85,0.9468864468864469,0.9222457288584084,1.8601663657168368,2.069953320493212
245,drosophila,1,3,0.95,0.9471191791633781,0.9473106593359758,0.9125157338200992,2.3420902190430155
246,drosophila,1,3,0.95,0.946219797349961,0.944202266782912,0.959010426608066,2.2459030621716543
247,drosophila,1,3,0.95,0.9459459459459459,0.9615281859471013,0.9212505885480663,2.2420686214574888
248,drosophila,1,3,0.95,0.9598108747044918,0.9512477563545828,0.916249388584248,2.3028597729428815
249,drosophila,1,3,0.95,0.9554087530966143,0.9339023421992856,0.919186473842825,2.2826720466694552
250,drosophila,1,4,0.05,0.3967639612373774,0.44822262078016495,-0.04787296091513484,-13.541537499779816
251,drosophila,1,4,0.05,0.4083826056563656,0.48707384852364843,-0.12101573954402262,-15.823249320509822
252,drosophila,1,4,0.05,0.4057194443635517,0.4218716750452623,0.07750705160877774,-12.525292206967745
253,drosophila,1,4,0.05,0.3973610021216613,0.4437405607182846,-0.037875835095954546,-15.416230896230813
254,drosophila,1,4,0.05,0.39268940167449456,0.4333422170852949,-0.002432379008997248,-15.285913548623704
255,drosophila,1,4,0.15,0.3489493402834338,0.40276295566696685,0.3706908713699282,-20.841205230028716
256,drosophila,1,4,0.15,0.3440895192245137,0.3853334872025047,0.33646920970116373,-17.69045448017804
257,drosophila,1,4,0.15,0.3343691733996271,0.38088776731429025,0.3786447085694611,-21.351657522982343
258,drosophila,1,4,0.15,0.34418996950626096,0.38604281280113006,0.33055117186478883,-16.365480614219948
259,drosophila,1,4,0.15,0.3714017420587378,0.40494149743870467,0.40058558730013344,-17.91880645581581
260,drosophila,1,4,0.25,0.330832321894884,0.33209769832498365,0.9106037476813815,-14.362635800139973
261,drosophila,1,4,0.25,0.3363465990519237,0.33842261666094625,0.7675102064747513,-13.1998053454749
262,drosophila,1,4,0.25,0.3183592311657707,0.3264414416090109,0.877108467497393,-16.196728454465234
263,drosophila,1,4,0.25,0.31654676258992803,0.3345101074590635,0.8275618903355387,-15.602844928023496
264,drosophila,1,4,0.25,0.33187821390255634,0.3269318151123176,0.8703954716865475,-13.399283321290318
265,drosophila,1,4,0.35,0.32462590850790934,0.30366226551668524,1.3101402003824985,-11.752447644961856
266,drosophila,1,4,0.35,0.30393707519343394,0.2808426808754508,1.3379183760941769,-12.35690427623799
267,drosophila,1,4,0.35,0.3073664591011141,0.2924027553016834,1.353591376644502,-12.589513104296232
268,drosophila,1,4,0.35,0.3239941915093534,0.2850106151694527,1.3029332246003358,-10.7912938902026
269,drosophila,1,4,0.35,0.31038162725177154,0.30240043080554546,1.3252685468268957,-12.139356567448221
270,drosophila,1,4,0.44999999999999996,0.3250931426845232,0.2508078499552875,1.4398671846575255,-7.573945522085772
271,drosophila,1,4,0.44999999999999996,0.32326740147969196,0.2611562688583913,1.478718257875796,-7.880070262988193
272,drosophila,1,4,0.44999999999999996,0.3120321527254459,0.25510936438951365,1.558313628613915,-8.585286322525116
273,drosophila,1,4,0.44999999999999996,0.328684755697034,0.2526479610219302,1.36693766153596,-7.177513595087166
274,drosophila,1,4,0.44999999999999996,0.318812683618681,0.25068928469105145,1.4405960489155458,-7.5242452354905245
275,drosophila,1,4,0.5499999999999999,0.3851892958441238,0.20683163868877175,1.3183467153370036,-3.7412254576791866
