system,theta,embedding,mu,t1,t2,prob,accuracy,auroc,pr,intercept,coef_distances,coef_degrees
LFR,0.05,LE,0.1,2.1,1.0,1,0.6298405466970387,0.6646100225044018,0.6309188960985372,-0.09612789590813631,-5.072309064305133,-16.158019890176757
LFR,0.05,LE,0.2,2.1,1.0,1,0.6687877304617392,0.6900957727334056,0.6485432241614896,-0.02816600940109645,-4.298921999737033,-17.398686502650698
LFR,0.05,LE,0.3,2.1,1.0,1,0.6790747382530884,0.707802427166117,0.6589016032120163,-0.04328035454330824,-1.7437120181786019,-16.648059672363747
LFR,0.05,LE,0.4,2.1,1.0,1,0.6782961024059665,0.7078533953316744,0.6586918148293396,-0.018851542957189535,-1.132855517564341,-16.79877404767847
LFR,0.05,LE,0.5,2.1,1.0,1,0.6702114145721804,0.6966015485971422,0.6466465607496483,0.0003178415545632754,-2.980162796052042,-15.216371973761634
LFR,0.05,LE,0.1,2.1,1.0,1,0.6351992232719669,0.6708050681245443,0.6354593853449011,-0.09112853524553431,-5.169166227833536,-16.48583965873296
LFR,0.05,LE,0.2,2.1,1.0,1,0.670074871739091,0.6939106037402261,0.651783941225011,-0.057563854779560344,-3.559085449411279,-16.65733850755149
LFR,0.05,LE,0.3,2.1,1.0,1,0.6862840995543963,0.7121160058147409,0.6628881449658176,-0.033421092149376136,-1.4228994155959958,-16.965014825197674
LFR,0.05,LE,0.4,2.1,1.0,1,0.6813438990282907,0.7129431804339681,0.6610969951015235,-0.012967834991440542,-0.5900277231877163,-16.42360494859075
LFR,0.05,LE,0.5,2.1,1.0,1,0.6717720714998638,0.6982952198571122,0.649143009529707,0.007506014577781008,-2.736508676080312,-15.307188495029768
LFR,0.05,LE,0.1,2.1,1.0,1,0.6420142649090705,0.6780047407331176,0.6421406149318551,-0.09900727326579173,-5.1692007552457175,-16.60191181843762
LFR,0.05,LE,0.2,2.1,1.0,1,0.6762749043708417,0.6968755729054619,0.6512503761448092,-0.04371429474908314,-3.2354993894579263,-16.816851341592457
LFR,0.05,LE,0.3,2.1,1.0,1,0.6837300293446364,0.7100068392504464,0.6608289737691085,-0.03328497889017224,-1.1059974589934147,-16.762948063990407
LFR,0.05,LE,0.4,2.1,1.0,1,0.6738678331958837,0.7030414721851542,0.6529900649088751,-0.0250348295918891,-1.5235326794102912,-15.69638101822869
LFR,0.05,LE,0.5,2.1,1.0,1,0.6778513746483985,0.704679046942257,0.6544274752348674,0.0018126462532125564,-3.4611793209928052,-15.125111949307112
LFR,0.05,LE,0.1,2.1,1.0,1,0.6340789424549087,0.6701512578546958,0.6362752072670164,-0.1038961303132558,-5.21931665304396,-16.37985309026458
LFR,0.05,LE,0.2,2.1,1.0,1,0.6541940864016244,0.6768342778889971,0.6328739945438,-0.052370367376579116,-3.5502460961745426,-15.343036379041608
LFR,0.05,LE,0.3,2.1,1.0,1,0.692841357823425,0.7200077566628553,0.6718650778934274,-0.03657524947723784,-1.1979477789626085,-17.19125154878602
LFR,0.05,LE,0.4,2.1,1.0,1,0.6784215999139446,0.7107139448473967,0.6593187325963974,-0.010086725958005843,-1.1412584778210557,-16.028368559398242
LFR,0.05,LE,0.5,2.1,1.0,1,0.6722983395336176,0.6983273825355159,0.6482793485293246,0.0037875292227497717,-2.808359868424982,-15.2726777165517
LFR,0.10,LE,0.1,2.1,1.0,1,0.671804170444243,0.7033862115389011,0.6708817489375604,-0.09424631648144376,-4.25666149892093,-15.240663677342258
LFR,0.10,LE,0.2,2.1,1.0,1,0.6804829974931588,0.7086042246440073,0.6748377318997871,-0.03204876127441392,-4.167902009361443,-15.485004975117445
LFR,0.10,LE,0.3,2.1,1.0,1,0.6978393881453155,0.7239642341626344,0.6836575124465198,-0.04292178375753847,-2.403747526176005,-14.70425086671266
LFR,0.10,LE,0.4,2.1,1.0,1,0.6955262859089361,0.7249663584582174,0.6862945160508205,0.0005973378553877384,-2.1475400877139355,-14.802576120265744
LFR,0.10,LE,0.5,2.1,1.0,1,0.6857006033904799,0.7152652561994943,0.6729272840984262,0.002162731343843595,-3.6185879712312894,-13.87180882602561
LFR,0.10,LE,0.1,2.1,1.0,1,0.6703259884110528,0.7028771789361625,0.6736731695278478,-0.08409319082565109,-4.190670799075352,-15.156525111812178
LFR,0.10,LE,0.2,2.1,1.0,1,0.6844250531029336,0.7118121452040961,0.6758987814496046,-0.05431876647785743,-3.6994564904527567,-15.241127873104425
LFR,0.10,LE,0.3,2.1,1.0,1,0.6942447418738049,0.7208039432560869,0.6814640997981426,-0.027530703051021153,-2.294753079493031,-14.84980789375278
LFR,0.10,LE,0.4,2.1,1.0,1,0.6954884372279626,0.7282526837567924,0.6887141587523877,-0.017481502417709266,-1.7163396551261276,-14.908268586936343
LFR,0.10,LE,0.5,2.1,1.0,1,0.6829997126712001,0.7129966558306062,0.6718130236393585,0.020657141245442955,-3.1898638235366885,-13.508472312033861
LFR,0.10,LE,0.1,2.1,1.0,1,0.676140171074934,0.7083194108253591,0.6758313880449456,-0.0877632780542616,-4.209982763639993,-15.080400547950209
LFR,0.10,LE,0.2,2.1,1.0,1,0.688520198250952,0.7127968407723175,0.6789859200744516,-0.043421141716907946,-3.437840998051922,-15.095259932107997
LFR,0.10,LE,0.3,2.1,1.0,1,0.6954875717017208,0.7229876371527534,0.6820583954220325,-0.03365985014346905,-2.07779792429603,-14.92506405643259
LFR,0.10,LE,0.4,2.1,1.0,1,0.6899436054653495,0.7202615972649418,0.677993162635207,-0.007918656133284598,-2.718760625646104,-14.342265455305785
LFR,0.10,LE,0.5,2.1,1.0,1,0.6874054209366919,0.7190404475685304,0.6779819066677728,-0.0037533176984341525,-3.6143475357441672,-13.7795746540984
LFR,0.10,LE,0.1,2.1,1.0,1,0.677027080294848,0.7076748692282678,0.6746445920316211,-0.09493064701930137,-4.275555821524335,-15.247884895504049
LFR,0.10,LE,0.2,2.1,1.0,1,0.6815354880685841,0.7073763846453082,0.669763172102875,-0.04519842502416272,-3.7699788685422937,-15.299732023540283
LFR,0.10,LE,0.3,2.1,1.0,1,0.7028107074569789,0.7319795993665262,0.6977115888044685,-0.02821846920288002,-2.322295510055307,-15.662384777756543
LFR,0.10,LE,0.4,2.1,1.0,1,0.6932364407100412,0.72242233633555,0.6790753110341531,-0.00198336495657611,-2.4409673674163455,-14.453435955821927
LFR,0.10,LE,0.5,2.1,1.0,1,0.6855856718705104,0.7144434730456259,0.6718525773474625,-0.00907644925644015,-3.537186228116678,-13.702805978085902
LFR,0.15,LE,0.1,2.1,1.0,1,0.6905884808013356,0.7328550772597082,0.7052755918341805,-0.08826120294310569,-3.690619751923554,-14.287009904259243
LFR,0.15,LE,0.2,2.1,1.0,1,0.6928048953457743,0.7332486722069567,0.705132812844537,-0.03318798124994727,-3.9710271892817817,-14.417552358438193
LFR,0.15,LE,0.3,2.1,1.0,1,0.6954690853140058,0.7353367616385695,0.7012899635120526,-0.05080906465569094,-2.970828494060647,-13.247080096305888
LFR,0.15,LE,0.4,2.1,1.0,1,0.6998557287700877,0.7417598139057406,0.706564393760367,0.010333100612242766,-2.868473231109586,-13.465933507614684
LFR,0.15,LE,0.5,2.1,1.0,1,0.6914386548485894,0.7327825270788159,0.6960688772043975,-0.004294026436533648,-4.164854726040135,-12.446547366619823
LFR,0.15,LE,0.1,2.1,1.0,1,0.6882512520868114,0.7331624121004082,0.7082235201094431,-0.07376668469244362,-3.8769579163816457,-14.332302673194363
LFR,0.15,LE,0.2,2.1,1.0,1,0.6937977427917249,0.7343714716776997,0.7026039481932094,-0.047942259564815425,-3.4918050319778944,-13.927113718897916
LFR,0.15,LE,0.3,2.1,1.0,1,0.6968255253674536,0.737381652336488,0.7046185999577484,-0.016841465175766842,-2.6585447687317014,-13.652005091333034
LFR,0.15,LE,0.4,2.1,1.0,1,0.6969302288302007,0.7399535436303873,0.7062276497693457,-0.01302250650358236,-2.6510900868870197,-13.381991881978893
LFR,0.15,LE,0.5,2.1,1.0,1,0.6919457233839725,0.7361728380198882,0.7014065920147038,0.01673696613168771,-3.9585530492687657,-12.488612851309234
LFR,0.15,LE,0.1,2.1,1.0,1,0.6917217921161912,0.7359964774282237,0.7091609048185223,-0.06929290868546197,-3.743488541236778,-14.250198123258128
LFR,0.15,LE,0.2,2.1,1.0,1,0.6928781278492554,0.7341223212352326,0.707880409803853,-0.04997825127625894,-3.2172181317599997,-14.08990727951706
LFR,0.15,LE,0.3,2.1,1.0,1,0.7005101834230878,0.7398810115981558,0.7052861312614925,-0.027958058544394232,-2.5456154376320916,-13.670521602297208
LFR,0.15,LE,0.4,2.1,1.0,1,0.6929828076784355,0.7336422875110512,0.6962594640316171,0.0033753404698625,-3.106832373131251,-12.972591019820328
LFR,0.15,LE,0.5,2.1,1.0,1,0.689146705068657,0.7328693794272598,0.6978705764337673,-0.014515864195021705,-3.9997275137863957,-12.142874060348445
LFR,0.15,LE,0.1,2.1,1.0,1,0.6881051752921535,0.7319845150721791,0.7064263925012708,-0.09167905497300341,-3.884241073323056,-14.396737284137679
LFR,0.15,LE,0.2,2.1,1.0,1,0.689360322574109,0.727564757433253,0.6948901229106419,-0.05183993709007558,-3.661041576585385,-14.038282276956341
LFR,0.15,LE,0.3,2.1,1.0,1,0.7024132485727012,0.7461344103147676,0.7156040234811449,-0.020040886897647867,-2.6009586659415755,-13.932803354144895
LFR,0.15,LE,0.4,2.1,1.0,1,0.6945056706608423,0.7349981560250654,0.6979072797574252,0.001558438348682177,-3.1704760995136017,-13.100907887905016
LFR,0.15,LE,0.5,2.1,1.0,1,0.6893089669999797,0.7314605230395692,0.6948865231646129,-0.002023579989019117,-4.13068061982409,-12.29936835271756
